actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
451,PT02M43.00S,2021-11-27T04:44:20.5Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,81,61,2021-11-27T04:44:20Z,4320000,,,0,,N. Powell Free Throw 1 of 2 (14 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
452,PT02M43.00S,2021-11-27T04:44:24.5Z,3,REGULAR,substitution,out,[],203081,,,1610612757,81,61,2021-11-27T04:44:27Z,4330000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M43.00S,2021-11-27T04:44:24.5Z,3,REGULAR,substitution,in,[],203468,,,1610612757,81,61,2021-11-27T04:44:27Z,4340000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M43.00S,2021-11-27T04:44:40.7Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,81,62,2021-11-27T04:44:40Z,4350000,,,0,,N. Powell Free Throw 2 of 2 (15 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
455,PT02M42.00S,2021-11-27T04:44:48.9Z,3,REGULAR,foul,personal,[],203468,,,1610612744,81,62,2021-11-27T05:21:22Z,4360000,,,0,,C. McCollum take personal FOUL (2 PF),"[203468, 1629673]",1610612757.0,POR,take,,,McCollum,C. McCollum,,,,,,,,2534.0,,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,
457,PT02M42.00S,2021-11-27T04:45:04.4Z,3,REGULAR,substitution,out,[],1626181,,,1610612744,81,62,2021-11-27T04:45:11Z,4380000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M42.00S,2021-11-27T04:45:04.4Z,3,REGULAR,substitution,in,[],203503,,,1610612744,81,62,2021-11-27T04:45:11Z,4390000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M32.00S,2021-11-27T04:45:14.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629308,9.674770039421814,50.73529411764706,1610612744,83,62,2021-11-27T04:45:17Z,4400000,-4.0,38.0,1,left,J. Toscano-Anderson driving DUNK (2 PTS) (J. Poole 2 AST),"[1629308, 1629673]",1610612744.0,GSW,driving,,,Toscano-Anderson,J. Toscano-Anderson,,,,,3.86,Made,2.0,,,,,J. Poole,1629673.0,2.0,,,,,,,,,,,
461,PT02M07.00S,2021-11-27T04:45:38.9Z,3,REGULAR,3pt,Jump Shot,[],1629014,69.99014454664915,68.13725490196079,1610612757,83,65,2021-11-27T04:45:43Z,4420000,91.0,230.0,1,right,A. Simons 24' 3PT pullup (3 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.69,Made,3.0,,,,,,,,,,,,,,,,,,
462,PT01M57.00S,2021-11-27T04:45:51.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203503,,,1610612744,83,65,2021-11-27T04:46:04Z,4430000,,,0,,T. Snell personal FOUL (1 PF) (Poole 2 FT),"[203503, 1629673]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,1201.0,,,,,,,,,,,,,1.0,0.0,Poole,1629673.0,
464,PT01M57.00S,2021-11-27T04:46:14.2Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,84,65,2021-11-27T04:46:14Z,4450000,,,0,,J. Poole Free Throw 1 of 2 (13 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
465,PT01M57.00S,2021-11-27T04:46:15.2Z,3,REGULAR,substitution,out,[],203110,,,1610612744,84,65,2021-11-27T04:46:26Z,4460000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M57.00S,2021-11-27T04:46:15.2Z,3,REGULAR,substitution,in,[],201939,,,1610612744,84,65,2021-11-27T04:46:26Z,4470000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M57.00S,2021-11-27T04:46:31.6Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,85,65,2021-11-27T04:46:31Z,4480000,,,0,,J. Poole Free Throw 2 of 2 (14 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
468,PT01M38.00S,2021-11-27T04:46:51.9Z,3,REGULAR,3pt,Jump Shot,[],1629014,66.44218134034165,57.59803921568627,1610612757,85,68,2021-11-27T04:46:55Z,4490000,38.0,263.0,1,right,A. Simons 26' 3PT  (6 PTS) (C. McCollum 3 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.56,Made,6.0,,,,,C. McCollum,203468.0,3.0,,,,,,,,,,,
470,PT01M26.00S,2021-11-27T04:47:04.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.178055190538765,56.127450980392155,1610612744,87,68,2021-11-27T04:47:06Z,4510000,-31.0,15.0,1,left,G. Payton II Layup (5 PTS) (J. Poole 3 AST),"[1627780, 1629673]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,3.41,Made,5.0,,,,,J. Poole,1629673.0,3.0,,,,,,,,,,,
472,PT01M10.00S,2021-11-27T04:47:19.4Z,3,REGULAR,2pt,Jump Shot,[],1629642,76.42904073587385,31.127450980392158,1610612757,87,68,2021-11-27T04:47:23Z,4530000,-94.0,169.0,1,right,MISS N. Little 19' pullup Shot,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,19.37,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M08.00S,2021-11-27T04:47:21.4Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,87,68,2021-11-27T04:50:09Z,4540000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,472.0,1.0,1.0,0.0,,,,,,,
474,PT00M59.90S,2021-11-27T04:47:31.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,5.995400788436268,54.166666666666664,1610612744,89,68,2021-11-27T04:47:33Z,4550000,-21.0,4.0,1,left,G. Payton II Layup (7 PTS) (S. Curry 6 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,2.12,Made,7.0,,,,,S. Curry,201939.0,6.0,,,,,,,,,,,
476,PT00M52.30S,2021-11-27T04:47:42.4Z,3,REGULAR,2pt,Jump Shot,[],203468,86.5473061760841,66.66666666666666,1610612757,89,70,2021-11-27T04:47:46Z,4570000,83.0,74.0,1,right,C. McCollum 11' driving floating bank Jump Shot (13 PTS),[203468],1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,11.14,Made,13.0,,,,,,,,,,,,,,,,,,
477,PT00M40.60S,2021-11-27T04:47:56.8Z,3,REGULAR,2pt,Jump Shot,[],201939,6.1268068331143235,19.607843137254903,1610612744,89,70,2021-11-27T04:48:00Z,4580000,152.0,5.0,1,left,MISS S. Curry 15' turnaround fadeaway Shot,[201939],1610612744.0,GSW,turnaround fadeaway,,,Curry,S. Curry,,,,,15.21,Missed,,,,,,,,,,,,,,,,,,,
478,PT00M38.00S,2021-11-27T04:47:59.4Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,89,70,2021-11-27T04:49:56Z,4590000,,,0,,A. Simons REBOUND (Off:0 Def:4),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,477.0,4.0,4.0,0.0,,,,,,,
479,PT00M29.00S,2021-11-27T04:48:08.5Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612757,89,70,2021-11-27T04:48:09Z,4600000,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 1627780]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,1.0,Payton II,1627780.0,,,,,,,,,,,,,,
480,PT00M29.00S,2021-11-27T04:48:08.5Z,3,REGULAR,steal,,[],1627780,,,1610612744,89,70,2021-11-27T04:48:10Z,4610000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M25.50S,2021-11-27T04:48:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629308,8.229303547963205,56.61764705882353,1610612744,91,70,2021-11-27T04:48:25Z,4620000,-33.0,25.0,1,left,J. Toscano-Anderson running Layup (4 PTS) (J. Poole 4 AST),"[1629308, 1629673]",1610612744.0,GSW,running,,,Toscano-Anderson,J. Toscano-Anderson,,,,,4.14,Made,4.0,,,,,J. Poole,1629673.0,4.0,,,,,,,,,,,
483,PT00M11.10S,2021-11-27T04:48:33.6Z,3,REGULAR,3pt,Jump Shot,[],203468,66.17936925098554,63.725490196078425,1610612757,91,70,2021-11-27T04:49:15Z,4640000,69.0,265.0,1,right,MISS C. McCollum 27' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
484,PT00M08.70S,2021-11-27T04:48:36.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,91,70,2021-11-27T04:49:15Z,4650000,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,483.0,6.0,6.0,0.0,,,,,,,
485,PT00M01.90S,2021-11-27T04:48:43.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.046649145860711,43.872549019607845,1610612744,91,70,2021-11-27T04:49:48Z,4660000,31.0,14.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,3.35,Missed,,,,,,,,,,,,,,,,,,,
486,PT00M00.60S,2021-11-27T04:48:44.3Z,3,REGULAR,rebound,defensive,[],203503,,,1610612757,91,70,2021-11-27T04:49:48Z,4670000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,485.0,1.0,1.0,0.0,,,,,,,
487,PT00M00.00S,2021-11-27T04:48:56.0Z,3,REGULAR,period,end,[],0,,,1610612757,91,70,2021-11-27T04:48:56Z,4680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-11-27T04:51:03.1Z,4,REGULAR,substitution,out,['startperiod'],1629673,,,1610612757,91,70,2021-11-27T04:51:19Z,4690000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-11-27T04:51:03.1Z,4,REGULAR,substitution,in,['startperiod'],202357,,,1610612757,91,70,2021-11-27T04:51:19Z,4700000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-11-27T04:51:24.5Z,4,REGULAR,period,start,[],0,,,1610612757,91,70,2021-11-27T04:51:24Z,4710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M44.00S,2021-11-27T04:51:39.3Z,4,REGULAR,3pt,Jump Shot,[],1629014,66.44218134034165,29.901960784313726,1610612757,91,70,2021-11-27T04:52:05Z,4720000,-100.0,263.0,1,right,MISS A. Simons 28' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,28.15,Missed,,,,,,,,,,,,,,,,,,,
492,PT11M41.00S,2021-11-27T04:51:42.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,91,70,2021-11-27T04:52:05Z,4730000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,491.0,,,,,,,,,,
493,PT11M41.00S,2021-11-27T04:51:51.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,91,70,2021-11-27T04:51:51Z,4740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M35.00S,2021-11-27T04:52:14.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626204,71.30420499342969,14.705882352941178,1610612757,91,73,2021-11-27T04:52:17Z,4750000,-176.0,217.0,1,right,L. Nance Jr. 27' 3PT  (5 PTS) (T. Snell 1 AST),"[1626204, 203503]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,27.99,Made,5.0,,,,,T. Snell,203503.0,1.0,,,,,,,,,,,
496,PT11M10.00S,2021-11-27T04:52:39.7Z,4,REGULAR,3pt,Jump Shot,[],203490,28.86005256241787,13.23529411764706,1610612744,91,73,2021-11-27T04:52:42Z,4770000,184.0,219.0,1,left,MISS O. Porter Jr. 28' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,28.58,Missed,,,,,,,,,,,,,,,,,,,
497,PT11M08.00S,2021-11-27T04:52:41.7Z,4,REGULAR,rebound,defensive,[],1629014,,,1610612757,91,73,2021-11-27T04:53:42Z,4780000,,,0,,A. Simons REBOUND (Off:0 Def:5),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,496.0,5.0,5.0,0.0,,,,,,,
498,PT11M02.00S,2021-11-27T04:52:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,92.59198423127464,59.55882352941176,1610612757,91,75,2021-11-27T04:52:51Z,4790000,48.0,17.0,1,right,C. McCollum Layup (15 PTS) (A. Simons 2 AST),"[203468, 1629014]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,5.08,Made,15.0,,,,,A. Simons,1629014.0,2.0,,,,,,,,,,,
500,PT10M47.00S,2021-11-27T04:53:04.0Z,4,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612744,91,75,2021-11-27T04:53:11Z,4810000,,,0,,A. Simons shooting personal FOUL (1 PF) (Bjelica 2 FT),"[1629014, 202357]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,1627534.0,,,,,,,,,,,,,1.0,0.0,Bjelica,202357.0,
502,PT10M47.00S,2021-11-27T04:53:28.1Z,4,REGULAR,freethrow,1 of 2,[],202357,,,1610612744,91,75,2021-11-27T04:53:28Z,4830000,,,0,,MISS N. Bjelica Free Throw 1 of 2,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Missed,,,,,,,,,,,,,,,,,,,
503,PT10M47.00S,2021-11-27T04:53:28.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,91,75,2021-11-27T04:53:28Z,4840000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,502.0,,,,,,,,,,
504,PT10M47.00S,2021-11-27T04:53:31.5Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,91,75,2021-11-27T04:53:37Z,4850000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M47.00S,2021-11-27T04:53:31.5Z,4,REGULAR,substitution,in,[],1629185,,,1610612744,91,75,2021-11-27T04:53:37Z,4860000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT10M47.00S,2021-11-27T04:53:50.2Z,4,REGULAR,freethrow,2 of 2,[],202357,,,1610612744,92,75,2021-11-27T04:53:50Z,4870000,,,0,,N. Bjelica Free Throw 2 of 2 (3 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
507,PT10M32.00S,2021-11-27T04:54:06.7Z,4,REGULAR,3pt,Jump Shot,[],1629014,94.82588699080158,2.696078431372549,1610612757,92,78,2021-11-27T04:54:09Z,4880000,-237.0,-4.0,1,right,A. Simons 3PT  (9 PTS) (L. Nance Jr. 2 AST),"[1629014, 1626204]",1610612757.0,POR,,,,Simons,A. Simons,,,,,23.65,Made,9.0,,,,,L. Nance Jr.,1626204.0,2.0,,,,,,,,,,,
509,PT10M17.00S,2021-11-27T04:54:20.4Z,4,REGULAR,3pt,Jump Shot,[],201939,24.392247043363994,89.4607843137255,1610612744,92,78,2021-11-27T04:54:24Z,4900000,-197.0,177.0,1,left,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
510,PT10M15.00S,2021-11-27T04:54:22.4Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,92,78,2021-11-27T04:54:59Z,4910000,,,0,,C. McCollum REBOUND (Off:2 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,509.0,6.0,4.0,2.0,,,,,,,
511,PT10M03.00S,2021-11-27T04:54:39.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,88.51839684625493,36.51960784313725,1610612757,92,78,2021-11-27T04:54:55Z,4920000,-67.0,55.0,1,right,MISS C. McCollum 8' driving finger roll Layup - blocked,"[203468, 202357]",1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,8.72,Missed,,,,,,,,,,,,,Bjelica,202357.0,,,,,
512,PT10M03.00S,2021-11-27T04:54:39.2Z,4,REGULAR,block,,[],202357,,,1610612757,92,78,2021-11-27T04:54:43Z,4930000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M02.00S,2021-11-27T04:54:40.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,92,78,2021-11-27T04:54:55Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,511.0,,,,,,,,,,
514,PT10M02.00S,2021-11-27T04:54:45.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,92,78,2021-11-27T04:54:45Z,4950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT10M02.00S,2021-11-27T04:54:49.0Z,4,REGULAR,substitution,out,[],203503,,,1610612757,92,78,2021-11-27T04:54:51Z,4960000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT10M02.00S,2021-11-27T04:54:49.0Z,4,REGULAR,substitution,in,[],203081,,,1610612757,92,78,2021-11-27T04:54:51Z,4970000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M58.00S,2021-11-27T04:55:06.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203468,89.56964520367937,76.22549019607843,1610612757,92,78,2021-11-27T04:55:10Z,4980000,131.0,46.0,1,right,MISS C. McCollum 13' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,13.88,Missed,,,,,,,,,,,,,,,,,,,
518,PT09M56.00S,2021-11-27T04:55:08.1Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,92,78,2021-11-27T04:55:35Z,4990000,,,0,,N. Bjelica REBOUND (Off:2 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,517.0,4.0,2.0,2.0,,,,,,,
519,PT09M44.00S,2021-11-27T04:55:22.9Z,4,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612744,92,78,2021-11-27T04:55:30Z,5000000,,,0,,A. Simons shooting personal FOUL (2 PF) (Toscano-Anderson 2 FT),"[1629014, 1629308]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,1201.0,,,,,,,,,,,,,2.0,0.0,Toscano-Anderson,1629308.0,
521,PT09M44.00S,2021-11-27T04:55:47.3Z,4,REGULAR,freethrow,1 of 2,[],1629308,,,1610612744,93,78,2021-11-27T04:55:47Z,5020000,,,0,,J. Toscano-Anderson Free Throw 1 of 2 (5 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
522,PT09M44.00S,2021-11-27T04:56:04.5Z,4,REGULAR,freethrow,2 of 2,[],1629308,,,1610612744,94,78,2021-11-27T04:56:04Z,5030000,,,0,,J. Toscano-Anderson Free Throw 2 of 2 (6 PTS),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
523,PT09M24.00S,2021-11-27T04:56:26.4Z,4,REGULAR,3pt,Jump Shot,[],1629014,94.43166885676742,2.941176470588235,1610612757,94,81,2021-11-27T04:56:29Z,5040000,-235.0,0.0,1,right,A. Simons 3PT  (12 PTS) (L. Nance Jr. 3 AST),"[1629014, 1626204]",1610612757.0,POR,,,,Simons,A. Simons,,,,,23.53,Made,12.0,,,,,L. Nance Jr.,1626204.0,3.0,,,,,,,,,,,
525,PT09M22.00S,2021-11-27T04:56:33.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,94,81,2021-11-27T04:56:33Z,5060000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT09M22.00S,2021-11-27T04:58:24.5Z,4,REGULAR,substitution,out,[],202357,,,1610612744,94,81,2021-11-27T04:59:13Z,5070000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M22.00S,2021-11-27T04:58:24.5Z,4,REGULAR,substitution,in,[],1626172,,,1610612744,94,81,2021-11-27T04:59:13Z,5080000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M06.00S,2021-11-27T04:59:41.1Z,4,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,94,81,2021-11-27T04:59:52Z,5090000,,,0,,J. Toscano-Anderson bad pass out-of-bounds TURNOVER (1 TO),[1629308],1610612744.0,GSW,bad pass,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,2534.0,1.0,,,,,,,,,,,,,,,,
530,PT08M43.00S,2021-11-27T05:00:32.5Z,4,REGULAR,foul,personal,['3freethrow'],1629185,,,1610612757,94,81,2021-11-27T05:00:42Z,5100000,,,0,,C. Chiozza shooting personal FOUL (2 PF) (Little 3 FT),"[1629185, 1629642]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,2534.0,,,,,,,,,,,,,2.0,0.0,Little,1629642.0,
532,PT08M43.00S,2021-11-27T05:01:04.9Z,4,REGULAR,freethrow,1 of 3,['fromturnover'],1629642,,,1610612757,94,82,2021-11-27T05:01:04Z,5120000,,,0,,N. Little Free Throw 1 of 3 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
533,PT08M43.00S,2021-11-27T05:01:17.8Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],1629642,,,1610612757,94,83,2021-11-27T05:01:17Z,5130000,,,0,,N. Little Free Throw 2 of 3 (2 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
538,PT08M43.00S,2021-11-27T05:01:37.2Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],1629642,,,1610612757,94,84,2021-11-27T05:01:37Z,5180000,,,0,,N. Little Free Throw 3 of 3 (3 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
534,PT08M42.00S,2021-11-27T05:01:18.7Z,4,REGULAR,substitution,out,[],203490,,,1610612744,94,84,2021-11-27T05:02:21Z,5185000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M42.00S,2021-11-27T05:01:18.7Z,4,REGULAR,substitution,out,[],1629308,,,1610612744,94,84,2021-11-27T05:02:21Z,5187500,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M42.00S,2021-11-27T05:01:18.7Z,4,REGULAR,substitution,in,[],203952,,,1610612744,94,84,2021-11-27T05:02:21Z,5188750,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M42.00S,2021-11-27T05:01:18.7Z,4,REGULAR,substitution,in,[],203110,,,1610612744,94,84,2021-11-27T05:02:21Z,5189375,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M23.00S,2021-11-27T05:01:57.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,8.360709592641262,45.588235294117645,1610612744,96,84,2021-11-27T05:01:59Z,5190000,22.0,26.0,1,left,K. Looney DUNK (12 PTS) (C. Chiozza 2 AST),"[1626172, 1629185]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,3.42,Made,12.0,,,,,C. Chiozza,1629185.0,2.0,,,,,,,,,,,
541,PT08M09.00S,2021-11-27T05:02:11.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,81.2910643889619,55.14705882352941,1610612757,96,84,2021-11-27T05:02:17Z,5210000,26.0,123.0,1,right,MISS C. McCollum 12' fadeaway Shot,[203468],1610612757.0,POR,fadeaway,,,McCollum,C. McCollum,,,,,12.6,Missed,,,,,,,,,,,,,,,,,,,
542,PT08M06.00S,2021-11-27T05:02:18.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,96,84,2021-11-27T05:02:18Z,5220000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,
543,PT07M45.00S,2021-11-27T05:02:39.8Z,4,REGULAR,3pt,Jump Shot,[],201939,9.149145860709593,2.941176470588235,1610612744,96,84,2021-11-27T05:02:42Z,5230000,235.0,34.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
