actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
93,PT04M36.00S,2021-12-24T03:24:18.8Z,1,REGULAR,substitution,in,[],202357,,,1610612744,17,22,2021-12-24T03:24:26Z,930000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M22.00S,2021-12-24T03:24:36.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627780,7.30946123521682,50.98039215686274,1610612744,19,22,2021-12-24T03:24:39Z,940000,-5.0,16.0,1,left,G. Payton II cutting DUNK (6 PTS) (C. Chiozza 1 AST),"[1627780, 1629185]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,,,,,,,1.69,Made,6.0,,,,,,,,,C. Chiozza,1629185.0,1.0,
96,PT04M04.00S,2021-12-24T03:24:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629001,71.43561103810775,20.833333333333336,1610612763,19,25,2021-12-24T03:25:00Z,960000,-146.0,216.0,1,right,D. Melton 26' 3PT pullup (7 PTS),[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,,,,26.06,Made,7.0,,,,,,,,,,,,
97,PT03M46.00S,2021-12-24T03:25:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,10.988830486202366,38.48039215686275,1610612744,19,25,2021-12-24T03:25:15Z,970000,58.0,51.0,1,left,MISS N. Bjelica 7' driving Layup - blocked,"[202357, 1629001]",1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,,,,,,,7.68,Missed,,,,Melton,1629001.0,,,,,,,,
98,PT03M46.00S,2021-12-24T03:25:13.0Z,1,REGULAR,block,,[],1629001,,,1610612744,19,25,2021-12-24T03:37:14Z,980000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M43.00S,2021-12-24T03:25:16.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,19,25,2021-12-24T03:37:14Z,990000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,
100,PT03M39.00S,2021-12-24T03:25:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629001,86.67871222076215,44.36274509803921,1610612763,19,27,2021-12-24T03:25:24Z,1000000,-28.0,73.0,1,right,D. Melton 7' Hook (9 PTS) (J. Morant 4 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,7.8,Made,9.0,,,,,,,,,J. Morant,1629630.0,4.0,
102,PT03M15.00S,2021-12-24T03:25:44.4Z,1,REGULAR,3pt,Jump Shot,[],203110,7.178055190538765,94.6078431372549,1610612744,19,27,2021-12-24T03:25:47Z,1020000,-223.0,15.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,22.35,Missed,,,,,,,,,,,,,
103,PT03M13.00S,2021-12-24T03:25:46.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,19,27,2021-12-24T03:26:41Z,1030000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,102.0,2.0,2.0,0.0,,,,
104,PT03M07.00S,2021-12-24T03:25:52.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628415,85.75886990801577,24.264705882352942,1610612763,19,29,2021-12-24T03:31:41Z,1040000,-129.0,81.0,1,right,D. Brooks 15' pullup Jump Shot (9 PTS) (D. Melton 1 AST),"[1628415, 1629001]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,,,,,,15.23,Made,9.0,,,,,,,,,D. Melton,1629001.0,1.0,
106,PT02M54.00S,2021-12-24T03:26:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,9.674770039421814,46.81372549019608,1610612744,19,29,2021-12-24T03:26:07Z,1060000,16.0,38.0,1,left,MISS G. Payton II alley-oop Layup,[1627780],1610612744.0,GSW,alley-oop,,,Payton II,G. Payton II,,,,,,,,,,,4.16,Missed,,,,,,,,,,,,,
107,PT02M51.00S,2021-12-24T03:26:09.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,19,29,2021-12-24T03:26:09Z,1070000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,106.0,3.0,3.0,0.0,,,,
108,PT02M32.00S,2021-12-24T03:26:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,88.38699080157687,37.254901960784316,1610612763,19,29,2021-12-24T03:26:30Z,1080000,-64.0,57.0,1,right,MISS D. Brooks 8' driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,,,,,,,8.53,Missed,,,,,,,,,,,,,
109,PT02M31.00S,2021-12-24T03:26:31.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,19,29,2021-12-24T03:26:31Z,1090000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,
110,PT02M31.00S,2021-12-24T03:26:33.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,19,29,2021-12-24T03:26:33Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M31.00S,2021-12-24T03:26:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,19,29,2021-12-24T03:26:35Z,1110000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,19,29,2021-12-24T03:29:13Z,1120000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,out,[],203490,,,1610612744,19,29,2021-12-24T03:29:13Z,1130000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,out,[],203500,,,1610612744,19,29,2021-12-24T03:29:13Z,1140000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,out,[],1629630,,,1610612744,19,29,2021-12-24T03:29:13Z,1150000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612744,19,29,2021-12-24T03:29:13Z,1160000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,19,29,2021-12-24T03:29:13Z,1170000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,in,[],1629308,,,1610612744,19,29,2021-12-24T03:29:13Z,1180000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,in,[],1626145,,,1610612744,19,29,2021-12-24T03:29:13Z,1190000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,in,[],1630214,,,1610612744,19,29,2021-12-24T03:29:13Z,1200000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M31.00S,2021-12-24T03:26:47.4Z,1,REGULAR,substitution,in,[],1629723,,,1610612744,19,29,2021-12-24T03:29:13Z,1210000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M20.00S,2021-12-24T03:29:33.8Z,1,REGULAR,3pt,Jump Shot,[],202357,25.969119579500656,84.55882352941177,1610612744,22,29,2021-12-24T03:29:36Z,1220000,-173.0,192.0,1,left,N. Bjelica 25' 3PT  (3 PTS) (C. Chiozza 2 AST),"[202357, 1629185]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,25.8,Made,3.0,,,,,,,,,C. Chiozza,1629185.0,2.0,
124,PT02M02.00S,2021-12-24T03:29:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,91.5407358738502,39.950980392156865,1610612763,22,29,2021-12-24T03:29:55Z,1240000,-50.0,27.0,1,right,MISS X. Tillman floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,,,,,,,5.7,Missed,,,,,,,,,,,,,
125,PT02M00.00S,2021-12-24T03:29:53.7Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,22,29,2021-12-24T03:33:52Z,1250000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,
126,PT01M47.00S,2021-12-24T03:30:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630541,7.966491458607096,4.6568627450980395,1610612744,22,29,2021-12-24T03:30:09Z,1260000,227.0,22.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,22.78,Missed,,,,,,,,,,,,,
127,PT01M45.00S,2021-12-24T03:30:08.9Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,22,29,2021-12-24T03:33:47Z,1270000,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,126.0,3.0,3.0,0.0,,,,
128,PT01M29.00S,2021-12-24T03:30:24.4Z,1,REGULAR,turnover,lost ball,[],1629001,,,1610612763,22,29,2021-12-24T03:30:26Z,1280000,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 1630541]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,1.0,,,,,,,,Moody,1630541.0,,,,,,,,,,
129,PT01M29.00S,2021-12-24T03:30:24.4Z,1,REGULAR,steal,,[],1630541,,,1610612744,22,29,2021-12-24T03:44:08Z,1290000,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M24.00S,2021-12-24T03:30:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630541,8.229303547963205,49.01960784313725,1610612744,24,29,2021-12-24T03:35:44Z,1300000,5.0,25.0,1,left,M. Moody running finger roll Layup (2 PTS),[1630541],1610612744.0,GSW,running finger roll,,,Moody,M. Moody,,,,,,,,,,,2.54,Made,2.0,,,,,,,,,,,,
132,PT01M01.00S,2021-12-24T03:30:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,84.57621550591328,43.872549019607845,1610612763,24,29,2021-12-24T03:30:56Z,1320000,-31.0,92.0,1,right,MISS T. Jones 9' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,,,,,,9.74,Missed,,,,,,,,,,,,,
133,PT00M59.40S,2021-12-24T03:30:55.3Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,24,29,2021-12-24T03:33:41Z,1330000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,132.0,1.0,0.0,1.0,,,,
134,PT00M46.40S,2021-12-24T03:31:09.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203937,73.79476018396846,72.08180147058823,1610612763,24,31,2021-12-24T04:14:36Z,1340000,110.0,194.0,1,right,K. Anderson 22' pullup Jump Shot (2 PTS),[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,,,,,,,22.3,Made,2.0,,,,,,,,,,,,
135,PT00M24.10S,2021-12-24T03:31:36.5Z,1,REGULAR,3pt,Jump Shot,[],202357,27.020367936925098,84.06862745098039,1610612744,27,31,2021-12-24T03:31:40Z,1350000,-170.0,201.0,1,left,N. Bjelica 26' 3PT  (6 PTS) (D. Green 3 AST),"[202357, 203110]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,26.38,Made,6.0,,,,,,,,,D. Green,203110.0,3.0,
137,PT00M06.50S,2021-12-24T03:31:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,73.40670170827858,14.950980392156863,1610612763,27,31,2021-12-24T03:32:52Z,1370000,-175.0,197.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,26.4,Missed,,,,,,,,,,,,,
138,PT00M03.80S,2021-12-24T03:32:00.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,27,31,2021-12-24T03:32:52Z,1380000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,137.0,3.0,3.0,0.0,,,,
139,PT00M00.70S,2021-12-24T03:32:04.7Z,1,REGULAR,3pt,Jump Shot,[],203110,64.47109067017082,50.98039215686274,1610612744,27,31,2021-12-24T03:33:34Z,1390000,-5.0,554.0,1,left,MISS D. Green 55' 3PT - blocked,"[203110, 1630214]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,55.35,Missed,,,,Tillman,1630214.0,,,,,,,,
142,PT00M00.70S,2021-12-24T03:32:04.7Z,1,REGULAR,block,,[],1630214,,,1610612744,27,31,2021-12-24T04:08:39Z,1395000,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M00.10S,2021-12-24T03:32:05.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,27,31,2021-12-24T03:33:34Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,
141,PT00M00.00S,2021-12-24T03:32:19.0Z,1,REGULAR,period,end,[],0,,,1610612744,27,31,2021-12-24T03:32:19Z,1410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,out,['startperiod'],203110,,,1610612744,27,31,2021-12-24T03:34:47Z,1420000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612744,27,31,2021-12-24T03:34:47Z,1430000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612744,27,31,2021-12-24T03:34:47Z,1440000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612744,27,31,2021-12-24T03:34:47Z,1450000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,27,31,2021-12-24T03:34:47Z,1460000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,in,['startperiod'],1630228,,,1610612744,27,31,2021-12-24T03:34:47Z,1470000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,in,['startperiod'],1630217,,,1610612744,27,31,2021-12-24T03:34:47Z,1480000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-12-24T03:34:27.9Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612744,27,31,2021-12-24T03:34:47Z,1490000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-24T03:34:58.8Z,2,REGULAR,period,start,[],0,,,1610612763,27,31,2021-12-24T03:34:58Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M48.00S,2021-12-24T03:35:10.4Z,2,REGULAR,3pt,Jump Shot,[],1628991,94.30026281208936,96.07843137254902,1610612763,27,34,2021-12-24T03:35:13Z,1510000,230.0,1.0,1,right,J. Jackson Jr. 3PT  (5 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,23.04,Made,5.0,,,,,,,,,T. Jones,1626145.0,1.0,
154,PT11M31.00S,2021-12-24T03:35:26.7Z,2,REGULAR,3pt,Jump Shot,[],202357,5.469776609724048,95.34313725490196,1610612744,27,34,2021-12-24T03:35:29Z,1530000,-227.0,-1.0,1,left,MISS N. Bjelica 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,22.67,Missed,,,,,,,,,,,,,
155,PT11M29.00S,2021-12-24T03:35:28.7Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,27,34,2021-12-24T03:37:09Z,1540000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,154.0,2.0,1.0,1.0,,,,
156,PT11M11.00S,2021-12-24T03:35:46.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.33574244415243,48.77450980392157,1610612763,27,34,2021-12-24T03:35:50Z,1550000,-6.0,67.0,1,right,MISS J. Jackson Jr. 6' driving Hook,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,6.68,Missed,,,,,,,,,,,,,
157,PT11M09.00S,2021-12-24T03:35:48.9Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,27,34,2021-12-24T03:36:03Z,1560000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,156.0,1.0,0.0,1.0,,,,
158,PT11M07.00S,2021-12-24T03:35:52.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630214,94.40999984741211,50.0,1610612763,27,34,2021-12-24T03:36:07Z,1570000,0.0,0.0,1,right,MISS X. Tillman putback Layup,[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
159,PT11M05.00S,2021-12-24T03:35:54.4Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,27,34,2021-12-24T03:36:07Z,1580000,,,0,,J. Konchar REBOUND (Off:2 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,158.0,3.0,1.0,2.0,,,,
160,PT11M05.00S,2021-12-24T03:35:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,94.40999984741211,50.0,1610612763,27,34,2021-12-24T03:35:54Z,1590000,0.0,0.0,1,right,MISS J. Konchar tip Layup,[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
161,PT11M05.00S,2021-12-24T03:35:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,27,34,2021-12-24T03:35:56Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,
162,PT11M05.00S,2021-12-24T03:35:57.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,27,34,2021-12-24T03:35:57Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M04.00S,2021-12-24T03:36:14.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630217,92.59198423127464,17.401960784313726,1610612763,27,34,2021-12-24T03:36:17Z,1620000,-163.0,17.0,1,right,MISS D. Bane 16' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,16.39,Missed,,,,,,,,,,,,,
164,PT11M02.00S,2021-12-24T03:36:16.3Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,27,34,2021-12-24T03:37:03Z,1630000,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,
165,PT10M51.00S,2021-12-24T03:36:28.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.703679369250986,55.63725490196079,1610612744,29,34,2021-12-24T03:36:37Z,1640000,-28.0,20.0,1,left,S. Curry cutting Layup (9 PTS) (N. Bjelica 1 AST),"[201939, 202357]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,,,,,,,3.45,Made,9.0,,,,,,,,,N. Bjelica,202357.0,1.0,
167,PT10M51.00S,2021-12-24T03:36:39.3Z,2,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612744,29,34,2021-12-24T03:36:50Z,1660000,,,0,,D. Bane shooting personal FOUL (1 PF) (Curry 1 FT),"[1630217, 201939]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,201639.0,,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
169,PT10M51.00S,2021-12-24T03:36:59.4Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,30,34,2021-12-24T03:36:59Z,1680000,,,0,,S. Curry Free Throw 1 of 1 (10 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
170,PT10M34.00S,2021-12-24T03:37:16.9Z,2,REGULAR,3pt,Jump Shot,[],1626145,96.66557161629436,3.431372549019608,1610612763,30,34,2021-12-24T03:37:20Z,1690000,-233.0,-21.0,1,right,MISS T. Jones 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,23.38,Missed,,,,,,,,,,,,,
171,PT10M32.00S,2021-12-24T03:37:18.9Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,30,34,2021-12-24T03:39:45Z,1700000,,,0,,X. Tillman REBOUND (Off:2 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,170.0,2.0,0.0,2.0,,,,
172,PT10M28.00S,2021-12-24T03:37:22.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630214,94.40999984741211,50.0,1610612763,30,34,2021-12-24T03:39:12Z,1710000,0.0,0.0,1,right,MISS X. Tillman tip Layup,[1630214],1610612763.0,MEM,tip,,,Tillman,X. Tillman,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
173,PT10M26.00S,2021-12-24T03:37:24.5Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,30,34,2021-12-24T03:39:12Z,1720000,,,0,,X. Tillman REBOUND (Off:3 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,172.0,3.0,0.0,3.0,,,,
174,PT10M24.00S,2021-12-24T03:37:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,94.40999984741211,50.0,1610612763,30,34,2021-12-24T03:37:26Z,1730000,0.0,0.0,1,right,MISS X. Tillman putback Layup,[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
175,PT10M23.00S,2021-12-24T03:37:27.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,30,34,2021-12-24T03:37:27Z,1740000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,
176,PT10M17.00S,2021-12-24T03:37:33.4Z,2,REGULAR,3pt,Jump Shot,[],1630228,33.327858081471746,49.50980392156863,1610612744,33,34,2021-12-24T03:37:36Z,1750000,2.0,261.0,1,left,J. Kuminga 26' 3PT  (3 PTS) (M. Moody 1 AST),"[1630228, 1630541]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,26.08,Made,3.0,,,,,,,,,M. Moody,1630541.0,1.0,
178,PT10M03.00S,2021-12-24T03:37:47.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.06636005256242,55.63725490196079,1610612763,33,34,2021-12-24T03:41:32Z,1770000,28.0,22.0,1,right,MISS X. Tillman cutting finger roll Layup,[1630214],1610612763.0,MEM,cutting finger roll,,,Tillman,X. Tillman,,,,,,,,,,,3.58,Missed,,,,,,,,,,,,,
179,PT10M01.00S,2021-12-24T03:37:49.9Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,33,34,2021-12-24T03:39:06Z,1780000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,178.0,2.0,2.0,0.0,,,,
