actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
44,PT08M15.00S,2022-01-04T03:18:01.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,64.20827858081472,48.28431372549019,1610612744,11,4,2022-01-04T03:18:04Z,440000,-9.0,284.0,1,right,J. Poole 28' 3PT  (3 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,28.4,Made,,,,,3.0,K. Looney,1626172.0,1.0,,,,,,,,,
46,PT07M53.00S,2022-01-04T03:18:23.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629735,8.229303547963205,44.85294117647059,1610612748,11,6,2022-01-04T03:18:25Z,460000,26.0,25.0,1,left,C. Silva cutting DUNK (2 PTS) (K. Lowry 1 AST),"[1629735, 200768]",1610612748.0,MIA,cutting,,,Silva,C. Silva,,,,,,,3.58,Made,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,,,,
48,PT07M38.00S,2022-01-04T03:18:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.22667542706965,50.245098039215684,1610612744,13,6,2022-01-04T03:18:47Z,480000,1.0,39.0,1,right,A. Wiggins Layup (10 PTS) (D. Green 2 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,3.94,Made,,,,,10.0,D. Green,203110.0,2.0,,,,,,,,,
50,PT07M19.00S,2022-01-04T03:19:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.623521681997373,59.31372549019608,1610612748,13,8,2022-01-04T03:19:08Z,500000,-47.0,29.0,1,left,T. Herro driving finger roll Layup (2 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,,,5.47,Made,,,,,2.0,,,,,,,,,,,,
51,PT07M08.00S,2022-01-04T03:19:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,65.65374507227332,68.38235294117648,1610612744,16,8,2022-01-04T03:19:18Z,510000,92.0,270.0,1,right,J. Poole 28' 3PT  (6 PTS) (A. Wiggins 1 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,28.56,Made,,,,,6.0,A. Wiggins,203952.0,1.0,,,,,,,,,
53,PT06M51.00S,2022-01-04T03:19:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,24.655059132720105,10.53921568627451,1610612748,16,8,2022-01-04T03:19:35Z,530000,197.0,179.0,1,left,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,26.66,Missed,,,,,,,,,,,,,,,,,
54,PT06M46.00S,2022-01-04T03:19:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,16,8,2022-01-04T03:19:39Z,540000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,
55,PT06M46.00S,2022-01-04T03:19:40.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,16,8,2022-01-04T03:19:40Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2022-01-04T03:19:44.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,16,8,2022-01-04T03:19:44Z,560000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M46.00S,2022-01-04T03:20:23.8Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,16,8,2022-01-04T03:22:51Z,570000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M46.00S,2022-01-04T03:20:23.8Z,1,REGULAR,substitution,in,[],1629657,,,1610612748,16,8,2022-01-04T03:22:51Z,580000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M44.00S,2022-01-04T03:23:07.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202710,7.440867279894875,79.90196078431373,1610612748,16,8,2022-01-04T03:23:11Z,590000,-150.0,17.0,1,left,MISS J. Butler 15' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,15.05,Missed,,,,,,,,,,,,,,,,,
60,PT06M42.00S,2022-01-04T03:23:09.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,16,8,2022-01-04T03:23:17Z,600000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,
61,PT06M29.00S,2022-01-04T03:23:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,92.59198423127464,55.14705882352941,1610612744,18,8,2022-01-04T03:23:28Z,610000,26.0,17.0,1,right,G. Payton II reverse Layup (2 PTS) (D. Green 3 AST),"[1627780, 203110]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,,,3.09,Made,,,,,2.0,D. Green,203110.0,3.0,,,,,,,,,
63,PT06M16.00S,2022-01-04T03:23:35.9Z,1,REGULAR,2pt,Jump Shot,[],202710,6.258212877792378,21.323529411764707,1610612748,18,8,2022-01-04T03:23:38Z,630000,143.0,6.0,1,left,MISS J. Butler 14' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,14.35,Missed,,,,,,,,,,,,,,,,,
64,PT06M14.00S,2022-01-04T03:23:37.9Z,1,REGULAR,rebound,offensive,[],1629735,,,1610612748,18,8,2022-01-04T03:23:46Z,640000,,,0,,C. Silva REBOUND (Off:1 Def:1),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,,,,
65,PT06M12.00S,2022-01-04T03:23:41.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629735,5.590000152587891,50.0,1610612748,18,10,2022-01-04T03:23:50Z,650000,0.0,0.0,1,left,C. Silva putback Layup (4 PTS),[1629735],1610612748.0,MIA,putback,,,Silva,C. Silva,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,
66,PT05M59.00S,2022-01-04T03:23:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,75.77201051248358,10.049019607843137,1610612744,18,10,2022-01-04T03:23:54Z,660000,-200.0,175.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,,
67,PT05M57.00S,2022-01-04T03:23:54.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,18,10,2022-01-04T03:24:01Z,670000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,
68,PT05M48.00S,2022-01-04T03:24:08.6Z,1,REGULAR,foul,offensive,[],1629735,,,1610612748,18,10,2022-01-04T03:24:29Z,680000,,,0,,C. Silva offensive FOUL (1 PF),"[1629735, 203952]",1610612748.0,MIA,,,,Silva,C. Silva,,,,,202007.0,,,,,,,,,,,,,,1.0,0.0,Wiggins,203952.0,,,
70,PT05M48.00S,2022-01-04T03:24:08.6Z,1,REGULAR,turnover,offensive foul,[],1629735,,,1610612748,18,10,2022-01-04T03:24:08Z,700000,,,0,,C. Silva offensive foul TURNOVER (1 TO),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,202007.0,1.0,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2022-01-04T03:24:17.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,18,10,2022-01-04T03:24:23Z,710000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2022-01-04T03:24:17.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,18,10,2022-01-04T03:24:23Z,720000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2022-01-04T03:24:17.4Z,1,REGULAR,substitution,out,[],1628997,,,1610612744,18,10,2022-01-04T03:24:23Z,730000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M48.00S,2022-01-04T03:24:17.4Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,18,10,2022-01-04T03:24:23Z,740000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M48.00S,2022-01-04T03:24:17.4Z,1,REGULAR,substitution,in,[],203490,,,1610612744,18,10,2022-01-04T03:24:23Z,750000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2022-01-04T03:24:17.4Z,1,REGULAR,substitution,in,[],200782,,,1610612744,18,10,2022-01-04T03:24:23Z,760000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M38.00S,2022-01-04T03:24:36.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203490,69.20170827858082,74.26470588235294,1610612744,21,10,2022-01-04T03:24:39Z,770000,121.0,237.0,1,right,O. Porter Jr. 26' 3PT  (3 PTS) (J. Poole 1 AST),"[203490, 1629673]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,26.62,Made,,,,,3.0,J. Poole,1629673.0,1.0,,,,,,,,,
79,PT05M36.00S,2022-01-04T03:24:42.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,10,2022-01-04T03:24:43Z,790000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2022-01-04T03:28:24.0Z,1,REGULAR,3pt,Jump Shot,[],200768,32.802233902759525,22.058823529411764,1610612748,21,13,2022-01-04T03:28:26Z,800000,140.0,256.0,1,left,K. Lowry 29' 3PT  (3 PTS) (J. Butler 1 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,29.15,Made,,,,,3.0,J. Butler,202710.0,1.0,,,,,,,,,
82,PT04M52.00S,2022-01-04T03:28:50.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,21,13,2022-01-04T03:28:50Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M48.00S,2022-01-04T03:29:07.4Z,1,REGULAR,3pt,Jump Shot,[],203490,73.14388961892247,82.84313725490196,1610612744,21,13,2022-01-04T03:29:10Z,830000,164.0,200.0,1,right,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,25.87,Missed,,,,,,,,,,,,,,,,,
84,PT04M46.00S,2022-01-04T03:29:09.4Z,1,REGULAR,rebound,defensive,[],1629735,,,1610612748,21,13,2022-01-04T03:29:33Z,840000,,,0,,C. Silva REBOUND (Off:1 Def:2),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,83.0,3.0,2.0,1.0,,,,,,,,,,,,,
85,PT04M39.00S,2022-01-04T03:29:19.2Z,1,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612748,21,13,2022-01-04T03:29:27Z,850000,,,0,,D. Lee shooting personal FOUL (1 PF) (Silva 2 FT),"[1627814, 1629735]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,202053.0,,,,,,,,,,,,,,1.0,0.0,Silva,1629735.0,,,
87,PT04M39.00S,2022-01-04T03:29:38.8Z,1,REGULAR,freethrow,1 of 2,[],1629735,,,1610612748,21,14,2022-01-04T03:29:38Z,870000,,,0,,C. Silva Free Throw 1 of 2 (5 PTS),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
88,PT04M39.00S,2022-01-04T03:29:40.3Z,1,REGULAR,substitution,out,[],200768,,,1610612748,21,14,2022-01-04T03:29:44Z,880000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M39.00S,2022-01-04T03:29:40.3Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,21,14,2022-01-04T03:29:44Z,890000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M39.00S,2022-01-04T03:29:59.4Z,1,REGULAR,freethrow,2 of 2,[],1629735,,,1610612748,21,15,2022-01-04T03:29:59Z,900000,,,0,,C. Silva Free Throw 2 of 2 (6 PTS),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
91,PT04M24.00S,2022-01-04T03:30:15.7Z,1,REGULAR,2pt,Jump Shot,[],203952,83.26215505913272,20.833333333333336,1610612744,21,15,2022-01-04T03:30:19Z,910000,-146.0,105.0,1,right,MISS A. Wiggins 17' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,17.96,Missed,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2022-01-04T03:30:19.8Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,21,15,2022-01-04T03:30:19Z,920000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,
93,PT04M04.00S,2022-01-04T03:30:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,8.229303547963205,61.274509803921575,1610612748,21,15,2022-01-04T03:30:38Z,930000,-56.0,25.0,1,left,MISS P. Tucker 6' driving floating Shot,[200782],1610612748.0,MIA,driving floating,,,Tucker,P. Tucker,,,,,,,6.17,Missed,,,,,,,,,,,,,,,,,
94,PT04M02.00S,2022-01-04T03:30:37.5Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,21,15,2022-01-04T03:32:53Z,940000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,
95,PT04M00.00S,2022-01-04T03:30:40.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,5.590000152587891,50.0,1610612748,21,15,2022-01-04T03:39:39Z,950000,0.0,0.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
