actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT04M58.00S,2021-11-08T01:55:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628021,8.229303547963205,44.85294117647059,1610612745,20,14,2021-11-08T01:55:37Z,930000,26.0,25.0,1,left,MISS D. Nwaba running Layup,[1628021],1610612745.0,HOU,running,,,Nwaba,D. Nwaba,,,,,,,3.58,Missed,,,,,,,,,,,,,,,,,
95,PT04M55.00S,2021-11-08T01:55:26.8Z,1,REGULAR,rebound,offensive,[],1628021,,,1610612745,20,14,2021-11-08T01:55:26Z,940000,,,0,,D. Nwaba REBOUND (Off:1 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,94.0,2.0,1.0,1.0,,,,,,,,,,,,,
96,PT04M52.00S,2021-11-08T01:55:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,6.1268068331143235,48.77450980392157,1610612745,20,16,2021-11-08T02:00:58Z,950000,6.0,5.0,1,left,J. Tate cutting Layup (2 PTS) (D. Nwaba 1 AST),"[1630256, 1628021]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,,,0.8,Made,,,,,2.0,D. Nwaba,1628021.0,1.0,,,,,,,,,
98,PT04M37.00S,2021-11-08T01:55:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.9060446780552,50.49019607843137,1610612744,20,16,2021-11-08T01:55:51Z,970000,2.0,5.0,1,right,MISS K. Looney Layup - blocked,"[1626172, 1628464]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,0.54,Missed,,,,,,,,,,,,,,,Theis,1628464.0,
99,PT04M37.00S,2021-11-08T01:55:44.9Z,1,REGULAR,block,,[],1628464,,,1610612744,20,16,2021-11-08T01:55:46Z,980000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M35.00S,2021-11-08T01:55:46.9Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,20,16,2021-11-08T01:55:51Z,990000,,,0,,D. Nwaba REBOUND (Off:1 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,98.0,3.0,2.0,1.0,,,,,,,,,,,,,
101,PT04M35.00S,2021-11-08T01:55:50.7Z,1,REGULAR,foul,personal,[],201939,,,1610612745,20,16,2021-11-08T02:02:35Z,1000000,,,0,,S. Curry take personal FOUL (1 PF),"[201939, 1628021]",1610612744.0,GSW,take,,,Curry,S. Curry,,,,,204059.0,,,,,,,,,,,,1.0,0.0,Nwaba,1628021.0,,,,,
103,PT04M35.00S,2021-11-08T01:55:58.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612745,20,16,2021-11-08T01:56:15Z,1020000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M35.00S,2021-11-08T01:55:58.2Z,1,REGULAR,substitution,out,[],201939,,,1610612745,20,16,2021-11-08T01:56:15Z,1030000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M35.00S,2021-11-08T01:55:58.2Z,1,REGULAR,substitution,in,[],202357,,,1610612745,20,16,2021-11-08T01:56:15Z,1040000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M35.00S,2021-11-08T01:55:58.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612745,20,16,2021-11-08T01:56:15Z,1050000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M26.00S,2021-11-08T01:56:26.9Z,1,REGULAR,turnover,out-of-bounds,[],1630256,,,1610612745,20,16,2021-11-08T02:03:35Z,1060000,,,0,,J. Tate bad pass out-of-bounds TURNOVER (1 TO),[1630256],1610612745.0,HOU,bad pass,,,Tate,J. Tate,,,,,1146.0,1.0,,,,,,,,,,,,,,,,,,,
108,PT04M04.00S,2021-11-08T01:56:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627780,92.59198423127464,49.754901960784316,1610612744,20,16,2021-11-08T02:04:15Z,1070000,-1.0,17.0,1,right,MISS G. Payton II cutting Layup,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,,,1.71,Missed,,,,,,,,,,,,,,,,,
109,PT04M00.00S,2021-11-08T01:56:54.9Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,20,16,2021-11-08T02:04:15Z,1080000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,,,,,,
110,PT04M00.00S,2021-11-08T01:56:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,94.40999984741211,50.0,1610612744,22,16,2021-11-08T01:56:55Z,1090000,0.0,0.0,1,right,A. Wiggins tip Layup (8 PTS),[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,,,0.0,Made,,,,,8.0,,,,,,,,,,,,
111,PT03M56.00S,2021-11-08T01:56:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,5.863994743758213,52.69607843137255,1610612745,22,18,2021-11-08T01:57:04Z,1100000,-13.0,3.0,1,left,J. Tate running Layup (4 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,,,1.37,Made,,,,,4.0,,,,,,,,,,,,
112,PT03M45.00S,2021-11-08T01:57:10.3Z,1,REGULAR,2pt,Jump Shot,[],1629673,76.34691195795007,62.52297794117647,1610612744,24,18,2021-11-08T01:57:16Z,1110000,63.0,170.0,1,right,J. Poole 18' pullup Jump Shot (10 PTS) (J. Toscano-Anderson 1 AST),"[1629673, 1629308]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,18.1,Made,,,,,10.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,
125,PT03M32.00S,2021-11-08T01:57:16.5Z,1,REGULAR,3pt,Jump Shot,[],1630256,4.812746386333772,2.2058823529411766,1610612745,24,21,2021-11-08T01:58:43Z,1125000,239.0,-7.0,1,left,J. Tate 3PT  (7 PTS) (K. Porter Jr. 2 AST),"[1630256, 1629645]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,23.91,Made,,,,,7.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,
114,PT03M32.00S,2021-11-08T01:57:22.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202357,,,1610612745,24,21,2021-11-08T01:58:12Z,1130000,,,0,,N. Bjelica shooting personal FOUL (1 PF) (Tate 1 FT),"[202357, 1630256]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,202053.0,,,,,,,,,,,,1.0,0.0,Tate,1630256.0,,,,,
116,PT03M32.00S,2021-11-08T01:57:46.2Z,1,REGULAR,substitution,out,[],203952,,,1610612745,24,21,2021-11-08T01:58:10Z,1150000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M32.00S,2021-11-08T01:57:46.2Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,24,21,2021-11-08T01:58:10Z,1160000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M32.00S,2021-11-08T01:57:46.2Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,24,21,2021-11-08T01:58:10Z,1170000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M32.00S,2021-11-08T01:57:46.2Z,1,REGULAR,substitution,in,[],203490,,,1610612745,24,21,2021-11-08T01:58:10Z,1180000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M32.00S,2021-11-08T01:57:46.2Z,1,REGULAR,substitution,in,[],201571,,,1610612745,24,21,2021-11-08T01:58:10Z,1190000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M32.00S,2021-11-08T01:57:46.2Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,24,21,2021-11-08T01:58:10Z,1200000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M32.00S,2021-11-08T01:58:13.3Z,1,REGULAR,freethrow,1 of 1,[],1630256,,,1610612745,24,22,2021-11-08T01:58:13Z,1210000,,,0,,J. Tate Free Throw 1 of 1 (8 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
123,PT03M23.00S,2021-11-08T01:58:24.3Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612744,24,22,2021-11-08T01:58:48Z,1220000,,,0,,J. Green shooting personal FOUL (2 PF) (Poole 2 FT),"[1630224, 1629673]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,1146.0,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,,,,,
126,PT03M23.00S,2021-11-08T01:58:49.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629673,,,1610612744,25,22,2021-11-08T01:58:49Z,1240000,,,0,,J. Poole Free Throw 1 of 2 (11 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
127,PT03M23.00S,2021-11-08T01:58:51.2Z,1,REGULAR,substitution,out,[],1629308,,,1610612744,25,22,2021-11-08T01:58:55Z,1250000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M23.00S,2021-11-08T01:58:51.2Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,25,22,2021-11-08T01:58:55Z,1260000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M23.00S,2021-11-08T01:59:08.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629673,,,1610612744,26,22,2021-11-08T01:59:08Z,1270000,,,0,,J. Poole Free Throw 2 of 2 (12 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
131,PT03M12.00S,2021-11-08T01:59:20.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,21.50131406044678,10.53921568627451,1610612745,26,22,2021-11-08T01:59:28Z,1280000,197.0,150.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,24.76,Missed,,,,,,,,,,,,,,,,,
132,PT03M07.00S,2021-11-08T01:59:25.2Z,1,REGULAR,rebound,offensive,[],1628021,,,1610612745,26,22,2021-11-08T01:59:25Z,1290000,,,0,,D. Nwaba REBOUND (Off:2 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,131.0,4.0,2.0,2.0,,,,,,,,,,,,,
133,PT03M03.00S,2021-11-08T01:59:29.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628021,8.229303547963205,39.46078431372549,1610612745,26,24,2021-11-08T02:06:54Z,1300000,53.0,25.0,1,left,D. Nwaba driving floating bank Jump Shot (2 PTS),[1628021],1610612745.0,HOU,driving floating bank,,,Nwaba,D. Nwaba,,,,,,,5.83,Made,,,,,2.0,,,,,,,,,,,,
134,PT02M46.00S,2021-11-08T01:59:47.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,83.65637319316689,94.85294117647058,1610612744,29,24,2021-11-08T01:59:51Z,1310000,224.0,101.0,1,right,J. Poole 24' 3PT  (15 PTS) (D. Lee 1 AST),"[1629673, 1627814]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,24.6,Made,,,,,15.0,D. Lee,1627814.0,1.0,,,,,,,,,
136,PT02M31.00S,2021-11-08T02:00:03.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612745,29,24,2021-11-08T02:00:10Z,1330000,,,0,,J. Poole personal FOUL (2 PF) (Tate 2 FT),"[1629673, 1630256]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,1146.0,,,,,,,,,,,,2.0,0.0,Tate,1630256.0,,,,,
138,PT02M31.00S,2021-11-08T02:00:15.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,29,24,2021-11-08T02:00:15Z,1350000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M31.00S,2021-11-08T02:02:31.0Z,1,REGULAR,substitution,out,[],1629673,,,1610612745,29,24,2021-11-08T02:03:12Z,1360000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M31.00S,2021-11-08T02:02:31.0Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,29,24,2021-11-08T02:03:12Z,1370000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M31.00S,2021-11-08T02:02:31.0Z,1,REGULAR,substitution,in,[],201939,,,1610612745,29,24,2021-11-08T02:03:12Z,1380000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M31.00S,2021-11-08T02:02:31.0Z,1,REGULAR,substitution,in,[],1626174,,,1610612745,29,24,2021-11-08T02:03:12Z,1390000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M31.00S,2021-11-08T02:03:14.5Z,1,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,29,25,2021-11-08T02:03:29Z,1400000,,,0,,J. Tate Free Throw 1 of 2 (9 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
144,PT02M31.00S,2021-11-08T02:03:14.5Z,1,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,29,25,2021-11-08T02:03:29Z,1410000,,,0,,MISS J. Tate Free Throw 2 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Missed,,,,,,,,,,,,,,,,,
145,PT02M29.00S,2021-11-08T02:03:16.5Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,29,25,2021-11-08T02:03:29Z,1420000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,
146,PT02M09.00S,2021-11-08T02:03:45.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,92.19776609724047,52.20588235294118,1610612744,31,25,2021-11-08T02:03:49Z,1430000,11.0,21.0,1,right,G. Payton II DUNK (2 PTS) (D. Lee 2 AST),"[1627780, 1627814]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,2.35,Made,,,,,2.0,D. Lee,1627814.0,2.0,,,,,,,,,
148,PT02M05.00S,2021-11-08T02:03:52.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612745,31,25,2021-11-08T02:03:58Z,1450000,,,0,,G. Payton II personal FOUL (1 PF) (Augustin 2 FT),"[1627780, 201571]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,1146.0,,,,,,,,,,,,1.0,0.0,Augustin,201571.0,,,,,
150,PT02M05.00S,2021-11-08T02:04:25.7Z,1,REGULAR,freethrow,1 of 2,[],201571,,,1610612745,31,26,2021-11-08T02:04:25Z,1470000,,,0,,D. Augustin Free Throw 1 of 2 (1 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
151,PT02M05.00S,2021-11-08T02:04:26.2Z,1,REGULAR,substitution,out,[],1628021,,,1610612745,31,26,2021-11-08T02:04:32Z,1480000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M05.00S,2021-11-08T02:04:26.2Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,31,26,2021-11-08T02:04:32Z,1490000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M05.00S,2021-11-08T02:04:26.2Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,31,26,2021-11-08T02:04:32Z,1500000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M05.00S,2021-11-08T02:04:26.2Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,31,26,2021-11-08T02:04:32Z,1510000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M05.00S,2021-11-08T02:04:48.7Z,1,REGULAR,freethrow,2 of 2,[],201571,,,1610612745,31,27,2021-11-08T02:04:48Z,1520000,,,0,,D. Augustin Free Throw 2 of 2 (2 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
156,PT01M45.00S,2021-11-08T02:05:09.7Z,1,REGULAR,3pt,Jump Shot,[],203490,89.04402102496715,4.6568627450980395,1610612744,31,27,2021-11-08T02:05:14Z,1530000,-227.0,50.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,23.23,Missed,,,,,,,,,,,,,,,,,
157,PT01M42.00S,2021-11-08T02:05:12.7Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,31,27,2021-11-08T02:05:14Z,1540000,,,0,,S. Curry REBOUND (Off:1 Def:0),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,156.0,1.0,0.0,1.0,,,,,,,,,,,,,
158,PT01M39.00S,2021-11-08T02:05:15.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,80.23981603153744,8.333333333333332,1610612744,31,27,2021-11-08T02:05:21Z,1550000,-208.0,133.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,24.72,Missed,,,,,,,,,,,,,,,,,
159,PT01M36.00S,2021-11-08T02:05:18.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,31,27,2021-11-08T02:05:21Z,1560000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,
160,PT01M25.00S,2021-11-08T02:05:31.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612745,31,27,2021-11-08T02:05:41Z,1570000,,,0,,G. Payton II personal FOUL (2 PF) (Sengun 2 FT),"[1627780, 1630578]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,202053.0,,,,,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,
162,PT01M25.00S,2021-11-08T02:05:59.0Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,31,27,2021-11-08T02:05:59Z,1590000,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,
163,PT01M25.00S,2021-11-08T02:05:59.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,31,27,2021-11-08T02:05:59Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,
164,PT01M25.00S,2021-11-08T02:06:16.8Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,31,28,2021-11-08T02:06:16Z,1610000,,,0,,A. Sengun Free Throw 2 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
165,PT01M11.00S,2021-11-08T02:06:31.5Z,1,REGULAR,2pt,Jump Shot,[],201939,78.66294349540078,51.71568627450981,1610612744,33,28,2021-11-08T02:09:40Z,1620000,9.0,148.0,1,right,S. Curry 14' step back Jump Shot (7 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,14.83,Made,,,,,7.0,,,,,,,,,,,,
166,PT00M58.80S,2021-11-08T02:06:45.1Z,1,REGULAR,3pt,Jump Shot,[],201571,32.276609724047304,42.15686274509804,1610612745,33,28,2021-11-08T02:06:52Z,1630000,39.0,251.0,1,left,MISS D. Augustin 25' 3PT,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,,
167,PT00M53.00S,2021-11-08T02:06:50.9Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,33,28,2021-11-08T02:06:52Z,1640000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,
168,PT00M45.10S,2021-11-08T02:06:58.8Z,1,REGULAR,3pt,Jump Shot,[],1627814,79.58278580814718,8.333333333333332,1610612744,33,28,2021-11-08T02:07:07Z,1650000,-208.0,139.0,1,right,MISS D. Lee 25' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,,
169,PT00M38.80S,2021-11-08T02:07:05.1Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,33,28,2021-11-08T02:07:07Z,1660000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,
170,PT00M38.70S,2021-11-08T02:07:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,6.521024967148489,51.71568627450981,1610612745,33,30,2021-11-08T02:07:15Z,1670000,-9.0,9.0,1,left,K. Martin Jr. running Layup (2 PTS),[1630231],1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,,,1.23,Made,,,,,2.0,,,,,,,,,,,,
171,PT00M38.70S,2021-11-08T02:07:09.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203490,,,1610612745,33,30,2021-11-08T02:07:46Z,1680000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[203490, 1630231]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,204059.0,,,,,,,,,,,,1.0,0.0,Martin Jr.,1630231.0,,,,,
173,PT00M38.70S,2021-11-08T02:07:39.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630231,,,1610612745,33,31,2021-11-08T02:07:39Z,1700000,,,0,,K. Martin Jr. Free Throw 1 of 1 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
174,PT00M35.30S,2021-11-08T02:07:45.7Z,1,REGULAR,3pt,Jump Shot,[],201939,64.20827858081472,37.254901960784316,1610612744,33,31,2021-11-08T02:07:52Z,1710000,-64.0,284.0,1,right,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,29.1,Missed,,,,,,,,,,,,,,,,,
175,PT00M31.50S,2021-11-08T02:07:49.5Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,33,31,2021-11-08T02:07:49Z,1720000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,174.0,3.0,2.0,1.0,,,,,,,,,,,,,
176,PT00M29.10S,2021-11-08T02:07:51.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627814,86.67871222076215,30.637254901960787,1610612744,35,31,2021-11-08T02:08:31Z,1730000,-97.0,73.0,1,right,D. Lee 12' driving floating bank Jump Shot (2 PTS) (O. Porter Jr. 1 AST),"[1627814, 203490]",1610612744.0,GSW,driving floating bank,,,Lee,D. Lee,,,,,,,12.11,Made,,,,,2.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,
178,PT00M15.80S,2021-11-08T02:08:11.6Z,1,REGULAR,turnover,out-of-bounds,[],201571,,,1610612745,35,31,2021-11-08T02:08:17Z,1750000,,,0,,D. Augustin bad pass out-of-bounds TURNOVER (1 TO),[201571],1610612745.0,HOU,bad pass,,,Augustin,D. Augustin,,,,,204059.0,1.0,,,,,,,,,,,,,,,,,,,
179,PT00M04.60S,2021-11-08T02:08:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,94.43166885676742,45.83333333333333,1610612744,37,31,2021-11-08T02:08:39Z,1760000,-21.0,0.0,1,right,S. Curry driving Layup (9 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,2.08,Made,,,,,9.0,,,,,,,,,,,,
180,PT00M04.60S,2021-11-08T02:08:44.0Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612745,37,31,2021-11-08T02:08:44Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M01.00S,2021-11-08T02:08:56.2Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201939,,,1610612745,37,31,2021-11-08T02:09:41Z,1780000,,,0,,S. Curry shooting personal FOUL (2 PF) (Sengun 3 FT),"[201939, 1630578]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,204059.0,,,,,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,
