actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
93,PT04M32.00S,2021-12-29T03:26:41.3Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,16,18,2021-12-29T03:26:59Z,910000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M13.00S,2021-12-29T03:27:30.6Z,1,REGULAR,foul,personal,['2freethrow'],202357,,,1610612743,16,18,2021-12-29T03:27:42Z,920000,,,0,,N. Bjelica shooting personal FOUL (1 PF) (Jokic 2 FT),"[202357, 203999]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,1628951.0,1.0,0.0,Jokic,203999.0,,,,,,,
96,PT04M13.00S,2021-12-29T03:27:55.7Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,16,19,2021-12-29T03:27:55Z,940000,,,0,,N. Jokic Free Throw 1 of 2 (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,,,,7.0,,,,,,
97,PT04M13.00S,2021-12-29T03:28:11.8Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,16,20,2021-12-29T03:28:11Z,950000,,,0,,N. Jokic Free Throw 2 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,,,,8.0,,,,,,
98,PT03M55.00S,2021-12-29T03:28:33.7Z,1,REGULAR,turnover,out-of-bounds,[],2738,,,1610612744,16,20,2021-12-29T03:28:35Z,960000,,,0,,A. Iguodala bad pass out-of-bounds TURNOVER (1 TO),[2738],1610612744.0,GSW,bad pass,,,Iguodala,A. Iguodala,,,,,,,,,,,1.0,,,1628951.0,,,,,,,,,,,
99,PT03M39.00S,2021-12-29T03:28:53.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203115,4.681340341655716,95.58823529411765,1610612743,16,23,2021-12-29T03:28:56Z,970000,-228.0,-8.0,1,left,W. Barton 3PT  (10 PTS) (D. Reed 1 AST),"[203115, 1628432]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,22.81,Made,,,,,,,,,,,,,10.0,D. Reed,1628432.0,1.0,,,
101,PT03M27.00S,2021-12-29T03:29:04.9Z,1,REGULAR,3pt,Jump Shot,[],201939,63.15703022339028,29.166666666666668,1610612744,16,23,2021-12-29T03:29:08Z,990000,-104.0,294.0,1,right,MISS S. Curry 31' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,31.17,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M23.00S,2021-12-29T03:29:09.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,23,2021-12-29T03:29:09Z,1000000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,101.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
103,PT03M19.00S,2021-12-29T03:29:13.0Z,1,REGULAR,3pt,Jump Shot,[],203115,30.436925098554536,19.362745098039216,1610612743,16,26,2021-12-29T03:29:16Z,1010000,153.0,234.0,1,left,W. Barton 27' 3PT  (13 PTS) (N. Jokic 3 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,27.94,Made,,,,,,,,,,,,,13.0,N. Jokic,203999.0,3.0,,,
105,PT03M19.00S,2021-12-29T03:29:17.7Z,1,REGULAR,foul,personal,['1freethrow'],1629308,,,1610612743,16,26,2021-12-29T03:29:29Z,1030000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Barton 1 FT),"[1629308, 203115]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,202007.0,1.0,0.0,Barton,203115.0,,,,,,,
107,PT03M19.00S,2021-12-29T03:29:31.2Z,1,REGULAR,substitution,out,[],1629308,,,1610612743,16,26,2021-12-29T03:30:06Z,1050000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M19.00S,2021-12-29T03:29:31.2Z,1,REGULAR,substitution,out,[],203999,,,1610612743,16,26,2021-12-29T03:30:06Z,1060000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M19.00S,2021-12-29T03:29:31.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612743,16,26,2021-12-29T03:30:06Z,1070000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M19.00S,2021-12-29T03:29:31.2Z,1,REGULAR,substitution,in,[],203210,,,1610612743,16,26,2021-12-29T03:30:06Z,1080000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M19.00S,2021-12-29T03:29:50.7Z,1,REGULAR,freethrow,1 of 1,[],203115,,,1610612743,16,27,2021-12-29T03:29:50Z,1090000,,,0,,W. Barton Free Throw 1 of 1 (14 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,,,,,,,,,,,,,14.0,,,,,,
112,PT03M08.00S,2021-12-29T03:30:04.7Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,16,27,2021-12-29T03:30:22Z,1100000,,,0,,S. Curry lost ball TURNOVER (4 TO),"[201939, 1628432]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,4.0,Reed,1628432.0,,,,,,,,,,,,
113,PT03M08.00S,2021-12-29T03:30:04.7Z,1,REGULAR,steal,,[],1628432,,,1610612743,16,27,2021-12-29T03:30:06Z,1110000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M05.00S,2021-12-29T03:30:07.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630192,9.017739816031538,53.18627450980392,1610612743,16,29,2021-12-29T03:31:47Z,1120000,-16.0,32.0,1,left,Z. Nnaji running DUNK (2 PTS) (D. Reed 2 AST),"[1630192, 1628432]",1610612743.0,DEN,running,,,Nnaji,Z. Nnaji,,,,,3.6,Made,,,,,,,,,,,,,2.0,D. Reed,1628432.0,2.0,,,
116,PT03M05.00S,2021-12-29T03:30:15.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612744,16,29,2021-12-29T03:30:15Z,1140000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M05.00S,2021-12-29T03:31:18.2Z,1,REGULAR,substitution,out,[],201939,,,1610612744,16,29,2021-12-29T03:31:36Z,1150000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M05.00S,2021-12-29T03:31:18.2Z,1,REGULAR,substitution,in,[],1629185,,,1610612744,16,29,2021-12-29T03:31:36Z,1160000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M46.00S,2021-12-29T03:32:01.6Z,1,REGULAR,turnover,out-of-bounds,[],202357,,,1610612744,16,29,2021-12-29T03:32:11Z,1170000,,,0,,N. Bjelica lost ball out-of-bounds TURNOVER (1 TO),[202357],1610612744.0,GSW,lost ball,,,Bjelica,N. Bjelica,,,,,,,,,,,1.0,,,,,,,,,,,,,,
120,PT02M34.00S,2021-12-29T03:32:15.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,34.510512483574246,54.65686274509803,1610612743,16,29,2021-12-29T03:32:18Z,1180000,-23.0,272.0,1,left,MISS B. Hyland 27' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M32.00S,2021-12-29T03:32:17.5Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,16,29,2021-12-29T03:32:24Z,1190000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT02M19.00S,2021-12-29T03:32:29.5Z,1,REGULAR,3pt,Jump Shot,[],1629185,72.7496714848883,81.61764705882352,1610612744,16,29,2021-12-29T03:32:32Z,1200000,158.0,204.0,1,right,MISS C. Chiozza 25' 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2021-12-29T03:32:33.3Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,16,29,2021-12-29T03:32:33Z,1210000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
124,PT02M05.00S,2021-12-29T03:32:45.8Z,1,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,16,29,2021-12-29T03:32:49Z,1220000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (3 TO),[203115],1610612743.0,DEN,lost ball,,,Barton,W. Barton,,,,,,,,,,,3.0,,,202007.0,,,,,,,,,,,
125,PT02M05.00S,2021-12-29T03:32:52.1Z,1,REGULAR,substitution,out,[],203115,,,1610612744,16,29,2021-12-29T03:32:54Z,1230000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M05.00S,2021-12-29T03:32:52.1Z,1,REGULAR,substitution,in,[],1630267,,,1610612744,16,29,2021-12-29T03:32:54Z,1240000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M54.00S,2021-12-29T03:33:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203490,70.25295663600527,80.3921568627451,1610612744,16,29,2021-12-29T03:33:09Z,1250000,152.0,227.0,1,right,MISS O. Porter Jr. 27' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M52.00S,2021-12-29T03:33:08.1Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,16,29,2021-12-29T03:33:24Z,1260000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
129,PT01M42.00S,2021-12-29T03:33:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,10.33180026281209,46.568627450980394,1610612743,16,31,2021-12-29T03:33:20Z,1270000,17.0,45.0,1,left,J. Green cutting Layup (2 PTS) (F. Campazzo 3 AST),"[203210, 1630267]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,4.78,Made,,,,,,,,,,,,,2.0,F. Campazzo,1630267.0,3.0,,,
131,PT01M17.00S,2021-12-29T03:33:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630228,69.99014454664915,72.79411764705883,1610612744,16,31,2021-12-29T03:33:45Z,1290000,114.0,230.0,1,right,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M14.00S,2021-12-29T03:33:47.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,16,31,2021-12-29T03:33:47Z,1300000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,
133,PT01M14.00S,2021-12-29T03:33:48.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,16,31,2021-12-29T03:33:48Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M01.00S,2021-12-29T03:34:06.8Z,1,REGULAR,3pt,Jump Shot,[],203210,33.327858081471746,53.431372549019606,1610612743,16,31,2021-12-29T03:34:09Z,1320000,-17.0,261.0,1,left,MISS J. Green 26' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M58.30S,2021-12-29T03:34:10.9Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,16,31,2021-12-29T03:34:10Z,1330000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT00M55.90S,2021-12-29T03:34:16.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,16,31,2021-12-29T03:34:16Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M48.00S,2021-12-29T03:34:32.8Z,1,REGULAR,foul,personal,['2freethrow'],203210,,,1610612744,16,31,2021-12-29T03:34:43Z,1350000,,,0,,J. Green shooting personal FOUL (1 PF) (Kuminga 2 FT),"[203210, 1630228]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,,,,202041.0,1.0,0.0,Kuminga,1630228.0,,,,,,,
139,PT00M48.00S,2021-12-29T03:34:55.0Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,16,31,2021-12-29T03:34:55Z,1370000,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M48.00S,2021-12-29T03:34:55.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,16,31,2021-12-29T03:34:55Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,,
141,PT00M48.00S,2021-12-29T03:35:09.1Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,16,31,2021-12-29T03:35:09Z,1390000,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M46.20S,2021-12-29T03:35:10.4Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,16,31,2021-12-29T03:35:10Z,1400000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
143,PT00M37.60S,2021-12-29T03:35:17.0Z,1,REGULAR,2pt,Jump Shot,[],1630538,20.581471747700395,30.637254901960787,1610612743,16,31,2021-12-29T03:53:50Z,1410000,97.0,141.0,1,left,MISS B. Hyland 17' pullup Shot,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,17.1,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M36.60S,2021-12-29T03:35:18.0Z,1,REGULAR,rebound,offensive,[],1628432,,,1610612743,16,31,2021-12-29T05:39:56Z,1420000,,,0,,D. Reed REBOUND (Off:1 Def:0),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M24.00S,2021-12-29T03:35:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,7.046649145860711,38.48039215686275,1610612743,16,31,2021-12-29T03:37:27Z,1430000,58.0,14.0,1,left,MISS Z. Nnaji driving Layup,[1630192],1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M22.60S,2021-12-29T03:35:34.0Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,16,31,2021-12-29T03:36:22Z,1440000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
148,PT00M00.00S,2021-12-29T03:36:03.8Z,1,REGULAR,period,end,[],0,,,1610612744,16,31,2021-12-29T03:36:03Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-29T03:38:41.1Z,2,REGULAR,substitution,out,['startperiod'],1629185,,,1610612744,16,31,2021-12-29T03:38:55Z,1470000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-29T03:38:41.1Z,2,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,16,31,2021-12-29T03:38:55Z,1480000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-29T03:38:41.1Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,16,31,2021-12-29T03:38:55Z,1490000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-29T03:38:41.1Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,16,31,2021-12-29T03:38:55Z,1500000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-29T03:38:41.2Z,2,REGULAR,period,start,[],0,,,1610612744,16,31,2021-12-29T03:38:55Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M43.00S,2021-12-29T03:38:59.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,16,31,2021-12-29T03:38:59Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M37.00S,2021-12-29T03:39:24.5Z,2,REGULAR,2pt,Jump Shot,[],203952,91.40932982917214,21.813725490196077,1610612744,18,31,2021-12-29T03:39:28Z,1530000,-141.0,28.0,1,right,A. Wiggins 14' turnaround fadeaway Jump Shot (9 PTS),[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,14.37,Made,,,,,,,,,,,,,9.0,,,,,,
158,PT11M17.00S,2021-12-29T03:39:44.1Z,2,REGULAR,2pt,Jump Shot,[],1630538,17.821944809461236,24.754901960784316,1610612743,18,31,2021-12-29T03:39:47Z,1540000,126.0,115.0,1,left,MISS B. Hyland 17' step back Shot,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,17.07,Missed,,,,,,,,,,,,,,,,,,,
159,PT11M15.00S,2021-12-29T03:39:46.1Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,18,31,2021-12-29T03:41:01Z,1550000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
160,PT11M08.00S,2021-12-29T03:39:53.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,94.30026281208936,44.6078431372549,1610612744,20,31,2021-12-29T03:39:57Z,1560000,-27.0,1.0,1,right,N. Bjelica Layup (2 PTS) (A. Iguodala 1 AST),"[202357, 2738]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,2.7,Made,,,,,,,,,,,,,2.0,A. Iguodala,2738.0,1.0,,,
162,PT10M58.00S,2021-12-29T03:40:03.6Z,2,REGULAR,3pt,Jump Shot,[],1630192,27.151773981603156,16.666666666666664,1610612743,20,31,2021-12-29T03:40:56Z,1580000,167.0,203.0,1,left,MISS Z. Nnaji 26' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
163,PT10M57.00S,2021-12-29T03:40:04.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,20,31,2021-12-29T03:40:56Z,1590000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,
164,PT10M57.00S,2021-12-29T03:40:13.5Z,2,REGULAR,foul,personal,[],203210,,,1610612744,20,31,2021-12-29T03:40:29Z,1600000,,,0,,J. Green loose ball personal FOUL (2 PF),"[203210, 1630228]",1610612743.0,DEN,loose ball,,,Green,J. Green,,,,,,,,,,,,,,1628951.0,2.0,0.0,Kuminga,1630228.0,,,,,,,
166,PT10M47.00S,2021-12-29T03:40:37.0Z,2,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612744,20,31,2021-12-29T03:40:49Z,1620000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1630538, 1630228]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,,,,,,,,,,1628951.0,1.0,0.0,Kuminga,1630228.0,,,,,,,
168,PT10M47.00S,2021-12-29T03:41:06.9Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,20,31,2021-12-29T03:41:06Z,1640000,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
169,PT10M47.00S,2021-12-29T03:41:06.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,20,31,2021-12-29T03:41:06Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,,
170,PT10M47.00S,2021-12-29T03:41:07.5Z,2,REGULAR,substitution,out,[],1628432,,,1610612744,20,31,2021-12-29T03:41:12Z,1660000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M47.00S,2021-12-29T03:41:07.5Z,2,REGULAR,substitution,in,[],203085,,,1610612744,20,31,2021-12-29T03:41:12Z,1670000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M47.00S,2021-12-29T03:41:27.5Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,20,31,2021-12-29T03:41:27Z,1680000,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
173,PT10M45.00S,2021-12-29T03:41:28.1Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,20,31,2021-12-29T03:41:28Z,1690000,,,0,,J. Green REBOUND (Off:0 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
174,PT10M30.00S,2021-12-29T03:41:44.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,6.521024967148489,49.01960784313725,1610612743,20,33,2021-12-29T03:41:46Z,1700000,5.0,9.0,1,left,J. Green DUNK (4 PTS) (F. Campazzo 4 AST),"[203210, 1630267]",1610612743.0,DEN,,,,Green,J. Green,,,,,1.01,Made,,,,,,,,,,,,,4.0,F. Campazzo,1630267.0,4.0,,,
176,PT10M30.00S,2021-12-29T03:41:48.4Z,2,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612743,20,33,2021-12-29T03:41:55Z,1720000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Green 1 FT),"[1630228, 203210]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,1628951.0,1.0,0.0,Green,203210.0,,,,,,,
178,PT10M30.00S,2021-12-29T03:42:11.9Z,2,REGULAR,freethrow,1 of 1,[],203210,,,1610612743,20,33,2021-12-29T03:42:11Z,1740000,,,0,,MISS J. Green Free Throw 1 of 1,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
179,PT10M28.00S,2021-12-29T03:42:12.9Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,20,33,2021-12-29T03:42:12Z,1750000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
180,PT10M14.00S,2021-12-29T03:42:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,88.25558475689881,49.50980392156863,1610612744,20,33,2021-12-29T03:42:29Z,1760000,-2.0,58.0,1,right,MISS A. Wiggins Layup - blocked,"[203952, 1630267]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,5.8,Missed,,,,,,,,,,,,,,,,,Campazzo,1630267.0,
181,PT10M14.00S,2021-12-29T03:42:26.6Z,2,REGULAR,block,,[],1630267,,,1610612744,20,33,2021-12-29T03:42:30Z,1770000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M12.00S,2021-12-29T03:42:28.6Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,20,33,2021-12-29T03:43:33Z,1780000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
183,PT10M07.00S,2021-12-29T03:42:33.9Z,2,REGULAR,turnover,bad pass,[],1630267,,,1610612743,20,33,2021-12-29T03:42:35Z,1790000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 203952]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,1.0,Wiggins,203952.0,,,,,,,,,,,,
184,PT10M07.00S,2021-12-29T03:42:33.9Z,2,REGULAR,steal,,[],203952,,,1610612744,20,33,2021-12-29T03:42:36Z,1800000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M56.00S,2021-12-29T03:42:44.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,95.0886990801577,4.411764705882353,1610612744,20,33,2021-12-29T03:42:47Z,1810000,-228.0,-6.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
