actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
264,PT05M10.00S,2021-12-09T03:59:06.0Z,2,REGULAR,foul,personal,['2freethrow'],203952,,,1610612757,35,32,2021-12-09T03:59:11Z,2630000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Powell 2 FT),"[203952, 1626181]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,203593.0,2.0,0.0,Powell,1626181.0,,,,,,,,,,
266,PT05M10.00S,2021-12-09T03:59:30.4Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,35,33,2021-12-09T03:59:30Z,2650000,,,0,,N. Powell Free Throw 1 of 2 (7 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
267,PT05M10.00S,2021-12-09T03:59:52.3Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,35,34,2021-12-09T03:59:52Z,2660000,,,0,,N. Powell Free Throw 2 of 2 (8 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
268,PT04M54.00S,2021-12-09T04:00:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.24901445466492,56.86274509803921,1610612744,37,34,2021-12-09T04:00:18Z,2670000,34.0,11.0,1,right,K. Looney reverse Layup (6 PTS) (J. Poole 2 AST),"[1626172, 1629673]",1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,3.6,Made,,,,,,,,,,,6.0,,,J. Poole,1629673.0,2.0,,,
270,PT04M41.00S,2021-12-09T04:00:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,15.719448094612352,49.26470588235294,1610612757,37,34,2021-12-09T04:00:35Z,2690000,4.0,95.0,1,left,MISS N. Powell 9' fadeaway Shot,[1626181],1610612757.0,POR,fadeaway,,,Powell,N. Powell,,,,,9.54,Missed,,,,,,,,,,,,,,,,,,,
271,PT04M39.00S,2021-12-09T04:00:26.3Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,37,34,2021-12-09T04:00:42Z,2700000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,270.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
272,PT04M30.00S,2021-12-09T04:00:35.5Z,2,REGULAR,3pt,Jump Shot,[],203952,67.36202365308804,42.8921568627451,1610612744,40,34,2021-12-09T04:00:38Z,2710000,-36.0,254.0,1,right,A. Wiggins 25' 3PT  (9 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.68,Made,,,,,,,,,,,9.0,,,D. Green,203110.0,4.0,,,
274,PT04M02.00S,2021-12-09T04:01:03.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,7.5722733245729295,47.794117647058826,1610612757,40,36,2021-12-09T04:01:05Z,2730000,11.0,19.0,1,left,D. Smith Jr. cutting Layup (4 PTS) (J. Nurkic 4 AST),"[1628372, 203994]",1610612757.0,POR,cutting,,,Smith Jr.,D. Smith Jr.,,,,,2.17,Made,,,,,,,,,,,4.0,,,J. Nurkic,203994.0,4.0,,,
276,PT03M38.00S,2021-12-09T04:01:26.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,87.20433639947439,95.34313725490196,1610612744,40,36,2021-12-09T04:01:29Z,2750000,227.0,68.0,1,right,MISS J. Poole step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
277,PT03M35.00S,2021-12-09T04:01:30.6Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,40,36,2021-12-09T04:01:30Z,2760000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
278,PT03M16.00S,2021-12-09T04:01:49.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.783837056504599,43.872549019607845,1610612757,40,38,2021-12-09T04:01:52Z,2770000,31.0,11.0,1,left,N. Powell driving Layup (10 PTS) (R. Covington 1 AST),"[1626181, 203496]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,3.26,Made,,,,,,,,,,,10.0,,,R. Covington,203496.0,1.0,,,
280,PT03M03.00S,2021-12-09T04:02:06.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,40,38,2021-12-09T04:02:06Z,2790000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M03.00S,2021-12-09T04:04:57.4Z,2,REGULAR,substitution,out,[],1627814,,,1610612744,40,38,2021-12-09T04:05:19Z,2800000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M03.00S,2021-12-09T04:04:57.4Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,40,38,2021-12-09T04:05:19Z,2810000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M03.00S,2021-12-09T04:04:57.4Z,2,REGULAR,substitution,in,[],203490,,,1610612744,40,38,2021-12-09T04:05:19Z,2820000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M03.00S,2021-12-09T04:04:57.4Z,2,REGULAR,substitution,in,[],201939,,,1610612744,40,38,2021-12-09T04:05:19Z,2830000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M55.00S,2021-12-09T04:05:48.1Z,2,REGULAR,3pt,Jump Shot,[],201939,72.22404730617609,18.872549019607842,1610612744,43,38,2021-12-09T04:05:51Z,2840000,-156.0,209.0,1,right,S. Curry 26' 3PT  (11 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.02,Made,,,,,,,,,,,11.0,,,A. Wiggins,203952.0,2.0,,,
287,PT02M38.00S,2021-12-09T04:06:08.4Z,2,REGULAR,foul,offensive,[],1628372,,,1610612757,43,38,2021-12-09T04:06:11Z,2860000,,,0,,D. Smith Jr. offensive FOUL (1 PF),"[1628372, 1629673]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,203593.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,
289,PT02M38.00S,2021-12-09T04:06:08.4Z,2,REGULAR,turnover,offensive foul,[],1628372,,,1610612757,43,38,2021-12-09T04:06:08Z,2880000,,,0,,D. Smith Jr. offensive foul TURNOVER (3 TO),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,203593.0,,,,,3.0,,,,,,,,,
290,PT02M20.00S,2021-12-09T04:06:44.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,92.06636005256242,2.696078431372549,1610612744,43,38,2021-12-09T04:06:47Z,2890000,-237.0,22.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
291,PT02M17.00S,2021-12-09T04:06:48.2Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,43,38,2021-12-09T04:06:48Z,2900000,,,0,,N. Little REBOUND (Off:0 Def:5),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,290.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
292,PT02M05.00S,2021-12-09T04:06:59.9Z,2,REGULAR,3pt,Jump Shot,[],1628372,26.62614980289093,78.67647058823529,1610612757,43,38,2021-12-09T04:07:02Z,2910000,-143.0,198.0,1,left,MISS D. Smith Jr. 24' 3PT,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M03.00S,2021-12-09T04:07:01.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,43,38,2021-12-09T04:07:09Z,2920000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,292.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
294,PT01M53.00S,2021-12-09T04:07:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612744,43,38,2021-12-09T04:07:26Z,2930000,,,0,,N. Little shooting personal FOUL (2 PF) (Green 2 FT),"[1629642, 203110]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,203593.0,2.0,0.0,Green,203110.0,,,,,,,,,,
296,PT01M53.00S,2021-12-09T04:07:50.7Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,44,38,2021-12-09T04:07:50Z,2950000,,,0,,D. Green Free Throw 1 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
297,PT01M53.00S,2021-12-09T04:08:06.1Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,44,38,2021-12-09T04:08:06Z,2960000,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
298,PT01M51.00S,2021-12-09T04:08:07.6Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612757,44,38,2021-12-09T04:08:07Z,2970000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
299,PT01M47.00S,2021-12-09T04:08:13.1Z,2,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,44,38,2021-12-09T04:08:14Z,2980000,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (4 TO),[203994],1610612757.0,POR,bad pass,,,Nurkic,J. Nurkic,,,,,,,,,,,203593.0,,,,,4.0,,,,,,,,,
300,PT01M33.00S,2021-12-09T04:08:33.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201939,89.70105124835742,96.81372549019608,1610612744,47,38,2021-12-09T04:08:36Z,2990000,234.0,44.0,1,right,S. Curry 3PT  (14 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.83,Made,,,,,,,,,,,14.0,,,D. Green,203110.0,5.0,,,
302,PT01M14.00S,2021-12-09T04:08:51.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,13.091327201051248,50.0,1610612757,47,40,2021-12-09T04:08:59Z,3010000,0.0,71.0,1,left,J. Nurkic 7' floating Jump Shot (6 PTS) (N. Little 1 AST),"[203994, 1629642]",1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,7.06,Made,,,,,,,,,,,6.0,,,N. Little,1629642.0,1.0,,,
304,PT01M02.00S,2021-12-09T04:09:03.5Z,2,REGULAR,3pt,Jump Shot,[],201939,80.50262812089356,91.91176470588235,1610612744,47,40,2021-12-09T04:09:05Z,3030000,210.0,131.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
305,PT00M59.70S,2021-12-09T04:09:06.5Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,47,40,2021-12-09T04:09:06Z,3040000,,,0,,N. Little REBOUND (Off:0 Def:6),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,304.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
306,PT00M53.50S,2021-12-09T04:09:13.4Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612757,47,40,2021-12-09T04:09:15Z,3050000,,,0,,N. Powell lost ball TURNOVER (3 TO),"[1626181, 203952]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,3.0,,,,,,,Wiggins,203952.0,
307,PT00M53.50S,2021-12-09T04:09:13.4Z,2,REGULAR,steal,,[],203952,,,1610612744,47,40,2021-12-09T04:09:15Z,3060000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M46.20S,2021-12-09T04:09:21.7Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,47,40,2021-12-09T04:09:25Z,3070000,,,0,,S. Curry step out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,,
309,PT00M46.20S,2021-12-09T04:09:27.8Z,2,REGULAR,substitution,out,[],203994,,,1610612757,47,40,2021-12-09T04:09:30Z,3080000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M46.20S,2021-12-09T04:09:27.8Z,2,REGULAR,substitution,in,[],1626204,,,1610612757,47,40,2021-12-09T04:09:30Z,3090000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M31.80S,2021-12-09T04:09:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,8.754927726675426,39.950980392156865,1610612757,47,42,2021-12-09T04:10:03Z,3100000,50.0,30.0,1,left,D. Smith Jr. driving Layup (6 PTS) (N. Powell 3 AST),"[1628372, 1626181]",1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,5.84,Made,,,,,,,,,,,6.0,,,N. Powell,1626181.0,3.0,,,
313,PT00M07.80S,2021-12-09T04:10:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,91.14651773981603,54.166666666666664,1610612744,47,42,2021-12-09T04:10:27Z,3120000,21.0,31.0,1,right,MISS O. Porter Jr. Layup,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,,
314,PT00M05.10S,2021-12-09T04:10:27.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,47,42,2021-12-09T04:11:09Z,3130000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,313.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
315,PT00M01.40S,2021-12-09T04:10:30.9Z,2,REGULAR,foul,personal,['3freethrow'],201939,,,1610612757,47,42,2021-12-09T04:10:44Z,3140000,,,0,,S. Curry shooting personal FOUL (1 PF) (Little 3 FT),"[201939, 1629642]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,1162.0,1.0,0.0,Little,1629642.0,,,,,,,,,,
317,PT00M01.40S,2021-12-09T04:11:01.9Z,2,REGULAR,freethrow,1 of 3,[],1629642,,,1610612757,47,43,2021-12-09T04:11:01Z,3160000,,,0,,N. Little Free Throw 1 of 3 (16 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,16.0,,,,,,,,
318,PT00M01.40S,2021-12-09T04:11:16.7Z,2,REGULAR,freethrow,2 of 3,[],1629642,,,1610612757,47,44,2021-12-09T04:11:16Z,3170000,,,0,,N. Little Free Throw 2 of 3 (17 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,17.0,,,,,,,,
319,PT00M01.40S,2021-12-09T04:11:31.9Z,2,REGULAR,freethrow,3 of 3,[],1629642,,,1610612757,47,45,2021-12-09T04:11:31Z,3180000,,,0,,N. Little Free Throw 3 of 3 (18 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,18.0,,,,,,,,
320,PT00M00.10S,2021-12-09T04:11:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629673,33.590670170827856,74.75490196078431,1610612744,47,45,2021-12-09T04:27:21Z,3190000,124.0,572.0,1,right,MISS J. Poole 58' pullup 3PT - blocked,"[1629673, 1628372]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,58.5,Missed,,,,,,,,,,,,Smith Jr.,1628372.0,,,,,,
321,PT00M00.10S,2021-12-09T04:11:38.5Z,2,REGULAR,block,,[],1628372,,,1610612744,47,45,2021-12-09T04:11:43Z,3200000,,,0,,D. Smith Jr. BLOCK (2 BLK),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M00.10S,2021-12-09T04:11:38.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,47,45,2021-12-09T04:15:04Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,
323,PT00M00.00S,2021-12-09T04:11:46.1Z,2,REGULAR,period,end,[],0,,,1610612744,47,45,2021-12-09T04:11:46Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-12-09T04:26:22.7Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,47,45,2021-12-09T04:26:44Z,3230000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-12-09T04:26:22.7Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612744,47,45,2021-12-09T04:26:44Z,3240000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-09T04:26:22.7Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,47,45,2021-12-09T04:26:44Z,3250000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-09T04:26:22.7Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612744,47,45,2021-12-09T04:26:44Z,3260000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-12-09T04:27:00.2Z,3,REGULAR,period,start,[],0,,,1610612757,47,45,2021-12-09T04:27:00Z,3270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M47.00S,2021-12-09T04:27:13.1Z,3,REGULAR,3pt,Jump Shot,[],203496,70.12155059132719,17.647058823529413,1610612757,47,45,2021-12-09T04:27:15Z,3280000,-162.0,228.0,1,right,MISS R. Covington 27' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,,
330,PT11M45.00S,2021-12-09T04:27:15.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,47,45,2021-12-09T04:27:21Z,3290000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,329.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
331,PT11M35.00S,2021-12-09T04:27:27.2Z,3,REGULAR,foul,personal,[],203496,,,1610612744,47,45,2021-12-09T04:27:30Z,3300000,,,0,,R. Covington personal FOUL (3 PF),"[203496, 203110]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,1162.0,3.0,0.0,Green,203110.0,,,,,,,,,,
333,PT11M29.00S,2021-12-09T04:27:46.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,8.623521681997373,46.81372549019608,1610612744,49,45,2021-12-09T04:27:49Z,3320000,16.0,29.0,1,left,K. Looney cutting DUNK (8 PTS) (S. Curry 1 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,3.27,Made,,,,,,,,,,,8.0,,,S. Curry,201939.0,1.0,,,
335,PT11M13.00S,2021-12-09T04:28:02.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,84.05059132720105,53.18627450980392,1610612757,49,45,2021-12-09T04:28:05Z,3340000,16.0,97.0,1,right,MISS N. Powell 9' driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,9.87,Missed,,,,,,,,,,,,,,,,,,,
336,PT11M10.00S,2021-12-09T04:28:05.9Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,49,45,2021-12-09T04:28:05Z,3350000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,335.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
337,PT11M08.00S,2021-12-09T04:28:09.9Z,3,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,49,45,2021-12-09T04:28:11Z,3360000,,,0,,D. Green bad pass out-of-bounds TURNOVER (2 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,,,,,,,203593.0,,,,,2.0,,,,,,,,,
338,PT11M06.00S,2021-12-09T04:28:17.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629642,78.79434954007884,9.558823529411764,1610612757,49,45,2021-12-09T04:29:16Z,3370000,-202.0,147.0,1,right,MISS N. Little 24' pullup 3PT,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
339,PT11M04.00S,2021-12-09T04:28:19.8Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,49,45,2021-12-09T04:28:39Z,3380000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,338.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
340,PT10M50.00S,2021-12-09T04:28:40.0Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612744,49,45,2021-12-09T04:28:44Z,3390000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Looney 2 FT),"[203994, 1626172]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,203593.0,2.0,0.0,Looney,1626172.0,,,,,,,,,,
342,PT10M50.00S,2021-12-09T04:28:57.4Z,3,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,49,45,2021-12-09T04:28:57Z,3410000,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Missed,,,,,,,,,,,,,,,,,,,
343,PT10M50.00S,2021-12-09T04:28:57.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,49,45,2021-12-09T04:28:57Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,
344,PT10M50.00S,2021-12-09T04:29:15.8Z,3,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,50,45,2021-12-09T04:29:15Z,3430000,,,0,,K. Looney Free Throw 2 of 2 (9 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
345,PT10M44.00S,2021-12-09T04:29:27.3Z,3,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612757,50,45,2021-12-09T04:29:28Z,3440000,,,0,,D. Smith Jr. bad pass out-of-bounds TURNOVER (4 TO),[1628372],1610612757.0,POR,bad pass,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1162.0,,,,,4.0,,,,,,,,,
346,PT10M33.00S,2021-12-09T04:29:43.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203952,14.931011826544022,94.85294117647058,1610612744,50,45,2021-12-09T04:29:45Z,3450000,-224.0,88.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,,
347,PT10M30.00S,2021-12-09T04:29:45.9Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612757,50,45,2021-12-09T04:29:45Z,3460000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,346.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
348,PT10M13.00S,2021-12-09T04:30:05.0Z,3,REGULAR,foul,personal,[],201939,,,1610612757,50,45,2021-12-09T04:30:08Z,3470000,,,0,,S. Curry personal FOUL (2 PF),"[201939, 1626181]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,1162.0,2.0,0.0,Powell,1626181.0,,,,,,,,,,
350,PT10M05.00S,2021-12-09T04:30:32.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,50,45,2021-12-09T04:30:32Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT10M01.00S,2021-12-09T04:30:44.8Z,3,REGULAR,3pt,Jump Shot,[],1629642,72.48685939553219,16.176470588235293,1610612757,50,45,2021-12-09T04:30:47Z,3500000,-169.0,206.0,1,right,MISS N. Little 26' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
352,PT09M59.00S,2021-12-09T04:30:46.8Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,50,45,2021-12-09T04:31:40Z,3510000,,,0,,J. Nurkic REBOUND (Off:2 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,351.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
353,PT09M56.00S,2021-12-09T04:30:50.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,64.47109067017082,62.99019607843137,1610612757,50,45,2021-12-09T04:30:53Z,3520000,65.0,281.0,1,right,MISS N. Powell 28' pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,28.89,Missed,,,,,,,,,,,,,,,,,,,
354,PT09M53.00S,2021-12-09T04:30:53.3Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,50,45,2021-12-09T04:31:36Z,3530000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,353.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
