actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
90,PT04M59.00S,2021-12-21T03:23:25.6Z,1,REGULAR,2pt,Jump Shot,[],1629002,14.14257555847569,74.50980392156863,1610612758,16,8,2021-12-21T03:23:29Z,890000,-123.0,80.0,1,left,C. Metu 14' pullup Jump Shot (2 PTS) (T. Haliburton 2 AST),"[1629002, 1630169]",1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,,,,,,,,,Made,,2.0,14.65,,,,T. Haliburton,1630169.0,2.0,,,
91,PT04M47.00S,2021-12-21T03:23:38.0Z,1,REGULAR,3pt,Jump Shot,[],201939,65.25952693823915,58.08823529411765,1610612744,16,8,2021-12-21T03:23:40Z,900000,40.0,274.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,27.71,,,,,,,,,
92,PT04M45.00S,2021-12-21T03:23:40.0Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,16,8,2021-12-21T03:24:15Z,910000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,91.0,,,1.0,1.0,0.0,,,,,,
94,PT04M44.00S,2021-12-21T03:24:02.6Z,1,REGULAR,turnover,lost ball,[],1627745,,,1610612758,16,8,2021-12-21T03:24:04Z,920000,,,0,,D. Jones lost ball TURNOVER (1 TO),"[1627745, 1627780]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,1.0,Payton II,1627780.0,,,,,,,,,,,,,,,,,,
95,PT04M44.00S,2021-12-21T03:24:02.6Z,1,REGULAR,steal,,[],1627780,,,1610612744,16,8,2021-12-21T03:24:05Z,930000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M44.00S,2021-12-21T03:24:09.3Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612744,16,8,2021-12-21T03:24:09Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2021-12-21T03:24:21.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,64.20827858081472,59.80392156862745,1610612744,16,8,2021-12-21T03:24:23Z,950000,49.0,284.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,28.81,,,,,,,,,
98,PT04M36.00S,2021-12-21T03:24:24.3Z,1,REGULAR,rebound,offensive,[],2738,,,1610612744,16,8,2021-12-21T03:24:24Z,960000,,,0,,A. Iguodala REBOUND (Off:1 Def:0),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,97.0,,,1.0,0.0,1.0,,,,,,
99,PT04M33.00S,2021-12-21T03:24:27.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203110,83.39356110381078,42.8921568627451,1610612744,18,8,2021-12-21T03:24:32Z,970000,-36.0,104.0,1,right,D. Green 10' floating Jump Shot (3 PTS) (A. Iguodala 1 AST),"[203110, 2738]",1610612744.0,GSW,floating,,,Green,D. Green,,,,,,,,,,,,,Made,,3.0,10.95,,,,A. Iguodala,2738.0,1.0,,,
101,PT04M09.00S,2021-12-21T03:24:50.6Z,1,REGULAR,2pt,Jump Shot,[],1630169,15.588042049934298,20.34313725490196,1610612758,18,10,2021-12-21T03:24:54Z,990000,148.0,94.0,1,left,T. Haliburton 17' pullup Jump Shot (4 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,4.0,17.56,,,,,,,,,
102,PT03M55.00S,2021-12-21T03:25:04.3Z,1,REGULAR,2pt,Jump Shot,[],201939,79.31997371879106,75.24509803921569,1610612744,18,10,2021-12-21T03:25:07Z,1000000,126.0,142.0,1,right,MISS S. Curry 18' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,18.99,,,,,,,,,
103,PT03M52.00S,2021-12-21T03:25:08.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,18,10,2021-12-21T03:25:08Z,1010000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,102.0,,,1.0,1.0,0.0,,,,,,
104,PT03M33.00S,2021-12-21T03:25:26.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,7.440867279894875,38.48039215686275,1610612758,18,12,2021-12-21T03:25:28Z,1020000,58.0,17.0,1,left,C. Metu 6' Hook (4 PTS) (T. Haliburton 3 AST),"[1629002, 1630169]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,Made,,4.0,6.02,,,,T. Haliburton,1630169.0,3.0,,,
106,PT03M24.00S,2021-12-21T03:25:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.67214191852825,51.71568627450981,1610612744,18,12,2021-12-21T03:25:39Z,1040000,9.0,26.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,2.72,,,,,,,,,
107,PT03M22.00S,2021-12-21T03:25:38.0Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,18,12,2021-12-21T03:27:44Z,1050000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,106.0,,,2.0,2.0,0.0,,,,,,
108,PT03M09.00S,2021-12-21T03:25:51.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,15.588042049934298,2.450980392156863,1610612758,18,12,2021-12-21T03:25:54Z,1060000,238.0,94.0,1,left,MISS B. Hield 25' step back 3PT,[1627741],1610612758.0,SAC,step back,,,Hield,B. Hield,,,,,,,,,,,,,Missed,,,25.56,,,,,,,,,
109,PT03M07.00S,2021-12-21T03:25:53.1Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612758,18,12,2021-12-21T03:27:40Z,1070000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,108.0,,,2.0,1.0,1.0,,,,,,
110,PT03M04.00S,2021-12-21T03:25:55.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,6.389618922470433,2.450980392156863,1610612758,18,12,2021-12-21T03:25:58Z,1080000,238.0,8.0,1,left,MISS B. Hield 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,Missed,,,23.78,,,,,,,,,
111,PT03M01.00S,2021-12-21T03:25:58.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,18,12,2021-12-21T03:25:58Z,1090000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,110.0,,,2.0,2.0,0.0,,,,,,
112,PT02M57.00S,2021-12-21T03:26:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203490,92.19776609724047,59.068627450980394,1610612744,18,12,2021-12-21T03:26:28Z,1100000,45.0,21.0,1,right,MISS O. Porter Jr. running Layup,[203490],1610612744.0,GSW,running,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,Missed,,,4.98,,,,,,,,,
113,PT02M55.00S,2021-12-21T03:26:05.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,18,12,2021-12-21T03:27:36Z,1110000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,112.0,,,2.0,2.0,0.0,,,,,,
114,PT02M48.00S,2021-12-21T03:26:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,8.886333771353483,39.46078431372549,1610612758,18,14,2021-12-21T03:26:16Z,1120000,53.0,31.0,1,left,C. Metu 6' Jump Shot (6 PTS) (B. Hield 1 AST),"[1629002, 1627741]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,Made,,6.0,6.11,,,,B. Hield,1627741.0,1.0,,,
116,PT02M24.00S,2021-12-21T03:26:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,84.31340341655716,54.166666666666664,1610612744,18,14,2021-12-21T03:26:38Z,1140000,21.0,95.0,1,right,MISS D. Green 9' driving Layup - blocked,"[203110, 1627745]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,,,,,,,,,Missed,,,9.73,,,,,,,Jones,1627745.0,
117,PT02M24.00S,2021-12-21T03:26:36.2Z,1,REGULAR,block,,[],1627745,,,1610612744,18,14,2021-12-21T03:26:40Z,1150000,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2021-12-21T03:26:38.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,18,14,2021-12-21T03:27:29Z,1160000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,116.0,,,3.0,3.0,0.0,,,,,,
119,PT02M17.00S,2021-12-21T03:26:43.2Z,1,REGULAR,3pt,Jump Shot,[],203090,3.630091984231275,97.05882352941177,1610612758,18,14,2021-12-21T03:26:46Z,1170000,-235.0,-18.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,Missed,,,23.6,,,,,,,,,
120,PT02M15.00S,2021-12-21T03:26:45.2Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,18,14,2021-12-21T03:27:25Z,1180000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,119.0,,,1.0,1.0,0.0,,,,,,
121,PT02M01.00S,2021-12-21T03:27:01.3Z,1,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612744,18,14,2021-12-21T03:27:20Z,1190000,,,0,,B. Hield shooting personal FOUL (1 PF) (Iguodala 2 FT),"[1627741, 2738]",1610612758.0,SAC,shooting,,,Hield,B. Hield,,,,,,,,202056.0,1.0,0.0,Iguodala,2738.0,,,,,,,,,,,,,
123,PT02M01.00S,2021-12-21T03:27:18.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,18,14,2021-12-21T03:27:18Z,1210000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M01.00S,2021-12-21T03:29:01.3Z,1,REGULAR,substitution,out,[],203110,,,1610612744,18,14,2021-12-21T03:30:16Z,1220000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M01.00S,2021-12-21T03:29:01.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612744,18,14,2021-12-21T03:30:16Z,1230000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2021-12-21T03:29:01.3Z,1,REGULAR,substitution,out,[],1629002,,,1610612744,18,14,2021-12-21T03:30:16Z,1240000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M01.00S,2021-12-21T03:29:01.3Z,1,REGULAR,substitution,in,[],202357,,,1610612744,18,14,2021-12-21T03:30:16Z,1250000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M01.00S,2021-12-21T03:29:01.3Z,1,REGULAR,substitution,in,[],203084,,,1610612744,18,14,2021-12-21T03:30:16Z,1260000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M01.00S,2021-12-21T03:29:01.3Z,1,REGULAR,substitution,in,[],1630186,,,1610612744,18,14,2021-12-21T03:30:16Z,1270000,,,0,,SUB in: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2021-12-21T03:30:29.7Z,1,REGULAR,freethrow,1 of 2,[],2738,,,1610612744,19,14,2021-12-21T03:30:29Z,1280000,,,0,,A. Iguodala Free Throw 1 of 2 (1 PTS),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,Made,,1.0,,,,,,,,,,
131,PT02M01.00S,2021-12-21T03:30:45.4Z,1,REGULAR,freethrow,2 of 2,[],2738,,,1610612744,20,14,2021-12-21T03:30:45Z,1290000,,,0,,A. Iguodala Free Throw 2 of 2 (2 PTS),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,Made,,2.0,,,,,,,,,,
132,PT01M42.00S,2021-12-21T03:31:06.1Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612758,20,14,2021-12-21T03:31:07Z,1300000,,,0,,B. Hield bad pass TURNOVER (3 TO),"[1627741, 1627780]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,3.0,Payton II,1627780.0,,,,,,,,,,,,,,,,,,
133,PT01M42.00S,2021-12-21T03:31:06.1Z,1,REGULAR,steal,,[],1627780,,,1610612744,20,14,2021-12-21T03:31:08Z,1310000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2021-12-21T03:31:09.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627780,91.01511169513797,53.431372549019606,1610612744,22,14,2021-12-21T03:31:45Z,1320000,17.0,32.0,1,right,G. Payton II running Layup (2 PTS),[1627780],1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,,,,,,,,,Made,,2.0,3.63,,,,,,,,,
135,PT01M26.00S,2021-12-21T03:31:22.8Z,1,REGULAR,turnover,bad pass,[],203090,,,1610612758,22,14,2021-12-21T03:31:24Z,1330000,,,0,,M. Harkless bad pass TURNOVER (1 TO),"[203090, 202357]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,1.0,Bjelica,202357.0,,,,,,,,,,,,,,,,,,
136,PT01M26.00S,2021-12-21T03:31:22.8Z,1,REGULAR,steal,,[],202357,,,1610612744,22,14,2021-12-21T03:34:05Z,1340000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M22.00S,2021-12-21T03:31:26.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627780,91.40932982917214,54.90196078431373,1610612744,24,14,2021-12-21T03:31:31Z,1350000,25.0,28.0,1,right,G. Payton II DUNK (4 PTS) (N. Bjelica 1 AST),"[1627780, 202357]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,Made,,4.0,3.74,,,,N. Bjelica,202357.0,1.0,,,
139,PT01M00.00S,2021-12-21T03:31:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203090,8.360709592641262,51.470588235294116,1610612758,24,16,2021-12-21T03:31:50Z,1370000,-7.0,26.0,1,left,M. Harkless driving Layup (2 PTS),[203090],1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,,,,,,,,,Made,,2.0,2.71,,,,,,,,,
140,PT00M48.60S,2021-12-21T03:32:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,94.69448094612353,54.65686274509803,1610612744,26,16,2021-12-21T03:32:06Z,1380000,23.0,-3.0,1,right,S. Curry driving Layup (9 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,,,,Made,,9.0,2.34,,,,,,,,,
141,PT00M36.60S,2021-12-21T03:32:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630186,12.040078843626807,35.294117647058826,1610612758,26,16,2021-12-21T03:32:21Z,1390000,74.0,61.0,1,left,MISS J. Ramsey 9' driving floating Shot,[1630186],1610612758.0,SAC,driving floating,,,Ramsey,J. Ramsey,,,,,,,,,,,,,Missed,,,9.53,,,,,,,,,
142,PT00M34.00S,2021-12-21T03:32:19.8Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,26,16,2021-12-21T03:32:38Z,1400000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,141.0,,,1.0,1.0,0.0,,,,,,
143,PT00M28.50S,2021-12-21T03:32:25.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,60.13469119579501,69.11764705882352,1610612744,26,16,2021-12-21T03:35:04Z,1410000,96.0,322.0,1,right,MISS S. Curry 33' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,33.61,,,,,,,,,
144,PT00M26.90S,2021-12-21T03:32:26.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,26,16,2021-12-21T03:34:13Z,1420000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,143.0,,,2.0,1.0,1.0,,,,,,
145,PT00M05.70S,2021-12-21T03:32:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,6.652431011826544,63.970588235294116,1610612758,26,16,2021-12-21T03:33:14Z,1430000,-70.0,10.0,1,left,MISS D. Jones 7' driving Layup - blocked,"[1627745, 203490]",1610612758.0,SAC,driving,,,Jones,D. Jones,,,,,,,,,,,,,Missed,,,7.06,,,,,,,Porter Jr.,203490.0,
146,PT00M05.70S,2021-12-21T03:32:50.4Z,1,REGULAR,block,,[],203490,,,1610612758,26,16,2021-12-21T03:32:55Z,1440000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M04.30S,2021-12-21T03:32:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,16,2021-12-21T03:33:14Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,
148,PT00M04.30S,2021-12-21T03:32:56.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,26,16,2021-12-21T03:32:58Z,1460000,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,,,,,
149,PT00M04.30S,2021-12-21T03:33:00.6Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,26,16,2021-12-21T03:33:04Z,1470000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M04.30S,2021-12-21T03:33:00.6Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,26,16,2021-12-21T03:33:04Z,1480000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.50S,2021-12-21T03:33:23.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,37.92706964520368,38.48039215686275,1610612744,26,16,2021-12-21T03:35:22Z,1490000,-58.0,531.0,1,right,MISS S. Curry 53' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Missed,,,53.41,,,,,,,,,
152,PT00M00.10S,2021-12-21T03:33:23.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,26,16,2021-12-21T03:35:22Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,
153,PT00M00.00S,2021-12-21T03:33:29.6Z,1,REGULAR,period,end,[],0,,,1610612744,26,16,2021-12-21T03:33:29Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-21T03:35:25.1Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,26,16,2021-12-21T03:35:53Z,1520000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-21T03:35:25.1Z,2,REGULAR,substitution,out,['startperiod'],1630186,,,1610612744,26,16,2021-12-21T03:35:53Z,1530000,,,0,,SUB out: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-21T03:35:25.1Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,26,16,2021-12-21T03:35:53Z,1540000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-21T03:35:25.1Z,2,REGULAR,substitution,in,['startperiod'],1629185,,,1610612744,26,16,2021-12-21T03:35:53Z,1550000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-21T03:35:25.1Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612744,26,16,2021-12-21T03:35:53Z,1560000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-21T03:35:25.1Z,2,REGULAR,substitution,in,['startperiod'],1630169,,,1610612744,26,16,2021-12-21T03:35:53Z,1570000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-21T03:35:59.5Z,2,REGULAR,period,start,[],0,,,1610612744,26,16,2021-12-21T03:35:59Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M45.00S,2021-12-21T03:36:12.8Z,2,REGULAR,turnover,lost ball,[],203490,,,1610612744,26,16,2021-12-21T03:36:14Z,1590000,,,0,,O. Porter Jr. lost ball TURNOVER (1 TO),"[203490, 1629002]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,1.0,Metu,1629002.0,,,,,,,,,,,,,,,,,,
162,PT11M45.00S,2021-12-21T03:36:12.8Z,2,REGULAR,steal,,[],1629002,,,1610612758,26,16,2021-12-21T03:36:14Z,1600000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M42.00S,2021-12-21T03:36:16.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630169,8.623521681997373,50.98039215686274,1610612758,26,18,2021-12-21T03:36:26Z,1610000,-5.0,29.0,1,left,T. Haliburton DUNK (6 PTS) (C. Metu 1 AST),"[1630169, 1629002]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,6.0,2.9,,,,C. Metu,1629002.0,1.0,,,
165,PT11M19.00S,2021-12-21T03:36:41.5Z,2,REGULAR,turnover,out-of-bounds,[],1629185,,,1610612744,26,18,2021-12-21T03:36:43Z,1630000,,,0,,C. Chiozza bad pass out-of-bounds TURNOVER (1 TO),[1629185],1610612744.0,GSW,bad pass,,,Chiozza,C. Chiozza,,,,,1.0,,,202056.0,,,,,,,,,,,,,,,,,
166,PT10M59.00S,2021-12-21T03:37:04.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629002,10.726018396846255,38.72549019607843,1610612758,26,20,2021-12-21T03:37:15Z,1640000,56.0,48.0,1,left,C. Metu 7' driving bank Hook (8 PTS) (H. Barnes 1 AST),"[1629002, 203084]",1610612758.0,SAC,driving bank,,,Metu,C. Metu,,,,,,,,,,,,,Made,,8.0,7.43,,,,H. Barnes,203084.0,1.0,,,
168,PT10M36.00S,2021-12-21T03:37:26.4Z,2,REGULAR,3pt,Jump Shot,[],202357,69.99014454664915,18.627450980392158,1610612744,26,20,2021-12-21T03:37:29Z,1660000,-157.0,230.0,1,right,MISS N. Bjelica 27' pullup 3PT,[202357],1610612744.0,GSW,pullup,,,Bjelica,N. Bjelica,,,,,,,,,,,,,Missed,,,27.81,,,,,,,,,
169,PT10M32.00S,2021-12-21T03:37:30.9Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,26,20,2021-12-21T03:37:30Z,1670000,,,0,,D. Jones REBOUND (Off:1 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,168.0,,,3.0,2.0,1.0,,,,,,
170,PT10M26.00S,2021-12-21T03:37:37.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,15.062417871222076,46.81372549019608,1610612758,26,22,2021-12-21T03:37:41Z,1680000,16.0,89.0,1,left,T. Haliburton 9' driving floating Jump Shot (8 PTS),[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,8.0,9.05,,,,,,,,,
171,PT10M26.00S,2021-12-21T03:37:42.9Z,2,REGULAR,foul,personal,['1freethrow'],1629185,,,1610612758,26,22,2021-12-21T03:37:48Z,1690000,,,0,,C. Chiozza shooting personal FOUL (1 PF) (Haliburton 1 FT),"[1629185, 1630169]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,202049.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,
173,PT10M26.00S,2021-12-21T03:38:03.0Z,2,REGULAR,freethrow,1 of 1,[],1630169,,,1610612758,26,23,2021-12-21T03:38:03Z,1710000,,,0,,T. Haliburton Free Throw 1 of 1 (9 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,Made,,9.0,,,,,,,,,,
174,PT10M04.00S,2021-12-21T03:38:27.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202357,92.59198423127464,59.55882352941176,1610612744,26,23,2021-12-21T03:38:31Z,1720000,48.0,17.0,1,right,MISS N. Bjelica turnaround Hook,[202357],1610612744.0,GSW,turnaround,,,Bjelica,N. Bjelica,,,,,,,,,,,,,Missed,,,5.08,,,,,,,,,
