actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
181,PT10M13.00S,2022-03-15T02:40:09.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629673,,,1610612744,38,32,2022-03-15T02:40:09Z,1800000,,,0,,J. Poole Free Throw 1 of 1 (6 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
182,PT10M13.00S,2022-03-15T02:40:09.9Z,2,REGULAR,substitution,out,[],203110,,,1610612764,38,32,2022-03-15T02:40:17Z,1810000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M13.00S,2022-03-15T02:40:09.9Z,2,REGULAR,substitution,in,[],1630228,,,1610612764,38,32,2022-03-15T02:40:17Z,1820000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M55.00S,2022-03-15T02:40:29.5Z,2,REGULAR,3pt,Jump Shot,[],1629060,23.603810775295663,86.27450980392157,1610612764,38,35,2022-03-15T02:40:32Z,1830000,-181.0,169.0,1,left,R. Hachimura 24' 3PT  (6 PTS) (K. Caldwell-Pope 1 AST),"[1629060, 203484]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,24.82,Made,,,,,,,,,,6.0,K. Caldwell-Pope,203484.0,1.0,,,,,,
186,PT09M43.00S,2022-03-15T02:40:40.1Z,2,REGULAR,2pt,Jump Shot,[],1629673,83.52496714848883,76.7156862745098,1610612744,40,35,2022-03-15T02:40:43Z,1850000,134.0,102.0,1,right,J. Poole 16' step back Jump Shot (8 PTS),[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,16.83,Made,,,,,,,,,,8.0,,,,,,,,,
187,PT09M32.00S,2022-03-15T02:40:55.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,40,35,2022-03-15T02:40:55Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M17.00S,2022-03-15T02:41:21.4Z,2,REGULAR,3pt,Jump Shot,[],202397,19.398817345597898,95.34313725490196,1610612764,40,35,2022-03-15T02:41:24Z,1870000,-227.0,130.0,1,left,MISS I. Smith 26' step back 3PT,[202397],1610612764.0,WAS,step back,,,Smith,I. Smith,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M15.00S,2022-03-15T02:41:25.2Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,40,35,2022-03-15T02:41:25Z,1880000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,
190,PT09M15.00S,2022-03-15T02:41:26.0Z,2,REGULAR,foul,personal,[],203107,,,1610612744,40,35,2022-03-15T02:41:29Z,1890000,,,0,,T. Satoransky personal FOUL (1 PF),"[203107, 1630228]",1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Kuminga,1630228.0,
192,PT09M06.00S,2022-03-15T02:41:50.0Z,2,REGULAR,2pt,Jump Shot,[],1629673,74.72076215505913,37.5,1610612744,42,35,2022-03-15T02:41:53Z,1910000,-62.0,185.0,1,right,J. Poole 19' pullup bank Jump Shot (10 PTS),[1629673],1610612744.0,GSW,pullup bank,,,Poole,J. Poole,,,,,19.54,Made,,,,,,,,,,10.0,,,,,,,,,
193,PT08M51.00S,2022-03-15T02:42:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612764,42,35,2022-03-15T02:42:22Z,1920000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1630228, 203484]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Caldwell-Pope,203484.0,
195,PT08M51.00S,2022-03-15T02:42:42.4Z,2,REGULAR,freethrow,1 of 2,[],203484,,,1610612764,42,36,2022-03-15T02:42:42Z,1940000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (3 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
196,PT08M51.00S,2022-03-15T02:42:43.1Z,2,REGULAR,substitution,out,[],202397,,,1610612764,42,36,2022-03-15T02:42:49Z,1950000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M51.00S,2022-03-15T02:42:43.1Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,42,36,2022-03-15T02:42:49Z,1960000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M51.00S,2022-03-15T02:43:03.5Z,2,REGULAR,freethrow,2 of 2,[],203484,,,1610612764,42,36,2022-03-15T02:43:03Z,1970000,,,0,,MISS K. Caldwell-Pope Free Throw 2 of 2,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Missed,,,,,,,,,,,,,,,,,,,
199,PT08M49.00S,2022-03-15T02:43:04.4Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,42,36,2022-03-15T02:43:04Z,1980000,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,,,,,,
200,PT08M43.00S,2022-03-15T02:43:10.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,93.51182654402102,58.82352941176471,1610612744,44,36,2022-03-15T02:43:17Z,1990000,44.0,8.0,1,right,J. Poole running Layup (12 PTS),[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,4.49,Made,,,,,,,,,,12.0,,,,,,,,,
201,PT08M32.00S,2022-03-15T02:43:22.9Z,2,REGULAR,2pt,Jump Shot,[],203484,10.85742444152431,76.9607843137255,1610612764,44,38,2022-03-15T02:43:26Z,2000000,-135.0,50.0,1,left,K. Caldwell-Pope 14' step back Jump Shot (5 PTS) (K. Porzingis 1 AST),"[203484, 204001]",1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,14.36,Made,,,,,,,,,,5.0,K. Porzingis,204001.0,1.0,,,,,,
204,PT08M16.00S,2022-03-15T02:43:37.9Z,2,REGULAR,3pt,Jump Shot,[],202357,66.04796320630749,41.17647058823529,1610612744,47,38,2022-03-15T02:43:40Z,2020000,-44.0,267.0,1,right,N. Bjelica 27' 3PT  (5 PTS) (J. Kuminga 3 AST),"[202357, 1630228]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,27.02,Made,,,,,,,,,,5.0,J. Kuminga,1630228.0,3.0,,,,,,
206,PT08M00.00S,2022-03-15T02:43:58.3Z,2,REGULAR,foul,personal,['2freethrow'],202357,,,1610612764,47,38,2022-03-15T02:44:05Z,2040000,,,0,,N. Bjelica shooting personal FOUL (2 PF) (Porzingis 2 FT),"[202357, 204001]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Porzingis,204001.0,
208,PT08M00.00S,2022-03-15T02:44:20.2Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,47,39,2022-03-15T02:44:20Z,2060000,,,0,,K. Porzingis Free Throw 1 of 2 (5 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
209,PT08M00.00S,2022-03-15T02:44:20.9Z,2,REGULAR,substitution,out,[],1629673,,,1610612764,47,39,2022-03-15T02:44:31Z,2070000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M00.00S,2022-03-15T02:44:20.9Z,2,REGULAR,substitution,out,[],203490,,,1610612764,47,39,2022-03-15T02:44:31Z,2080000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M00.00S,2022-03-15T02:44:20.9Z,2,REGULAR,substitution,in,[],201939,,,1610612764,47,39,2022-03-15T02:44:31Z,2090000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M00.00S,2022-03-15T02:44:20.9Z,2,REGULAR,substitution,in,[],1630541,,,1610612764,47,39,2022-03-15T02:44:31Z,2100000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M00.00S,2022-03-15T02:44:48.3Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,47,40,2022-03-15T02:44:48Z,2110000,,,0,,K. Porzingis Free Throw 2 of 2 (6 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
214,PT07M54.00S,2022-03-15T02:44:56.3Z,2,REGULAR,2pt,Jump Shot,[],202691,92.59198423127464,14.950980392156863,1610612744,47,40,2022-03-15T02:44:58Z,2120000,-175.0,17.0,1,right,MISS K. Thompson 17' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,17.6,Missed,,,,,,,,,,,,,,,,,,,
215,PT07M52.00S,2022-03-15T02:44:58.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,47,40,2022-03-15T02:45:39Z,2130000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,214.0,3.0,3.0,0.0,,,,,,,,,,,,,
216,PT07M42.00S,2022-03-15T02:45:13.6Z,2,REGULAR,foul,technical,['1freethrow'],202357,,,1610612764,47,40,2022-03-15T02:45:20Z,2140000,,,0,,N. Bjelica defensive-3-second technical FOUL (1 Tech),[202357],1610612744.0,GSW,defensive-3-second,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,2003.0,2.0,1.0,,,
217,PT07M42.00S,2022-03-15T02:45:31.8Z,2,REGULAR,freethrow,1 of 1,[],203484,,,1610612764,47,41,2022-03-15T02:45:31Z,2150000,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (6 PTS),[203484],1610612764.0,WAS,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
218,PT07M30.00S,2022-03-15T02:45:57.0Z,2,REGULAR,3pt,Jump Shot,[],1628398,32.40801576872536,39.21568627450981,1610612764,47,44,2022-03-15T02:45:59Z,2160000,54.0,252.0,1,left,K. Kuzma 25' 3PT  (7 PTS) (T. Satoransky 1 AST),"[1628398, 203107]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,25.78,Made,,,,,,,,,,7.0,T. Satoransky,203107.0,1.0,,,,,,
220,PT07M14.00S,2022-03-15T02:46:15.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,47,44,2022-03-15T02:46:15Z,2180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M02.00S,2022-03-15T02:46:42.9Z,2,REGULAR,3pt,Jump Shot,[],1630541,96.27135348226018,2.2058823529411766,1610612744,50,44,2022-03-15T02:46:46Z,2190000,-239.0,-17.0,1,right,M. Moody 3PT  (3 PTS) (N. Bjelica 3 AST),"[1630541, 202357]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,23.96,Made,,,,,,,,,,3.0,N. Bjelica,202357.0,3.0,,,,,,
223,PT06M52.00S,2022-03-15T02:46:57.1Z,2,REGULAR,foul,personal,[],1630541,,,1610612764,50,44,2022-03-15T02:47:00Z,2210000,,,0,,M. Moody personal FOUL (2 PF),"[1630541, 1629060]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,1199.0,2.0,0.0,Hachimura,1629060.0,
225,PT06M52.00S,2022-03-15T02:47:04.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,50,44,2022-03-15T02:47:04Z,2230000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M52.00S,2022-03-15T02:49:01.9Z,2,REGULAR,substitution,out,[],203484,,,1610612764,50,44,2022-03-15T02:49:49Z,2240000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M52.00S,2022-03-15T02:49:01.9Z,2,REGULAR,substitution,out,[],203107,,,1610612764,50,44,2022-03-15T02:49:49Z,2250000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M52.00S,2022-03-15T02:49:01.9Z,2,REGULAR,substitution,in,[],203526,,,1610612764,50,44,2022-03-15T02:49:49Z,2260000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M52.00S,2022-03-15T02:49:01.9Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,50,44,2022-03-15T02:49:49Z,2270000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2022-03-15T02:50:18.6Z,2,REGULAR,3pt,Jump Shot,[],203526,28.728646517739815,20.588235294117645,1610612764,50,44,2022-03-15T02:50:21Z,2280000,147.0,218.0,1,left,MISS R. Neto 26' pullup 3PT,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
231,PT06M36.00S,2022-03-15T02:50:20.6Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,50,44,2022-03-15T02:50:27Z,2290000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,,,,,,
232,PT06M21.00S,2022-03-15T02:50:35.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,87.46714848883047,97.30392156862744,1610612744,50,44,2022-03-15T02:50:38Z,2300000,237.0,65.0,1,right,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M19.00S,2022-03-15T02:50:37.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,50,44,2022-03-15T02:50:43Z,2310000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,232.0,4.0,4.0,0.0,,,,,,,,,,,,,
234,PT06M08.00S,2022-03-15T02:50:47.8Z,2,REGULAR,2pt,Jump Shot,[],1628398,11.251642575558476,29.901960784313726,1610612764,50,44,2022-03-15T02:50:51Z,2320000,100.0,53.0,1,left,MISS K. Kuzma 11' driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,11.38,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M06.00S,2022-03-15T02:50:49.8Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,50,44,2022-03-15T02:51:14Z,2330000,,,0,,N. Bjelica REBOUND (Off:0 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,,,,,,
236,PT05M47.00S,2022-03-15T02:51:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,93.51182654402102,45.83333333333333,1610612744,52,44,2022-03-15T02:51:10Z,2340000,-21.0,8.0,1,right,N. Bjelica Layup (7 PTS) (M. Moody 1 AST),"[202357, 1630541]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,2.25,Made,,,,,,,,,,7.0,M. Moody,1630541.0,1.0,,,,,,
238,PT05M37.00S,2022-03-15T02:51:19.4Z,2,REGULAR,3pt,Jump Shot,[],204001,28.86005256241787,80.63725490196079,1610612764,52,44,2022-03-15T02:51:22Z,2360000,-153.0,219.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
239,PT05M35.00S,2022-03-15T02:51:21.4Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,52,44,2022-03-15T02:51:41Z,2370000,,,0,,K. Thompson REBOUND (Off:0 Def:4),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,238.0,4.0,4.0,0.0,,,,,,,,,,,,,
240,PT05M24.00S,2022-03-15T02:51:32.1Z,2,REGULAR,3pt,Jump Shot,[],202691,71.43561103810775,82.84313725490196,1610612744,52,44,2022-03-15T02:51:34Z,2380000,164.0,216.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M22.00S,2022-03-15T02:51:34.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,52,44,2022-03-15T02:51:59Z,2390000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,240.0,4.0,3.0,1.0,,,,,,,,,,,,,
242,PT05M09.00S,2022-03-15T02:51:49.2Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612764,52,44,2022-03-15T02:51:55Z,2400000,,,0,,K. Thompson shooting personal FOUL (1 PF) (Porzingis 2 FT),"[202691, 204001]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Porzingis,204001.0,
244,PT05M09.00S,2022-03-15T02:52:21.1Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,52,45,2022-03-15T02:52:21Z,2420000,,,0,,K. Porzingis Free Throw 1 of 2 (7 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
245,PT05M09.00S,2022-03-15T02:52:22.1Z,2,REGULAR,substitution,out,[],202357,,,1610612764,52,45,2022-03-15T02:52:31Z,2430000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M09.00S,2022-03-15T02:52:22.1Z,2,REGULAR,substitution,out,[],202691,,,1610612764,52,45,2022-03-15T02:52:31Z,2440000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M09.00S,2022-03-15T02:52:22.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,52,45,2022-03-15T02:52:31Z,2450000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M09.00S,2022-03-15T02:52:22.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612764,52,45,2022-03-15T02:52:31Z,2460000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M09.00S,2022-03-15T02:52:22.1Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,52,45,2022-03-15T02:52:31Z,2470000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M09.00S,2022-03-15T02:52:22.1Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,52,45,2022-03-15T02:52:31Z,2480000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M09.00S,2022-03-15T02:52:45.4Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,52,46,2022-03-15T02:52:45Z,2490000,,,0,,K. Porzingis Free Throw 2 of 2 (8 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
252,PT04M58.00S,2022-03-15T02:52:58.8Z,2,REGULAR,2pt,Jump Shot,[],201939,83.65637319316689,76.7156862745098,1610612744,54,46,2022-03-15T02:53:01Z,2500000,134.0,101.0,1,right,S. Curry 16' step back Jump Shot (10 PTS) (K. Looney 1 AST),"[201939, 1626172]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,16.75,Made,,,,,,,,,,10.0,K. Looney,1626172.0,1.0,,,,,,
254,PT04M40.00S,2022-03-15T02:53:16.2Z,2,REGULAR,3pt,Jump Shot,[],204001,32.40801576872536,60.5392156862745,1610612764,54,46,2022-03-15T02:53:18Z,2520000,-53.0,252.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M37.00S,2022-03-15T02:53:19.4Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,54,46,2022-03-15T02:53:19Z,2530000,,,0,,J. Kuminga REBOUND (Off:0 Def:4),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,254.0,4.0,4.0,0.0,,,,,,,,,,,,,
256,PT04M33.00S,2022-03-15T02:53:27.9Z,2,REGULAR,foul,personal,[],1628398,,,1610612744,54,46,2022-03-15T02:53:44Z,2540000,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 1630228]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Kuminga,1630228.0,
258,PT04M33.00S,2022-03-15T02:53:35.2Z,2,REGULAR,substitution,out,[],204001,,,1610612744,54,46,2022-03-15T02:53:37Z,2560000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M33.00S,2022-03-15T02:53:35.2Z,2,REGULAR,substitution,in,[],1629655,,,1610612744,54,46,2022-03-15T02:53:37Z,2570000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M25.00S,2022-03-15T02:53:56.7Z,2,REGULAR,3pt,Jump Shot,[],1630228,89.70105124835742,96.07843137254902,1610612744,57,46,2022-03-15T02:53:59Z,2580000,230.0,44.0,1,right,J. Kuminga 3PT  (7 PTS) (S. Curry 4 AST),"[1630228, 201939]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,23.46,Made,,,,,,,,,,7.0,S. Curry,201939.0,4.0,,,,,,
262,PT04M23.00S,2022-03-15T02:54:03.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,57,46,2022-03-15T02:54:03Z,2600000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M23.00S,2022-03-15T02:56:38.3Z,2,REGULAR,substitution,out,[],1630228,,,1610612764,57,46,2022-03-15T02:56:57Z,2610000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M23.00S,2022-03-15T02:56:38.3Z,2,REGULAR,substitution,in,[],203110,,,1610612764,57,46,2022-03-15T02:56:57Z,2620000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M06.00S,2022-03-15T02:57:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630166,25.312089356110377,16.42156862745098,1610612764,57,46,2022-03-15T02:57:18Z,2630000,168.0,185.0,1,left,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M03.00S,2022-03-15T02:57:19.4Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,57,46,2022-03-15T02:57:19Z,2640000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,265.0,2.0,2.0,0.0,,,,,,,,,,,,,
267,PT03M58.00S,2022-03-15T02:57:24.1Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,57,46,2022-03-15T02:57:25Z,2650000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 203526]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,2.0,Neto,203526.0,,,,,,,,,,
268,PT03M58.00S,2022-03-15T02:57:24.1Z,2,REGULAR,steal,,[],203526,,,1610612764,57,46,2022-03-15T02:59:50Z,2660000,,,0,,R. Neto STEAL (3 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M54.00S,2022-03-15T02:57:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203526,8.492115637319317,60.049019607843135,1610612764,57,48,2022-03-15T02:57:32Z,2670000,-50.0,27.0,1,left,R. Neto running Layup (8 PTS),[203526],1610612764.0,WAS,running,,,Neto,R. Neto,,,,,5.71,Made,,,,,,,,,,8.0,,,,,,,,,
270,PT03M40.00S,2022-03-15T02:57:41.7Z,2,REGULAR,3pt,Jump Shot,[],1629673,68.41327201051249,27.696078431372552,1610612744,57,48,2022-03-15T02:57:44Z,2680000,-112.0,244.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M37.00S,2022-03-15T02:57:45.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,57,48,2022-03-15T02:57:45Z,2690000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,270.0,5.0,5.0,0.0,,,,,,,,,,,,,
