actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
32,PT09M34.00S,2022-01-22T03:14:33.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,86.15308804204993,24.264705882352942,1610612744,5,5,2022-01-22T03:14:36Z,320000,-129.0,78.0,1,right,J. Poole 15' turnaround Jump Shot (2 PTS),[1629673],1610612744.0,GSW,turnaround,,,Poole,J. Poole,,,,,15.03,Made,2.0,,,,,,,,,,,,,,,,,,
33,PT09M23.00S,2022-01-22T03:14:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.411957950065702,38.970588235294116,1610612745,5,5,2022-01-22T03:14:58Z,330000,55.0,36.0,1,left,MISS J. Green 6' driving Layup - blocked,"[1630224, 203490]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,6.58,Missed,,,,,,,,,,,,,,Porter Jr.,203490.0,,,,
34,PT09M23.00S,2022-01-22T03:14:46.4Z,1,REGULAR,block,,[],203490,,,1610612745,5,5,2022-01-22T03:14:51Z,340000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M22.00S,2022-01-22T03:14:47.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,5,5,2022-01-22T03:14:58Z,350000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,
36,PT09M22.00S,2022-01-22T03:14:54.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,5,5,2022-01-22T03:14:54Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M20.00S,2022-01-22T03:15:03.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630256,6.521024967148489,48.77450980392157,1610612745,5,7,2022-01-22T03:15:05Z,370000,6.0,9.0,1,left,J. Tate cutting DUNK (2 PTS) (K. Porter Jr. 2 AST),"[1630256, 1629645]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,1.07,Made,2.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,,
39,PT09M01.00S,2022-01-22T03:15:25.5Z,1,REGULAR,foul,technical,['1freethrow'],1626174,,,1610612744,5,7,2022-01-22T03:15:32Z,390000,,,0,,C. Wood defensive-3-second technical FOUL (1 Tech),[1626174],1610612745.0,HOU,defensive-3-second,,,Wood,C. Wood,,,,,,,,,,,,,,,1193.0,0.0,1.0,,,,,,,,
40,PT09M01.00S,2022-01-22T03:15:43.8Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,6,7,2022-01-22T03:15:43Z,400000,,,0,,S. Curry technical Free Throw 1 of 1 (1 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
41,PT08M56.00S,2022-01-22T03:16:00.7Z,1,REGULAR,3pt,Jump Shot,[],201939,70.77858081471747,16.176470588235293,1610612744,6,7,2022-01-22T03:16:03Z,410000,-169.0,222.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2022-01-22T03:16:04.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,6,7,2022-01-22T03:16:04Z,420000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,
43,PT08M49.00S,2022-01-22T03:16:08.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626174,8.886333771353483,50.98039215686274,1610612745,6,9,2022-01-22T03:16:45Z,430000,-5.0,31.0,1,left,C. Wood running DUNK (7 PTS),[1626174],1610612745.0,HOU,running,,,Wood,C. Wood,,,,,3.14,Made,7.0,,,,,,,,,,,,,,,,,,
44,PT08M45.00S,2022-01-22T03:16:15.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,6,9,2022-01-22T03:16:15Z,440000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M31.00S,2022-01-22T03:19:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,72.09264126149803,81.86274509803921,1610612744,6,9,2022-01-22T03:19:20Z,450000,159.0,210.0,1,right,MISS J. Poole 26' 3PT - blocked,"[1629673, 1626174]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.34,Missed,,,,,,,,,,,,,,Wood,1626174.0,,,,
176,PT08M31.00S,2022-01-22T03:19:17.9Z,1,REGULAR,block,,[],1626174,,,1610612744,6,9,2022-01-22T03:39:53Z,455000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M30.00S,2022-01-22T03:19:18.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,6,9,2022-01-22T03:39:53Z,460000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,
47,PT08M30.00S,2022-01-22T03:19:29.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,6,9,2022-01-22T03:19:29Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M18.00S,2022-01-22T03:19:44.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,6.915243101182654,49.26470588235294,1610612745,6,11,2022-01-22T03:19:47Z,480000,4.0,13.0,1,left,C. Wood driving DUNK (9 PTS) (K. Porter Jr. 3 AST),"[1626174, 1629645]",1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,1.3,Made,9.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,,
50,PT07M56.00S,2022-01-22T03:20:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,91.14651773981603,40.19607843137255,1610612744,8,11,2022-01-22T03:20:09Z,500000,-49.0,31.0,1,right,K. Looney reverse Layup (2 PTS) (A. Wiggins 1 AST),"[1626172, 203952]",1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,5.78,Made,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,,
52,PT07M47.00S,2022-01-22T03:20:17.2Z,1,REGULAR,violation,kicked ball,[],1626172,,,1610612745,8,11,2022-01-22T03:40:36Z,520000,,,0,,K. Looney kicked ball VIOLATION,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,1628172.0,,,,,,,,,,
53,PT07M36.00S,2022-01-22T03:20:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630224,5.206964520367937,95.58823529411765,1610612745,8,11,2022-01-22T03:20:45Z,530000,-228.0,-4.0,1,left,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M34.00S,2022-01-22T03:20:44.5Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,8,11,2022-01-22T03:21:20Z,540000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,
55,PT07M28.00S,2022-01-22T03:20:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.40932982917214,61.029411764705884,1610612744,10,11,2022-01-22T03:34:03Z,550000,55.0,28.0,1,right,J. Poole 6' running Layup (4 PTS) (S. Curry 1 AST),"[1629673, 201939]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,6.19,Made,4.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,,
57,PT07M21.00S,2022-01-22T03:20:57.0Z,1,REGULAR,3pt,Jump Shot,[],201569,28.465834428383708,13.970588235294118,1610612745,10,11,2022-01-22T03:21:00Z,570000,180.0,215.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2022-01-22T03:20:59.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,10,11,2022-01-22T03:21:25Z,580000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
59,PT07M13.00S,2022-01-22T03:21:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612744,10,11,2022-01-22T03:21:14Z,590000,,,0,,J. Tate shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630256, 203952]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Wiggins,203952.0,,,,,,
61,PT07M13.00S,2022-01-22T03:21:34.1Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,10,11,2022-01-22T03:21:34Z,610000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M13.00S,2022-01-22T03:21:34.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,10,11,2022-01-22T03:21:34Z,620000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,
63,PT07M13.00S,2022-01-22T03:21:50.9Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,11,11,2022-01-22T03:21:50Z,630000,,,0,,A. Wiggins Free Throw 2 of 2 (4 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
64,PT07M00.00S,2022-01-22T03:22:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,9.411957950065702,49.50980392156863,1610612745,11,11,2022-01-22T03:22:08Z,640000,2.0,36.0,1,left,MISS C. Wood Layup,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,3.61,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2022-01-22T03:22:09.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,11,11,2022-01-22T03:22:09Z,650000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,
66,PT06M51.00S,2022-01-22T03:22:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.62089356110381,38.48039215686275,1610612744,11,11,2022-01-22T03:22:18Z,660000,-58.0,36.0,1,right,MISS A. Wiggins 6' driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,6.78,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M49.00S,2022-01-22T03:22:18.3Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,11,11,2022-01-22T03:22:30Z,680000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,
69,PT06M46.00S,2022-01-22T03:22:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,4.944152431011826,58.08823529411765,1610612745,11,13,2022-01-22T04:11:16Z,690000,-40.0,-6.0,1,left,K. Porter Jr. running Layup (2 PTS) (J. Tate 1 AST),"[1629645, 1630256]",1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,4.08,Made,2.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,,
72,PT06M29.00S,2022-01-22T03:22:37.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,80.6340341655716,76.9607843137255,1610612744,13,13,2022-01-22T03:22:41Z,720000,135.0,130.0,1,right,J. Poole 18' pullup Jump Shot (6 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,18.69,Made,6.0,,,,,,,,,,,,,,,,,,
73,PT06M11.00S,2022-01-22T03:22:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,9.280551905387648,43.872549019607845,1610612745,13,15,2022-01-22T03:22:58Z,730000,31.0,35.0,1,left,E. Gordon driving reverse Layup (2 PTS) (K. Porter Jr. 4 AST),"[201569, 1629645]",1610612745.0,HOU,driving reverse,,,Gordon,E. Gordon,,,,,4.63,Made,2.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,,
75,PT05M55.00S,2022-01-22T03:23:11.7Z,1,REGULAR,3pt,Jump Shot,[],203490,89.17542706964521,95.83333333333334,1610612744,16,15,2022-01-22T03:23:14Z,750000,229.0,49.0,1,right,O. Porter Jr. 3PT  (3 PTS) (J. Poole 1 AST),"[203490, 1629673]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,23.44,Made,3.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,,
77,PT05M41.00S,2022-01-22T03:23:25.4Z,1,REGULAR,2pt,Jump Shot,[],1626174,24.655059132720105,48.77450980392157,1610612745,16,15,2022-01-22T03:23:28Z,770000,6.0,179.0,1,left,MISS C. Wood 17' Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,17.94,Missed,,,,,,,,,,,,,,,,,,,
78,PT05M38.00S,2022-01-22T03:23:28.8Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,16,15,2022-01-22T03:23:28Z,780000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,,,,
79,PT05M24.00S,2022-01-22T03:23:44.2Z,1,REGULAR,foul,personal,[],1630256,,,1610612744,16,15,2022-01-22T03:23:47Z,790000,,,0,,J. Tate personal FOUL (2 PF),"[1630256, 203952]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,1193.0,2.0,0.0,Wiggins,203952.0,,,,,,
81,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,out,[],203490,,,1610612744,16,15,2022-01-22T03:24:07Z,810000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,16,15,2022-01-22T03:24:07Z,820000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,out,[],201569,,,1610612744,16,15,2022-01-22T03:24:07Z,830000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,out,[],1630256,,,1610612744,16,15,2022-01-22T03:24:07Z,840000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,out,[],1630224,,,1610612744,16,15,2022-01-22T03:24:07Z,850000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,16,15,2022-01-22T03:24:07Z,860000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,16,15,2022-01-22T03:24:07Z,870000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,in,[],1629717,,,1610612744,16,15,2022-01-22T03:24:07Z,880000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,in,[],1629726,,,1610612744,16,15,2022-01-22T03:24:07Z,890000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M24.00S,2022-01-22T03:23:49.9Z,1,REGULAR,substitution,in,[],1630231,,,1610612744,16,15,2022-01-22T03:24:07Z,900000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M18.00S,2022-01-22T03:24:18.6Z,1,REGULAR,2pt,Jump Shot,[],201939,74.19513797634691,55.14705882352941,1610612744,16,15,2022-01-22T03:24:22Z,910000,26.0,190.0,1,right,MISS S. Curry 19' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,19.18,Missed,,,,,,,,,,,,,,,,,,,
92,PT05M16.00S,2022-01-22T03:24:23.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,16,15,2022-01-22T03:24:23Z,920000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,
93,PT05M16.00S,2022-01-22T03:24:25.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,16,15,2022-01-22T03:24:25Z,930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
