actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
91,PT04M41.00S,2022-03-21T00:55:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,10.200394218134035,38.72549019607843,1610612759,10,22,2022-03-21T00:56:29Z,880000,56.0,43.0,1,left,K. Johnson 7' driving finger roll Layup (4 PTS) (T. Jones 1 AST),"[1629640, 1630200]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,7.12,Made,4.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,,
92,PT04M23.00S,2022-03-21T00:55:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203490,82.34231274638634,47.549019607843135,1610612744,10,22,2022-03-21T00:55:56Z,890000,-12.0,113.0,1,right,MISS O. Porter Jr. 11' driving floating Shot,[203490],1610612744.0,GSW,driving floating,,,Porter Jr.,O. Porter Jr.,,,,,11.42,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M20.00S,2022-03-21T00:55:56.0Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,10,22,2022-03-21T01:00:57Z,900000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:0),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,
94,PT04M18.00S,2022-03-21T00:56:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612744,10,22,2022-03-21T00:56:05Z,910000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Looney 2 FT),"[1627751, 1626172]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,1627541.0,1.0,0.0,Looney,1626172.0,,,,,,,,,,
96,PT04M18.00S,2022-03-21T00:56:27.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,10,22,2022-03-21T00:56:58Z,930000,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M18.00S,2022-03-21T00:56:27.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,10,22,2022-03-21T00:56:58Z,940000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,
98,PT04M18.00S,2022-03-21T00:56:28.5Z,1,REGULAR,substitution,out,[],202691,,,1610612744,10,22,2022-03-21T00:56:37Z,950000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2022-03-21T00:56:28.5Z,1,REGULAR,substitution,out,[],1630170,,,1610612744,10,22,2022-03-21T00:56:37Z,960000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M18.00S,2022-03-21T00:56:28.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612744,10,22,2022-03-21T00:56:37Z,970000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M18.00S,2022-03-21T00:56:28.5Z,1,REGULAR,substitution,in,[],1629185,,,1610612744,10,22,2022-03-21T00:56:37Z,980000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M18.00S,2022-03-21T00:56:28.5Z,1,REGULAR,substitution,in,[],1628380,,,1610612744,10,22,2022-03-21T00:56:37Z,990000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M18.00S,2022-03-21T00:56:28.5Z,1,REGULAR,substitution,in,[],1630563,,,1610612744,10,22,2022-03-21T00:56:37Z,1000000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2022-03-21T00:56:27.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,10,22,2022-03-21T00:56:58Z,1010000,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M17.00S,2022-03-21T00:56:28.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,10,22,2022-03-21T00:56:58Z,1020000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,
106,PT04M08.00S,2022-03-21T00:57:02.0Z,1,REGULAR,foul,offensive,[],1630200,,,1610612759,10,22,2022-03-21T00:57:09Z,1030000,,,0,,T. Jones offensive FOUL (1 PF),"[1630200, 1629185]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,1627541.0,1.0,0.0,Chiozza,1629185.0,,,,,,,,,,
108,PT04M08.00S,2022-03-21T00:57:02.0Z,1,REGULAR,turnover,offensive foul,[],1630200,,,1610612759,10,22,2022-03-21T00:57:02Z,1050000,,,0,,T. Jones offensive foul TURNOVER (1 TO),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,1627541.0,,,,,1.0,,,,,,,,,
109,PT04M08.00S,2022-03-21T00:57:12.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,10,22,2022-03-21T00:57:14Z,1060000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M08.00S,2022-03-21T00:57:12.2Z,1,REGULAR,substitution,in,[],202357,,,1610612744,10,22,2022-03-21T00:57:14Z,1070000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M54.00S,2022-03-21T00:57:31.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203490,93.11760840998686,53.431372549019606,1610612744,12,22,2022-03-21T00:57:34Z,1080000,17.0,12.0,1,right,O. Porter Jr. cutting DUNK (2 PTS) (A. Wiggins 1 AST),"[203490, 203952]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,2.11,Made,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,,
113,PT03M37.00S,2022-03-21T00:57:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,7.966491458607096,57.59803921568627,1610612759,12,24,2022-03-21T01:10:02Z,1100000,-38.0,22.0,1,left,J. Richardson driving finger roll Layup (5 PTS) (Z. Collins 1 AST),"[1626196, 1628380]",1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,4.41,Made,5.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,,
114,PT03M25.00S,2022-03-21T00:57:59.6Z,1,REGULAR,2pt,Jump Shot,[],203490,92.72339027595268,71.32352941176471,1610612744,14,24,2022-03-21T00:58:02Z,1110000,107.0,16.0,1,right,O. Porter Jr. 10' Jump Shot (4 PTS) (C. Chiozza 1 AST),"[203490, 1629185]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,10.78,Made,4.0,C. Chiozza,1629185.0,1.0,,,,,,,,,,,,,,,
116,PT03M15.00S,2022-03-21T00:58:10.6Z,1,REGULAR,3pt,Jump Shot,[],1626196,32.933639947437584,39.705882352941174,1610612759,14,24,2022-03-21T00:58:12Z,1130000,51.0,257.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M12.00S,2022-03-21T00:58:13.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,14,24,2022-03-21T00:58:13Z,1140000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,,
118,PT03M09.00S,2022-03-21T00:58:18.9Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,14,24,2022-03-21T00:58:21Z,1150000,,,0,,J. Poole lost ball out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,lost ball,,,Poole,J. Poole,,,,,,,,,,,201245.0,,,,,1.0,,,,,,,,,
119,PT03M09.00S,2022-03-21T00:58:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,14,24,2022-03-21T00:58:25Z,1160000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M09.00S,2022-03-21T01:00:55.2Z,1,REGULAR,substitution,out,[],203952,,,1610612759,14,24,2022-03-21T01:01:09Z,1170000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M09.00S,2022-03-21T01:00:55.2Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,14,24,2022-03-21T01:01:09Z,1180000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M09.00S,2022-03-21T01:00:55.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612759,14,24,2022-03-21T01:01:09Z,1190000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M09.00S,2022-03-21T01:00:55.2Z,1,REGULAR,substitution,in,[],1627749,,,1610612759,14,24,2022-03-21T01:01:09Z,1200000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M56.00S,2022-03-21T01:01:27.4Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612759,14,24,2022-03-21T01:01:29Z,1210000,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1629185]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,1.0,,,,,,,Chiozza,1629185.0,
125,PT02M56.00S,2022-03-21T01:01:27.4Z,1,REGULAR,steal,,[],1629185,,,1610612744,14,24,2022-03-21T01:10:21Z,1220000,,,0,,C. Chiozza STEAL (1 STL),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2022-03-21T01:01:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,92.59198423127464,57.35294117647059,1610612744,16,24,2022-03-21T01:01:44Z,1230000,37.0,17.0,1,right,J. Kuminga Layup (2 PTS) (N. Bjelica 1 AST),"[1630228, 202357]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,4.06,Made,2.0,N. Bjelica,202357.0,1.0,,,,,,,,,,,,,,,
128,PT02M22.00S,2022-03-21T01:02:00.2Z,1,REGULAR,3pt,Jump Shot,[],1628380,25.04927726675427,86.27450980392157,1610612759,16,27,2022-03-21T01:02:02Z,1250000,-181.0,183.0,1,left,Z. Collins 25' 3PT  (3 PTS) (D. Murray 1 AST),"[1628380, 1627749]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,25.77,Made,3.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,,
130,PT02M10.00S,2022-03-21T01:02:12.5Z,1,REGULAR,2pt,Jump Shot,[],1629673,77.7431011826544,28.676470588235293,1610612744,16,27,2022-03-21T01:02:15Z,1270000,-107.0,157.0,1,right,MISS J. Poole 18' step back Shot,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,18.95,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M07.00S,2022-03-21T01:02:15.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,16,27,2022-03-21T01:02:16Z,1280000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,130.0,3.0,3.0,0.0,,,,,
132,PT01M54.00S,2022-03-21T01:02:28.3Z,1,REGULAR,3pt,Jump Shot,[],1630563,26.49474375821288,79.16666666666666,1610612759,16,27,2022-03-21T01:02:30Z,1290000,-146.0,197.0,1,left,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M51.00S,2022-03-21T01:02:31.5Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,16,27,2022-03-21T01:02:31Z,1300000,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,132.0,1.0,0.0,1.0,,,,,
134,PT01M48.00S,2022-03-21T01:02:34.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630563,7.440867279894875,46.568627450980394,1610612759,16,29,2022-03-21T01:02:37Z,1310000,17.0,17.0,1,left,J. Primo cutting DUNK (4 PTS) (Z. Collins 2 AST),"[1630563, 1628380]",1610612759.0,SAS,cutting,,,Primo,J. Primo,,,,,2.45,Made,4.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,,
136,PT01M36.00S,2022-03-21T01:02:46.8Z,1,REGULAR,3pt,Jump Shot,[],202357,68.28186596583443,67.15686274509804,1610612744,16,29,2022-03-21T01:02:49Z,1330000,86.0,246.0,1,right,MISS N. Bjelica 26' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M33.00S,2022-03-21T01:02:49.8Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,16,29,2022-03-21T01:02:56Z,1340000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:0),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,136.0,2.0,0.0,2.0,,,,,
138,PT01M31.00S,2022-03-21T01:02:51.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203490,94.40999984741211,50.0,1610612744,18,29,2022-03-21T01:07:16Z,1350000,0.0,0.0,1,right,O. Porter Jr. tip Layup (6 PTS),[203490],1610612744.0,GSW,tip,,,Porter Jr.,O. Porter Jr.,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
139,PT01M23.00S,2022-03-21T01:03:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,9.017739816031538,55.88235294117647,1610612759,18,31,2022-03-21T01:03:04Z,1360000,-29.0,32.0,1,left,D. Murray driving reverse Layup (7 PTS),[1627749],1610612759.0,SAS,driving reverse,,,Murray,D. Murray,,,,,4.37,Made,7.0,,,,,,,,,,,,,,,,,,
140,PT01M08.00S,2022-03-21T01:03:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203490,88.91261498028909,60.049019607843135,1610612744,20,31,2022-03-21T01:03:17Z,1370000,50.0,52.0,1,right,O. Porter Jr. 7' turnaround bank Jump Shot (8 PTS) (N. Bjelica 2 AST),"[203490, 202357]",1610612744.0,GSW,turnaround bank,,,Porter Jr.,O. Porter Jr.,,,,,7.21,Made,8.0,N. Bjelica,202357.0,2.0,,,,,,,,,,,,,,,
142,PT00M57.60S,2022-03-21T01:03:28.1Z,1,REGULAR,turnover,traveling,[],1626196,,,1610612759,20,31,2022-03-21T01:03:30Z,1390000,,,0,,J. Richardson traveling TURNOVER (1 TO),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,201245.0,,,,,1.0,,,,,,,,,
143,PT00M57.60S,2022-03-21T01:03:31.6Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,20,31,2022-03-21T01:03:34Z,1400000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M57.60S,2022-03-21T01:03:31.6Z,1,REGULAR,substitution,in,[],202691,,,1610612744,20,31,2022-03-21T01:03:34Z,1410000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M46.60S,2022-03-21T01:03:51.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630228,91.5407358738502,49.50980392156863,1610612744,22,31,2022-03-21T01:03:54Z,1420000,-2.0,27.0,1,right,J. Kuminga cutting DUNK (4 PTS) (N. Bjelica 3 AST),"[1630228, 202357]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,2.71,Made,4.0,N. Bjelica,202357.0,3.0,,,,,,,,,,,,,,,
147,PT00M32.50S,2022-03-21T01:04:08.5Z,1,REGULAR,2pt,Jump Shot,[],1628380,26.231931668856767,49.01960784313725,1610612759,22,33,2022-03-21T01:04:12Z,1440000,5.0,194.0,1,left,Z. Collins 19' Jump Shot (5 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,19.42,Made,5.0,,,,,,,,,,,,,,,,,,
148,PT00M15.30S,2022-03-21T01:05:03.5Z,1,REGULAR,jumpball,recovered,[],1630200,,,1610612744,22,33,2022-03-21T01:05:03Z,1450000,,,0,,Jump Ball J. Richardson vs. C. Chiozza: Tip to T. Jones,"[1630200, 1626196, 1629185]",1610612759.0,SAS,heldball,T. Jones,1630200.0,Jones,T. Jones,Richardson,1626196.0,Chiozza,1629185.0,,,,,,,,,,,,,,,,,,,,,
151,PT00M15.30S,2022-03-21T01:05:03.5Z,1,REGULAR,turnover,lost ball,[],1629185,,,1610612744,22,33,2022-03-21T01:05:03Z,1480000,,,0,,C. Chiozza lost ball TURNOVER (1 TO),"[1629185, 1626196]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,1.0,,,,,,,Richardson,1626196.0,
152,PT00M15.30S,2022-03-21T01:05:03.5Z,1,REGULAR,steal,,[],1626196,,,1610612759,22,33,2022-03-21T01:05:03Z,1490000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M02.20S,2022-03-21T01:05:17.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,31.61957950065703,51.9607843137255,1610612759,22,36,2022-03-21T01:05:58Z,1500000,-10.0,245.0,1,left,Z. Collins 24' 3PT  (8 PTS) (D. Murray 2 AST),"[1628380, 1627749]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,24.49,Made,8.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,,
155,PT00M00.20S,2022-03-21T01:05:24.6Z,1,REGULAR,3pt,Jump Shot,[],1630228,39.37253613666228,85.04901960784314,1610612744,22,36,2022-03-21T01:06:37Z,1520000,175.0,517.0,1,right,MISS J. Kuminga 54' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,54.63,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M00.10S,2022-03-21T01:05:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,22,36,2022-03-21T01:06:37Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,
157,PT00M00.00S,2022-03-21T01:05:29.8Z,1,REGULAR,period,end,[],0,,,1610612744,22,36,2022-03-21T01:05:29Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-03-21T01:06:40.2Z,2,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,22,36,2022-03-21T01:08:08Z,1550000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-03-21T01:06:40.2Z,2,REGULAR,substitution,out,['startperiod'],1630563,,,1610612744,22,36,2022-03-21T01:08:08Z,1560000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-21T01:06:40.2Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612744,22,36,2022-03-21T01:08:08Z,1570000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-21T01:06:40.2Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,22,36,2022-03-21T01:08:08Z,1580000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-21T01:06:40.2Z,2,REGULAR,substitution,in,['startperiod'],1630580,,,1610612744,22,36,2022-03-21T01:08:08Z,1590000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-21T01:06:40.2Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612744,22,36,2022-03-21T01:08:08Z,1600000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-21T01:08:13.1Z,2,REGULAR,period,start,[],0,,,1610612744,22,36,2022-03-21T01:08:13Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M50.00S,2022-03-21T01:08:23.0Z,2,REGULAR,3pt,Jump Shot,[],202691,68.41327201051249,27.941176470588236,1610612744,25,36,2022-03-21T01:08:25Z,1620000,-110.0,244.0,1,right,K. Thompson 26' 3PT  (7 PTS) (C. Chiozza 2 AST),"[202691, 1629185]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.81,Made,7.0,C. Chiozza,1629185.0,2.0,,,,,,,,,,,,,,,
167,PT11M29.00S,2022-03-21T01:08:42.5Z,2,REGULAR,3pt,Jump Shot,[],1630170,23.47240473061761,84.55882352941177,1610612759,25,36,2022-03-21T01:08:45Z,1640000,-173.0,168.0,1,left,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M27.00S,2022-03-21T01:08:44.5Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,25,36,2022-03-21T01:09:18Z,1650000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,
169,PT11M19.00S,2022-03-21T01:08:52.8Z,2,REGULAR,3pt,Jump Shot,[],202691,75.77201051248358,86.51960784313727,1610612744,25,36,2022-03-21T01:08:55Z,1660000,183.0,175.0,1,right,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M17.00S,2022-03-21T01:08:54.8Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,25,36,2022-03-21T01:09:22Z,1670000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,169.0,1.0,0.0,1.0,,,,,
193,PT11M16.00S,2022-03-21T01:08:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,87.59855453350855,48.77450980392157,1610612744,25,36,2022-03-21T01:18:12Z,1675000,-6.0,64.0,1,right,MISS N. Bjelica 6' tip Layup,[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,6.44,Missed,,,,,,,,,,,,,,,,,,,
194,PT11M16.00S,2022-03-21T01:08:55.2Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,25,36,2022-03-21T01:14:40Z,1677500,,,0,,N. Bjelica REBOUND (Off:2 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,193.0,2.0,0.0,2.0,,,,,
171,PT11M15.00S,2022-03-21T01:08:57.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202357,94.40999984741211,50.0,1610612744,25,36,2022-03-21T01:18:24Z,1680000,0.0,0.0,1,right,MISS N. Bjelica putback Layup,[202357],1610612744.0,GSW,putback,,,Bjelica,N. Bjelica,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M13.00S,2022-03-21T01:08:59.6Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,25,36,2022-03-21T01:18:24Z,1690000,,,0,,N. Bjelica REBOUND (Off:3 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,171.0,3.0,0.0,3.0,,,,,
173,PT11M13.00S,2022-03-21T01:08:59.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,94.40999984741211,50.0,1610612744,27,36,2022-03-21T01:08:59Z,1700000,0.0,0.0,1,right,N. Bjelica tip Layup (2 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
174,PT11M07.00S,2022-03-21T01:09:09.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,27,36,2022-03-21T01:09:09Z,1710000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M07.00S,2022-03-21T01:11:45.0Z,2,REGULAR,substitution,out,[],1630580,,,1610612759,27,36,2022-03-21T01:12:04Z,1730000,,,0,,SUB out: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M07.00S,2022-03-21T01:11:45.0Z,2,REGULAR,substitution,in,[],1629111,,,1610612759,27,36,2022-03-21T01:12:04Z,1750000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
