actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-17T02:10:53.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-17T02:10:53Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-17T02:10:56.0Z,1,REGULAR,jumpball,recovered,[],201143,,,1610612738,0,0,2022-03-17T02:10:56Z,40000,,,0,,Jump Ball R. Williams III vs. K. Looney: Tip to A. Horford,"[201143, 1629057, 1626172]",1610612738.0,BOS,startperiod,A. Horford,201143.0,Horford,A. Horford,Williams III,1629057.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-03-17T02:11:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.5407358738502,53.67647058823529,1610612738,0,2,2022-03-17T02:11:13Z,70000,18.0,27.0,1,right,R. Williams III cutting Layup (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,3.27,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2022-03-17T02:11:24.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,31.35676741130092,27.450980392156865,1610612744,0,2,2022-03-17T02:11:27Z,90000,113.0,242.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2022-03-17T02:11:28.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,2,2022-03-17T02:11:28Z,100000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M08.00S,2022-03-17T02:11:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,86.5473061760841,51.71568627450981,1610612738,0,2,2022-03-17T02:11:47Z,110000,9.0,74.0,1,right,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,7.45,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2022-03-17T02:11:48.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,2,2022-03-17T02:11:48Z,120000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M01.00S,2022-03-17T02:11:52.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,22.026938239159,91.91176470588235,1610612744,3,2,2022-03-17T02:12:38Z,130000,-210.0,155.0,1,left,S. Curry 26' 3PT step back (3 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,26.04,Made,3.0,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2022-03-17T02:12:03.4Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,3,2,2022-03-17T02:12:06Z,140000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629673]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1.0,Poole,1629673.0,,,,,,,,
15,PT10M49.00S,2022-03-17T02:12:03.4Z,1,REGULAR,steal,,[],1629673,,,1610612744,3,2,2022-03-17T02:12:06Z,150000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2022-03-17T02:12:08.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,20.45006570302234,91.42156862745098,1610612744,3,2,2022-03-17T02:12:10Z,160000,-207.0,140.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
