actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT04M43.00S,2022-01-10T01:54:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,72.35545335085413,9.068627450980392,1610612744,20,15,2022-01-10T01:56:33Z,920000,-205.0,207.0,1,right,S. Curry 29' 3PT step back (14 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,29.14,Made,14.0,,,,,,,,,,,,,
93,PT04M29.00S,2022-01-10T01:55:00.5Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,20,15,2022-01-10T01:55:02Z,930000,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 2738]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,1.0,Iguodala,2738.0,,,
94,PT04M29.00S,2022-01-10T01:55:00.5Z,1,REGULAR,steal,,[],2738,,,1610612744,20,15,2022-01-10T01:55:03Z,940000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M09.00S,2022-01-10T01:55:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,90.3580814717477,41.66666666666667,1610612744,20,15,2022-01-10T01:55:22Z,950000,-42.0,38.0,1,right,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,5.65,Missed,,,,,,,,,,,,,,
96,PT04M07.00S,2022-01-10T01:55:23.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,20,15,2022-01-10T01:55:23Z,960000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,95.0,5.0,2.0,3.0,,,,,,
97,PT04M04.00S,2022-01-10T01:55:26.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629673,81.2910643889619,44.6078431372549,1610612744,22,15,2022-01-10T01:55:29Z,970000,-27.0,123.0,1,right,J. Poole 12' driving floating Jump Shot (2 PTS) (K. Looney 2 AST),"[1629673, 1626172]",1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,12.63,Made,2.0,K. Looney,1626172.0,2.0,,,,,,,,,,
99,PT04M02.00S,2022-01-10T01:55:32.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,15,2022-01-10T01:55:32Z,990000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612739,22,15,2022-01-10T01:58:04Z,1000000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,22,15,2022-01-10T01:58:04Z,1010000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,22,15,2022-01-10T01:58:04Z,1020000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,22,15,2022-01-10T01:58:04Z,1030000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,in,[],202357,,,1610612739,22,15,2022-01-10T01:58:04Z,1040000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,in,[],200765,,,1610612739,22,15,2022-01-10T01:58:04Z,1050000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,in,[],1629685,,,1610612739,22,15,2022-01-10T01:58:04Z,1060000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M02.00S,2022-01-10T01:56:37.8Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,22,15,2022-01-10T01:58:04Z,1070000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M48.00S,2022-01-10T01:58:35.0Z,1,REGULAR,2pt,Jump Shot,[],1626224,18.610381077529567,71.07843137254902,1610612739,22,15,2022-01-10T01:58:38Z,1080000,-105.0,122.0,1,left,MISS C. Osman 16' pullup Shot,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,,,,,,16.15,Missed,,,,,,,,,,,,,,
109,PT03M46.00S,2022-01-10T01:58:37.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,22,15,2022-01-10T01:58:43Z,1090000,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,
110,PT03M34.00S,2022-01-10T01:58:49.8Z,1,REGULAR,3pt,Jump Shot,[],2738,68.67608409986859,75.0,1610612744,22,15,2022-01-10T01:58:52Z,1100000,125.0,242.0,1,right,MISS A. Iguodala 27' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,27.23,Missed,,,,,,,,,,,,,,
111,PT03M31.00S,2022-01-10T01:58:52.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,22,15,2022-01-10T01:58:52Z,1110000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,
112,PT03M26.00S,2022-01-10T01:58:57.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,33.590670170827856,51.470588235294116,1610612739,22,15,2022-01-10T01:59:00Z,1120000,-7.0,263.0,1,left,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,26.34,Missed,,,,,,,,,,,,,,
113,PT03M24.00S,2022-01-10T01:58:59.6Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,22,15,2022-01-10T02:00:09Z,1130000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,
114,PT03M16.00S,2022-01-10T01:59:07.3Z,1,REGULAR,3pt,Jump Shot,[],201939,61.84296977660972,49.50980392156863,1610612744,22,15,2022-01-10T01:59:10Z,1140000,-2.0,306.0,1,right,MISS S. Curry 30' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,30.62,Missed,,,,,,,,,,,,,,
115,PT03M14.00S,2022-01-10T01:59:09.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,22,15,2022-01-10T02:00:04Z,1150000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,
116,PT03M04.00S,2022-01-10T01:59:19.7Z,1,REGULAR,2pt,Jump Shot,[],200765,11.251642575558476,22.794117647058822,1610612739,22,15,2022-01-10T02:00:09Z,1160000,136.0,53.0,1,left,MISS R. Rondo 14' turnaround fadeaway Shot,[200765],1610612739.0,CLE,turnaround fadeaway,,,Rondo,R. Rondo,,,,,,,,,,14.61,Missed,,,,,,,,,,,,,,
117,PT03M02.00S,2022-01-10T01:59:21.7Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,22,15,2022-01-10T02:00:01Z,1170000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,
118,PT02M41.00S,2022-01-10T01:59:44.4Z,1,REGULAR,foul,personal,['2freethrow'],1629685,,,1610612744,22,15,2022-01-10T01:59:56Z,1180000,,,0,,D. Windler shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1629685, 203952]",1610612739.0,CLE,shooting,,,Windler,D. Windler,,,,,1363.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
120,PT02M41.00S,2022-01-10T02:00:10.8Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,23,15,2022-01-10T02:00:10Z,1200000,,,0,,A. Wiggins Free Throw 1 of 2 (3 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
121,PT02M41.00S,2022-01-10T02:00:11.4Z,1,REGULAR,substitution,out,[],201939,,,1610612744,23,15,2022-01-10T02:00:19Z,1210000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M41.00S,2022-01-10T02:00:11.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,23,15,2022-01-10T02:00:19Z,1220000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2022-01-10T02:00:33.4Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,24,15,2022-01-10T02:00:33Z,1230000,,,0,,A. Wiggins Free Throw 2 of 2 (4 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
124,PT02M31.00S,2022-01-10T02:00:46.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,24,15,2022-01-10T02:00:46Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M31.00S,2022-01-10T02:00:47.0Z,1,REGULAR,substitution,out,[],203952,,,1610612739,24,15,2022-01-10T02:00:50Z,1250000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M31.00S,2022-01-10T02:00:47.0Z,1,REGULAR,substitution,in,[],203490,,,1610612739,24,15,2022-01-10T02:00:50Z,1260000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M25.00S,2022-01-10T02:01:09.0Z,1,REGULAR,turnover,bad pass,[],200765,,,1610612739,24,15,2022-01-10T02:01:11Z,1270000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 202357]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,1.0,Bjelica,202357.0,,,
128,PT02M25.00S,2022-01-10T02:01:09.0Z,1,REGULAR,steal,,[],202357,,,1610612744,24,15,2022-01-10T02:01:12Z,1280000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M09.00S,2022-01-10T02:01:24.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203490,76.69185282522996,7.352941176470589,1610612744,24,15,2022-01-10T02:01:26Z,1290000,-213.0,167.0,1,right,MISS O. Porter Jr. 27' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,27.06,Missed,,,,,,,,,,,,,,
130,PT02M06.00S,2022-01-10T02:01:27.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,15,2022-01-10T02:01:27Z,1300000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,129.0,3.0,3.0,0.0,,,,,,
131,PT01M51.00S,2022-01-10T02:01:42.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.075558475689881,51.71568627450981,1610612739,24,17,2022-01-10T02:01:44Z,1310000,-9.0,-5.0,1,left,E. Mobley driving DUNK (2 PTS) (R. Rondo 1 AST),"[1630596, 200765]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,,,,0.98,Made,2.0,R. Rondo,200765.0,1.0,,,,,,,,,,
132,PT01M37.00S,2022-01-10T02:01:56.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,79.84559789750328,7.598039215686274,1610612744,24,17,2022-01-10T02:01:59Z,1320000,-212.0,137.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,25.24,Missed,,,,,,,,,,,,,,
133,PT01M34.00S,2022-01-10T02:02:00.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,17,2022-01-10T02:02:00Z,1330000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,132.0,4.0,4.0,0.0,,,,,,
135,PT01M32.00S,2022-01-10T02:02:01.1Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612739,24,17,2022-01-10T02:02:03Z,1340000,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 2738]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,1.0,Iguodala,2738.0,,,
136,PT01M32.00S,2022-01-10T02:02:01.1Z,1,REGULAR,steal,,[],2738,,,1610612744,24,17,2022-01-10T02:02:04Z,1350000,,,0,,A. Iguodala STEAL (2 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M27.00S,2022-01-10T02:02:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202357,62.5,50.98039215686274,1610612744,24,17,2022-01-10T02:02:09Z,1360000,5.0,300.0,1,right,MISS N. Bjelica 30' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,30.0,Missed,,,,,,,,,,,,,,
138,PT01M25.00S,2022-01-10T02:02:08.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,17,2022-01-10T02:05:23Z,1370000,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,137.0,5.0,5.0,0.0,,,,,,
139,PT01M10.00S,2022-01-10T02:02:23.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,25.57490144546649,10.049019607843137,1610612739,24,17,2022-01-10T02:02:26Z,1380000,200.0,188.0,1,left,MISS C. Osman 27' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,27.43,Missed,,,,,,,,,,,,,,
140,PT01M07.00S,2022-01-10T02:02:26.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,24,17,2022-01-10T02:02:36Z,1390000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,139.0,2.0,1.0,1.0,,,,,,
141,PT01M05.00S,2022-01-10T02:02:28.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,5.590000152587891,50.0,1610612739,24,19,2022-01-10T02:02:28Z,1400000,0.0,0.0,1,left,E. Mobley putback DUNK (4 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,
142,PT00M49.60S,2022-01-10T02:02:44.7Z,1,REGULAR,3pt,Jump Shot,[],202357,94.82588699080158,94.85294117647058,1610612744,24,19,2022-01-10T02:02:48Z,1410000,224.0,-4.0,1,right,MISS N. Bjelica 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,22.43,Missed,,,,,,,,,,,,,,
143,PT00M47.20S,2022-01-10T02:02:47.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,24,19,2022-01-10T02:05:15Z,1420000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,142.0,3.0,2.0,1.0,,,,,,
144,PT00M35.90S,2022-01-10T02:02:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,13.354139290407357,58.333333333333336,1610612739,24,21,2022-01-10T02:03:02Z,1430000,-42.0,73.0,1,left,C. Osman 8' driving floating Jump Shot (2 PTS) (E. Mobley 1 AST),"[1626224, 1630596]",1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,,,,,,8.41,Made,2.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
146,PT00M30.90S,2022-01-10T02:03:06.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,67.36202365308804,83.82352941176471,1610612744,24,21,2022-01-10T02:04:15Z,1450000,169.0,254.0,1,right,MISS J. Poole 30' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,,,30.54,Missed,,,,,,,,,,,,,,
147,PT00M27.90S,2022-01-10T02:03:09.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,24,21,2022-01-10T02:11:28Z,1460000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,146.0,4.0,3.0,1.0,,,,,,
148,PT00M10.30S,2022-01-10T02:03:35.5Z,1,REGULAR,foul,personal,[],1627780,,,1610612739,24,21,2022-01-10T02:04:43Z,1470000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1630596]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,2882.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,,
150,PT00M10.30S,2022-01-10T02:03:43.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612739,24,21,2022-01-10T02:03:52Z,1490000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M10.30S,2022-01-10T02:03:43.2Z,1,REGULAR,substitution,out,[],202357,,,1610612739,24,21,2022-01-10T02:03:52Z,1500000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M10.30S,2022-01-10T02:03:43.2Z,1,REGULAR,substitution,out,[],203490,,,1610612739,24,21,2022-01-10T02:03:52Z,1510000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M10.30S,2022-01-10T02:03:43.2Z,1,REGULAR,substitution,in,[],1629308,,,1610612739,24,21,2022-01-10T02:03:52Z,1520000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M10.30S,2022-01-10T02:03:43.2Z,1,REGULAR,substitution,in,[],1626172,,,1610612739,24,21,2022-01-10T02:03:52Z,1530000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M10.30S,2022-01-10T02:03:43.2Z,1,REGULAR,substitution,in,[],203952,,,1610612739,24,21,2022-01-10T02:03:52Z,1540000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M05.90S,2022-01-10T02:04:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200765,7.5722733245729295,42.15686274509804,1610612739,24,21,2022-01-10T02:05:01Z,1550000,39.0,19.0,1,left,MISS R. Rondo driving Layup,[200765],1610612739.0,CLE,driving,,,Rondo,R. Rondo,,,,,,,,,,4.34,Missed,,,,,,,,,,,,,,
157,PT00M03.90S,2022-01-10T02:04:09.8Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,24,21,2022-01-10T02:05:01Z,1560000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,
158,PT00M00.10S,2022-01-10T02:04:14.4Z,1,REGULAR,3pt,Jump Shot,[],2738,46.46846254927727,45.83333333333333,1610612744,24,21,2022-01-10T02:06:16Z,1570000,-21.0,451.0,1,right,MISS A. Iguodala 45' pullup 3PT,[2738],1610612744.0,GSW,pullup,,,Iguodala,A. Iguodala,,,,,,,,,,45.12,Missed,,,,,,,,,,,,,,
159,PT00M00.10S,2022-01-10T02:04:14.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,24,21,2022-01-10T02:05:52Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,
160,PT00M00.00S,2022-01-10T02:04:27.6Z,1,REGULAR,period,end,[],0,,,1610612744,24,21,2022-01-10T02:04:27Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-10T02:06:37.1Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612744,24,21,2022-01-10T02:06:53Z,1600000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-10T02:06:37.1Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,24,21,2022-01-10T02:06:53Z,1610000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-10T02:06:37.1Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,24,21,2022-01-10T02:06:53Z,1620000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-10T02:06:37.1Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,24,21,2022-01-10T02:06:53Z,1630000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-10T02:06:37.1Z,2,REGULAR,substitution,in,['startperiod'],203490,,,1610612744,24,21,2022-01-10T02:06:53Z,1640000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-10T02:06:37.1Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,24,21,2022-01-10T02:06:53Z,1650000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-10T02:06:55.7Z,2,REGULAR,period,start,[],0,,,1610612744,24,21,2022-01-10T02:06:55Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M47.00S,2022-01-10T02:07:07.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,93.24901445466492,56.86274509803921,1610612744,24,21,2022-01-10T02:07:09Z,1670000,34.0,11.0,1,right,MISS G. Payton II alley-oop Layup,[1627780],1610612744.0,GSW,alley-oop,,,Payton II,G. Payton II,,,,,,,,,,3.6,Missed,,,,,,,,,,,,,,
169,PT11M44.00S,2022-01-10T02:07:10.5Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,24,21,2022-01-10T02:07:10Z,1680000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,168.0,2.0,1.0,1.0,,,,,,
170,PT11M35.00S,2022-01-10T02:07:19.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],2738,82.47371879106439,77.94117647058823,1610612744,24,21,2022-01-10T02:07:22Z,1690000,140.0,112.0,1,right,MISS A. Iguodala 17' Jump Shot,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,17.92,Missed,,,,,,,,,,,,,,
171,PT11M33.00S,2022-01-10T02:07:21.7Z,2,REGULAR,rebound,defensive,[],1629685,,,1610612739,24,21,2022-01-10T02:07:31Z,1700000,,,0,,D. Windler REBOUND (Off:0 Def:1),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,
172,PT11M20.00S,2022-01-10T02:07:35.4Z,2,REGULAR,2pt,Jump Shot,[],201567,18.347568988173457,76.47058823529412,1610612739,24,23,2022-01-10T02:07:37Z,1710000,-132.0,120.0,1,left,K. Love 17' pullup Jump Shot (2 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,17.87,Made,2.0,C. Osman,1626224.0,1.0,,,,,,,,,,
174,PT11M10.00S,2022-01-10T02:07:45.2Z,2,REGULAR,3pt,Jump Shot,[],2738,94.82588699080158,3.6764705882352944,1610612744,24,23,2022-01-10T02:07:48Z,1730000,-232.0,-4.0,1,right,MISS A. Iguodala 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,23.16,Missed,,,,,,,,,,,,,,
175,PT11M08.00S,2022-01-10T02:07:47.2Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,24,23,2022-01-10T02:07:58Z,1740000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:0),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,174.0,1.0,0.0,1.0,,,,,,
