actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
90,PT05M49.00S,2021-11-22T01:54:25.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,19,7,2021-11-22T01:57:00Z,900000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,88.0,,,,,2.0,1.0,1.0,,,,,,,,,
91,PT05M43.00S,2021-11-22T01:54:30.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629185,90.75229960578186,95.83333333333334,1610612744,19,7,2021-11-22T01:55:16Z,910000,229.0,34.0,1,right,MISS C. Chiozza 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
92,PT05M41.00S,2021-11-22T01:54:32.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,19,7,2021-11-22T01:56:56Z,920000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,91.0,,,,,1.0,1.0,0.0,,,,,,,,,
93,PT05M36.00S,2021-11-22T01:54:46.9Z,1,REGULAR,foul,personal,[],1629185,,,1610612761,19,7,2021-11-22T01:54:50Z,930000,,,0,,C. Chiozza personal FOUL (1 PF),"[1629185, 1627783]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Siakam,1627783.0,,,,
95,PT05M28.00S,2021-11-22T01:55:05.9Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,19,7,2021-11-22T01:55:07Z,950000,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1629185]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,1.0,Chiozza,1629185.0,
96,PT05M28.00S,2021-11-22T01:55:05.9Z,1,REGULAR,steal,,[],1629185,,,1610612744,19,7,2021-11-22T01:55:07Z,960000,,,0,,C. Chiozza STEAL (1 STL),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M14.00S,2021-11-22T01:55:20.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203952,86.67871222076215,47.794117647058826,1610612744,19,7,2021-11-22T01:55:23Z,970000,-11.0,73.0,1,right,MISS A. Wiggins 7' turnaround Hook,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,7.35,Missed,,,,,,,,,,,,,,,,,,,
98,PT05M12.00S,2021-11-22T01:55:22.2Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,19,7,2021-11-22T01:56:50Z,980000,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,97.0,,,,,3.0,1.0,2.0,,,,,,,,,
99,PT05M08.00S,2021-11-22T01:55:25.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629185,73.27529566360053,83.57843137254902,1610612744,22,7,2021-11-22T01:55:27Z,990000,168.0,199.0,1,right,C. Chiozza 26' 3PT  (3 PTS) (K. Looney 2 AST),"[1629185, 1626172]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,26.01,Made,,,,3.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,
101,PT04M38.00S,2021-11-22T01:55:55.4Z,1,REGULAR,2pt,Jump Shot,[],1629004,4.812746386333772,22.794117647058822,1610612761,22,9,2021-11-22T01:55:58Z,1010000,136.0,-7.0,1,left,S. Mykhailiuk 13' pullup Jump Shot (2 PTS),[1629004],1610612761.0,TOR,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,13.62,Made,,,,2.0,,,,,,,,,,,,,,,
102,PT04M31.00S,2021-11-22T01:56:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,94.1688567674113,40.931372549019606,1610612744,24,9,2021-11-22T01:56:07Z,1020000,-45.0,2.0,1,right,D. Green running Layup (2 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,running,,,Green,D. Green,,,,,4.54,Made,,,,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,,
103,PT04M09.00S,2021-11-22T01:56:24.7Z,1,REGULAR,3pt,Jump Shot,[],1629018,7.178055190538765,95.34313725490196,1610612761,24,9,2021-11-22T01:56:27Z,1030000,-227.0,15.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,22.72,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M07.00S,2021-11-22T01:56:26.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,24,9,2021-11-22T01:56:45Z,1040000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,103.0,,,,,3.0,3.0,0.0,,,,,,,,,
106,PT03M58.00S,2021-11-22T01:56:35.2Z,1,REGULAR,3pt,Jump Shot,[],203952,73.01248357424441,12.009803921568627,1610612744,27,9,2021-11-22T01:56:38Z,1050000,-190.0,201.0,1,right,A. Wiggins 27' 3PT pullup (14 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,27.67,Made,,,,14.0,,,,,,,,,,,,,,,
107,PT03M56.00S,2021-11-22T01:56:41.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,27,9,2021-11-22T01:56:41Z,1060000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612761,27,9,2021-11-22T01:59:22Z,1070000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,out,[],203952,,,1610612761,27,9,2021-11-22T01:59:22Z,1080000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,out,[],203920,,,1610612761,27,9,2021-11-22T01:59:22Z,1090000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,27,9,2021-11-22T01:59:22Z,1100000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,in,[],202357,,,1610612761,27,9,2021-11-22T01:59:22Z,1110000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,in,[],1630228,,,1610612761,27,9,2021-11-22T01:59:22Z,1120000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,27,9,2021-11-22T01:59:22Z,1130000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M56.00S,2021-11-22T01:58:59.4Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,27,9,2021-11-22T01:59:22Z,1140000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M44.00S,2021-11-22T01:59:41.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,4.812746386333772,48.77450980392157,1610612761,27,11,2021-11-22T01:59:44Z,1150000,6.0,-7.0,1,left,P. Achiuwa cutting DUNK (2 PTS) (D. Banton 1 AST),"[1630173, 1630625]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,0.95,Made,,,,2.0,D. Banton,1630625.0,1.0,,,,,,,,,,,,
118,PT03M20.00S,2021-11-22T02:00:08.3Z,1,REGULAR,foul,personal,['3freethrow'],1627832,,,1610612744,27,11,2021-11-22T02:00:15Z,1170000,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Curry 3 FT),"[1627832, 201939]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Curry,201939.0,,,,
120,PT03M20.00S,2021-11-22T02:00:37.6Z,1,REGULAR,freethrow,1 of 3,[],201939,,,1610612744,28,11,2021-11-22T02:00:37Z,1190000,,,0,,S. Curry Free Throw 1 of 3 (4 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,4.0,,,,,,,,,,,,,,,
121,PT03M20.00S,2021-11-22T02:00:51.8Z,1,REGULAR,freethrow,2 of 3,[],201939,,,1610612744,29,11,2021-11-22T02:00:51Z,1200000,,,0,,S. Curry Free Throw 2 of 3 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,5.0,,,,,,,,,,,,,,,
122,PT03M20.00S,2021-11-22T02:01:06.6Z,1,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,30,11,2021-11-22T02:01:06Z,1210000,,,0,,S. Curry Free Throw 3 of 3 (6 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,6.0,,,,,,,,,,,,,,,
123,PT03M10.00S,2021-11-22T02:01:18.2Z,1,REGULAR,3pt,Jump Shot,[],1629004,6.389618922470433,4.166666666666666,1610612761,30,11,2021-11-22T02:01:20Z,1220000,229.0,8.0,1,left,MISS S. Mykhailiuk 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M07.00S,2021-11-22T02:01:21.0Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,30,11,2021-11-22T02:01:21Z,1230000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,123.0,,,,,1.0,1.0,0.0,,,,,,,,,
125,PT02M50.00S,2021-11-22T02:01:40.4Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612744,30,11,2021-11-22T02:01:56Z,1240000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Bjelica 2 FT),"[1627783, 202357]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Bjelica,202357.0,,,,
127,PT02M50.00S,2021-11-22T02:02:04.5Z,1,REGULAR,freethrow,1 of 2,[],202357,,,1610612744,30,11,2021-11-22T02:02:04Z,1260000,,,0,,MISS N. Bjelica Free Throw 1 of 2,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M50.00S,2021-11-22T02:02:04.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,30,11,2021-11-22T02:02:04Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,
129,PT02M50.00S,2021-11-22T02:02:20.2Z,1,REGULAR,freethrow,2 of 2,[],202357,,,1610612744,31,11,2021-11-22T02:02:20Z,1280000,,,0,,N. Bjelica Free Throw 2 of 2 (1 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,1.0,,,,,,,,,,,,,,,
130,PT02M28.00S,2021-11-22T02:02:44.5Z,1,REGULAR,2pt,Jump Shot,[],1627783,25.706307490144546,57.35294117647059,1610612761,31,13,2021-11-22T02:02:48Z,1290000,-37.0,189.0,1,left,P. Siakam 19' step back Jump Shot (4 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,19.26,Made,,,,4.0,,,,,,,,,,,,,,,
131,PT02M16.00S,2021-11-22T02:02:55.7Z,1,REGULAR,3pt,Jump Shot,[],202357,73.53810775295663,7.598039215686274,1610612744,31,13,2021-11-22T02:02:58Z,1300000,-212.0,196.0,1,right,MISS N. Bjelica 28' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,28.89,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M14.00S,2021-11-22T02:03:02.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,31,13,2021-11-22T02:03:02Z,1310000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,
133,PT02M14.00S,2021-11-22T02:03:03.4Z,1,REGULAR,foul,personal,[],203110,,,1610612761,31,13,2021-11-22T02:03:12Z,1320000,,,0,,D. Green loose ball personal FOUL (1 PF),"[203110, 1627832]",1610612744.0,GSW,loose ball,,,Green,D. Green,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,VanVleet,1627832.0,,,,
135,PT02M14.00S,2021-11-22T02:03:15.9Z,1,REGULAR,substitution,out,[],203110,,,1610612761,31,13,2021-11-22T02:03:22Z,1340000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M14.00S,2021-11-22T02:03:15.9Z,1,REGULAR,substitution,out,[],201939,,,1610612761,31,13,2021-11-22T02:03:22Z,1350000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M14.00S,2021-11-22T02:03:15.9Z,1,REGULAR,substitution,in,[],1629673,,,1610612761,31,13,2021-11-22T02:03:22Z,1360000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M14.00S,2021-11-22T02:03:15.9Z,1,REGULAR,substitution,in,[],203490,,,1610612761,31,13,2021-11-22T02:03:22Z,1370000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M05.00S,2021-11-22T02:03:32.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612761,31,13,2021-11-22T02:03:40Z,1380000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1630228, 1627832]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,VanVleet,1627832.0,,,,
141,PT02M05.00S,2021-11-22T02:03:50.9Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,31,14,2021-11-22T02:03:50Z,1400000,,,0,,F. VanVleet Free Throw 1 of 2 (3 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,3.0,,,,,,,,,,,,,,,
142,PT02M05.00S,2021-11-22T02:04:04.7Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,31,15,2021-11-22T02:04:04Z,1410000,,,0,,F. VanVleet Free Throw 2 of 2 (4 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,4.0,,,,,,,,,,,,,,,
167,PT01M51.00S,2021-11-22T02:04:08.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202357,86.94152431011827,49.01960784313725,1610612744,31,15,2021-11-22T02:08:47Z,1425000,-5.0,70.0,1,right,MISS N. Bjelica 7' running Layup - blocked,"[202357, 1627783]",1610612744.0,GSW,running,,,Bjelica,N. Bjelica,,,,,7.04,Missed,Siakam,1627783.0,,,,,,,,,,,,,,,,,
168,PT01M51.00S,2021-11-22T02:04:08.5Z,1,REGULAR,block,,[],1627783,,,1610612744,31,15,2021-11-22T02:08:35Z,1432500,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M49.00S,2021-11-22T02:04:10.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,31,15,2021-11-22T02:08:35Z,1436250,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,167.0,,,,,2.0,2.0,0.0,,,,,,,,,
145,PT01M45.00S,2021-11-22T02:04:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,6.1268068331143235,45.09803921568628,1610612761,31,17,2021-11-22T02:09:08Z,1440000,25.0,5.0,1,left,P. Achiuwa running Layup (4 PTS) (D. Banton 2 AST),"[1630173, 1630625]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,2.5,Made,,,,4.0,D. Banton,1630625.0,2.0,,,,,,,,,,,,
147,PT01M35.00S,2021-11-22T02:04:37.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,31,17,2021-11-22T02:04:37Z,1460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M35.00S,2021-11-22T02:04:39.9Z,1,REGULAR,substitution,out,[],1627832,,,1610612744,31,17,2021-11-22T02:04:43Z,1470000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M35.00S,2021-11-22T02:04:39.9Z,1,REGULAR,substitution,in,[],1629018,,,1610612744,31,17,2021-11-22T02:04:43Z,1480000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M32.00S,2021-11-22T02:05:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,92.72339027595268,94.85294117647058,1610612744,34,17,2021-11-22T02:11:11Z,1490000,224.0,16.0,1,right,J. Poole 3PT step back (8 PTS),[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,22.49,Made,,,,8.0,,,,,,,,,,,,,,,
151,PT01M21.00S,2021-11-22T02:05:13.2Z,1,REGULAR,2pt,Jump Shot,[],1630625,21.50131406044678,40.931372549019606,1610612761,34,19,2021-11-22T02:05:16Z,1500000,45.0,150.0,1,left,D. Banton 15' pullup Jump Shot (2 PTS) (P. Siakam 1 AST),"[1630625, 1627783]",1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,15.63,Made,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,
153,PT01M10.00S,2021-11-22T02:05:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,84.97043363994744,61.274509803921575,1610612744,36,19,2021-11-22T02:05:26Z,1520000,56.0,89.0,1,right,J. Poole 10' driving floating Jump Shot (10 PTS),[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,10.52,Made,,,,10.0,,,,,,,,,,,,,,,
154,PT00M59.90S,2021-11-22T02:05:34.6Z,1,REGULAR,3pt,Jump Shot,[],1629018,28.203022339027594,76.47058823529412,1610612761,36,22,2021-11-22T02:05:37Z,1530000,-132.0,213.0,1,left,G. Trent Jr. 25' 3PT  (3 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,25.05,Made,,,,3.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,
157,PT00M51.30S,2021-11-22T02:05:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,84.83902759526939,51.470588235294116,1610612744,36,22,2021-11-22T02:05:49Z,1550000,7.0,90.0,1,right,MISS N. Bjelica 9' driving floating Shot,[202357],1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,9.03,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M49.90S,2021-11-22T02:05:47.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,36,22,2021-11-22T02:31:42Z,1560000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,157.0,,,,,3.0,3.0,0.0,,,,,,,,,
159,PT00M40.80S,2021-11-22T02:05:56.9Z,1,REGULAR,2pt,Jump Shot,[],1630625,16.770696452036795,78.43137254901961,1610612761,36,24,2021-11-22T02:06:00Z,1570000,-142.0,105.0,1,left,D. Banton 17' pullup Jump Shot (4 PTS),[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,17.68,Made,,,,4.0,,,,,,,,,,,,,,,
160,PT00M29.80S,2021-11-22T02:06:12.4Z,1,REGULAR,3pt,Jump Shot,[],202357,69.59592641261499,75.73529411764706,1610612744,36,24,2021-11-22T02:06:15Z,1580000,129.0,233.0,1,right,MISS N. Bjelica 26' pullup 3PT,[202357],1610612744.0,GSW,pullup,,,Bjelica,N. Bjelica,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M26.00S,2021-11-22T02:06:16.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,36,24,2021-11-22T02:06:16Z,1590000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,160.0,,,,,1.0,1.0,0.0,,,,,,,,,
162,PT00M07.50S,2021-11-22T02:06:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,11.12023653088042,40.68627450980392,1610612761,36,24,2021-11-22T02:06:38Z,1600000,47.0,52.0,1,left,MISS P. Siakam 6' driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M05.50S,2021-11-22T02:06:36.7Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,36,24,2021-11-22T02:08:16Z,1610000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,162.0,,,,,1.0,1.0,0.0,,,,,,,,,
164,PT00M01.80S,2021-11-22T02:06:42.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,66.04796320630749,12.5,1610612744,36,24,2021-11-22T02:08:10Z,1620000,-188.0,267.0,1,right,MISS J. Poole 32' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,32.59,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2021-11-22T02:06:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,36,24,2021-11-22T02:08:10Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,
166,PT00M00.00S,2021-11-22T02:07:05.0Z,1,REGULAR,period,end,[],0,,,1610612744,36,24,2021-11-22T02:07:05Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,36,24,2021-11-22T02:09:25Z,1650000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,out,['startperiod'],1629185,,,1610612744,36,24,2021-11-22T02:09:25Z,1660000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,36,24,2021-11-22T02:09:25Z,1670000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,out,['startperiod'],202357,,,1610612744,36,24,2021-11-22T02:09:25Z,1680000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612744,36,24,2021-11-22T02:09:25Z,1690000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612744,36,24,2021-11-22T02:09:25Z,1700000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,36,24,2021-11-22T02:09:25Z,1710000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,36,24,2021-11-22T02:09:25Z,1720000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,in,['startperiod'],1629308,,,1610612744,36,24,2021-11-22T02:09:25Z,1730000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612744,36,24,2021-11-22T02:09:25Z,1740000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-11-22T02:08:33.3Z,2,REGULAR,substitution,out,['startperiod'],1629004,,,1610612744,36,24,2021-11-22T02:10:32Z,1745000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
