actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-25T03:11:39.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-25T03:11:39Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-11-25T03:11:42.3Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2021-11-25T03:11:42Z,40000,,,0,,Jump Ball A. Drummond vs. K. Looney: Tip to S. Curry,"[203552, 203083, 1626172]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Drummond,203083.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2021-11-25T03:11:51.8Z,1,REGULAR,2pt,Jump Shot,[],1630178,13.485545335085414,17.647058823529413,1610612755,0,2,2021-11-25T03:11:55Z,70000,162.0,74.0,1,left,T. Maxey 17' pullup Jump Shot (2 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,17.8,Made,2.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,,,,,,
9,PT11M34.00S,2021-11-25T03:12:05.8Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612744,0,2,2021-11-25T03:12:20Z,90000,,,0,,T. Maxey shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630178, 203952]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,201640.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,
11,PT11M34.00S,2021-11-25T03:12:33.3Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,0,2,2021-11-25T03:12:33Z,110000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M34.00S,2021-11-25T03:12:33.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,0,2,2021-11-25T03:12:33Z,120000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,
13,PT11M34.00S,2021-11-25T03:12:47.2Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,0,2,2021-11-25T03:12:47Z,130000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M32.00S,2021-11-25T03:12:48.5Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,0,2,2021-11-25T03:12:48Z,140000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,
15,PT11M15.00S,2021-11-25T03:13:05.8Z,1,REGULAR,2pt,Jump Shot,[],1627777,4.944152431011826,81.61764705882352,1610612755,0,2,2021-11-25T03:13:09Z,150000,-158.0,-6.0,1,left,MISS G. Niang 15' Jump Shot,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,15.82,Missed,,,,,,,,,,,,,,,,,,,
16,PT11M13.00S,2021-11-25T03:13:07.8Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,2,2021-11-25T03:13:58Z,160000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
