actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-13T01:40:48.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-13T01:40:48Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-13T01:40:49.2Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-03-13T01:40:49Z,40000,,,0,,Jump Ball B. Portis vs. K. Looney: Tip to G. Antetokounmpo,"[203507, 1626171, 1626172]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Portis,1626171.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-03-13T01:41:00.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,86.81011826544021,96.56862745098039,1610612749,0,0,2022-03-13T01:41:02Z,70000,233.0,71.0,1,right,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2022-03-13T01:41:02.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2022-03-13T01:41:11Z,80000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M29.00S,2022-03-13T01:41:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,9.543363994743759,57.35294117647059,1610612744,0,0,2022-03-13T01:41:21Z,90000,-37.0,37.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2022-03-13T01:41:20.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2022-03-13T01:44:38Z,100000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M15.00S,2022-03-13T01:41:32.2Z,1,REGULAR,2pt,Jump Shot,[],203114,95.22010512483574,17.892156862745097,1610612749,0,0,2022-03-13T01:42:33Z,110000,-161.0,-8.0,1,right,MISS K. Middleton 16' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2022-03-13T01:41:34.2Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,0,0,2022-03-13T01:43:09Z,120000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,11.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
13,PT11M11.00S,2022-03-13T01:41:39.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,0,0,2022-03-13T01:44:33Z,130000,0.0,0.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2022-03-13T01:41:41.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2022-03-13T01:44:33Z,140000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
15,PT11M01.00S,2022-03-13T01:41:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,9.149145860709593,50.0,1610612744,0,0,2022-03-13T01:41:48Z,150000,0.0,34.0,1,left,MISS K. Thompson driving finger roll Layup,[202691],1610612744.0,GSW,driving finger roll,,,Thompson,K. Thompson,,,,,3.35,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M58.00S,2022-03-13T01:41:48.9Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,0,0,2022-03-13T01:41:48Z,160000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
17,PT10M46.00S,2022-03-13T01:42:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,91.01511169513797,57.35294117647059,1610612749,0,0,2022-03-13T01:42:59Z,170000,37.0,32.0,1,right,MISS G. Allen driving Layup,[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,4.88,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2022-03-13T01:42:02.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,0,0,2022-03-13T01:42:59Z,180000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,
19,PT10M45.00S,2022-03-13T01:42:09.6Z,1,REGULAR,foul,personal,[],203507,,,1610612744,0,0,2022-03-13T01:42:22Z,190000,,,0,,G. Antetokounmpo loose ball personal FOUL (1 PF),"[203507, 203952]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,2002.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,
21,PT10M31.00S,2022-03-13T01:42:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.178055190538765,41.911764705882355,1610612744,2,0,2022-03-13T01:42:33Z,210000,40.0,15.0,1,left,K. Looney cutting Layup (2 PTS) (A. Wiggins 1 AST),"[1626172, 203952]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,4.31,Made,,,,,,,,,,2.0,A. Wiggins,203952.0,1.0,,,,,,
23,PT10M18.00S,2022-03-13T01:42:45.6Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612749,2,0,2022-03-13T01:42:53Z,230000,,,0,,S. Curry shooting personal FOUL (1 PF) (Holiday 2 FT),"[201939, 201950]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,2002.0,1.0,0.0,Holiday,201950.0,,,,,,,,,,
25,PT10M18.00S,2022-03-13T01:43:16.3Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,2,1,2022-03-13T01:43:16Z,250000,,,0,,J. Holiday Free Throw 1 of 2 (1 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
26,PT10M18.00S,2022-03-13T01:43:28.6Z,1,REGULAR,violation,lane,[],1629673,,,1610612749,2,1,2022-03-13T01:43:28Z,260000,,,0,,J. Poole lane VIOLATION,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M18.00S,2022-03-13T01:43:53.9Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,2,1,2022-03-13T01:43:54Z,270000,,,0,,MISS J. Holiday Free Throw 2 of 2,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M16.00S,2022-03-13T01:43:54.8Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,2,1,2022-03-13T01:43:54Z,280000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT10M05.00S,2022-03-13T01:44:05.0Z,1,REGULAR,3pt,Jump Shot,[],201939,25.443495400788436,10.53921568627451,1610612744,2,1,2022-03-13T01:44:07Z,290000,197.0,187.0,1,left,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
30,PT10M03.00S,2022-03-13T01:44:07.0Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,2,1,2022-03-13T01:44:50Z,300000,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
32,PT09M57.00S,2022-03-13T01:44:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612744,2,1,2022-03-13T01:44:23Z,320000,,,0,,B. Portis shooting personal FOUL (1 PF) (Poole 2 FT),"[1626171, 1629673]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,2002.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,
34,PT09M57.00S,2022-03-13T01:44:40.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629673,,,1610612744,3,1,2022-03-13T01:44:40Z,340000,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
35,PT09M57.00S,2022-03-13T01:44:53.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629673,,,1610612744,4,1,2022-03-13T01:44:53Z,350000,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
36,PT09M45.00S,2022-03-13T01:45:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,82.7365308804205,55.88235294117647,1610612749,4,3,2022-03-13T01:45:11Z,360000,29.0,110.0,1,right,K. Middleton 11' driving floating Jump Shot (2 PTS),[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,11.37,Made,,,,,,,,,,2.0,,,,,,,,,
