actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
277,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,52,44,2022-02-28T01:35:48Z,2740000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,in,[],1628467,,,1610612744,52,44,2022-02-28T01:35:48Z,2750000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M03.00S,2022-02-28T01:35:20.0Z,2,REGULAR,substitution,in,[],203915,,,1610612744,52,44,2022-02-28T01:35:48Z,2760000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M03.00S,2022-02-28T01:35:53.9Z,2,REGULAR,jumpball,recovered,[],1627780,,,1610612744,52,44,2022-02-28T01:37:34Z,2770000,,,0,,Jump Ball K. Looney vs. D. Finney-Smith: Tip to G. Payton II,"[1627780, 1626172, 1627827]",1610612744.0,GSW,heldball,G. Payton II,1627780.0,Payton II,G. Payton II,Looney,1626172.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,,,,,
283,PT03M51.00S,2022-02-28T01:36:00.0Z,2,REGULAR,3pt,Jump Shot,[],1627780,68.80749014454665,66.42156862745098,1610612744,52,44,2022-02-28T01:36:04Z,2800000,82.0,241.0,1,right,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,25.43,Missed,,,,,,,,,,,
284,PT03M48.00S,2022-02-28T01:36:03.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,52,44,2022-02-28T01:36:04Z,2810000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,283.0,2.0,2.0,0.0,,,,,,,
285,PT03M41.00S,2022-02-28T01:36:09.8Z,2,REGULAR,3pt,Jump Shot,[],203493,25.312089356110377,16.911764705882355,1610612742,52,44,2022-02-28T01:36:15Z,2820000,165.0,185.0,1,left,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,24.85,Missed,,,,,,,,,,,
286,PT03M37.00S,2022-02-28T01:36:13.8Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,52,44,2022-02-28T01:36:15Z,2830000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,285.0,4.0,3.0,1.0,,,,,,,
287,PT03M26.00S,2022-02-28T01:36:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,82.7365308804205,54.65686274509803,1610612744,52,44,2022-02-28T01:39:05Z,2840000,23.0,110.0,1,right,MISS S. Curry 11' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,,,,,,,,,11.22,Missed,,,,,,,,,,,
288,PT03M23.00S,2022-02-28T01:36:28.1Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,52,44,2022-02-28T01:36:31Z,2850000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,287.0,3.0,2.0,1.0,,,,,,,
289,PT03M10.00S,2022-02-28T01:36:41.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.12023653088042,38.23529411764706,1610612742,52,46,2022-02-28T01:36:51Z,2860000,59.0,52.0,1,left,L. Doncic 7' driving floating bank Jump Shot (12 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,,,,,,7.85,Made,,,,,12.0,,,,,,
290,PT02M56.00S,2022-02-28T01:36:54.9Z,2,REGULAR,2pt,Jump Shot,[],201939,83.52496714848883,68.38235294117648,1610612744,54,46,2022-02-28T01:37:07Z,2870000,92.0,102.0,1,right,S. Curry 13' floating Jump Shot (11 PTS) (K. Looney 4 AST),"[201939, 1626172]",1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,,,,,,,,,13.76,Made,,,,,11.0,K. Looney,1626172.0,4.0,,,
292,PT02M37.00S,2022-02-28T01:37:13.9Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,54,46,2022-02-28T01:43:22Z,2890000,,,0,,L. Doncic bad pass TURNOVER (6 TO),"[1629029, 1627780]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,6.0,Payton II,1627780.0,,,,,,,,,,,,,
293,PT02M37.00S,2022-02-28T01:37:13.9Z,2,REGULAR,steal,,[],1627780,,,1610612744,54,46,2022-02-28T01:37:15Z,2900000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M30.00S,2022-02-28T01:37:21.7Z,2,REGULAR,turnover,bad pass,[],1627780,,,1610612744,54,46,2022-02-28T01:37:26Z,2930000,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1628467]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,1.0,Kleber,1628467.0,,,,,,,,,,,,,
297,PT02M30.00S,2022-02-28T01:37:21.7Z,2,REGULAR,steal,,[],1628467,,,1610612742,54,46,2022-02-28T01:37:23Z,2940000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M24.00S,2022-02-28T01:37:27.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,29.77989487516426,68.87254901960785,1610612742,54,46,2022-02-28T01:37:32Z,2950000,-94.0,227.0,1,left,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,24.62,Missed,,,,,,,,,,,
299,PT02M20.00S,2022-02-28T01:37:31.1Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,54,46,2022-02-28T01:37:32Z,2960000,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,298.0,2.0,1.0,1.0,,,,,,,
300,PT02M11.00S,2022-02-28T01:37:40.2Z,2,REGULAR,3pt,Jump Shot,[],203952,91.5407358738502,5.637254901960785,1610612744,54,46,2022-02-28T01:37:45Z,2970000,-222.0,27.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,22.34,Missed,,,,,,,,,,,
301,PT02M07.00S,2022-02-28T01:37:44.2Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,54,46,2022-02-28T01:37:45Z,2980000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,300.0,2.0,2.0,0.0,,,,,,,
302,PT02M04.00S,2022-02-28T01:37:47.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203915,31.225361366622867,24.509803921568626,1610612742,54,46,2022-02-28T01:42:31Z,2990000,127.0,241.0,1,left,MISS S. Dinwiddie 27' running pullup 3PT,[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,27.26,Missed,,,,,,,,,,,
303,PT02M00.00S,2022-02-28T01:37:51.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,54,46,2022-02-28T01:37:55Z,3000000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,302.0,1.0,1.0,0.0,,,,,,,
304,PT01M55.00S,2022-02-28T01:37:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,93.77463863337714,50.49019607843137,1610612744,56,46,2022-02-28T01:42:56Z,3010000,2.0,6.0,1,right,G. Payton II running Layup (9 PTS) (S. Curry 6 AST),"[1627780, 201939]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,,,,,,,,,0.65,Made,,,,,9.0,S. Curry,201939.0,6.0,,,
306,PT01M38.00S,2022-02-28T01:38:12.6Z,2,REGULAR,3pt,Jump Shot,[],1629029,31.488173455978973,63.23529411764706,1610612742,56,46,2022-02-28T01:38:20Z,3030000,-66.0,243.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,,,25.23,Missed,,,,,,,,,,,
307,PT01M35.00S,2022-02-28T01:38:15.6Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,56,46,2022-02-28T01:38:20Z,3040000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,306.0,5.0,4.0,1.0,,,,,,,
308,PT01M32.00S,2022-02-28T01:38:19.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627780,94.1688567674113,94.6078431372549,1610612744,56,46,2022-02-28T01:45:32Z,3050000,223.0,2.0,1,right,MISS G. Payton II running 3PT,[1627780],1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,,,,,,,,,22.3,Missed,,,,,,,,,,,
309,PT01M28.00S,2022-02-28T01:38:23.9Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,56,46,2022-02-28T01:38:26Z,3060000,,,0,,M. Kleber REBOUND (Off:0 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,308.0,4.0,4.0,0.0,,,,,,,
310,PT01M18.00S,2022-02-28T01:38:34.0Z,2,REGULAR,3pt,Jump Shot,[],1629029,27.677398160315374,77.94117647058823,1610612742,56,46,2022-02-28T01:38:39Z,3070000,-140.0,208.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,25.03,Missed,,,,,,,,,,,
311,PT01M13.00S,2022-02-28T01:38:39.0Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,56,46,2022-02-28T01:38:39Z,3080000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,310.0,6.0,5.0,1.0,,,,,,,
312,PT01M08.00S,2022-02-28T01:38:43.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201939,92.85479632063075,50.0,1610612744,58,46,2022-02-28T01:46:13Z,3090000,0.0,15.0,1,right,S. Curry driving finger roll Layup (13 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,,,,,,1.47,Made,,,,,13.0,,,,,,
313,PT01M04.00S,2022-02-28T01:38:52.8Z,2,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612742,58,46,2022-02-28T01:38:58Z,3100000,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,202049.0,0.0,1.0,,,,,,,,,,,,,,,,,,
314,PT01M04.00S,2022-02-28T01:39:21.9Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612742,58,46,2022-02-28T01:39:21Z,3110000,,,0,,MISS S. Curry technical Free Throw 1 of 1,[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,,,,,,,Missed,,,,,,,,,,,
315,PT01M04.00S,2022-02-28T01:39:21.9Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612742,58,46,2022-02-28T01:39:21Z,3120000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,
316,PT01M04.00S,2022-02-28T01:39:22.8Z,2,REGULAR,substitution,out,[],1630541,,,1610612742,58,46,2022-02-28T01:39:37Z,3130000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M04.00S,2022-02-28T01:39:22.8Z,2,REGULAR,substitution,out,[],1627827,,,1610612742,58,46,2022-02-28T01:39:37Z,3140000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M04.00S,2022-02-28T01:39:22.8Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,58,46,2022-02-28T01:39:37Z,3150000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M04.00S,2022-02-28T01:39:22.8Z,2,REGULAR,substitution,in,[],203490,,,1610612742,58,46,2022-02-28T01:39:37Z,3160000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M04.00S,2022-02-28T01:39:22.8Z,2,REGULAR,substitution,in,[],203939,,,1610612742,58,46,2022-02-28T01:39:37Z,3170000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M04.00S,2022-02-28T01:39:22.8Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,58,46,2022-02-28T01:39:37Z,3180000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M55.80S,2022-02-28T01:39:50.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.85742444152431,60.78431372549019,1610612742,58,46,2022-02-28T01:47:17Z,3190000,-54.0,50.0,1,left,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,,,7.32,Missed,,,,,,,,,,,
323,PT00M55.80S,2022-02-28T01:39:50.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,58,46,2022-02-28T01:40:04Z,3200000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,322.0,,,,,,,,,,
324,PT00M55.80S,2022-02-28T01:39:54.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,58,46,2022-02-28T01:39:54Z,3210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M41.10S,2022-02-28T01:40:12.0Z,2,REGULAR,3pt,Jump Shot,[],1627780,91.14651773981603,5.147058823529411,1610612744,58,46,2022-02-28T01:40:16Z,3220000,-224.0,31.0,1,right,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,22.64,Missed,,,,,,,,,,,
326,PT00M36.90S,2022-02-28T01:40:16.2Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,58,46,2022-02-28T01:40:16Z,3230000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,325.0,3.0,3.0,0.0,,,,,,,
327,PT00M29.50S,2022-02-28T01:40:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,13.66622864651774,64.72886029411765,1610612742,58,48,2022-02-28T01:47:50Z,3240000,-74.0,76.0,1,left,S. Dinwiddie 10' pullup Jump Shot (12 PTS),[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,10.58,Made,,,,,12.0,,,,,,
328,PT00M29.50S,2022-02-28T01:40:30.5Z,2,REGULAR,foul,personal,['1freethrow'],203952,,,1610612742,58,48,2022-02-28T01:40:40Z,3250000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[203952, 203915]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,202049.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
330,PT00M29.50S,2022-02-28T01:40:42.7Z,2,REGULAR,substitution,out,[],1627780,,,1610612742,58,48,2022-02-28T01:40:55Z,3270000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M29.50S,2022-02-28T01:40:42.7Z,2,REGULAR,substitution,in,[],1629673,,,1610612742,58,48,2022-02-28T01:40:55Z,3280000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M29.50S,2022-02-28T01:40:54.3Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,58,48,2022-02-28T01:41:04Z,3290000,,,0,,MISS S. Dinwiddie Free Throw 1 of 1,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,Missed,,,,,,,,,,,
333,PT00M27.60S,2022-02-28T01:40:56.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,58,48,2022-02-28T01:41:04Z,3300000,,,0,,K. Looney REBOUND (Off:1 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,332.0,7.0,6.0,1.0,,,,,,,
334,PT00M06.20S,2022-02-28T01:41:16.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,90.88370565045992,95.34313725490196,1610612744,58,48,2022-02-28T01:41:26Z,3310000,227.0,33.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,22.91,Missed,,,,,,,,,,,
335,PT00M01.90S,2022-02-28T01:41:20.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,58,48,2022-02-28T01:41:26Z,3320000,,,0,,K. Looney REBOUND (Off:2 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,334.0,8.0,6.0,2.0,,,,,,,
336,PT00M01.90S,2022-02-28T01:41:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,60,48,2022-02-28T01:41:24Z,3330000,0.0,0.0,1,right,K. Looney putback Layup (4 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,,,,,,,,,0.0,Made,,,,,4.0,,,,,,
337,PT00M00.00S,2022-02-28T01:53:06.1Z,2,REGULAR,period,end,[],0,,,1610612742,60,48,2022-02-28T01:53:06Z,3340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-28T01:56:46.7Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612742,60,48,2022-02-28T01:57:06Z,3350000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-28T01:56:46.7Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612742,60,48,2022-02-28T01:57:06Z,3360000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-02-28T01:56:46.7Z,3,REGULAR,substitution,out,['startperiod'],203915,,,1610612742,60,48,2022-02-28T01:57:06Z,3370000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-02-28T01:56:46.7Z,3,REGULAR,substitution,in,['startperiod'],1630541,,,1610612742,60,48,2022-02-28T01:57:06Z,3380000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-02-28T01:56:46.7Z,3,REGULAR,substitution,in,['startperiod'],1627780,,,1610612742,60,48,2022-02-28T01:57:06Z,3390000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-02-28T01:56:46.7Z,3,REGULAR,substitution,in,['startperiod'],1627827,,,1610612742,60,48,2022-02-28T01:57:06Z,3400000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-02-28T01:57:03.9Z,3,REGULAR,period,start,[],0,,,1610612744,60,48,2022-02-28T01:57:07Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M34.00S,2022-02-28T01:57:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,7.5722733245729295,43.872549019607845,1610612744,62,48,2022-02-28T02:00:38Z,3420000,31.0,19.0,1,left,A. Wiggins driving Layup (15 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,,,,3.59,Made,,,,,15.0,,,,,,
346,PT11M15.00S,2022-02-28T01:57:51.1Z,3,REGULAR,foul,personal,[],203952,,,1610612742,62,48,2022-02-28T01:58:07Z,3430000,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 1629029]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,202049.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
348,PT11M07.00S,2022-02-28T01:58:18.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,62,48,2022-02-28T01:58:22Z,3450000,,,0,,L. Doncic bad pass TURNOVER (7 TO),"[1629029, 201939]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,7.0,Curry,201939.0,,,,,,,,,,,,,
349,PT11M07.00S,2022-02-28T01:58:18.4Z,3,REGULAR,steal,,[],201939,,,1610612744,62,48,2022-02-28T01:58:20Z,3460000,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M02.00S,2022-02-28T01:58:23.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627780,7.835085413929041,47.30392156862745,1610612744,64,48,2022-02-28T02:03:10Z,3470000,13.0,21.0,1,left,G. Payton II running Layup (11 PTS) (S. Curry 7 AST),"[1627780, 201939]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,,,,,,,,,2.5,Made,,,,,11.0,S. Curry,201939.0,7.0,,,
352,PT10M47.00S,2022-02-28T01:58:38.8Z,3,REGULAR,turnover,lost ball,[],1628973,,,1610612742,64,48,2022-02-28T01:58:42Z,3490000,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1626172]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,1.0,Looney,1626172.0,,,,,,,,,,,,,
353,PT10M47.00S,2022-02-28T01:58:38.8Z,3,REGULAR,steal,,[],1626172,,,1610612744,64,48,2022-02-28T01:59:45Z,3500000,,,0,,K. Looney STEAL (2 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M35.00S,2022-02-28T01:58:51.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626172,6.389618922470433,49.01960784313725,1610612744,66,48,2022-02-28T01:58:56Z,3510000,5.0,8.0,1,left,K. Looney cutting DUNK (6 PTS) (S. Curry 8 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,,,,,,,,,0.9,Made,,,,,6.0,S. Curry,201939.0,8.0,,,
356,PT10M35.00S,2022-02-28T01:59:05.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,66,48,2022-02-28T01:59:05Z,3530000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT10M35.00S,2022-02-28T02:01:51.1Z,3,REGULAR,memo,,[],0,,,1610612742,66,48,2022-02-28T02:01:51Z,3540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW: 410th consecutive sellout.
358,PT10M19.00S,2022-02-28T02:02:32.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,66,48,2022-02-28T02:03:21Z,3550000,,,0,,L. Doncic bad pass TURNOVER (8 TO),"[1629029, 1626172]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,8.0,Looney,1626172.0,,,,,,,,,,,,,
359,PT10M19.00S,2022-02-28T02:02:32.4Z,3,REGULAR,steal,,[],1626172,,,1610612744,66,48,2022-02-28T02:02:33Z,3560000,,,0,,K. Looney STEAL (3 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M58.00S,2022-02-28T02:02:55.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,6.652431011826544,49.754901960784316,1610612744,68,48,2022-02-28T02:06:31Z,3570000,1.0,10.0,1,left,K. Looney reverse Layup (8 PTS) (S. Curry 9 AST),"[1626172, 201939]",1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,,,,,,,,,1.01,Made,,,,,8.0,S. Curry,201939.0,9.0,,,
362,PT09M58.00S,2022-02-28T02:03:00.1Z,3,REGULAR,foul,personal,['1freethrow'],203493,,,1610612744,68,48,2022-02-28T02:03:09Z,3590000,,,0,,R. Bullock shooting personal FOUL (2 PF) (Looney 1 FT),"[203493, 1626172]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,202049.0,2.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,,
364,PT09M58.00S,2022-02-28T02:03:24.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1626172,,,1610612744,68,48,2022-02-28T02:03:24Z,3610000,,,0,,MISS K. Looney Free Throw 1 of 1,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,Missed,,,,,,,,,,,
365,PT09M54.00S,2022-02-28T02:03:24.8Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,68,48,2022-02-28T02:03:24Z,3620000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,364.0,4.0,4.0,0.0,,,,,,,
