actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-09T03:15:56.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-09T03:15:56Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-09T03:15:58.6Z,1,REGULAR,jumpball,recovered,[],201587,,,1610612746,0,0,2022-03-09T03:15:58Z,40000,,,0,,Jump Ball I. Zubac vs. K. Looney: Tip to N. Batum,"[201587, 1627826, 1626172]",1610612746.0,LAC,startperiod,N. Batum,201587.0,Batum,N. Batum,Zubac,1627826.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-03-09T03:16:08.6Z,1,REGULAR,2pt,Jump Shot,[],201587,77.21747700394218,69.36274509803921,1610612746,0,2,2022-03-09T03:16:14Z,70000,97.0,162.0,1,right,N. Batum 18' pullup Jump Shot (2 PTS),[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,18.85,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2022-03-09T03:16:24.2Z,1,REGULAR,2pt,Jump Shot,[],202691,5.732588699080158,28.676470588235293,1610612744,2,2,2022-03-09T03:16:29Z,80000,107.0,1.0,1,left,K. Thompson 10' fadeaway Jump Shot (2 PTS) (M. Moody 1 AST),"[202691, 1630541]",1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,10.66,Made,2.0,M. Moody,1630541.0,1.0,,,,,,,,,,,,,,,
10,PT11M09.00S,2022-03-09T03:16:47.1Z,1,REGULAR,2pt,Jump Shot,[],202694,82.86793692509855,68.87254901960785,1610612746,2,4,2022-03-09T03:16:52Z,100000,94.0,109.0,1,right,M. Morris Sr. 14' pullup Jump Shot (2 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,14.38,Made,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,,
11,PT10M57.00S,2022-03-09T03:16:57.5Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,2,4,2022-03-09T03:17:04Z,110000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1627826]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,1.0,Zubac,1627826.0,,,,,,,,,,,,
12,PT10M57.00S,2022-03-09T03:16:57.5Z,1,REGULAR,steal,,[],1627826,,,1610612746,2,4,2022-03-09T03:17:01Z,120000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M43.00S,2022-03-09T03:17:11.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201587,91.80354796320631,3.9215686274509802,1610612746,2,7,2022-03-09T03:17:16Z,130000,-230.0,25.0,1,right,N. Batum 3PT  (5 PTS) (T. Mann 1 AST),"[201587, 1629611]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,23.17,Made,5.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,,
15,PT10M30.00S,2022-03-09T03:17:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,4.944152431011826,45.09803921568628,1610612744,2,7,2022-03-09T03:17:34Z,150000,25.0,-6.0,1,left,MISS K. Looney cutting Layup,[1626172],1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2022-03-09T03:17:28.4Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,2,7,2022-03-09T03:17:34Z,160000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
