actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
15,PT10M46.00S,2022-01-19T03:12:33.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630191,6.1268068331143235,54.41176470588235,1610612765,0,2,2022-01-19T03:13:46Z,150000,-22.0,5.0,1,left,I. Stewart running Layup (2 PTS) (C. Cunningham 1 AST),"[1630191, 1630595]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,2.27,Made,,,,,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,
17,PT10M29.00S,2022-01-19T03:12:50.6Z,1,REGULAR,3pt,Jump Shot,[],1630228,76.2976346911958,88.23529411764706,1610612744,3,2,2022-01-19T03:12:53Z,170000,191.0,170.0,1,right,J. Kuminga 25' 3PT  (3 PTS) (K. Looney 1 AST),"[1630228, 1626172]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.6,Made,,,,,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,
19,PT10M14.00S,2022-01-19T03:13:05.3Z,1,REGULAR,2pt,Jump Shot,[],1630595,22.946780551905388,56.372549019607845,1610612765,3,2,2022-01-19T03:13:07Z,190000,-32.0,163.0,1,left,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,16.63,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M12.00S,2022-01-19T03:13:08.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,2,2022-01-19T03:13:08Z,200000,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
21,PT10M05.00S,2022-01-19T03:13:15.6Z,1,REGULAR,2pt,Jump Shot,[],203952,74.98357424441524,48.28431372549019,1610612744,5,2,2022-01-19T03:13:18Z,210000,-9.0,183.0,1,right,A. Wiggins 18' Jump Shot (2 PTS) (K. Thompson 1 AST),"[203952, 202691]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,18.29,Made,,,,,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,,
23,PT09M47.00S,2022-01-19T03:13:35.8Z,1,REGULAR,foul,personal,[],1630228,,,1610612765,5,2,2022-01-19T03:13:39Z,230000,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1630191]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,202053.0,1.0,0.0,Stewart,1630191.0,,,,,,
25,PT09M40.00S,2022-01-19T03:14:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,10.5946123521682,49.26470588235294,1610612765,5,2,2022-01-19T03:14:11Z,250000,4.0,47.0,1,left,MISS C. Cunningham driving Layup - blocked,"[1630595, 1626172]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,4.72,Missed,,,,,,,,,,,,,,Looney,1626172.0,,,,
26,PT09M40.00S,2022-01-19T03:14:08.0Z,1,REGULAR,block,,[],1626172,,,1610612765,5,2,2022-01-19T03:14:12Z,260000,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2022-01-19T03:14:10.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,5,2,2022-01-19T03:15:25Z,270000,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,25.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
28,PT09M24.00S,2022-01-19T03:14:24.3Z,1,REGULAR,turnover,lost ball,[],1630228,,,1610612744,5,2,2022-01-19T03:14:25Z,280000,,,0,,J. Kuminga lost ball TURNOVER (1 TO),"[1630228, 1630595]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,
29,PT09M24.00S,2022-01-19T03:14:24.3Z,1,REGULAR,steal,,[],1630595,,,1610612765,5,2,2022-01-19T03:14:26Z,290000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2022-01-19T03:14:29.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,3.235873850197109,94.36274509803921,1610612765,5,2,2022-01-19T03:14:31Z,300000,-222.0,-22.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,22.29,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2022-01-19T03:14:32.8Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,5,2,2022-01-19T03:14:32Z,310000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT09M04.00S,2022-01-19T03:14:44.6Z,1,REGULAR,3pt,Jump Shot,[],203952,94.69448094612353,3.1862745098039214,1610612744,8,2,2022-01-19T03:14:47Z,320000,-234.0,-3.0,1,right,A. Wiggins 3PT  (5 PTS) (K. Thompson 2 AST),"[203952, 202691]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.41,Made,,,,,5.0,K. Thompson,202691.0,2.0,,,,,,,,,,,
34,PT08M44.00S,2022-01-19T03:15:03.9Z,1,REGULAR,2pt,Jump Shot,[],1630165,22.552562417871222,61.51960784313726,1610612765,8,2,2022-01-19T03:17:00Z,340000,-58.0,159.0,1,left,MISS K. Hayes 16' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,16.96,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M42.00S,2022-01-19T03:15:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,8,2,2022-01-19T03:21:07Z,350000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,
57,PT08M42.00S,2022-01-19T03:15:20.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,8,2,2022-01-19T03:21:29Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2022-01-19T03:15:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,10.068988173455978,53.92156862745098,1610612765,8,4,2022-01-19T03:20:57Z,370000,-20.0,42.0,1,left,H. Diallo driving finger roll Layup (2 PTS),[1628977],1610612765.0,DET,driving finger roll,,,Diallo,H. Diallo,,,,,4.64,Made,,,,,2.0,,,,,,,,,,,,,,
38,PT08M38.00S,2022-01-19T03:15:41.2Z,1,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612765,8,4,2022-01-19T03:15:49Z,380000,,,0,,J. Kuminga shooting personal FOUL (2 PF) (Diallo 1 FT),"[1630228, 1628977]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,1146.0,2.0,0.0,Diallo,1628977.0,,,,,,
40,PT08M38.00S,2022-01-19T03:16:07.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628977,,,1610612765,8,5,2022-01-19T03:20:57Z,400000,,,0,,H. Diallo Free Throw 1 of 1 (3 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
41,PT08M24.00S,2022-01-19T03:16:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,87.46714848883047,49.01960784313725,1610612744,10,5,2022-01-19T03:16:26Z,410000,-5.0,65.0,1,right,A. Wiggins 6' turnaround Jump Shot (7 PTS),[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,6.55,Made,,,,,7.0,,,,,,,,,,,,,,
42,PT08M14.00S,2022-01-19T03:16:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,33.065045992115635,44.11764705882353,1610612765,10,8,2022-01-19T03:16:36Z,420000,29.0,258.0,1,left,C. Cunningham 26' 3PT pullup (3 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,26.0,Made,,,,,3.0,,,,,,,,,,,,,,
43,PT07M50.00S,2022-01-19T03:16:58.5Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612744,10,8,2022-01-19T03:17:07Z,430000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630595, 202691]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,201638.0,1.0,0.0,Thompson,202691.0,,,,,,
45,PT07M50.00S,2022-01-19T03:17:27.5Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,11,8,2022-01-19T03:17:27Z,450000,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
46,PT07M50.00S,2022-01-19T03:17:31.7Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,11,8,2022-01-19T03:17:34Z,460000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M50.00S,2022-01-19T03:17:31.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,11,8,2022-01-19T03:17:34Z,470000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M50.00S,2022-01-19T03:17:45.9Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,12,8,2022-01-19T03:17:45Z,480000,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
49,PT07M37.00S,2022-01-19T03:18:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,10.33180026281209,36.029411764705884,1610612765,12,10,2022-01-19T03:18:05Z,490000,70.0,45.0,1,left,I. Stewart 8' driving floating bank Jump Shot (4 PTS),[1630191],1610612765.0,DET,driving floating bank,,,Stewart,I. Stewart,,,,,8.29,Made,,,,,4.0,,,,,,,,,,,,,,
50,PT07M23.00S,2022-01-19T03:18:15.5Z,1,REGULAR,3pt,Jump Shot,[],202691,90.22667542706965,3.431372549019608,1610612744,15,10,2022-01-19T03:18:18Z,500000,-233.0,39.0,1,right,K. Thompson 3PT  (5 PTS) (S. Curry 1 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,23.61,Made,,,,,5.0,S. Curry,201939.0,1.0,,,,,,,,,,,
52,PT06M55.00S,2022-01-19T03:18:43.5Z,1,REGULAR,turnover,lost ball,[],1628977,,,1610612765,15,10,2022-01-19T03:18:45Z,520000,,,0,,H. Diallo lost ball TURNOVER (1 TO),"[1628977, 202691]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,1.0,Thompson,202691.0,
53,PT06M55.00S,2022-01-19T03:18:43.5Z,1,REGULAR,steal,,[],202691,,,1610612744,15,10,2022-01-19T03:18:45Z,530000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M51.00S,2022-01-19T03:18:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612744,15,10,2022-01-19T03:19:00Z,540000,,,0,,S. Bey shooting personal FOUL (1 PF) (Payton II 2 FT),"[1630180, 1627780]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,,,,202053.0,1.0,0.0,Payton II,1627780.0,,,,,,
56,PT06M51.00S,2022-01-19T03:19:02.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,15,10,2022-01-19T03:19:02Z,560000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2022-01-19T03:19:10.7Z,1,REGULAR,substitution,out,[],202691,,,1610612744,15,10,2022-01-19T03:21:44Z,570000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M51.00S,2022-01-19T03:19:10.7Z,1,REGULAR,substitution,in,[],203490,,,1610612744,15,10,2022-01-19T03:21:44Z,580000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2022-01-19T03:22:08.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627780,,,1610612744,15,10,2022-01-19T03:22:08Z,590000,,,0,,MISS G. Payton II Free Throw 1 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M51.00S,2022-01-19T03:22:08.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,15,10,2022-01-19T03:22:08Z,600000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
62,PT06M51.00S,2022-01-19T03:22:22.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627780,,,1610612744,16,10,2022-01-19T03:22:22Z,610000,,,0,,G. Payton II Free Throw 2 of 2 (1 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
63,PT06M38.00S,2022-01-19T03:22:44.6Z,1,REGULAR,foul,personal,[],1627780,,,1610612765,16,10,2022-01-19T03:22:47Z,620000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1630191]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,1146.0,1.0,0.0,Stewart,1630191.0,,,,,,
65,PT06M31.00S,2022-01-19T03:23:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,13.354139290407357,58.333333333333336,1610612765,16,10,2022-01-19T03:23:10Z,640000,-42.0,73.0,1,left,MISS C. Cunningham 8' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,8.41,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M29.00S,2022-01-19T03:23:09.5Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,16,10,2022-01-19T03:26:30Z,650000,,,0,,K. Looney REBOUND (Off:0 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,65.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
67,PT06M10.00S,2022-01-19T03:23:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627780,86.02168199737189,55.14705882352941,1610612744,16,10,2022-01-19T03:23:32Z,660000,26.0,79.0,1,right,MISS G. Payton II 8' driving floating Shot,[1627780],1610612744.0,GSW,driving floating,,,Payton II,G. Payton II,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2022-01-19T03:23:30.6Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,16,10,2022-01-19T03:24:29Z,670000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
69,PT06M05.00S,2022-01-19T03:23:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,94.40999984741211,50.0,1610612744,16,10,2022-01-19T03:23:34Z,680000,0.0,0.0,1,right,MISS G. Payton II tip Layup,[1627780],1610612744.0,GSW,tip,,,Payton II,G. Payton II,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M05.00S,2022-01-19T03:23:34.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,16,10,2022-01-19T03:23:34Z,690000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,69.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
71,PT06M05.00S,2022-01-19T03:24:17.3Z,1,REGULAR,violation,jumpball,[],1630165,,,1610612744,16,10,2022-01-19T03:24:29Z,700000,,,0,,K. Hayes jumpball VIOLATION,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,202053.0,,,,,,,,,,
72,PT06M05.00S,2022-01-19T03:24:20.6Z,1,REGULAR,substitution,out,[],1630165,,,1610612744,16,10,2022-01-19T03:24:29Z,710000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M05.00S,2022-01-19T03:24:20.6Z,1,REGULAR,substitution,in,[],202709,,,1610612744,16,10,2022-01-19T03:24:29Z,720000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M58.00S,2022-01-19T03:24:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,87.99277266754271,51.9607843137255,1610612744,16,10,2022-01-19T03:24:55Z,730000,10.0,60.0,1,right,MISS S. Curry 6' driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,6.12,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M56.00S,2022-01-19T03:24:50.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,16,10,2022-01-19T03:25:05Z,740000,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
76,PT05M47.00S,2022-01-19T03:24:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,24.917871222076215,85.7843137254902,1610612765,16,13,2022-01-19T03:25:00Z,750000,-179.0,182.0,1,left,C. Cunningham 25' 3PT  (6 PTS) (C. Joseph 1 AST),"[1630595, 202709]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.5,Made,,,,,6.0,C. Joseph,202709.0,1.0,,,,,,,,,,,
78,PT05M32.00S,2022-01-19T03:25:14.3Z,1,REGULAR,3pt,Jump Shot,[],201939,75.77201051248358,89.70588235294117,1610612744,19,13,2022-01-19T03:25:16Z,770000,199.0,175.0,1,right,S. Curry 26' 3PT  (3 PTS) (G. Payton II 1 AST),"[201939, 1627780]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.48,Made,,,,,3.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,
80,PT05M22.00S,2022-01-19T03:25:24.8Z,1,REGULAR,2pt,Jump Shot,[],1628977,19.793035479632064,23.774509803921568,1610612765,19,13,2022-01-19T03:25:27Z,790000,131.0,134.0,1,left,MISS H. Diallo 18' Jump Shot,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,18.72,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2022-01-19T03:25:26.8Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,19,13,2022-01-19T03:26:16Z,800000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT05M12.00S,2022-01-19T03:25:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,92.46057818659659,44.6078431372549,1610612744,21,13,2022-01-19T03:30:18Z,810000,-27.0,18.0,1,right,G. Payton II driving Layup (3 PTS) (O. Porter Jr. 1 AST),"[1627780, 203490]",1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,3.27,Made,,,,,3.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,
83,PT05M01.00S,2022-01-19T03:25:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,14.668199737187912,57.59803921568627,1610612765,21,13,2022-01-19T03:25:49Z,820000,-38.0,85.0,1,left,MISS H. Diallo 9' driving floating Shot,[1628977],1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,9.35,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2022-01-19T03:25:48.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,21,13,2022-01-19T03:26:12Z,830000,,,0,,K. Looney REBOUND (Off:1 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,83.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
86,PT04M44.00S,2022-01-19T03:26:01.4Z,1,REGULAR,3pt,Jump Shot,[],201939,63.41984231274639,47.05882352941176,1610612744,24,13,2022-01-19T03:26:04Z,840000,-15.0,291.0,1,right,S. Curry 29' 3PT  (6 PTS) (K. Looney 2 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,29.18,Made,,,,,6.0,K. Looney,1626172.0,2.0,,,,,,,,,,,
88,PT04M43.00S,2022-01-19T03:26:08.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,24,13,2022-01-19T03:26:08Z,860000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M43.00S,2022-01-19T03:26:35.1Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,24,13,2022-01-19T03:29:05Z,870000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M43.00S,2022-01-19T03:26:35.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,24,13,2022-01-19T03:29:05Z,880000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M43.00S,2022-01-19T03:26:35.1Z,1,REGULAR,substitution,in,[],1628367,,,1610612765,24,13,2022-01-19T03:29:05Z,890000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
