actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
449,PT03M53.00S,2021-11-04T03:44:22.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629673,,,1610612744,74,64,2021-11-04T03:44:22Z,4430000,,,0,,J. Poole Free Throw 2 of 2 (27 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,27.0,,,,,,,,,,,,,,
450,PT03M32.00S,2021-11-04T03:44:44.4Z,3,REGULAR,turnover,lost ball,[],1626162,,,1610612766,74,64,2021-11-04T03:44:46Z,4440000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 203110]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,1.0,Green,203110.0,,,,,,,
451,PT03M32.00S,2021-11-04T03:44:44.4Z,3,REGULAR,steal,,[],203110,,,1610612744,74,64,2021-11-04T03:44:47Z,4450000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M31.00S,2021-11-04T03:44:55.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612744,74,64,2021-11-04T03:47:06Z,4480000,,,0,,C. Martin personal FOUL (2 PF) (Payton II 2 FT),"[1628998, 1627780]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,202041.0,,,,2.0,0.0,Payton II,1627780.0,,,
456,PT03M31.00S,2021-11-04T03:45:29.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627780,,,1610612744,75,64,2021-11-04T03:45:29Z,4500000,,,0,,G. Payton II Free Throw 1 of 2 (5 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
457,PT03M31.00S,2021-11-04T03:45:33.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627780,,,1610612744,76,64,2021-11-04T03:45:33Z,4510000,,,0,,G. Payton II Free Throw 2 of 2 (6 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
458,PT03M18.00S,2021-11-04T03:45:46.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202397,92.06636005256242,52.69607843137255,1610612766,76,64,2021-11-04T03:45:48Z,4520000,13.0,22.0,1,right,MISS I. Smith driving Layup,[202397],1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
459,PT03M16.00S,2021-11-04T03:45:49.4Z,3,REGULAR,rebound,defensive,[],2738,,,1610612744,76,64,2021-11-04T03:45:49Z,4530000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,458.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
460,PT03M09.00S,2021-11-04T03:45:55.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,9.806176084099869,56.372549019607845,1610612744,78,64,2021-11-04T03:45:58Z,4540000,-32.0,40.0,1,left,G. Payton II cutting Layup (8 PTS) (N. Bjelica 2 AST),"[1627780, 202357]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,5.09,Made,,,,,8.0,N. Bjelica,202357.0,2.0,,,,,,,,,,,
462,PT03M09.00S,2021-11-04T03:46:01.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612766,78,64,2021-11-04T03:46:01Z,4560000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M47.00S,2021-11-04T03:47:54.2Z,3,REGULAR,turnover,bad pass,[],202397,,,1610612766,78,64,2021-11-04T03:47:55Z,4570000,,,0,,I. Smith bad pass TURNOVER (4 TO),"[202397, 1629673]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,4.0,Poole,1629673.0,,,,,,,
464,PT02M47.00S,2021-11-04T03:47:54.2Z,3,REGULAR,steal,,[],1629673,,,1610612744,78,64,2021-11-04T03:47:56Z,4580000,,,0,,J. Poole STEAL (4 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M26.00S,2021-11-04T03:48:15.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,4.944152431011826,46.32352941176471,1610612744,78,64,2021-11-04T03:53:13Z,4590000,18.0,-6.0,1,left,MISS J. Poole driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
466,PT02M24.00S,2021-11-04T03:48:17.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,78,64,2021-11-04T03:49:07Z,4600000,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,465.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
467,PT02M18.00S,2021-11-04T03:48:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,68.15045992115637,71.56862745098039,1610612766,78,64,2021-11-04T03:48:26Z,4610000,108.0,247.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
468,PT02M16.00S,2021-11-04T03:48:24.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,78,64,2021-11-04T03:49:11Z,4620000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,467.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
469,PT02M02.00S,2021-11-04T03:48:42.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629673,7.966491458607096,52.450980392156865,1610612744,80,64,2021-11-04T03:48:54Z,4630000,-12.0,22.0,1,left,J. Poole driving Layup (29 PTS) (D. Green 7 AST),"[1629673, 203110]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,2.56,Made,,,,,29.0,D. Green,203110.0,7.0,,,,,,,,,,,
471,PT02M02.00S,2021-11-04T03:48:50.8Z,3,REGULAR,violation,defensive goaltending,[],1629023,,,1610612744,80,64,2021-11-04T03:48:54Z,4650000,,,0,,P. Washington defensive goaltending VIOLATION,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
472,PT01M50.00S,2021-11-04T03:49:16.0Z,3,REGULAR,3pt,Jump Shot,[],1626162,90.88370565045992,96.07843137254902,1610612766,80,64,2021-11-04T03:49:18Z,4660000,230.0,33.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M47.00S,2021-11-04T03:49:19.5Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,80,64,2021-11-04T03:49:19Z,4670000,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,472.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
474,PT01M37.00S,2021-11-04T03:49:29.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,34.247700394218136,45.588235294117645,1610612744,80,64,2021-11-04T03:49:32Z,4680000,22.0,269.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
475,PT01M35.00S,2021-11-04T03:49:31.3Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,80,64,2021-11-04T03:49:51Z,4690000,,,0,,G. Hayward REBOUND (Off:0 Def:10),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,474.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
476,PT01M25.00S,2021-11-04T03:49:41.8Z,3,REGULAR,turnover,bad pass,[],1626162,,,1610612766,80,64,2021-11-04T03:49:43Z,4700000,,,0,,K. Oubre Jr. bad pass TURNOVER (2 TO),"[1626162, 202357]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,2.0,Bjelica,202357.0,,,,,,,
477,PT01M25.00S,2021-11-04T03:49:41.8Z,3,REGULAR,steal,,[],202357,,,1610612744,80,64,2021-11-04T03:49:44Z,4710000,,,0,,N. Bjelica STEAL (2 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M13.00S,2021-11-04T03:49:53.2Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,80,64,2021-11-04T03:49:55Z,4720000,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1628998]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,3.0,Martin,1628998.0,,,,,,,
479,PT01M13.00S,2021-11-04T03:49:53.2Z,3,REGULAR,steal,,[],1628998,,,1610612766,80,64,2021-11-04T03:49:56Z,4730000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M11.00S,2021-11-04T03:49:58.0Z,3,REGULAR,foul,personal,[],1627780,,,1610612766,80,64,2021-11-04T03:50:03Z,4740000,,,0,,G. Payton II take personal FOUL (2 PF),"[1627780, 202330]",1610612744.0,GSW,take,,,Payton II,G. Payton II,,,,,,,,,,,,,,,202041.0,,,,2.0,0.0,Hayward,202330.0,,,
482,PT01M11.00S,2021-11-04T03:50:05.4Z,3,REGULAR,substitution,out,[],1629673,,,1610612766,80,64,2021-11-04T03:50:13Z,4760000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M11.00S,2021-11-04T03:50:05.4Z,3,REGULAR,substitution,out,[],202330,,,1610612766,80,64,2021-11-04T03:50:13Z,4770000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M11.00S,2021-11-04T03:50:05.4Z,3,REGULAR,substitution,in,[],201939,,,1610612766,80,64,2021-11-04T03:50:13Z,4780000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M11.00S,2021-11-04T03:50:05.4Z,3,REGULAR,substitution,in,[],1626179,,,1610612766,80,64,2021-11-04T03:50:13Z,4790000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M55.00S,2021-11-04T03:50:36.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202397,91.5407358738502,55.63725490196079,1610612766,80,64,2021-11-04T03:53:39Z,4800000,28.0,27.0,1,right,MISS I. Smith driving finger roll Layup,[202397],1610612766.0,CHA,driving finger roll,,,Smith,I. Smith,,,,,3.9,Missed,,,,,,,,,,,,,,,,,,,
487,PT00M53.50S,2021-11-04T03:50:38.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,80,64,2021-11-04T03:51:01Z,4810000,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,486.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
488,PT00M43.90S,2021-11-04T03:50:48.1Z,3,REGULAR,3pt,Jump Shot,[],1627780,32.14520367936925,53.431372549019606,1610612744,80,64,2021-11-04T03:50:50Z,4820000,-17.0,250.0,1,left,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
489,PT00M41.10S,2021-11-04T03:50:51.0Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,80,64,2021-11-04T03:50:51Z,4830000,,,0,,T. Rozier REBOUND (Off:1 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,488.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
490,PT00M26.30S,2021-11-04T03:51:05.8Z,3,REGULAR,3pt,Jump Shot,[],1629023,71.56701708278581,85.04901960784314,1610612766,80,67,2021-11-04T03:51:09Z,4840000,175.0,215.0,1,right,P. Washington 27' 3PT step back (6 PTS) (C. Martin 2 AST),"[1629023, 1628998]",1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,27.72,Made,,,,,6.0,C. Martin,1628998.0,2.0,,,,,,,,,,,
492,PT00M01.10S,2021-11-04T03:51:39.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,80,67,2021-11-04T03:51:55Z,4860000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
493,PT00M01.10S,2021-11-04T03:51:57.3Z,3,REGULAR,substitution,out,[],1627780,,,1610612766,80,67,2021-11-04T03:52:03Z,4870000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M01.10S,2021-11-04T03:51:57.3Z,3,REGULAR,substitution,in,[],1629308,,,1610612766,80,67,2021-11-04T03:52:03Z,4880000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M00.00S,2021-11-04T03:52:19.7Z,3,REGULAR,period,end,[],0,,,1610612766,80,67,2021-11-04T03:52:19Z,4890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,out,['startperiod'],202357,,,1610612766,80,67,2021-11-04T03:55:36Z,4900000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,out,['startperiod'],203110,,,1610612766,80,67,2021-11-04T03:55:36Z,4910000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,80,67,2021-11-04T03:55:36Z,4920000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,out,['startperiod'],1626162,,,1610612766,80,67,2021-11-04T03:55:36Z,4930000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,in,['startperiod'],1627814,,,1610612766,80,67,2021-11-04T03:55:36Z,4940000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,in,['startperiod'],203490,,,1610612766,80,67,2021-11-04T03:55:36Z,4950000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,80,67,2021-11-04T03:55:36Z,4960000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-11-04T03:55:24.8Z,4,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,80,67,2021-11-04T03:55:36Z,4970000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2021-11-04T03:55:57.4Z,4,REGULAR,period,start,[],0,,,1610612766,80,67,2021-11-04T03:55:57Z,4980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M53.00S,2021-11-04T03:56:06.2Z,4,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612766,80,67,2021-11-04T03:56:16Z,4990000,,,0,,D. Lee shooting personal FOUL (2 PF) (Washington 2 FT),"[1627814, 1629023]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,,,,,,202041.0,,,,2.0,0.0,Washington,1629023.0,,,
508,PT11M53.00S,2021-11-04T03:56:28.1Z,4,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,80,68,2021-11-04T03:56:56Z,5010000,,,0,,P. Washington Free Throw 1 of 2 (7 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
509,PT11M53.00S,2021-11-04T03:56:28.1Z,4,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,80,68,2021-11-04T03:56:56Z,5020000,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Missed,,,,,,,,,,,,,,,,,,,
510,PT11M51.00S,2021-11-04T03:56:30.1Z,4,REGULAR,rebound,offensive,[],1626179,,,1610612766,80,68,2021-11-04T03:56:56Z,5030000,,,0,,T. Rozier REBOUND (Off:2 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,509.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
511,PT11M46.00S,2021-11-04T03:56:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,89.70105124835742,53.431372549019606,1610612766,80,70,2021-11-04T04:01:54Z,5040000,17.0,44.0,1,right,L. Ball driving finger roll Layup (10 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,4.75,Made,,,,,10.0,,,,,,,,,,,,,,
512,PT11M26.00S,2021-11-04T03:57:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,5.732588699080158,50.73529411764706,1610612744,82,70,2021-11-04T03:57:10Z,5050000,-4.0,1.0,1,left,D. Lee cutting Layup (10 PTS) (A. Iguodala 3 AST),"[1627814, 2738]",1610612744.0,GSW,cutting,,,Lee,D. Lee,,,,,0.4,Made,,,,,10.0,A. Iguodala,2738.0,3.0,,,,,,,,,,,
514,PT11M10.00S,2021-11-04T03:57:23.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,85.75886990801577,39.46078431372549,1610612766,82,72,2021-11-04T03:57:26Z,5070000,-53.0,81.0,1,right,M. Bridges 9' driving floating Jump Shot (30 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,9.7,Made,,,,,30.0,,,,,,,,,,,,,,
515,PT10M57.00S,2021-11-04T03:57:37.0Z,4,REGULAR,3pt,Jump Shot,[],201939,30.305519053876477,8.57843137254902,1610612744,85,72,2021-11-04T03:57:39Z,5080000,207.0,232.0,1,left,S. Curry 31' 3PT  (8 PTS) (A. Iguodala 4 AST),"[201939, 2738]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,31.13,Made,,,,,8.0,A. Iguodala,2738.0,4.0,,,,,,,,,,,
517,PT10M40.00S,2021-11-04T03:57:53.8Z,4,REGULAR,3pt,Jump Shot,[],1626179,95.48291721419186,4.411764705882353,1610612766,85,72,2021-11-04T03:57:56Z,5100000,-228.0,-10.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
518,PT10M37.00S,2021-11-04T03:57:57.1Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,85,72,2021-11-04T03:57:57Z,5110000,,,0,,S. Curry REBOUND (Off:1 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,517.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
519,PT10M34.00S,2021-11-04T03:58:03.1Z,4,REGULAR,foul,personal,[],1630163,,,1610612744,85,72,2021-11-04T03:58:07Z,5120000,,,0,,L. Ball take personal FOUL (2 PF),"[1630163, 2738]",1610612766.0,CHA,take,,,Ball,L. Ball,,,,,,,,,,,,,,,202041.0,,,,2.0,0.0,Iguodala,2738.0,,,
521,PT10M34.00S,2021-11-04T03:58:39.0Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,85,72,2021-11-04T03:58:40Z,5140000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
522,PT10M34.00S,2021-11-04T03:58:51.2Z,4,REGULAR,substitution,out,[],1629023,,,1610612744,85,72,2021-11-04T03:58:55Z,5150000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M34.00S,2021-11-04T03:58:51.2Z,4,REGULAR,substitution,in,[],202330,,,1610612744,85,72,2021-11-04T03:58:55Z,5160000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M27.00S,2021-11-04T03:59:11.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,8.09789750328515,53.431372549019606,1610612744,85,72,2021-11-04T03:59:14Z,5170000,-17.0,24.0,1,left,MISS J. Toscano-Anderson cutting Layup,[1629308],1610612744.0,GSW,cutting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,,
525,PT10M24.00S,2021-11-04T03:59:15.3Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,85,72,2021-11-04T03:59:15Z,5180000,,,0,,T. Rozier REBOUND (Off:2 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,524.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
526,PT10M21.00S,2021-11-04T03:59:17.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202330,75.64060446780552,85.29411764705883,1610612766,85,75,2021-11-04T03:59:21Z,5190000,176.0,176.0,1,right,G. Hayward 24' 3PT  (17 PTS) (L. Ball 7 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,24.96,Made,,,,,17.0,L. Ball,1630163.0,7.0,,,,,,,,,,,
528,PT10M02.00S,2021-11-04T03:59:36.0Z,4,REGULAR,2pt,Jump Shot,[],1627814,14.668199737187912,31.127450980392158,1610612744,85,75,2021-11-04T03:59:39Z,5210000,94.0,85.0,1,left,MISS D. Lee 12' driving floating Shot - blocked,"[1627814, 1628970]",1610612744.0,GSW,driving floating,,,Lee,D. Lee,,,,,12.73,Missed,,,,,,,,,,,,,,,,,,Bridges,1628970.0
529,PT10M02.00S,2021-11-04T03:59:36.0Z,4,REGULAR,block,,[],1628970,,,1610612744,85,75,2021-11-04T03:59:40Z,5220000,,,0,,M. Bridges BLOCK (2 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT10M00.00S,2021-11-04T03:59:38.0Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,85,75,2021-11-04T03:59:57Z,5230000,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,528.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
531,PT09M55.00S,2021-11-04T03:59:44.8Z,4,REGULAR,3pt,Jump Shot,[],1626179,66.70499342969777,66.91176470588235,1610612766,85,78,2021-11-04T03:59:50Z,5240000,85.0,260.0,1,right,T. Rozier 27' 3PT  (5 PTS) (M. Bridges 1 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,27.39,Made,,,,,5.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,
533,PT09M50.00S,2021-11-04T03:59:53.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,85,78,2021-11-04T03:59:53Z,5260000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M43.00S,2021-11-04T04:03:24.6Z,4,REGULAR,foul,personal,[],1630163,,,1610612744,85,78,2021-11-04T04:03:41Z,5270000,,,0,,L. Ball personal FOUL (3 PF),"[1630163, 1627814]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,1155.0,,,,3.0,0.0,Lee,1627814.0,,,
536,PT09M34.00S,2021-11-04T04:03:47.7Z,4,REGULAR,2pt,Jump Shot,[],201939,11.645860709592641,72.54901960784314,1610612744,87,78,2021-11-04T04:03:51Z,5290000,-113.0,57.0,1,left,S. Curry 12' driving floating bank Jump Shot (10 PTS),[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,12.63,Made,,,,,10.0,,,,,,,,,,,,,,
537,PT09M17.00S,2021-11-04T04:04:08.5Z,4,REGULAR,foul,personal,['2freethrow'],201939,,,1610612766,87,78,2021-11-04T04:04:17Z,5300000,,,0,,S. Curry shooting personal FOUL (2 PF) (Ball 2 FT),"[201939, 1630163]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,1155.0,,,,2.0,0.0,Ball,1630163.0,,,
539,PT09M17.00S,2021-11-04T04:04:50.3Z,4,REGULAR,stoppage,injury,[],0,,,1610612766,87,78,2021-11-04T04:05:57Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M17.00S,2021-11-04T04:05:23.4Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,87,79,2021-11-04T04:05:23Z,5330000,,,0,,L. Ball Free Throw 1 of 2 (11 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
541,PT09M17.00S,2021-11-04T04:05:29.4Z,4,REGULAR,substitution,out,[],1629308,,,1610612766,87,79,2021-11-04T04:05:32Z,5340000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
