actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
423,PT10M20.00S,2022-01-21T04:28:18.5Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,63,61,2022-01-21T04:28:20Z,4120000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1630537]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,1.0,Duarte,1630537.0,,,
424,PT10M20.00S,2022-01-21T04:28:18.5Z,3,REGULAR,steal,,[],1630537,,,1610612754,63,61,2022-01-21T04:28:21Z,4130000,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT10M14.00S,2022-01-21T04:28:24.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203200,93.24901445466492,96.81372549019608,1610612754,63,61,2022-01-21T04:28:26Z,4140000,234.0,11.0,1,right,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
426,PT10M12.00S,2022-01-21T04:28:26.0Z,3,REGULAR,rebound,offensive,[],1630537,,,1610612754,63,61,2022-01-21T04:29:02Z,4150000,,,0,,C. Duarte REBOUND (Off:2 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,425.0,,,,,4.0,2.0,2.0,,,,,,,,,,,
427,PT10M05.00S,2022-01-21T04:28:32.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628470,66.83639947437582,27.205882352941174,1610612754,63,61,2022-01-21T04:28:34Z,4160000,-114.0,259.0,1,right,MISS T. Craig 28' 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,,
428,PT10M02.00S,2022-01-21T04:28:35.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,63,61,2022-01-21T04:28:35Z,4170000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,427.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
429,PT09M50.00S,2022-01-21T04:28:51.3Z,3,REGULAR,turnover,3-second-violation,[],1626172,,,1610612744,63,61,2022-01-21T04:28:58Z,4180000,,,0,,K. Looney 3-second-violation TURNOVER (2 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,1628171.0,,,,,2.0,,,,,
430,PT09M35.00S,2022-01-21T04:29:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628470,92.06636005256242,55.63725490196079,1610612754,63,63,2022-01-21T04:29:26Z,4190000,28.0,22.0,1,right,T. Craig reverse Layup (5 PTS) (G. Bitadze 5 AST),"[1628470, 1629048]",1610612754.0,IND,reverse,,,Craig,T. Craig,,,,,3.58,Made,,5.0,G. Bitadze,1629048.0,5.0,,,,,,,,,,,,,,
432,PT09M18.00S,2022-01-21T04:29:39.1Z,3,REGULAR,3pt,Jump Shot,[],201939,31.750985545335087,15.196078431372548,1610612744,66,63,2022-01-21T04:29:42Z,4210000,174.0,246.0,1,left,S. Curry 30' 3PT pullup (21 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,30.13,Made,,21.0,,,,,,,,,,,,,,,,,
433,PT08M58.00S,2022-01-21T04:29:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.06636005256242,43.872549019607845,1610612754,66,65,2022-01-21T04:30:02Z,4220000,-31.0,22.0,1,right,C. Duarte driving Layup (14 PTS),[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,3.77,Made,,14.0,,,,,,,,,,,,,,,,,
434,PT08M42.00S,2022-01-21T04:30:15.4Z,3,REGULAR,3pt,Jump Shot,[],202691,3.3672798948751645,93.87254901960785,1610612744,66,65,2022-01-21T04:30:17Z,4230000,-219.0,-21.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,22.04,Missed,,,,,,,,,,,,,,,,,,,
435,PT08M39.00S,2022-01-21T04:30:18.5Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,66,65,2022-01-21T04:30:18Z,4240000,,,0,,C. Duarte REBOUND (Off:2 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,434.0,,,,,5.0,3.0,2.0,,,,,,,,,,,
436,PT08M27.00S,2022-01-21T04:30:30.0Z,3,REGULAR,3pt,Jump Shot,[],203200,94.69448094612353,5.147058823529411,1610612754,66,68,2022-01-21T04:30:32Z,4250000,-224.0,-3.0,1,right,J. Holiday 3PT  (11 PTS) (T. Craig 1 AST),"[203200, 1628470]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,22.43,Made,,11.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,,,
438,PT08M26.00S,2022-01-21T04:30:34.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,66,68,2022-01-21T04:30:34Z,4270000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT08M26.00S,2022-01-21T04:33:22.7Z,3,REGULAR,substitution,out,[],1630228,,,1610612744,66,68,2022-01-21T04:33:38Z,4280000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT08M26.00S,2022-01-21T04:33:22.7Z,3,REGULAR,substitution,in,[],1629308,,,1610612744,66,68,2022-01-21T04:33:38Z,4290000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT08M09.00S,2022-01-21T04:34:12.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,6.521024967148489,45.83333333333333,1610612744,68,68,2022-01-21T04:34:14Z,4300000,21.0,9.0,1,left,K. Looney DUNK (11 PTS) (S. Curry 6 AST),"[1626172, 201939]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,2.26,Made,,11.0,S. Curry,201939.0,6.0,,,,,,,,,,,,,,
443,PT07M50.00S,2022-01-21T04:34:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626208,90.75229960578186,60.049019607843135,1610612754,68,68,2022-01-21T04:34:33Z,4320000,50.0,34.0,1,right,MISS K. Sykes 6' driving Layup,[1626208],1610612754.0,IND,driving,,,Sykes,K. Sykes,,,,,6.09,Missed,,,,,,,,,,,,,,,,,,,
444,PT07M47.00S,2022-01-21T04:34:34.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,68,68,2022-01-21T04:34:34Z,4330000,,,0,,K. Looney REBOUND (Off:3 Def:8),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,443.0,,,,,11.0,8.0,3.0,,,,,,,,,,,
445,PT07M37.00S,2022-01-21T04:34:44.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203952,11.777266754270697,49.26470588235294,1610612744,70,68,2022-01-21T04:34:47Z,4340000,4.0,58.0,1,left,A. Wiggins turnaround Hook (6 PTS),[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,5.83,Made,,6.0,,,,,,,,,,,,,,,,,
446,PT07M22.00S,2022-01-21T04:35:01.9Z,3,REGULAR,foul,personal,['2freethrow'],203952,,,1610612754,70,68,2022-01-21T04:35:35Z,4350000,,,0,,A. Wiggins shooting personal FOUL (3 PF) (Duarte 2 FT),"[203952, 1630537]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1628171.0,3.0,0.0,Duarte,1630537.0,,,,,,
448,PT07M22.00S,2022-01-21T04:35:37.3Z,3,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,70,69,2022-01-21T04:35:37Z,4370000,,,0,,C. Duarte Free Throw 1 of 2 (15 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,15.0,,,,,,,,,,,,,,,,,
449,PT07M22.00S,2022-01-21T04:35:39.1Z,3,REGULAR,substitution,out,[],202691,,,1610612754,70,69,2022-01-21T04:35:50Z,4380000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT07M22.00S,2022-01-21T04:35:39.1Z,3,REGULAR,substitution,in,[],1627814,,,1610612754,70,69,2022-01-21T04:35:50Z,4390000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT07M22.00S,2022-01-21T04:35:53.2Z,3,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,70,70,2022-01-21T04:35:53Z,4400000,,,0,,C. Duarte Free Throw 2 of 2 (16 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,16.0,,,,,,,,,,,,,,,,,
452,PT07M07.00S,2022-01-21T04:36:10.9Z,3,REGULAR,3pt,Jump Shot,[],1627814,7.703679369250986,4.901960784313726,1610612744,70,70,2022-01-21T04:36:13Z,4410000,225.0,20.0,1,left,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,,
453,PT07M02.00S,2022-01-21T04:36:14.6Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612754,70,70,2022-01-21T04:36:14Z,4420000,,,0,,T. Craig REBOUND (Off:0 Def:5),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,452.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
454,PT06M53.00S,2022-01-21T04:36:23.8Z,3,REGULAR,turnover,bad pass,[],1629048,,,1610612754,70,70,2022-01-21T04:36:25Z,4430000,,,0,,G. Bitadze bad pass TURNOVER (2 TO),"[1629048, 1626172]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,2.0,Looney,1626172.0,,,
455,PT06M53.00S,2022-01-21T04:36:23.8Z,3,REGULAR,steal,,[],1626172,,,1610612744,70,70,2022-01-21T04:36:26Z,4440000,,,0,,K. Looney STEAL (2 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M41.00S,2022-01-21T04:36:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,7.5722733245729295,40.931372549019606,1610612744,70,70,2022-01-21T04:36:38Z,4450000,45.0,19.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,4.9,Missed,,,,,,,,,,,,,,,,,,,
457,PT06M39.00S,2022-01-21T04:36:38.0Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,70,70,2022-01-21T04:36:50Z,4460000,,,0,,K. Looney REBOUND (Off:4 Def:8),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,456.0,,,,,12.0,8.0,4.0,,,,,,,,,,,
458,PT06M36.00S,2022-01-21T04:36:40.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626172,5.590000152587891,50.0,1610612744,72,70,2022-01-21T04:36:57Z,4470000,0.0,0.0,1,left,K. Looney putback DUNK (13 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,0.0,Made,,13.0,,,,,,,,,,,,,,,,,
459,PT06M33.00S,2022-01-21T04:36:59.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,72,70,2022-01-21T04:36:59Z,4480000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M16.00S,2022-01-21T04:40:33.8Z,3,REGULAR,3pt,Jump Shot,[],1628470,89.83245729303549,95.09803921568627,1610612754,72,73,2022-01-21T04:40:36Z,4490000,225.0,43.0,1,right,T. Craig 3PT  (8 PTS) (J. Holiday 1 AST),"[1628470, 203200]",1610612754.0,IND,,,,Craig,T. Craig,,,,,22.96,Made,,8.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,
462,PT05M55.00S,2022-01-21T04:40:56.7Z,3,REGULAR,foul,personal,[],1626208,,,1610612744,72,73,2022-01-21T04:41:00Z,4510000,,,0,,K. Sykes personal FOUL (1 PF),"[1626208, 201939]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,2714.0,1.0,0.0,Curry,201939.0,,,,,,
464,PT05M50.00S,2022-01-21T04:41:20.2Z,3,REGULAR,turnover,traveling,[],1629308,,,1610612744,72,73,2022-01-21T04:41:22Z,4530000,,,0,,J. Toscano-Anderson traveling TURNOVER (1 TO),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,2714.0,,,,,1.0,,,,,
465,PT05M34.00S,2022-01-21T04:41:47.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203200,91.93495400788436,71.81372549019608,1610612754,72,73,2022-01-21T04:42:22Z,4540000,109.0,23.0,1,right,MISS J. Holiday 11' fadeaway Shot,[203200],1610612754.0,IND,fadeaway,,,Holiday,J. Holiday,,,,,11.16,Missed,,,,,,,,,,,,,,,,,,,
466,PT05M31.00S,2022-01-21T04:41:50.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,72,73,2022-01-21T04:42:22Z,4550000,,,0,,K. Looney REBOUND (Off:4 Def:9),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,465.0,,,,,13.0,9.0,4.0,,,,,,,,,,,
467,PT05M25.00S,2022-01-21T04:41:59.2Z,3,REGULAR,foul,personal,[],1630537,,,1610612744,72,73,2022-01-21T04:42:02Z,4560000,,,0,,C. Duarte personal FOUL (3 PF),"[1630537, 201939]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,1628171.0,3.0,0.0,Curry,201939.0,,,,,,
469,PT05M15.00S,2022-01-21T04:42:30.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,72,73,2022-01-21T04:42:30Z,4580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M15.00S,2022-01-21T04:43:13.8Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,72,73,2022-01-21T04:43:15Z,4590000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,,,,,,,,,,,2714.0,,,,,2.0,,,,,
471,PT05M04.00S,2022-01-21T04:43:37.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626208,88.64980289093299,37.254901960784316,1610612754,72,73,2022-01-21T04:43:58Z,4600000,-64.0,54.0,1,right,MISS K. Sykes 8' driving floating bank Shot,[1626208],1610612754.0,IND,driving floating bank,,,Sykes,K. Sykes,,,,,8.36,Missed,,,,,,,,,,,,,,,,,,,
472,PT05M03.00S,2022-01-21T04:43:38.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,72,73,2022-01-21T04:43:58Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,
473,PT05M03.00S,2022-01-21T04:43:43.3Z,3,REGULAR,foul,personal,[],1629308,,,1610612754,72,73,2022-01-21T04:43:51Z,4620000,,,0,,J. Toscano-Anderson loose ball personal FOUL (1 PF),"[1629308, 1629048]",1610612744.0,GSW,loose ball,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,201246.0,1.0,0.0,Bitadze,1629048.0,,,,,,
475,PT04M52.00S,2022-01-21T04:44:08.8Z,3,REGULAR,turnover,bad pass,[],1628470,,,1610612754,72,73,2022-01-21T04:44:10Z,4640000,,,0,,T. Craig bad pass TURNOVER (1 TO),"[1628470, 1629308]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,1.0,Toscano-Anderson,1629308.0,,,
476,PT04M52.00S,2022-01-21T04:44:08.8Z,3,REGULAR,steal,,[],1629308,,,1610612744,72,73,2022-01-21T04:44:10Z,4650000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M43.00S,2022-01-21T04:44:17.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203952,25.443495400788436,42.8921568627451,1610612744,72,73,2022-01-21T04:44:58Z,4660000,36.0,187.0,1,left,MISS A. Wiggins 19' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,19.0,Missed,,,,,,,,,,,,,,,,,,,
478,PT04M41.00S,2022-01-21T04:44:19.8Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,72,73,2022-01-21T04:44:46Z,4670000,,,0,,K. Looney REBOUND (Off:5 Def:9),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,477.0,,,,,14.0,9.0,5.0,,,,,,,,,,,
479,PT04M37.00S,2022-01-21T04:44:25.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201939,17.821944809461236,47.549019607843135,1610612744,74,73,2022-01-21T04:44:28Z,4680000,12.0,115.0,1,left,S. Curry 11' driving floating Jump Shot (23 PTS) (K. Looney 3 AST),"[201939, 1626172]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,11.57,Made,,23.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,,
481,PT04M22.00S,2022-01-21T04:44:46.8Z,3,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612754,74,73,2022-01-21T04:44:57Z,4700000,,,0,,J. Toscano-Anderson shooting personal FOUL (2 PF) (Duarte 2 FT),"[1629308, 1630537]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,2714.0,2.0,0.0,Duarte,1630537.0,,,,,,
483,PT04M22.00S,2022-01-21T04:45:14.5Z,3,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,74,74,2022-01-21T04:45:14Z,4720000,,,0,,C. Duarte Free Throw 1 of 2 (17 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,17.0,,,,,,,,,,,,,,,,,
484,PT04M22.00S,2022-01-21T04:45:32.7Z,3,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,74,75,2022-01-21T04:45:32Z,4730000,,,0,,C. Duarte Free Throw 2 of 2 (18 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,18.0,,,,,,,,,,,,,,,,,
485,PT04M13.00S,2022-01-21T04:45:47.7Z,3,REGULAR,foul,personal,['2freethrow'],1626208,,,1610612744,74,75,2022-01-21T04:45:57Z,4740000,,,0,,K. Sykes shooting personal FOUL (2 PF) (Curry 2 FT),"[1626208, 201939]",1610612754.0,IND,shooting,,,Sykes,K. Sykes,,,,,,,,,,,,,,,2714.0,2.0,0.0,Curry,201939.0,,,,,,
487,PT04M13.00S,2022-01-21T04:46:17.5Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,75,75,2022-01-21T04:46:17Z,4760000,,,0,,S. Curry Free Throw 1 of 2 (24 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,24.0,,,,,,,,,,,,,,,,,
488,PT04M13.00S,2022-01-21T04:46:18.1Z,3,REGULAR,substitution,out,[],203952,,,1610612744,75,75,2022-01-21T04:46:26Z,4770000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT04M13.00S,2022-01-21T04:46:18.1Z,3,REGULAR,substitution,out,[],1629308,,,1610612744,75,75,2022-01-21T04:46:26Z,4780000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT04M13.00S,2022-01-21T04:46:18.1Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,75,75,2022-01-21T04:46:26Z,4790000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT04M13.00S,2022-01-21T04:46:18.1Z,3,REGULAR,substitution,in,[],2738,,,1610612744,75,75,2022-01-21T04:46:26Z,4800000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M13.00S,2022-01-21T04:46:45.9Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,76,75,2022-01-21T04:46:46Z,4810000,,,0,,S. Curry Free Throw 2 of 2 (25 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,25.0,,,,,,,,,,,,,,,,,
493,PT03M51.00S,2022-01-21T04:47:10.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,76,75,2022-01-21T04:47:10Z,4820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT03M49.00S,2022-01-21T04:47:28.9Z,3,REGULAR,3pt,Jump Shot,[],1626208,76.2976346911958,88.72549019607843,1610612754,76,78,2022-01-21T04:47:32Z,4830000,194.0,170.0,1,right,K. Sykes 25' 3PT  (3 PTS) (J. Holiday 2 AST),"[1626208, 203200]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,25.78,Made,,3.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,,,
496,PT03M23.00S,2022-01-21T04:47:58.8Z,3,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,76,78,2022-01-21T04:48:02Z,4850000,,,0,,K. Looney bad pass out-of-bounds TURNOVER (3 TO),[1626172],1610612744.0,GSW,bad pass,,,Looney,K. Looney,,,,,,,,,,,,,,,201246.0,,,,,3.0,,,,,
498,PT02M59.00S,2022-01-21T04:47:58.8Z,3,REGULAR,memo,,[],0,,,1610612754,76,78,2022-01-21T04:57:50Z,4870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW: 400th consecutive sellout
497,PT02M59.00S,2022-01-21T04:47:58.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,76,78,2022-01-21T04:58:14Z,4875000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,201246.0,,,,,,,,,,
499,PT02M59.00S,2022-01-21T04:48:37.5Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,76,78,2022-01-21T04:48:50Z,4880000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M59.00S,2022-01-21T04:48:37.5Z,3,REGULAR,substitution,out,[],201939,,,1610612744,76,78,2022-01-21T04:48:50Z,4890000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M59.00S,2022-01-21T04:48:37.5Z,3,REGULAR,substitution,in,[],202357,,,1610612744,76,78,2022-01-21T04:48:50Z,4900000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M59.00S,2022-01-21T04:48:37.5Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,76,78,2022-01-21T04:48:50Z,4910000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M45.00S,2022-01-21T04:49:03.9Z,3,REGULAR,turnover,bad pass,[],2738,,,1610612744,76,78,2022-01-21T04:57:55Z,4920000,,,0,,A. Iguodala bad pass TURNOVER (1 TO),"[2738, 1628470]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,1.0,Craig,1628470.0,,,
504,PT02M45.00S,2022-01-21T04:49:03.9Z,3,REGULAR,steal,,[],1628470,,,1610612754,76,78,2022-01-21T04:49:32Z,4930000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M30.00S,2022-01-21T04:49:18.9Z,3,REGULAR,turnover,bad pass,[],1626208,,,1610612754,76,78,2022-01-21T04:49:20Z,4940000,,,0,,K. Sykes bad pass TURNOVER (1 TO),"[1626208, 1627814]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,1.0,Lee,1627814.0,,,
506,PT02M30.00S,2022-01-21T04:49:18.9Z,3,REGULAR,steal,,[],1627814,,,1610612744,76,78,2022-01-21T04:49:20Z,4950000,,,0,,D. Lee STEAL (2 STL),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M26.00S,2022-01-21T04:49:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627814,7.30946123521682,56.127450980392155,1610612744,78,78,2022-01-21T04:50:44Z,4960000,-31.0,16.0,1,left,D. Lee running reverse Layup (6 PTS),[1627814],1610612744.0,GSW,running reverse,,,Lee,D. Lee,,,,,3.46,Made,,6.0,,,,,,,,,,,,,,,,,
508,PT02M25.00S,2022-01-21T04:49:32.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,78,78,2022-01-21T04:49:32Z,4970000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT02M25.00S,2022-01-21T04:50:49.7Z,3,REGULAR,substitution,out,[],1630537,,,1610612754,78,78,2022-01-21T04:50:59Z,4980000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT02M25.00S,2022-01-21T04:50:49.7Z,3,REGULAR,substitution,out,[],203200,,,1610612754,78,78,2022-01-21T04:50:59Z,4990000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT02M25.00S,2022-01-21T04:50:49.7Z,3,REGULAR,substitution,out,[],1629048,,,1610612754,78,78,2022-01-21T04:50:59Z,5000000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
