actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
356,PT09M37.00S,2021-10-29T03:23:43.9Z,3,REGULAR,steal,,[],203500,,,1610612763,57,49,2021-10-29T03:23:46Z,3510000,,,0,,S. Adams STEAL (2 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT09M33.00S,2021-10-29T03:23:48.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,26.231931668856767,84.31372549019608,1610612763,57,52,2021-10-29T03:23:53Z,3520000,-172.0,194.0,1,left,D. Bane 25' 3PT  (9 PTS) (D. Melton 2 AST),"[1630217, 1629001]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.91,Made,,,,,9.0,,,,,,,,,D. Melton,1629001.0,2.0,,,
359,PT09M13.00S,2021-10-29T03:24:07.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,93.24901445466492,52.69607843137255,1610612744,59,52,2021-10-29T03:24:10Z,3540000,13.0,11.0,1,right,K. Looney cutting DUNK (4 PTS) (S. Curry 5 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,1.74,Made,,,,,4.0,,,,,,,,,S. Curry,201939.0,5.0,,,
361,PT08M58.00S,2021-10-29T03:24:22.1Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612763,59,52,2021-10-29T03:24:31Z,3560000,,,0,,K. Looney shooting personal FOUL (3 PF) (Morant 2 FT),"[1626172, 1629630]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,200833.0,3.0,0.0,Morant,1629630.0,,,,,,,,,
363,PT08M58.00S,2021-10-29T03:24:53.0Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,59,53,2021-10-29T03:24:53Z,3580000,,,0,,J. Morant Free Throw 1 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
364,PT08M58.00S,2021-10-29T03:25:08.6Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,59,54,2021-10-29T03:25:08Z,3590000,,,0,,J. Morant Free Throw 2 of 2 (13 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
365,PT08M49.00S,2021-10-29T03:25:20.0Z,3,REGULAR,turnover,lost ball,[],203110,,,1610612744,59,54,2021-10-29T03:25:21Z,3600000,,,0,,D. Green lost ball TURNOVER (3 TO),"[203110, 1628991]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,3.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
366,PT08M49.00S,2021-10-29T03:25:20.0Z,3,REGULAR,steal,,[],1628991,,,1610612763,59,54,2021-10-29T03:25:22Z,3610000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M41.00S,2021-10-29T03:25:30.3Z,3,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612763,59,54,2021-10-29T03:25:35Z,3620000,,,0,,D. Melton step out-of-bounds TURNOVER (2 TO),[1629001],1610612763.0,MEM,step,,,Melton,D. Melton,,,,,,,,2.0,,,,1627964.0,,,,,,,,,,,,,
368,PT08M41.00S,2021-10-29T03:25:38.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,59,54,2021-10-29T03:25:38Z,3630000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT08M28.00S,2021-10-29T03:28:47.6Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,59,54,2021-10-29T03:28:50Z,3640000,,,0,,D. Green bad pass TURNOVER (4 TO),"[203110, 1629630]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,4.0,Morant,1629630.0,,,,,,,,,,,,,,,
370,PT08M28.00S,2021-10-29T03:28:47.6Z,3,REGULAR,steal,,[],1629630,,,1610612763,59,54,2021-10-29T03:28:50Z,3650000,,,0,,J. Morant STEAL (3 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M25.00S,2021-10-29T03:28:53.4Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612763,59,54,2021-10-29T03:29:04Z,3660000,,,0,,J. Poole shooting personal FOUL (2 PF) (Morant 2 FT),"[1629673, 1629630]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,1627964.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
373,PT08M25.00S,2021-10-29T03:29:18.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,59,55,2021-10-29T03:29:18Z,3680000,,,0,,J. Morant Free Throw 1 of 2 (14 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
374,PT08M25.00S,2021-10-29T03:29:27.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629630,,,1610612763,59,56,2021-10-29T03:29:27Z,3690000,,,0,,J. Morant Free Throw 2 of 2 (15 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
375,PT08M11.00S,2021-10-29T03:29:43.0Z,3,REGULAR,2pt,Jump Shot,[],203952,74.72076215505913,51.71568627450981,1610612744,59,56,2021-10-29T03:29:47Z,3700000,9.0,185.0,1,right,MISS A. Wiggins 18' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,18.53,Missed,,,,,,,,,,,,,,,,,,,
376,PT08M09.00S,2021-10-29T03:29:45.0Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,59,56,2021-10-29T03:38:20Z,3710000,,,0,,J. Morant REBOUND (Off:0 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,375.0,,,,,,,,,,5.0,5.0,0.0,,,,,,
377,PT07M59.00S,2021-10-29T03:29:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.258212877792378,56.127450980392155,1610612763,59,56,2021-10-29T03:29:58Z,3720000,-31.0,6.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,,
378,PT07M57.00S,2021-10-29T03:29:58.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,59,56,2021-10-29T03:38:27Z,3730000,,,0,,D. Green REBOUND (Off:1 Def:9),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,377.0,,,,,,,,,,10.0,9.0,1.0,,,,,,
379,PT07M51.00S,2021-10-29T03:30:03.2Z,3,REGULAR,turnover,lost ball,[],203952,,,1610612744,59,56,2021-10-29T03:30:04Z,3740000,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1629001]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,1.0,Melton,1629001.0,,,,,,,,,,,,,,,
380,PT07M51.00S,2021-10-29T03:30:03.2Z,3,REGULAR,steal,,[],1629001,,,1610612763,59,56,2021-10-29T03:31:15Z,3750000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M48.00S,2021-10-29T03:30:06.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,8.886333771353483,46.81372549019608,1610612763,59,58,2021-10-29T03:30:11Z,3760000,16.0,31.0,1,left,J. Morant DUNK (17 PTS) (S. Adams 1 AST),"[1629630, 203500]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,3.48,Made,,,,,17.0,,,,,,,,,S. Adams,203500.0,1.0,,,
383,PT07M26.00S,2021-10-29T03:30:27.8Z,3,REGULAR,3pt,Jump Shot,[],201939,71.82982917214193,82.84313725490196,1610612744,62,58,2021-10-29T03:31:48Z,3780000,164.0,212.0,1,right,S. Curry 26' 3PT  (25 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.84,Made,,,,,25.0,,,,,,,,,D. Green,203110.0,6.0,,,
385,PT07M03.00S,2021-10-29T03:30:50.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,14.4053876478318,44.85294117647059,1610612763,62,58,2021-10-29T03:30:55Z,3800000,26.0,83.0,1,left,MISS J. Morant 8' driving Layup - blocked,"[1629630, 203110]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,8.68,Missed,,,,,,,,,,,,,,,,,Green,203110.0,
386,PT07M03.00S,2021-10-29T03:30:50.9Z,3,REGULAR,block,,[],203110,,,1610612763,62,58,2021-10-29T03:30:57Z,3810000,,,0,,D. Green BLOCK (3 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M01.00S,2021-10-29T03:30:52.9Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,62,58,2021-10-29T03:40:41Z,3820000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,385.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
388,PT06M56.00S,2021-10-29T03:30:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,91.80354796320631,49.754901960784316,1610612744,62,58,2021-10-29T03:31:01Z,3830000,-1.0,25.0,1,right,MISS A. Wiggins Layup - blocked,"[203952, 203500]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2.45,Missed,,,,,,,,,,,,,,,,,Adams,203500.0,
389,PT06M56.00S,2021-10-29T03:30:57.8Z,3,REGULAR,block,,[],203500,,,1610612744,62,58,2021-10-29T03:31:02Z,3840000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M55.00S,2021-10-29T03:31:02.7Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,62,58,2021-10-29T03:31:02Z,3850000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,388.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
391,PT06M55.00S,2021-10-29T03:31:14.0Z,3,REGULAR,foul,technical,['1freethrow'],203624,,,1610612763,62,58,2021-10-29T03:31:30Z,3860000,,,0,,TEAM foul technical,[203624],1610612763.0,MEM,,,,,,,,,,,,,,,,,200833.0,,,,,,,,,,,,,
392,PT06M55.00S,2021-10-29T03:31:32.3Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612763,63,58,2021-10-29T03:31:32Z,3870000,,,0,,S. Curry technical Free Throw 1 of 1 (26 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,Made,,,,,26.0,,,,,,,,,,,,,,
393,PT06M55.00S,2021-10-29T03:31:39.2Z,3,REGULAR,substitution,out,[],1626172,,,1610612763,63,58,2021-10-29T03:31:43Z,3880000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M55.00S,2021-10-29T03:31:39.2Z,3,REGULAR,substitution,in,[],203490,,,1610612763,63,58,2021-10-29T03:31:43Z,3890000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M44.00S,2021-10-29T03:32:10.0Z,3,REGULAR,turnover,out-of-bounds,[],203500,,,1610612763,63,58,2021-10-29T03:32:13Z,3900000,,,0,,S. Adams lost ball out-of-bounds TURNOVER (3 TO),[203500],1610612763.0,MEM,lost ball,,,Adams,S. Adams,,,,,,,,3.0,,,,1662.0,,,,,,,,,,,,,
396,PT06M33.00S,2021-10-29T03:32:23.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,68.15045992115637,17.15686274509804,1610612744,66,58,2021-10-29T03:32:27Z,3910000,-164.0,247.0,1,right,S. Curry 29' 3PT step back (29 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,29.65,Made,,,,,29.0,,,,,,,,,,,,,,
397,PT06M18.00S,2021-10-29T03:32:37.8Z,3,REGULAR,turnover,lost ball,[],1628991,,,1610612763,66,58,2021-10-29T03:32:39Z,3920000,,,0,,J. Jackson Jr. lost ball TURNOVER (2 TO),"[1628991, 203110]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,2.0,Green,203110.0,,,,,,,,,,,,,,,
398,PT06M18.00S,2021-10-29T03:32:37.8Z,3,REGULAR,steal,,[],203110,,,1610612744,66,58,2021-10-29T03:32:39Z,3930000,,,0,,D. Green STEAL (3 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M15.00S,2021-10-29T03:32:40.9Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,66,58,2021-10-29T03:32:42Z,3940000,,,0,,D. Green bad pass TURNOVER (5 TO),"[203110, 1629001]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,5.0,Melton,1629001.0,,,,,,,,,,,,,,,
400,PT06M15.00S,2021-10-29T03:32:40.9Z,3,REGULAR,steal,,[],1629001,,,1610612763,66,58,2021-10-29T03:32:43Z,3950000,,,0,,D. Melton STEAL (3 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M08.00S,2021-10-29T03:32:48.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,21.76412614980289,90.19607843137256,1610612763,66,61,2021-10-29T03:32:51Z,3960000,-201.0,152.0,1,left,D. Bane 25' 3PT  (12 PTS) (J. Jackson Jr. 1 AST),"[1630217, 1628991]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.21,Made,,,,,12.0,,,,,,,,,J. Jackson Jr.,1628991.0,1.0,,,
403,PT05M51.00S,2021-10-29T03:33:04.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,89.43823915900131,54.41176470588235,1610612744,68,61,2021-10-29T03:33:08Z,3980000,22.0,47.0,1,right,D. Green driving Layup (4 PTS),[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,5.18,Made,,,,,4.0,,,,,,,,,,,,,,
404,PT05M30.00S,2021-10-29T03:33:25.6Z,3,REGULAR,2pt,Jump Shot,[],1629630,15.982260183968464,69.11764705882352,1610612763,68,63,2021-10-29T03:33:29Z,3990000,-96.0,98.0,1,left,J. Morant 13' pullup Jump Shot (19 PTS) (S. Adams 2 AST),"[1629630, 203500]",1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,13.67,Made,,,,,19.0,,,,,,,,,S. Adams,203500.0,2.0,,,
406,PT05M13.00S,2021-10-29T03:33:42.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,88.38699080157687,56.127450980392155,1610612744,68,63,2021-10-29T03:33:45Z,4010000,31.0,57.0,1,right,MISS S. Curry 6' driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,6.44,Missed,,,,,,,,,,,,,,,,,,,
407,PT05M11.00S,2021-10-29T03:33:44.3Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,68,63,2021-10-29T03:36:53Z,4020000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,406.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
408,PT05M05.00S,2021-10-29T03:33:51.8Z,3,REGULAR,3pt,Jump Shot,[],1628991,25.04927726675427,85.7843137254902,1610612763,68,63,2021-10-29T03:33:55Z,4030000,-179.0,183.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
409,PT05M03.00S,2021-10-29T03:33:53.8Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,68,63,2021-10-29T03:36:50Z,4040000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,408.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
410,PT04M53.00S,2021-10-29T03:34:02.4Z,3,REGULAR,3pt,Jump Shot,[],203952,70.90998685939553,11.519607843137255,1610612744,68,63,2021-10-29T03:34:05Z,4050000,-192.0,221.0,1,right,MISS A. Wiggins 29' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,29.29,Missed,,,,,,,,,,,,,,,,,,,
411,PT04M51.00S,2021-10-29T03:34:07.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,68,63,2021-10-29T03:34:07Z,4060000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,,,
412,PT04M51.00S,2021-10-29T03:34:08.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,68,63,2021-10-29T03:34:08Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,out,[],1629673,,,1610612763,68,63,2021-10-29T03:34:26Z,4080000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,out,[],203110,,,1610612763,68,63,2021-10-29T03:34:26Z,4090000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,out,[],1629001,,,1610612763,68,63,2021-10-29T03:34:26Z,4100000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,68,63,2021-10-29T03:34:26Z,4110000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,in,[],1627780,,,1610612763,68,63,2021-10-29T03:34:26Z,4120000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,in,[],1629308,,,1610612763,68,63,2021-10-29T03:34:26Z,4130000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,in,[],203937,,,1610612763,68,63,2021-10-29T03:34:26Z,4140000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M51.00S,2021-10-29T03:34:09.6Z,3,REGULAR,substitution,in,[],1630214,,,1610612763,68,63,2021-10-29T03:34:26Z,4150000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M51.00S,2021-10-29T03:34:33.1Z,3,REGULAR,substitution,out,[],203500,,,1610612763,68,63,2021-10-29T03:34:39Z,4160000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M51.00S,2021-10-29T03:34:33.1Z,3,REGULAR,substitution,in,[],1630533,,,1610612763,68,63,2021-10-29T03:34:39Z,4170000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M35.00S,2021-10-29T03:34:52.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,13.222733245729303,95.83333333333334,1610612763,68,63,2021-10-29T03:35:29Z,4180000,-229.0,72.0,1,left,MISS D. Bane 24' step back 3PT - blocked,"[1630217, 203952]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,24.02,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0,
424,PT04M35.00S,2021-10-29T03:34:52.8Z,3,REGULAR,block,,[],203952,,,1610612763,68,63,2021-10-29T03:34:57Z,4190000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M33.00S,2021-10-29T03:34:54.8Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,68,63,2021-10-29T03:35:29Z,4200000,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,423.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
426,PT04M29.00S,2021-10-29T03:34:59.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,17.559132720105126,53.431372549019606,1610612763,68,65,2021-10-29T03:35:02Z,4210000,-17.0,113.0,1,left,D. Bane 11' turnaround Jump Shot (14 PTS),[1630217],1610612763.0,MEM,turnaround,,,Bane,D. Bane,,,,,11.39,Made,,,,,14.0,,,,,,,,,,,,,,
427,PT04M08.00S,2021-10-29T03:35:18.9Z,3,REGULAR,2pt,Jump Shot,[],203952,73.80091984231275,49.50980392156863,1610612744,70,65,2021-10-29T03:35:22Z,4220000,-2.0,194.0,1,right,A. Wiggins 19' step back Jump Shot (12 PTS),[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,19.38,Made,,,,,12.0,,,,,,,,,,,,,,
428,PT03M46.00S,2021-10-29T03:35:43.3Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,70,65,2021-10-29T03:35:45Z,4230000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (4 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,4.0,,,,1627964.0,,,,,,,,,,,,,
429,PT03M37.00S,2021-10-29T03:36:03.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,67.36202365308804,26.96078431372549,1610612744,70,65,2021-10-29T03:36:06Z,4240000,-115.0,254.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
430,PT03M35.00S,2021-10-29T03:36:05.3Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,70,65,2021-10-29T03:36:41Z,4250000,,,0,,D. Bane REBOUND (Off:1 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,429.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
431,PT03M23.00S,2021-10-29T03:36:16.9Z,3,REGULAR,3pt,Jump Shot,[],1630533,28.597240473061763,11.76470588235294,1610612763,70,65,2021-10-29T03:36:20Z,4260000,191.0,216.0,1,left,MISS Z. Williams 28' pullup 3PT,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,28.87,Missed,,,,,,,,,,,,,,,,,,,
432,PT03M20.00S,2021-10-29T03:36:20.8Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,70,65,2021-10-29T03:36:20Z,4270000,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,431.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
433,PT03M13.00S,2021-10-29T03:36:29.0Z,3,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612744,70,65,2021-10-29T03:36:35Z,4280000,,,0,,Z. Williams shooting personal FOUL (2 PF) (Curry 2 FT),"[1630533, 201939]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,,,,,,,,200833.0,2.0,0.0,Curry,201939.0,,,,,,,,,
435,PT03M13.00S,2021-10-29T03:37:01.8Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,71,65,2021-10-29T03:37:01Z,4300000,,,0,,S. Curry Free Throw 1 of 2 (30 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,30.0,,,,,,,,,,,,,,
436,PT03M13.00S,2021-10-29T03:37:08.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,71,65,2021-10-29T03:37:08Z,4310000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M13.00S,2021-10-29T03:37:46.1Z,3,REGULAR,memo,,[],0,,,1610612744,71,65,2021-10-29T03:37:46Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonight's game - 379th sellout
438,PT03M13.00S,2021-10-29T03:39:52.0Z,3,REGULAR,substitution,out,[],1630217,,,1610612744,71,65,2021-10-29T03:40:08Z,4330000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M13.00S,2021-10-29T03:39:52.0Z,3,REGULAR,substitution,in,[],1626145,,,1610612744,71,65,2021-10-29T03:40:08Z,4340000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M13.00S,2021-10-29T03:40:29.0Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,72,65,2021-10-29T03:40:29Z,4350000,,,0,,S. Curry Free Throw 2 of 2 (31 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,31.0,,,,,,,,,,,,,,
441,PT02M50.00S,2021-10-29T03:40:53.3Z,3,REGULAR,3pt,Jump Shot,[],1630533,27.677398160315374,81.12745098039215,1610612763,72,65,2021-10-29T03:40:56Z,4360000,-156.0,208.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
