actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
176,PT10M22.00S,2022-01-26T03:33:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,92.19776609724047,41.42156862745098,1610612744,31,29,2022-01-26T03:33:31Z,1740000,-43.0,21.0,1,right,MISS N. Bjelica Layup - blocked,"[202357, 204001]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,4.77,Missed,,,,,,,Porzingis,204001.0,,,,,,,,,,,
177,PT10M22.00S,2022-01-26T03:33:30.3Z,2,REGULAR,block,,[],204001,,,1610612744,31,29,2022-01-26T03:33:33Z,1750000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M20.00S,2022-01-26T03:33:32.3Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,31,29,2022-01-26T03:33:42Z,1760000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,176.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
179,PT10M17.00S,2022-01-26T03:33:36.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202357,95.79500657030223,11.542585784313726,1610612744,33,29,2022-01-26T03:33:49Z,1770000,-192.0,-13.0,1,right,N. Bjelica 19' Jump Shot (6 PTS) (S. Curry 2 AST),"[202357, 201939]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,19.27,Made,,,,,,,,,6.0,S. Curry,201939.0,2.0,,,,,,,
181,PT10M03.00S,2022-01-26T03:33:52.1Z,2,REGULAR,3pt,Jump Shot,[],203501,29.517082785808146,75.0,1610612742,33,29,2022-01-26T03:35:00Z,1790000,-125.0,225.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M01.00S,2022-01-26T03:33:54.1Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,33,29,2022-01-26T03:35:00Z,1800000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
183,PT09M50.00S,2022-01-26T03:34:03.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,92.19776609724047,49.26470588235294,1610612744,35,29,2022-01-26T03:34:05Z,1810000,-4.0,21.0,1,right,J. Kuminga cutting DUNK (5 PTS) (N. Bjelica 1 AST),"[1630228, 202357]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,2.11,Made,,,,,,,,,5.0,N. Bjelica,202357.0,1.0,,,,,,,
185,PT09M33.00S,2022-01-26T03:34:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.835085413929041,58.08823529411765,1610612742,35,31,2022-01-26T03:35:08Z,1830000,-40.0,21.0,1,left,J. Brunson driving Layup (9 PTS) (T. Hardaway Jr. 1 AST),"[1628973, 203501]",1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,4.56,Made,,,,,,,,,9.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,
187,PT09M32.00S,2022-01-26T03:34:27.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,35,31,2022-01-26T03:34:27Z,1850000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M32.00S,2022-01-26T03:37:20.3Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,35,31,2022-01-26T03:37:48Z,1860000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M32.00S,2022-01-26T03:37:20.3Z,2,REGULAR,substitution,out,[],203493,,,1610612744,35,31,2022-01-26T03:37:48Z,1870000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M32.00S,2022-01-26T03:37:20.3Z,2,REGULAR,substitution,in,[],1627814,,,1610612744,35,31,2022-01-26T03:37:48Z,1880000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M32.00S,2022-01-26T03:37:20.3Z,2,REGULAR,substitution,in,[],1629029,,,1610612744,35,31,2022-01-26T03:37:48Z,1890000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M19.00S,2022-01-26T03:38:06.6Z,2,REGULAR,foul,personal,[],1629029,,,1610612744,35,31,2022-01-26T03:38:10Z,1900000,,,0,,L. Doncic personal FOUL (3 PF),"[1629029, 201939]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,1627964.0,,,,,,,,,,3.0,0.0,Curry,201939.0,
194,PT09M08.00S,2022-01-26T03:38:34.8Z,2,REGULAR,3pt,Jump Shot,[],202691,71.69842312746385,16.911764705882355,1610612744,38,31,2022-01-26T03:38:37Z,1920000,-165.0,214.0,1,right,K. Thompson 27' 3PT  (5 PTS) (D. Lee 1 AST),"[202691, 1627814]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.01,Made,,,,,,,,,5.0,D. Lee,1627814.0,1.0,,,,,,,
196,PT08M46.00S,2022-01-26T03:38:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.645860709592641,47.794117647058826,1610612742,38,31,2022-01-26T03:38:59Z,1940000,11.0,57.0,1,left,MISS L. Doncic turnaround Shot,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,5.81,Missed,,,,,,,,,,,,,,,,,,,
197,PT08M43.00S,2022-01-26T03:39:00.3Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,38,31,2022-01-26T03:39:00Z,1950000,,,0,,N. Bjelica REBOUND (Off:1 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,196.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
198,PT08M41.00S,2022-01-26T03:39:01.7Z,2,REGULAR,turnover,lost ball,[],202357,,,1610612744,38,31,2022-01-26T03:39:47Z,1960000,,,0,,N. Bjelica lost ball TURNOVER (2 TO),"[202357, 1630182]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,2.0,,,,,,,Green,1630182.0,,,,,
199,PT08M41.00S,2022-01-26T03:39:01.7Z,2,REGULAR,steal,,[],1630182,,,1610612742,38,31,2022-01-26T03:39:04Z,1970000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M32.00S,2022-01-26T03:39:10.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,10.068988173455978,3.9215686274509802,1610612742,38,31,2022-01-26T03:39:13Z,1980000,230.0,42.0,1,left,MISS L. Doncic 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
201,PT08M30.00S,2022-01-26T03:39:12.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,38,31,2022-01-26T03:41:54Z,1990000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
202,PT08M23.00S,2022-01-26T03:39:19.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],201939,81.68528252299606,25.735294117647058,1610612744,40,31,2022-01-26T03:39:23Z,2000000,-121.0,120.0,1,right,S. Curry 17' Jump Shot (11 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,17.04,Made,,,,,,,,,11.0,,,,,,,,,,
203,PT08M11.00S,2022-01-26T03:39:32.2Z,2,REGULAR,3pt,Jump Shot,[],1630182,8.492115637319317,95.58823529411765,1610612742,40,31,2022-01-26T03:39:34Z,2010000,-228.0,27.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M08.00S,2022-01-26T03:39:35.3Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,40,31,2022-01-26T03:39:35Z,2020000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,203.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
205,PT08M04.00S,2022-01-26T03:39:39.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,63.9454664914586,59.068627450980394,1610612744,40,31,2022-01-26T03:39:43Z,2030000,45.0,286.0,1,right,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,29.0,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M02.00S,2022-01-26T03:39:41.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,40,31,2022-01-26T03:41:50Z,2040000,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,205.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
207,PT07M54.00S,2022-01-26T03:39:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,9.543363994743759,43.872549019607845,1610612742,40,31,2022-01-26T03:51:32Z,2050000,31.0,37.0,1,left,MISS L. Doncic Layup,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,4.82,Missed,,,,,,,,,,,,,,,,,,,
208,PT07M52.00S,2022-01-26T03:39:50.9Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,40,31,2022-01-26T03:41:43Z,2060000,,,0,,N. Bjelica REBOUND (Off:1 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,207.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
209,PT07M43.00S,2022-01-26T03:39:59.5Z,2,REGULAR,3pt,Jump Shot,[],1627814,95.6143232588699,4.166666666666666,1610612744,40,31,2022-01-26T03:40:04Z,2070000,-229.0,-11.0,1,right,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
210,PT07M41.00S,2022-01-26T03:40:01.5Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,40,31,2022-01-26T03:40:25Z,2080000,,,0,,N. Bjelica REBOUND (Off:2 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,209.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
211,PT07M39.00S,2022-01-26T03:40:05.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202357,94.40999984741211,50.0,1610612744,40,31,2022-01-26T03:42:07Z,2090000,0.0,0.0,1,right,MISS N. Bjelica tip Layup,[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
212,PT07M37.00S,2022-01-26T03:40:07.8Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,40,31,2022-01-26T03:42:07Z,2100000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,211.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
213,PT07M35.00S,2022-01-26T03:40:10.3Z,2,REGULAR,foul,personal,['2freethrow'],201939,,,1610612742,40,31,2022-01-26T03:40:19Z,2110000,,,0,,S. Curry shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[201939, 203501]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,1627964.0,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,
215,PT07M35.00S,2022-01-26T03:40:42.2Z,2,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,40,32,2022-01-26T03:40:42Z,2130000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (7 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,7.0,,,,,,,,,,
216,PT07M35.00S,2022-01-26T03:40:43.6Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,40,32,2022-01-26T03:40:49Z,2140000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M35.00S,2022-01-26T03:40:43.6Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,40,32,2022-01-26T03:40:49Z,2150000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M35.00S,2022-01-26T03:40:59.9Z,2,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,40,33,2022-01-26T03:40:59Z,2160000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (8 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,8.0,,,,,,,,,,
219,PT07M22.00S,2022-01-26T03:41:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,91.5407358738502,42.15686274509804,1610612744,40,33,2022-01-26T03:41:17Z,2170000,-39.0,27.0,1,right,MISS K. Thompson cutting Layup,[202691],1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,4.76,Missed,,,,,,,,,,,,,,,,,,,
220,PT07M19.00S,2022-01-26T03:41:17.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,40,33,2022-01-26T03:41:17Z,2180000,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,219.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
221,PT07M17.00S,2022-01-26T03:41:23.9Z,2,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612742,40,33,2022-01-26T03:41:32Z,2190000,,,0,,D. Lee shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1627814, 203501]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,,2715.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,
223,PT07M17.00S,2022-01-26T03:42:11.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203501,,,1610612742,40,34,2022-01-26T03:42:11Z,2210000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (9 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
224,PT07M17.00S,2022-01-26T03:42:13.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612742,40,34,2022-01-26T03:42:19Z,2220000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M17.00S,2022-01-26T03:42:13.6Z,2,REGULAR,substitution,in,[],203490,,,1610612742,40,34,2022-01-26T03:42:19Z,2230000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M17.00S,2022-01-26T03:42:32.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203501,,,1610612742,40,35,2022-01-26T03:42:32Z,2240000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (10 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,10.0,,,,,,,,,,
227,PT07M16.00S,2022-01-26T03:42:37.3Z,2,REGULAR,foul,personal,[],1627827,,,1610612744,40,35,2022-01-26T03:42:41Z,2250000,,,0,,D. Finney-Smith take personal FOUL (1 PF),"[1627827, 201939]",1610612742.0,DAL,take,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Curry,201939.0,
229,PT07M16.00S,2022-01-26T03:42:42.8Z,2,REGULAR,substitution,out,[],203501,,,1610612744,40,35,2022-01-26T03:42:48Z,2270000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M16.00S,2022-01-26T03:42:42.8Z,2,REGULAR,substitution,in,[],1628467,,,1610612744,40,35,2022-01-26T03:42:48Z,2280000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M01.00S,2022-01-26T03:43:36.9Z,2,REGULAR,3pt,Jump Shot,[],202691,89.04402102496715,2.450980392156863,1610612744,43,35,2022-01-26T03:43:39Z,2290000,-238.0,50.0,1,right,K. Thompson 24' 3PT  (8 PTS) (D. Lee 2 AST),"[202691, 1627814]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,24.3,Made,,,,,,,,,8.0,D. Lee,1627814.0,2.0,,,,,,,
233,PT06M43.00S,2022-01-26T03:43:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,12.87779237844941,39.556525735294116,1610612742,43,35,2022-01-26T03:46:00Z,2310000,52.0,69.0,1,left,MISS K. Porzingis 8' turnaround Shot,[204001],1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,8.62,Missed,,,,,,,,,,,,,,,,,,,
234,PT06M40.00S,2022-01-26T03:43:57.3Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,43,35,2022-01-26T03:46:00Z,2320000,,,0,,N. Bjelica REBOUND (Off:2 Def:4),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,233.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
235,PT06M35.00S,2022-01-26T03:44:02.5Z,2,REGULAR,3pt,Jump Shot,[],202691,66.96780551905388,57.35294117647059,1610612744,46,35,2022-01-26T03:44:06Z,2330000,37.0,258.0,1,right,K. Thompson 26' 3PT  (11 PTS) (N. Bjelica 2 AST),"[202691, 202357]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.06,Made,,,,,,,,,11.0,N. Bjelica,202357.0,2.0,,,,,,,
237,PT06M34.00S,2022-01-26T03:44:10.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,46,35,2022-01-26T03:44:10Z,2350000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M34.00S,2022-01-26T03:47:05.9Z,2,REGULAR,substitution,out,[],201939,,,1610612742,46,35,2022-01-26T03:47:29Z,2360000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M34.00S,2022-01-26T03:47:05.9Z,2,REGULAR,substitution,in,[],1629673,,,1610612742,46,35,2022-01-26T03:47:29Z,2370000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M22.00S,2022-01-26T03:47:47.4Z,2,REGULAR,foul,personal,[],202357,,,1610612742,46,35,2022-01-26T03:47:52Z,2380000,,,0,,N. Bjelica personal FOUL (2 PF),"[202357, 1629029]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,1627964.0,,,,,,,,,,2.0,0.0,Doncic,1629029.0,
242,PT06M14.00S,2022-01-26T03:48:09.8Z,2,REGULAR,3pt,Jump Shot,[],204001,34.247700394218136,51.71568627450981,1610612742,46,35,2022-01-26T03:48:12Z,2400000,-9.0,269.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
243,PT06M11.00S,2022-01-26T03:48:12.8Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,46,35,2022-01-26T03:48:29Z,2410000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
244,PT06M01.00S,2022-01-26T03:48:22.3Z,2,REGULAR,2pt,Jump Shot,[],202691,92.85479632063075,18.38235294117647,1610612744,46,35,2022-01-26T03:48:25Z,2420000,-158.0,15.0,1,right,MISS K. Thompson 15' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,15.88,Missed,,,,,,,,,,,,,,,,,,,
245,PT05M58.00S,2022-01-26T03:48:25.6Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,46,35,2022-01-26T03:48:25Z,2430000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
246,PT05M50.00S,2022-01-26T03:48:33.3Z,2,REGULAR,3pt,Jump Shot,[],1629029,26.49474375821288,86.27450980392157,1610612742,46,38,2022-01-26T03:48:36Z,2440000,-181.0,197.0,1,left,L. Doncic 26' 3PT step back (16 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.75,Made,,,,,,,,,16.0,,,,,,,,,,
247,PT05M29.00S,2022-01-26T03:48:54.1Z,2,REGULAR,3pt,Jump Shot,[],1629673,93.77463863337714,4.166666666666666,1610612744,46,38,2022-01-26T03:48:56Z,2450000,-229.0,6.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M27.00S,2022-01-26T03:48:57.3Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,46,38,2022-01-26T03:48:57Z,2460000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,247.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
249,PT05M20.00S,2022-01-26T03:49:04.1Z,2,REGULAR,3pt,Jump Shot,[],1628467,30.962549277266753,21.323529411764707,1610612742,46,38,2022-01-26T03:49:06Z,2470000,143.0,239.0,1,left,MISS M. Kleber 27' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,27.83,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M18.00S,2022-01-26T03:49:06.1Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,46,38,2022-01-26T03:49:19Z,2480000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
251,PT05M11.00S,2022-01-26T03:49:12.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627814,91.67214191852825,95.83333333333334,1610612744,49,38,2022-01-26T03:49:35Z,2490000,229.0,26.0,1,right,D. Lee 3PT running (5 PTS) (K. Thompson 2 AST),"[1627814, 202691]",1610612744.0,GSW,running,,,Lee,D. Lee,,,,,23.06,Made,,,,,,,,,5.0,K. Thompson,202691.0,2.0,,,,,,,
253,PT04M52.00S,2022-01-26T03:49:31.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,6.915243101182654,55.14705882352941,1610612742,49,40,2022-01-26T03:49:34Z,2510000,-26.0,13.0,1,left,K. Porzingis alley-oop DUNK (5 PTS) (L. Doncic 2 AST),"[204001, 1629029]",1610612742.0,DAL,alley-oop,,,Porzingis,K. Porzingis,,,,,2.86,Made,,,,,,,,,5.0,L. Doncic,1629029.0,2.0,,,,,,,
255,PT04M52.00S,2022-01-26T03:49:39.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,49,40,2022-01-26T03:49:39Z,2530000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M52.00S,2022-01-26T03:51:06.8Z,2,REGULAR,substitution,out,[],202357,,,1610612744,49,40,2022-01-26T03:51:22Z,2540000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M52.00S,2022-01-26T03:51:06.8Z,2,REGULAR,substitution,out,[],202691,,,1610612744,49,40,2022-01-26T03:51:22Z,2550000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M52.00S,2022-01-26T03:51:06.8Z,2,REGULAR,substitution,out,[],204001,,,1610612744,49,40,2022-01-26T03:51:22Z,2560000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M52.00S,2022-01-26T03:51:06.8Z,2,REGULAR,substitution,in,[],203952,,,1610612744,49,40,2022-01-26T03:51:22Z,2570000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M52.00S,2022-01-26T03:51:06.8Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,49,40,2022-01-26T03:51:22Z,2580000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M52.00S,2022-01-26T03:51:06.8Z,2,REGULAR,substitution,in,[],203493,,,1610612744,49,40,2022-01-26T03:51:22Z,2590000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M36.00S,2022-01-26T03:51:44.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,82.7365308804205,55.14705882352941,1610612744,51,40,2022-01-26T03:51:50Z,2600000,26.0,110.0,1,right,J. Poole 11' pullup bank Jump Shot (2 PTS),[1629673],1610612744.0,GSW,pullup bank,,,Poole,J. Poole,,,,,11.28,Made,,,,,,,,,2.0,,,,,,,,,,
263,PT04M36.00S,2022-01-26T03:51:52.3Z,2,REGULAR,foul,personal,['1freethrow'],1628467,,,1610612744,51,40,2022-01-26T03:51:59Z,2610000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Poole 1 FT),"[1628467, 1629673]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Poole,1629673.0,
