actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
95,PT05M15.00S,2021-11-11T03:24:25.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,17,16,2021-11-11T03:34:02Z,930000,,,0,,K. Looney REBOUND (Off:4 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,94.0,6.0,2.0,4.0,,,,,,
253,PT05M15.00S,2021-11-11T03:24:28.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,92.06636005256242,52.69607843137255,1610612744,17,16,2021-11-11T04:17:47Z,932500,13.0,22.0,1,right,MISS K. Looney putback Layup - blocked,"[1626172, 1629020]",1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,,,,,,2.59,Missed,,,,,,,,,Vanderbilt,1629020.0,,,,
254,PT05M15.00S,2021-11-11T03:24:28.3Z,1,REGULAR,block,,[],1629020,,,1610612744,17,16,2021-11-11T03:49:32Z,933750,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M14.00S,2021-11-11T03:24:29.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,17,16,2021-11-11T03:51:22Z,934375,,,0,,K. Looney REBOUND (Off:5 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,253.0,7.0,2.0,5.0,,,,,,
101,PT05M12.00S,2021-11-11T03:24:35.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,19,16,2021-11-11T03:36:27Z,990000,0.0,0.0,1,right,K. Looney putback Layup (5 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,,,,,,0.0,Made,5.0,,,,,,,,,,,,,
102,PT05M01.00S,2021-11-11T03:24:44.5Z,1,REGULAR,foul,personal,[],1626172,,,1610612750,19,16,2021-11-11T03:24:48Z,1000000,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 1626157]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,202026.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
104,PT05M01.00S,2021-11-11T03:24:51.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612750,19,16,2021-11-11T03:24:55Z,1020000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M01.00S,2021-11-11T03:24:51.9Z,1,REGULAR,substitution,out,[],201939,,,1610612750,19,16,2021-11-11T03:24:55Z,1030000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M01.00S,2021-11-11T03:24:51.9Z,1,REGULAR,substitution,in,[],202357,,,1610612750,19,16,2021-11-11T03:24:55Z,1040000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M01.00S,2021-11-11T03:24:51.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612750,19,16,2021-11-11T03:24:55Z,1050000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M55.00S,2021-11-11T03:25:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,26.10052562417871,81.37254901960785,1610612750,19,19,2021-11-11T03:25:10Z,1060000,-157.0,193.0,1,left,A. Edwards 24' 3PT  (12 PTS) (P. Beverley 4 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,24.86,Made,12.0,P. Beverley,201976.0,4.0,,,,,,,,,,
110,PT04M44.00S,2021-11-11T03:25:19.1Z,1,REGULAR,2pt,Jump Shot,[],203952,71.82982917214193,40.44117647058824,1610612744,21,19,2021-11-11T03:25:22Z,1080000,-48.0,212.0,1,right,A. Wiggins 21' pullup Jump Shot (11 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,21.76,Made,11.0,,,,,,,,,,,,,
111,PT04M29.00S,2021-11-11T03:25:33.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,30.831143232588698,28.921568627450984,1610612750,21,19,2021-11-11T03:25:35Z,1090000,105.0,237.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,25.97,Missed,,,,,,,,,,,,,,
112,PT04M26.00S,2021-11-11T03:25:36.2Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,21,19,2021-11-11T03:25:36Z,1100000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,111.0,2.0,0.0,2.0,,,,,,
113,PT04M25.00S,2021-11-11T03:25:38.3Z,1,REGULAR,turnover,bad pass,[],1629020,,,1610612750,21,19,2021-11-11T03:25:39Z,1110000,,,0,,J. Vanderbilt bad pass TURNOVER (1 TO),"[1629020, 203110]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,1.0,Green,203110.0,
114,PT04M25.00S,2021-11-11T03:25:38.3Z,1,REGULAR,steal,,[],203110,,,1610612744,21,19,2021-11-11T03:25:40Z,1120000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M22.00S,2021-11-11T03:25:41.9Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612744,21,19,2021-11-11T03:25:43Z,1130000,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1629020]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,
116,PT04M22.00S,2021-11-11T03:25:41.9Z,1,REGULAR,steal,,[],1629020,,,1610612750,21,19,2021-11-11T03:25:45Z,1140000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M11.00S,2021-11-11T03:25:51.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,11.645860709592641,44.85294117647059,1610612750,21,19,2021-11-11T03:25:54Z,1150000,26.0,57.0,1,left,MISS A. Edwards 6' turnaround Shot,[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,,,,,,6.25,Missed,,,,,,,,,,,,,,
118,PT04M09.00S,2021-11-11T03:25:53.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,21,19,2021-11-11T03:26:36Z,1160000,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,117.0,2.0,1.0,1.0,,,,,,
119,PT03M59.00S,2021-11-11T03:26:08.9Z,1,REGULAR,foul,offensive,[],203952,,,1610612744,21,19,2021-11-11T03:26:12Z,1170000,,,0,,A. Wiggins charge offensive FOUL (2 PF),"[203952, 201976]",1610612744.0,GSW,charge,,,Wiggins,A. Wiggins,,,,,2882.0,2.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,,
121,PT03M59.00S,2021-11-11T03:26:08.9Z,1,REGULAR,turnover,offensive foul,[],203952,,,1610612744,21,19,2021-11-11T03:26:08Z,1190000,,,0,,A. Wiggins offensive foul TURNOVER (1 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2882.0,,,,,,,,,,,,,,,,,1.0,,,
122,PT03M59.00S,2021-11-11T03:26:15.6Z,1,REGULAR,substitution,out,[],201976,,,1610612750,21,19,2021-11-11T03:26:21Z,1200000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M59.00S,2021-11-11T03:26:15.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,21,19,2021-11-11T03:26:21Z,1210000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M59.00S,2021-11-11T03:26:29.1Z,1,REGULAR,substitution,out,[],203952,,,1610612750,21,19,2021-11-11T03:26:32Z,1220000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M59.00S,2021-11-11T03:26:29.1Z,1,REGULAR,substitution,in,[],2738,,,1610612750,21,19,2021-11-11T03:26:32Z,1230000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M49.00S,2021-11-11T03:26:52.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,21,19,2021-11-11T03:26:52Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M36.00S,2021-11-11T03:27:20.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,25.706307490144546,85.7843137254902,1610612750,21,19,2021-11-11T03:27:24Z,1250000,-179.0,189.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,26.03,Missed,,,,,,,,,,,,,,
128,PT03M34.00S,2021-11-11T03:27:22.7Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,21,19,2021-11-11T03:27:34Z,1260000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,127.0,3.0,0.0,3.0,,,,,,
129,PT03M31.00S,2021-11-11T03:27:27.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,21,19,2021-11-11T03:27:27Z,1270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M29.00S,2021-11-11T03:27:46.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626157,28.465834428383708,12.5,1610612750,21,19,2021-11-11T03:27:49Z,1280000,188.0,215.0,1,left,MISS K. Towns 28' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,28.53,Missed,,,,,,,,,,,,,,
131,PT03M26.00S,2021-11-11T03:27:49.7Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,21,19,2021-11-11T03:27:49Z,1290000,,,0,,J. Vanderbilt REBOUND (Off:4 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,130.0,4.0,0.0,4.0,,,,,,
132,PT03M24.00S,2021-11-11T03:27:51.5Z,1,REGULAR,turnover,lost ball,[],1629020,,,1610612750,21,19,2021-11-11T03:27:53Z,1300000,,,0,,J. Vanderbilt lost ball TURNOVER (2 TO),"[1629020, 1629673]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,2.0,Poole,1629673.0,
133,PT03M24.00S,2021-11-11T03:27:51.5Z,1,REGULAR,steal,,[],1629673,,,1610612744,21,19,2021-11-11T03:27:53Z,1310000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M18.00S,2021-11-11T03:27:57.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,92.46057818659659,46.568627450980394,1610612744,23,19,2021-11-11T03:28:00Z,1320000,-17.0,18.0,1,right,J. Poole running Layup (5 PTS),[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,,,,2.52,Made,5.0,,,,,,,,,,,,,
135,PT03M05.00S,2021-11-11T03:28:11.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2738,,,1610612750,23,19,2021-11-11T03:28:20Z,1330000,,,0,,A. Iguodala shooting personal FOUL (1 PF) (Edwards 2 FT),"[2738, 1630162]",1610612744.0,GSW,shooting,,,Iguodala,A. Iguodala,,,,,202026.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,,
137,PT03M05.00S,2021-11-11T03:28:50.9Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,23,20,2021-11-11T03:28:50Z,1350000,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
138,PT03M05.00S,2021-11-11T03:29:04.5Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,23,21,2021-11-11T03:29:04Z,1360000,,,0,,A. Edwards Free Throw 2 of 2 (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
139,PT02M43.00S,2021-11-11T03:29:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,90.09526938239159,56.372549019607845,1610612744,25,21,2021-11-11T03:29:32Z,1370000,32.0,41.0,1,right,N. Bjelica driving Layup (2 PTS) (D. Green 3 AST),"[202357, 203110]",1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,,,,,,5.16,Made,2.0,D. Green,203110.0,3.0,,,,,,,,,,
141,PT02M34.00S,2021-11-11T03:29:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.85742444152431,50.98039215686274,1610612750,25,21,2021-11-11T03:29:41Z,1390000,-5.0,50.0,1,left,MISS A. Edwards running Layup - blocked,"[1630162, 2738]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,4.98,Missed,,,,,,,,,Iguodala,2738.0,,,,
142,PT02M34.00S,2021-11-11T03:29:36.9Z,1,REGULAR,block,,[],2738,,,1610612750,25,21,2021-11-11T03:29:43Z,1400000,,,0,,A. Iguodala BLOCK (1 BLK),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M32.00S,2021-11-11T03:29:38.9Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612750,25,21,2021-11-11T03:30:31Z,1410000,,,0,,J. Vanderbilt REBOUND (Off:5 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,141.0,5.0,0.0,5.0,,,,,,
144,PT02M27.00S,2021-11-11T03:29:44.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,26.757555847568987,13.23529411764706,1610612750,25,24,2021-11-11T03:29:46Z,1420000,184.0,199.0,1,left,K. Towns 27' 3PT  (6 PTS) (J. Vanderbilt 1 AST),"[1626157, 1629020]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,27.09,Made,6.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,
147,PT02M21.00S,2021-11-11T03:30:16.2Z,1,REGULAR,turnover,out-of-bounds,[],2738,,,1610612744,25,24,2021-11-11T03:40:55Z,1450000,,,0,,A. Iguodala lost ball out-of-bounds TURNOVER (1 TO),[2738],1610612744.0,GSW,lost ball,,,Iguodala,A. Iguodala,,,,,1628951.0,,,,,,,,,,,,,,,,,1.0,,,
148,PT02M21.00S,2021-11-11T03:30:25.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,25,24,2021-11-11T03:30:25Z,1460000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M21.00S,2021-11-11T03:32:50.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612750,25,24,2021-11-11T03:33:04Z,1470000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M21.00S,2021-11-11T03:32:50.2Z,1,REGULAR,substitution,out,[],203110,,,1610612750,25,24,2021-11-11T03:33:04Z,1480000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M21.00S,2021-11-11T03:32:50.2Z,1,REGULAR,substitution,in,[],203490,,,1610612750,25,24,2021-11-11T03:33:04Z,1490000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M21.00S,2021-11-11T03:32:50.2Z,1,REGULAR,substitution,in,[],201939,,,1610612750,25,24,2021-11-11T03:33:04Z,1500000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M07.00S,2021-11-11T03:33:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,6.783837056504599,48.77450980392157,1610612750,25,24,2021-11-11T03:36:39Z,1510000,6.0,11.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 202357]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,1.28,Missed,,,,,,,,,Bjelica,202357.0,,,,
154,PT02M07.00S,2021-11-11T03:33:12.4Z,1,REGULAR,block,,[],202357,,,1610612750,25,24,2021-11-11T03:33:17Z,1520000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M05.00S,2021-11-11T03:33:14.4Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,25,24,2021-11-11T03:36:39Z,1530000,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,153.0,1.0,0.0,1.0,,,,,,
156,PT02M04.00S,2021-11-11T03:33:19.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,12.040078843626807,48.529411764705884,1610612750,25,24,2021-11-11T03:41:47Z,1540000,7.0,61.0,1,left,MISS K. Towns 6' floating Shot,[1626157],1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,,,,,,6.11,Missed,,,,,,,,,,,,,,
157,PT02M03.00S,2021-11-11T03:33:20.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,25,24,2021-11-11T03:54:41Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,
160,PT01M59.00S,2021-11-11T03:33:29.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,25,24,2021-11-11T03:33:29Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M49.00S,2021-11-11T03:33:45.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629162,23.209592641261498,89.4607843137255,1610612750,25,24,2021-11-11T03:33:49Z,1590000,-197.0,166.0,1,left,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,25.77,Missed,,,,,,,,,,,,,,
162,PT01M47.00S,2021-11-11T03:33:47.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,25,24,2021-11-11T03:39:03Z,1600000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,
163,PT01M34.00S,2021-11-11T03:34:05.9Z,1,REGULAR,foul,offensive,['inpenalty'],201939,,,1610612744,25,24,2021-11-11T03:34:10Z,1610000,,,0,,S. Curry offensive FOUL (1 PF),"[201939, 1629162]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,2882.0,1.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,
165,PT01M34.00S,2021-11-11T03:34:05.9Z,1,REGULAR,turnover,offensive foul,[],201939,,,1610612744,25,24,2021-11-11T03:34:05Z,1630000,,,0,,S. Curry offensive foul TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,2882.0,,,,,,,,,,,,,,,,,1.0,,,
166,PT01M34.00S,2021-11-11T03:34:15.6Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,25,24,2021-11-11T03:34:19Z,1640000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M34.00S,2021-11-11T03:34:15.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,25,24,2021-11-11T03:34:19Z,1650000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M20.00S,2021-11-11T03:34:38.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629675,15.719448094612352,49.01960784313725,1610612750,25,26,2021-11-11T03:34:41Z,1660000,5.0,95.0,1,left,N. Reid 9' turnaround Hook (2 PTS) (J. McLaughlin 1 AST),"[1629675, 1629162]",1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,,,,,,9.54,Made,2.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
170,PT01M10.00S,2021-11-11T03:34:47.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,64.86530880420499,43.627450980392155,1610612744,28,26,2021-11-11T03:35:59Z,1680000,-32.0,278.0,1,right,S. Curry 27' 3PT step back (4 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,27.96,Made,4.0,,,,,,,,,,,,,
171,PT01M00.00S,2021-11-11T03:34:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.915243101182654,53.431372549019606,1610612750,28,28,2021-11-11T03:46:34Z,1690000,-17.0,13.0,1,left,A. Edwards driving Layup (16 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,2.13,Made,16.0,,,,,,,,,,,,,
172,PT00M49.20S,2021-11-11T03:35:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,90.62089356110381,60.049019607843135,1610612744,30,28,2021-11-11T03:35:35Z,1700000,50.0,36.0,1,right,N. Bjelica 6' cutting Layup (4 PTS) (S. Curry 2 AST),"[202357, 201939]",1610612744.0,GSW,cutting,,,Bjelica,N. Bjelica,,,,,,,,,,6.16,Made,4.0,S. Curry,201939.0,2.0,,,,,,,,,,
174,PT00M49.20S,2021-11-11T03:35:25.2Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612750,30,28,2021-11-11T03:35:25Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M33.00S,2021-11-11T03:35:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,12.697109067017081,46.81372549019608,1610612750,30,28,2021-11-11T03:35:52Z,1730000,16.0,67.0,1,left,MISS N. Reid 6' floating Shot,[1629675],1610612750.0,MIN,floating,,,Reid,N. Reid,,,,,,,,,,6.88,Missed,,,,,,,,,,,,,,
176,PT00M31.80S,2021-11-11T03:35:49.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,30,28,2021-11-11T03:36:30Z,1740000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,
177,PT00M11.10S,2021-11-11T03:36:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612744,30,28,2021-11-11T03:36:23Z,1750000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Payton II 2 FT),"[1629020, 1627780]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,1628951.0,1.0,0.0,Payton II,1627780.0,,,,,,,,,,,,,,,,
179,PT00M11.10S,2021-11-11T03:37:11.9Z,1,REGULAR,freethrow,1 of 2,[],1627780,,,1610612744,30,28,2021-11-11T03:37:11Z,1770000,,,0,,MISS G. Payton II Free Throw 1 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,Missed,,,,,,,,,,,,,,
180,PT00M11.10S,2021-11-11T03:37:11.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,30,28,2021-11-11T03:37:11Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,179.0,,,,,,,,,
181,PT00M11.10S,2021-11-11T03:37:12.7Z,1,REGULAR,substitution,out,[],202357,,,1610612744,30,28,2021-11-11T03:37:24Z,1790000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M11.10S,2021-11-11T03:37:12.7Z,1,REGULAR,substitution,out,[],201939,,,1610612744,30,28,2021-11-11T03:37:24Z,1800000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M11.10S,2021-11-11T03:37:12.7Z,1,REGULAR,substitution,out,[],203490,,,1610612744,30,28,2021-11-11T03:37:24Z,1810000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M11.10S,2021-11-11T03:37:12.7Z,1,REGULAR,substitution,out,[],1629020,,,1610612744,30,28,2021-11-11T03:37:24Z,1820000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M11.10S,2021-11-11T03:37:12.7Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,30,28,2021-11-11T03:37:24Z,1830000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M11.10S,2021-11-11T03:37:12.7Z,1,REGULAR,substitution,in,[],203110,,,1610612744,30,28,2021-11-11T03:37:24Z,1840000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
