actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
180,PT10M46.00S,2022-04-08T02:39:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629659,28.203022339027594,82.84313725490196,1610612747,30,32,2022-04-08T02:39:29Z,1800000,-164.0,213.0,1,left,MISS T. Horton-Tucker 26' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M44.00S,2022-04-08T02:39:28.9Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,30,32,2022-04-08T02:40:02Z,1810000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,180.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
182,PT10M36.00S,2022-04-08T02:39:36.9Z,2,REGULAR,2pt,Jump Shot,[],203490,90.22667542706965,79.65686274509804,1610612744,30,32,2022-04-08T02:39:39Z,1820000,148.0,39.0,1,right,MISS O. Porter Jr. 15' Jump Shot,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,15.34,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M34.00S,2022-04-08T02:39:38.9Z,2,REGULAR,rebound,defensive,[],201571,,,1610612747,30,32,2022-04-08T02:39:59Z,1830000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
184,PT10M20.00S,2022-04-08T02:39:52.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629117,8.229303547963205,53.92156862745098,1610612747,30,34,2022-04-08T02:39:55Z,1840000,-20.0,25.0,1,left,W. Gabriel driving DUNK (2 PTS),[1629117],1610612747.0,LAL,driving,,,Gabriel,W. Gabriel,,,,,3.17,Made,,,,,,,,,,2.0,,,,,,,,,
185,PT10M09.00S,2022-04-08T02:40:07.9Z,2,REGULAR,2pt,Jump Shot,[],202357,83.78777923784494,26.715686274509803,1610612744,32,34,2022-04-08T02:40:10Z,1850000,-116.0,100.0,1,right,N. Bjelica 15' driving floating Jump Shot (2 PTS) (K. Thompson 1 AST),"[202357, 202691]",1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,15.34,Made,,,,,,,,,,2.0,K. Thompson,202691.0,1.0,,,,,,
187,PT10M09.00S,2022-04-08T02:40:12.4Z,2,REGULAR,foul,personal,['1freethrow'],1629117,,,1610612744,32,34,2022-04-08T02:40:28Z,1870000,,,0,,W. Gabriel shooting personal FOUL (1 PF) (Bjelica 1 FT),"[1629117, 202357]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,,,,,,,201640.0,1.0,0.0,Bjelica,202357.0,,,,,,,,,,
189,PT10M09.00S,2022-04-08T02:40:24.4Z,2,REGULAR,substitution,out,[],201571,,,1610612744,32,34,2022-04-08T02:41:06Z,1890000,,,0,,SUB out: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M09.00S,2022-04-08T02:40:24.4Z,2,REGULAR,substitution,in,[],1628370,,,1610612744,32,34,2022-04-08T02:41:06Z,1900000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M09.00S,2022-04-08T02:40:40.5Z,2,REGULAR,freethrow,1 of 1,[],202357,,,1610612744,33,34,2022-04-08T02:40:40Z,1910000,,,0,,N. Bjelica Free Throw 1 of 1 (3 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
192,PT09M48.00S,2022-04-08T02:41:02.5Z,2,REGULAR,2pt,Jump Shot,[],203145,22.28975032851511,70.09803921568627,1610612747,33,34,2022-04-08T02:41:05Z,1920000,-100.0,157.0,1,left,MISS K. Bazemore 18' pullup Shot,[203145],1610612747.0,LAL,pullup,,,Bazemore,K. Bazemore,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,,
193,PT09M45.00S,2022-04-08T02:41:06.1Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,33,34,2022-04-08T02:41:06Z,1930000,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
194,PT09M35.00S,2022-04-08T02:41:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,88.12417871222075,49.754901960784316,1610612744,33,34,2022-04-08T02:41:18Z,1940000,-1.0,59.0,1,right,MISS K. Thompson finger roll Layup,[202691],1610612744.0,GSW,finger roll,,,Thompson,K. Thompson,,,,,5.91,Missed,,,,,,,,,,,,,,,,,,,
195,PT09M33.00S,2022-04-08T02:41:17.4Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,33,34,2022-04-08T02:43:08Z,1950000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,194.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
196,PT09M31.00S,2022-04-08T02:41:19.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203490,94.40999984741211,50.0,1610612744,33,34,2022-04-08T02:50:15Z,1960000,0.0,0.0,1,right,MISS O. Porter Jr. tip Layup,[203490],1610612744.0,GSW,tip,,,Porter Jr.,O. Porter Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
197,PT09M30.00S,2022-04-08T02:41:20.8Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,33,34,2022-04-08T02:50:15Z,1970000,,,0,,N. Bjelica REBOUND (Off:1 Def:0),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
198,PT09M29.00S,2022-04-08T02:41:22.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202691,74.72076215505913,82.59803921568627,1610612744,33,34,2022-04-08T02:41:23Z,1980000,163.0,185.0,1,right,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,,
199,PT09M27.00S,2022-04-08T02:41:24.2Z,2,REGULAR,rebound,defensive,[],201961,,,1610612747,33,34,2022-04-08T02:41:24Z,1990000,,,0,,W. Ellington REBOUND (Off:0 Def:2),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
200,PT09M17.00S,2022-04-08T02:41:34.4Z,2,REGULAR,3pt,Jump Shot,[],201961,3.1044678055190538,96.07843137254902,1610612747,33,34,2022-04-08T02:41:36Z,2000000,-230.0,-23.0,1,left,MISS W. Ellington 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M14.00S,2022-04-08T02:41:37.5Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,33,34,2022-04-08T02:41:37Z,2010000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
202,PT09M10.00S,2022-04-08T02:41:41.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627780,92.46057818659659,43.13725490196079,1610612744,33,34,2022-04-08T02:42:03Z,2020000,-34.0,18.0,1,right,MISS G. Payton II Layup,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M09.00S,2022-04-08T02:41:42.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,33,34,2022-04-08T02:42:03Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,
204,PT09M09.00S,2022-04-08T02:41:47.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,33,34,2022-04-08T02:41:47Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M09.00S,2022-04-08T02:41:52.3Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,33,34,2022-04-08T02:41:57Z,2050000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M09.00S,2022-04-08T02:41:52.3Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,33,34,2022-04-08T02:41:57Z,2060000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M06.00S,2022-04-08T02:42:13.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202357,90.22667542706965,55.63725490196079,1610612744,35,34,2022-04-08T02:42:15Z,2070000,28.0,39.0,1,right,N. Bjelica DUNK (5 PTS) (A. Iguodala 4 AST),"[202357, 2738]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,4.85,Made,,,,,,,,,,5.0,A. Iguodala,2738.0,4.0,,,,,,
209,PT08M54.00S,2022-04-08T02:42:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,11.514454664914586,41.911764705882355,1610612747,35,36,2022-04-08T02:42:27Z,2090000,40.0,56.0,1,left,M. Monk 6' driving Layup (8 PTS),[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,6.88,Made,,,,,,,,,,8.0,,,,,,,,,
210,PT08M38.00S,2022-04-08T02:42:41.8Z,2,REGULAR,3pt,Jump Shot,[],202691,68.28186596583443,73.77450980392157,1610612744,38,36,2022-04-08T02:42:52Z,2100000,119.0,246.0,1,right,K. Thompson 27' 3PT  (14 PTS) (N. Bjelica 1 AST),"[202691, 202357]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.3,Made,,,,,,,,,,14.0,N. Bjelica,202357.0,1.0,,,,,,
212,PT08M38.00S,2022-04-08T02:42:46.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,38,36,2022-04-08T02:42:46Z,2120000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M38.00S,2022-04-08T02:45:40.3Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,38,36,2022-04-08T02:46:06Z,2130000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M38.00S,2022-04-08T02:45:40.3Z,2,REGULAR,substitution,in,[],201571,,,1610612747,38,36,2022-04-08T02:46:06Z,2140000,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M18.00S,2022-04-08T02:46:39.2Z,2,REGULAR,turnover,bad pass,[],201961,,,1610612747,38,36,2022-04-08T02:46:41Z,2150000,,,0,,W. Ellington bad pass TURNOVER (1 TO),"[201961, 2738]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,1.0,Iguodala,2738.0,,,
216,PT08M18.00S,2022-04-08T02:46:39.2Z,2,REGULAR,steal,,[],2738,,,1610612744,38,36,2022-04-08T02:46:42Z,2160000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M15.00S,2022-04-08T02:46:44.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203490,92.19776609724047,56.127450980392155,1610612744,38,36,2022-04-08T02:46:57Z,2170000,31.0,21.0,1,right,MISS O. Porter Jr. Layup - blocked,"[203490, 203145]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,Bazemore,203145.0
218,PT08M15.00S,2022-04-08T02:46:44.3Z,2,REGULAR,block,,[],203145,,,1610612744,38,36,2022-04-08T02:46:48Z,2180000,,,0,,K. Bazemore BLOCK (1 BLK),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M14.00S,2022-04-08T02:46:45.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,38,36,2022-04-08T02:46:57Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,,,
220,PT08M11.00S,2022-04-08T02:47:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202357,91.40932982917214,43.38235294117647,1610612744,40,36,2022-04-08T02:47:12Z,2200000,-33.0,28.0,1,right,N. Bjelica reverse Layup (7 PTS) (A. Iguodala 5 AST),"[202357, 2738]",1610612744.0,GSW,reverse,,,Bjelica,N. Bjelica,,,,,4.35,Made,,,,,,,,,,7.0,A. Iguodala,2738.0,5.0,,,,,,
222,PT07M58.00S,2022-04-08T02:47:20.8Z,2,REGULAR,3pt,Jump Shot,[],203145,4.418528252299605,94.36274509803921,1610612747,40,36,2022-04-08T02:47:23Z,2220000,-222.0,-11.0,1,left,MISS K. Bazemore 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,22.21,Missed,,,,,,,,,,,,,,,,,,,
223,PT07M56.00S,2022-04-08T02:47:22.8Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,40,36,2022-04-08T02:48:15Z,2230000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
224,PT07M45.00S,2022-04-08T02:47:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.19776609724047,43.627450980392155,1610612744,42,36,2022-04-08T02:47:36Z,2240000,-32.0,21.0,1,right,J. Kuminga cutting Layup (2 PTS) (N. Bjelica 2 AST),"[1630228, 202357]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,3.81,Made,,,,,,,,,,2.0,N. Bjelica,202357.0,2.0,,,,,,
226,PT07M31.00S,2022-04-08T02:47:48.0Z,2,REGULAR,foul,personal,['3freethrow'],1630228,,,1610612747,42,36,2022-04-08T02:47:57Z,2260000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Ellington 3 FT),"[1630228, 201961]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,1627961.0,1.0,0.0,Ellington,201961.0,,,,,,,,,,
228,PT07M31.00S,2022-04-08T02:48:17.9Z,2,REGULAR,freethrow,1 of 3,[],201961,,,1610612747,42,37,2022-04-08T02:48:17Z,2280000,,,0,,W. Ellington Free Throw 1 of 3 (1 PTS),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
229,PT07M31.00S,2022-04-08T02:48:36.6Z,2,REGULAR,freethrow,2 of 3,[],201961,,,1610612747,42,38,2022-04-08T02:48:36Z,2290000,,,0,,W. Ellington Free Throw 2 of 3 (2 PTS),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
230,PT07M31.00S,2022-04-08T02:48:37.1Z,2,REGULAR,substitution,out,[],202357,,,1610612747,42,38,2022-04-08T02:48:51Z,2300000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M31.00S,2022-04-08T02:48:37.1Z,2,REGULAR,substitution,out,[],2738,,,1610612747,42,38,2022-04-08T02:48:51Z,2310000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M31.00S,2022-04-08T02:48:37.1Z,2,REGULAR,substitution,out,[],202691,,,1610612747,42,38,2022-04-08T02:48:51Z,2320000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M31.00S,2022-04-08T02:48:37.1Z,2,REGULAR,substitution,in,[],203952,,,1610612747,42,38,2022-04-08T02:48:51Z,2330000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M31.00S,2022-04-08T02:48:37.1Z,2,REGULAR,substitution,in,[],203110,,,1610612747,42,38,2022-04-08T02:48:51Z,2340000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M31.00S,2022-04-08T02:48:37.1Z,2,REGULAR,substitution,in,[],1629673,,,1610612747,42,38,2022-04-08T02:48:51Z,2350000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M31.00S,2022-04-08T02:48:53.4Z,2,REGULAR,freethrow,3 of 3,[],201961,,,1610612747,42,39,2022-04-08T02:48:53Z,2360000,,,0,,W. Ellington Free Throw 3 of 3 (3 PTS),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
237,PT07M16.00S,2022-04-08T02:49:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,86.28449408672799,51.71568627450981,1610612744,44,39,2022-04-08T02:49:14Z,2370000,9.0,76.0,1,right,D. Green 7' cutting finger roll Layup (2 PTS) (J. Poole 3 AST),"[203110, 1629673]",1610612744.0,GSW,cutting finger roll,,,Green,D. Green,,,,,7.69,Made,,,,,,,,,,2.0,J. Poole,1629673.0,3.0,,,,,,
239,PT07M07.00S,2022-04-08T02:49:18.6Z,2,REGULAR,3pt,Jump Shot,[],1628370,32.933639947437584,21.07843137254902,1610612747,44,42,2022-04-08T02:49:21Z,2390000,145.0,257.0,1,left,M. Monk 29' 3PT  (11 PTS) (D. Augustin 2 AST),"[1628370, 201571]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,29.5,Made,,,,,,,,,,11.0,D. Augustin,201571.0,2.0,,,,,,
241,PT06M55.00S,2022-04-08T02:49:33.3Z,2,REGULAR,foul,personal,['2freethrow'],203145,,,1610612744,44,42,2022-04-08T02:49:50Z,2410000,,,0,,K. Bazemore shooting personal FOUL (1 PF) (Kuminga 2 FT),"[203145, 1630228]",1610612747.0,LAL,shooting,,,Bazemore,K. Bazemore,,,,,,,,,,,1627961.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,
243,PT06M55.00S,2022-04-08T02:49:54.9Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,45,42,2022-04-08T02:49:54Z,2430000,,,0,,J. Kuminga Free Throw 1 of 2 (3 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
244,PT06M55.00S,2022-04-08T02:50:00.9Z,2,REGULAR,substitution,out,[],201961,,,1610612744,45,42,2022-04-08T02:50:08Z,2440000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M55.00S,2022-04-08T02:50:00.9Z,2,REGULAR,substitution,out,[],203145,,,1610612744,45,42,2022-04-08T02:50:08Z,2450000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M55.00S,2022-04-08T02:50:00.9Z,2,REGULAR,substitution,in,[],1630559,,,1610612744,45,42,2022-04-08T02:50:08Z,2460000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M55.00S,2022-04-08T02:50:00.9Z,2,REGULAR,substitution,in,[],1626169,,,1610612744,45,42,2022-04-08T02:50:08Z,2470000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M55.00S,2022-04-08T02:50:16.9Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,46,42,2022-04-08T02:50:16Z,2480000,,,0,,J. Kuminga Free Throw 2 of 2 (4 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
249,PT06M41.00S,2022-04-08T02:50:32.0Z,2,REGULAR,3pt,Jump Shot,[],1628370,29.6484888304862,14.460784313725492,1610612747,46,42,2022-04-08T02:50:35Z,2490000,178.0,226.0,1,left,MISS M. Monk 28' pullup 3PT,[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,28.77,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M38.00S,2022-04-08T02:50:35.6Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,46,42,2022-04-08T02:50:35Z,2500000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
251,PT06M37.00S,2022-04-08T02:50:38.9Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,46,42,2022-04-08T02:50:41Z,2510000,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,,,,,,,1193.0,,,,,,,,,1.0,,,,,
252,PT06M37.00S,2022-04-08T02:50:43.5Z,2,REGULAR,substitution,out,[],203490,,,1610612747,46,42,2022-04-08T02:50:56Z,2520000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M37.00S,2022-04-08T02:50:43.5Z,2,REGULAR,substitution,in,[],202691,,,1610612747,46,42,2022-04-08T02:50:56Z,2530000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M28.00S,2022-04-08T02:51:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626169,10.200394218134035,48.03921568627451,1610612747,46,42,2022-04-08T02:51:10Z,2540000,10.0,43.0,1,left,MISS S. Johnson driving Layup - blocked,"[1626169, 203110]",1610612747.0,LAL,driving,,,Johnson,S. Johnson,,,,,4.45,Missed,,,,,,,,,,,,,,,,,,Green,203110.0
255,PT06M28.00S,2022-04-08T02:51:06.4Z,2,REGULAR,block,,[],203110,,,1610612747,46,42,2022-04-08T04:42:01Z,2550000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M26.00S,2022-04-08T02:51:08.4Z,2,REGULAR,rebound,offensive,[],1626169,,,1610612747,46,42,2022-04-08T02:54:10Z,2560000,,,0,,S. Johnson REBOUND (Off:1 Def:0),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
257,PT06M20.00S,2022-04-08T02:51:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628370,9.149145860709593,46.81372549019608,1610612747,46,42,2022-04-08T02:51:15Z,2570000,16.0,34.0,1,left,MISS M. Monk Layup,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,,
258,PT06M18.00S,2022-04-08T02:51:16.4Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,46,42,2022-04-08T02:56:02Z,2580000,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
259,PT06M09.00S,2022-04-08T02:51:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,91.80354796320631,60.29411764705882,1610612744,46,42,2022-04-08T02:51:28Z,2590000,51.0,25.0,1,right,MISS K. Thompson driving Layup,[202691],1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,,
261,PT06M07.00S,2022-04-08T02:51:27.7Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612747,46,42,2022-04-08T02:54:05Z,2610000,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,259.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
262,PT06M02.00S,2022-04-08T02:51:32.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629117,8.623521681997373,53.431372549019606,1610612747,46,44,2022-04-08T02:59:12Z,2620000,-17.0,29.0,1,left,W. Gabriel driving DUNK (4 PTS) (S. Johnson 1 AST),"[1629117, 1626169]",1610612747.0,LAL,driving,,,Gabriel,W. Gabriel,,,,,3.34,Made,,,,,,,,,,4.0,S. Johnson,1626169.0,1.0,,,,,,
264,PT05M43.00S,2022-04-08T02:51:51.3Z,2,REGULAR,3pt,Jump Shot,[],203952,77.87450722733246,6.61764705882353,1610612744,46,44,2022-04-08T02:51:53Z,2640000,-217.0,155.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
265,PT05M41.00S,2022-04-08T02:51:54.4Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,46,44,2022-04-08T02:51:54Z,2650000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
266,PT05M34.00S,2022-04-08T02:52:01.0Z,2,REGULAR,3pt,Jump Shot,[],1626169,28.991458607095925,19.607843137254903,1610612747,46,47,2022-04-08T02:52:03Z,2660000,152.0,220.0,1,left,S. Johnson 26' 3PT  (6 PTS) (D. Augustin 3 AST),"[1626169, 201571]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,26.74,Made,,,,,,,,,,6.0,D. Augustin,201571.0,3.0,,,,,,
