actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
26,PT10M09.00S,2021-12-04T03:18:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,91.01511169513797,56.61764705882353,1610612756,5,5,2021-12-04T03:19:56Z,260000,33.0,32.0,1,right,MISS L. Shamet driving reverse Layup - blocked,"[1629013, 203110]",1610612756.0,PHX,driving reverse,,,Shamet,L. Shamet,,,,,4.6,Missed,,,,,Green,203110.0,,,,,,,,,,,,,
61,PT10M09.00S,2021-12-04T03:18:14.0Z,1,REGULAR,block,,[],203110,,,1610612756,5,5,2021-12-04T03:24:27Z,265000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M06.00S,2021-12-04T03:18:17.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,5,5,2021-12-04T03:19:56Z,270000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
28,PT10M03.00S,2021-12-04T03:18:20.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,3.1044678055190538,97.30392156862744,1610612744,8,5,2021-12-04T03:18:24Z,280000,-237.0,-23.0,1,left,A. Wiggins 3PT  (5 PTS) (J. Poole 2 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.76,Made,,,,,,,5.0,J. Poole,1629673.0,2.0,,,,,,,,,
30,PT09M45.00S,2021-12-04T03:18:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,83.919185282523,50.98039215686274,1610612756,8,5,2021-12-04T03:18:40Z,300000,5.0,99.0,1,right,MISS D. Ayton 9' driving floating Shot,[1629028],1610612756.0,PHX,driving floating,,,Ayton,D. Ayton,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M43.00S,2021-12-04T03:18:39.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,8,5,2021-12-04T03:23:45Z,310000,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,30.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
32,PT09M28.00S,2021-12-04T03:18:56.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,8,5,2021-12-04T03:18:56Z,320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M24.00S,2021-12-04T03:19:19.2Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,8,5,2021-12-04T03:19:21Z,330000,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,,,,,,,,,,,,,202037.0,,,,,1.0,,,
34,PT09M13.00S,2021-12-04T03:19:32.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],101108,91.93495400788436,22.54901960784314,1610612756,8,7,2021-12-04T03:19:34Z,340000,-137.0,23.0,1,right,C. Paul 13' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,13.93,Made,,,,,,,2.0,,,,,,,,,,,,
35,PT09M03.00S,2021-12-04T03:19:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.623521681997373,60.29411764705882,1610612744,8,7,2021-12-04T03:19:44Z,350000,-51.0,29.0,1,left,MISS J. Poole driving Layup - blocked,"[1629673, 1629028]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,5.89,Missed,,,,,Ayton,1629028.0,,,,,,,,,,,,,
36,PT09M03.00S,2021-12-04T03:19:42.1Z,1,REGULAR,block,,[],1629028,,,1610612744,8,7,2021-12-04T03:19:45Z,360000,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M01.00S,2021-12-04T03:19:44.1Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,8,7,2021-12-04T03:23:27Z,370000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M53.00S,2021-12-04T03:19:52.9Z,1,REGULAR,3pt,Jump Shot,[],203109,71.69842312746385,18.38235294117647,1610612756,8,7,2021-12-04T03:19:55Z,380000,-158.0,214.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M51.00S,2021-12-04T03:19:56.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,8,7,2021-12-04T03:19:56Z,390000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,
40,PT08M51.00S,2021-12-04T03:19:57.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,8,7,2021-12-04T03:19:57Z,400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2021-12-04T03:20:15.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,7.5722733245729295,49.26470588235294,1610612744,10,7,2021-12-04T03:20:17Z,410000,4.0,19.0,1,left,A. Wiggins DUNK (7 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,1.91,Made,,,,,,,7.0,D. Green,203110.0,1.0,,,,,,,,,
43,PT08M27.00S,2021-12-04T03:20:24.2Z,1,REGULAR,foul,personal,[],203110,,,1610612756,10,7,2021-12-04T03:20:34Z,430000,,,0,,D. Green take personal FOUL (1 PF),"[203110, 203109]",1610612744.0,GSW,take,,,Green,D. Green,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Crowder,203109.0,,,,
45,PT08M20.00S,2021-12-04T03:20:49.4Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,10,7,2021-12-04T03:20:50Z,450000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 203110]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,1.0,Green,203110.0,
46,PT08M20.00S,2021-12-04T03:20:49.4Z,1,REGULAR,steal,,[],203110,,,1610612744,10,7,2021-12-04T03:21:00Z,460000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2021-12-04T03:21:02.1Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,10,7,2021-12-04T03:53:47Z,470000,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,bad pass,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,1363.0,,,,,1.0,,,
48,PT08M00.00S,2021-12-04T03:21:19.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203109,84.83902759526939,51.71568627450981,1610612756,10,9,2021-12-04T03:21:23Z,480000,9.0,90.0,1,right,J. Crowder 9' driving floating Jump Shot (2 PTS) (L. Shamet 1 AST),"[203109, 1629013]",1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,9.04,Made,,,,,,,2.0,L. Shamet,1629013.0,1.0,,,,,,,,,
50,PT07M43.00S,2021-12-04T03:21:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.915243101182654,42.8921568627451,1610612744,12,9,2021-12-04T03:21:40Z,500000,36.0,13.0,1,left,D. Green driving finger roll Layup (2 PTS),[203110],1610612744.0,GSW,driving finger roll,,,Green,D. Green,,,,,3.76,Made,,,,,,,2.0,,,,,,,,,,,,
51,PT07M25.00S,2021-12-04T03:21:54.8Z,1,REGULAR,turnover,bad pass,[],203109,,,1610612756,12,9,2021-12-04T03:21:56Z,510000,,,0,,J. Crowder bad pass TURNOVER (1 TO),"[203109, 203110]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,1.0,Green,203110.0,
52,PT07M25.00S,2021-12-04T03:21:54.8Z,1,REGULAR,steal,,[],203110,,,1610612744,12,9,2021-12-04T03:21:56Z,520000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M13.00S,2021-12-04T03:22:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,7.835085413929041,43.13725490196079,1610612744,12,9,2021-12-04T03:22:10Z,530000,34.0,21.0,1,left,MISS K. Looney cutting Layup,[1626172],1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,4.03,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M11.00S,2021-12-04T03:22:09.5Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,12,9,2021-12-04T03:23:10Z,540000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT07M02.00S,2021-12-04T03:22:17.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,87.99277266754271,43.872549019607845,1610612756,12,9,2021-12-04T03:22:20Z,550000,-31.0,60.0,1,right,MISS D. Ayton 6' turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,6.77,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M02.00S,2021-12-04T03:22:21.1Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,12,9,2021-12-04T03:22:21Z,560000,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,55.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
57,PT07M02.00S,2021-12-04T03:22:21.6Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612756,12,9,2021-12-04T03:22:26Z,570000,,,0,,K. Looney shooting personal FOUL (1 PF) (Ayton 2 FT),"[1626172, 1629028]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Ayton,1629028.0,,,,
59,PT07M02.00S,2021-12-04T03:22:43.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629028,,,1610612756,12,10,2021-12-04T03:22:43Z,590000,,,0,,D. Ayton Free Throw 1 of 2 (1 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
60,PT07M02.00S,2021-12-04T03:22:48.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,12,10,2021-12-04T03:22:48Z,600000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2021-12-04T03:26:18.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629028,,,1610612756,12,11,2021-12-04T03:26:18Z,610000,,,0,,D. Ayton Free Throw 2 of 2 (2 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
63,PT06M45.00S,2021-12-04T03:26:40.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,12,11,2021-12-04T03:26:40Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2021-12-04T03:27:08.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,15.193823915900131,70.58823529411765,1610612744,12,11,2021-12-04T03:27:13Z,630000,-103.0,90.0,1,left,MISS J. Poole 13' fadeaway Shot,[1629673],1610612744.0,GSW,fadeaway,,,Poole,J. Poole,,,,,13.69,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2021-12-04T03:27:10.6Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,12,11,2021-12-04T03:28:35Z,640000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
67,PT06M26.00S,2021-12-04T03:27:21.3Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,12,11,2021-12-04T03:27:23Z,650000,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 203110]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,2.0,Green,203110.0,
68,PT06M26.00S,2021-12-04T03:27:21.3Z,1,REGULAR,steal,,[],203110,,,1610612744,12,11,2021-12-04T03:34:08Z,660000,,,0,,D. Green STEAL (3 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2021-12-04T03:27:25.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626172,8.229303547963205,49.01960784313725,1610612744,14,11,2021-12-04T03:29:06Z,670000,5.0,25.0,1,left,K. Looney running DUNK (2 PTS) (S. Curry 1 AST),"[1626172, 201939]",1610612744.0,GSW,running,,,Looney,K. Looney,,,,,2.54,Made,,,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,,,
72,PT05M57.00S,2021-12-04T03:27:50.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,86.02168199737189,48.77450980392157,1610612756,14,13,2021-12-04T03:28:08Z,700000,-6.0,79.0,1,right,D. Ayton 7' turnaround Hook (4 PTS) (L. Shamet 2 AST),"[1629028, 1629013]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,7.91,Made,,,,,,,4.0,L. Shamet,1629013.0,2.0,,,,,,,,,
74,PT05M47.00S,2021-12-04T03:27:59.4Z,1,REGULAR,3pt,Jump Shot,[],201939,25.443495400788436,89.70588235294117,1610612744,17,13,2021-12-04T03:28:03Z,720000,-199.0,187.0,1,left,S. Curry 27' 3PT step back (6 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.25,Made,,,,,,,6.0,,,,,,,,,,,,
75,PT05M26.00S,2021-12-04T03:28:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612756,17,13,2021-12-04T03:28:28Z,730000,,,0,,K. Looney shooting personal FOUL (2 PF) (Ayton 2 FT),"[1626172, 1629028]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,1363.0,2.0,0.0,Ayton,1629028.0,,,,
77,PT05M26.00S,2021-12-04T03:28:47.3Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,17,14,2021-12-04T03:28:47Z,750000,,,0,,D. Ayton Free Throw 1 of 2 (5 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
78,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612756,17,14,2021-12-04T03:29:05Z,760000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,out,[],201939,,,1610612756,17,14,2021-12-04T03:29:05Z,770000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,17,14,2021-12-04T03:29:05Z,780000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,out,[],203109,,,1610612756,17,14,2021-12-04T03:29:05Z,790000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,in,[],203490,,,1610612756,17,14,2021-12-04T03:29:05Z,800000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612756,17,14,2021-12-04T03:29:05Z,810000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,17,14,2021-12-04T03:29:05Z,820000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M26.00S,2021-12-04T03:28:47.9Z,1,REGULAR,substitution,in,[],1630688,,,1610612756,17,14,2021-12-04T03:29:05Z,830000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M26.00S,2021-12-04T03:29:22.8Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,17,14,2021-12-04T03:29:22Z,840000,,,0,,MISS D. Ayton Free Throw 2 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2021-12-04T03:29:23.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,17,14,2021-12-04T03:29:23Z,850000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT05M12.00S,2021-12-04T03:29:36.6Z,1,REGULAR,turnover,lost ball,[],1627780,,,1610612744,17,14,2021-12-04T03:38:08Z,860000,,,0,,G. Payton II lost ball TURNOVER (1 TO),"[1627780, 1630688]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,1.0,Wainright,1630688.0,
89,PT05M12.00S,2021-12-04T03:29:36.6Z,1,REGULAR,steal,,[],1630688,,,1610612756,17,14,2021-12-04T03:38:08Z,870000,,,0,,I. Wainright STEAL (1 STL),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M00.00S,2021-12-04T03:29:48.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630688,84.44480946123521,53.431372549019606,1610612756,17,14,2021-12-04T03:29:51Z,880000,17.0,94.0,1,right,MISS I. Wainright 9' driving floating Shot,[1630688],1610612756.0,PHX,driving floating,,,Wainright,I. Wainright,,,,,9.53,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M58.00S,2021-12-04T03:29:50.8Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,17,14,2021-12-04T03:30:23Z,890000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
92,PT04M40.00S,2021-12-04T03:30:08.4Z,1,REGULAR,2pt,Jump Shot,[],203952,22.552562417871222,67.64705882352942,1610612744,17,14,2021-12-04T03:30:11Z,900000,-88.0,159.0,1,left,MISS A. Wiggins 18' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,18.23,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M38.00S,2021-12-04T03:30:10.4Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,17,14,2021-12-04T03:30:35Z,910000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,92.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
94,PT04M36.00S,2021-12-04T03:30:13.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627780,5.590000152587891,50.0,1610612744,19,14,2021-12-04T03:30:38Z,920000,0.0,0.0,1,left,G. Payton II putback Layup (2 PTS),[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,,
