actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
270,PT04M51.00S,2022-03-31T02:59:58.6Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,42,41,2022-03-31T02:59:58Z,2660000,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,269.0,5.0,4.0,1.0,,,,,,,,,
271,PT04M51.00S,2022-03-31T02:59:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.40999984741211,50.0,1610612756,42,41,2022-03-31T02:59:58Z,2670000,0.0,0.0,1,right,MISS D. Ayton tip Layup,[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
272,PT04M51.00S,2022-03-31T02:59:59.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,42,41,2022-03-31T02:59:59Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,271.0,,,,,,,,,,,,
273,PT04M51.00S,2022-03-31T03:00:01.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,42,41,2022-03-31T03:00:01Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M51.00S,2022-03-31T03:00:02.0Z,2,REGULAR,substitution,out,[],1630228,,,1610612756,42,41,2022-03-31T03:00:09Z,2700000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M51.00S,2022-03-31T03:00:02.0Z,2,REGULAR,substitution,out,[],101108,,,1610612756,42,41,2022-03-31T03:00:09Z,2710000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M51.00S,2022-03-31T03:00:02.0Z,2,REGULAR,substitution,in,[],202691,,,1610612756,42,41,2022-03-31T03:00:09Z,2720000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M51.00S,2022-03-31T03:00:02.0Z,2,REGULAR,substitution,in,[],1626166,,,1610612756,42,41,2022-03-31T03:00:09Z,2730000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M49.00S,2022-03-31T03:00:22.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,92.85479632063075,44.85294117647059,1610612756,42,43,2022-03-31T03:00:27Z,2740000,-26.0,15.0,1,right,M. Bridges reverse Layup (12 PTS) (C. Payne 1 AST),"[1628969, 1626166]",1610612756.0,PHX,reverse,,,Bridges,M. Bridges,,,,,,,,,,,2.96,Made,,,,,12.0,C. Payne,1626166.0,1.0,,,,,
280,PT04M36.00S,2022-03-31T03:00:37.2Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612744,42,43,2022-03-31T03:00:43Z,2760000,,,0,,D. Booker shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1626164, 203952]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,2715.0,,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
282,PT04M36.00S,2022-03-31T03:01:03.8Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,43,43,2022-03-31T03:01:03Z,2780000,,,0,,A. Wiggins Free Throw 1 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
283,PT04M36.00S,2022-03-31T03:01:09.0Z,2,REGULAR,substitution,out,[],203490,,,1610612744,43,43,2022-03-31T03:01:11Z,2790000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M36.00S,2022-03-31T03:01:09.0Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,43,43,2022-03-31T03:01:11Z,2800000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M36.00S,2022-03-31T03:01:29.5Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,44,43,2022-03-31T03:01:29Z,2810000,,,0,,A. Wiggins Free Throw 2 of 2 (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
286,PT04M21.00S,2022-03-31T03:01:46.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,83.52496714848883,49.01960784313725,1610612756,44,45,2022-03-31T03:01:50Z,2820000,-5.0,102.0,1,right,D. Ayton 10' turnaround Hook (6 PTS),[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,,,,,,,10.25,Made,,,,,6.0,,,,,,,,
287,PT04M12.00S,2022-03-31T03:01:57.2Z,2,REGULAR,turnover,palming,[],1629673,,,1610612744,44,45,2022-03-31T03:02:01Z,2830000,,,0,,J. Poole palming TURNOVER (2 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,2715.0,2.0,,,,,,,,,,,,,,,,,,,
288,PT04M03.00S,2022-03-31T03:02:23.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629028,92.59198423127464,19.362745098039216,1610612756,44,45,2022-03-31T03:02:26Z,2840000,-153.0,17.0,1,right,MISS D. Ayton 15' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,,,,,,,15.42,Missed,,,,,,,,,,,,,
289,PT04M01.00S,2022-03-31T03:02:25.2Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,44,45,2022-03-31T03:02:53Z,2850000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,288.0,4.0,4.0,0.0,,,,,,,,,
290,PT03M54.00S,2022-03-31T03:02:48.2Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612744,44,45,2022-03-31T03:02:48Z,2860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M53.00S,2022-03-31T03:03:00.1Z,2,REGULAR,foul,personal,[],1626166,,,1610612744,44,45,2022-03-31T03:03:03Z,2870000,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 203952]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,2715.0,,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
293,PT03M48.00S,2022-03-31T03:03:24.4Z,2,REGULAR,3pt,Jump Shot,[],202691,32.276609724047304,58.57843137254902,1610612744,44,45,2022-03-31T03:03:49Z,2890000,-43.0,251.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,25.45,Missed,,,,,,,,,,,,,
294,PT03M47.00S,2022-03-31T03:03:25.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,44,45,2022-03-31T03:03:49Z,2900000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,
295,PT03M47.00S,2022-03-31T03:03:30.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,44,45,2022-03-31T03:03:44Z,2910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M40.00S,2022-03-31T03:04:01.0Z,2,REGULAR,3pt,Jump Shot,[],1626164,78.26872536136662,6.127450980392156,1610612756,44,45,2022-03-31T03:04:02Z,2920000,-219.0,152.0,1,right,MISS D. Booker 26' 3PT - blocked,"[1626164, 203952]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,26.68,Missed,,,,,,,,,,,Wiggins,203952.0,
297,PT03M40.00S,2022-03-31T03:04:01.0Z,2,REGULAR,block,,[],203952,,,1610612756,44,45,2022-03-31T03:04:04Z,2930000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M38.00S,2022-03-31T03:04:03.0Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,44,45,2022-03-31T03:04:35Z,2940000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,296.0,5.0,5.0,0.0,,,,,,,,,
299,PT03M31.00S,2022-03-31T03:04:09.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,9.674770039421814,47.549019607843135,1610612744,44,45,2022-03-31T03:04:46Z,2950000,12.0,38.0,1,left,MISS J. Poole running Layup,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,,,,,4.03,Missed,,,,,,,,,,,,,
300,PT03M31.00S,2022-03-31T03:04:13.0Z,2,REGULAR,rebound,offensive,[],1629673,,,1610612744,44,45,2022-03-31T03:04:13Z,2960000,,,0,,J. Poole REBOUND (Off:1 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,299.0,4.0,3.0,1.0,,,,,,,,,
301,PT03M31.00S,2022-03-31T03:04:13.9Z,2,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612744,44,45,2022-03-31T03:04:28Z,2970000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Poole 2 FT),"[1628969, 1629673]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,1627962.0,,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
303,PT03M31.00S,2022-03-31T03:04:42.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629673,,,1610612744,45,45,2022-03-31T03:04:42Z,2990000,,,0,,J. Poole Free Throw 1 of 2 (16 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,Made,,,,,16.0,,,,,,,,
304,PT03M31.00S,2022-03-31T03:05:13.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629673,,,1610612744,46,45,2022-03-31T03:05:13Z,3000000,,,0,,J. Poole Free Throw 2 of 2 (17 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,Made,,,,,17.0,,,,,,,,
305,PT03M31.00S,2022-03-31T03:05:26.4Z,2,REGULAR,stoppage,other,[],0,,,1610612756,46,45,2022-03-31T03:05:26Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M14.00S,2022-03-31T03:05:44.9Z,2,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612756,46,45,2022-03-31T03:05:47Z,3020000,,,0,,D. Ayton lost ball out-of-bounds TURNOVER (1 TO),[1629028],1610612756.0,PHX,lost ball,,,Ayton,D. Ayton,,,,,1627962.0,1.0,,,,,,,,,,,,,,,,,,,
307,PT03M07.00S,2022-03-31T03:06:00.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,11.12023653088042,36.029411764705884,1610612744,46,45,2022-03-31T03:06:02Z,3030000,70.0,52.0,1,left,MISS J. Poole 8' driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,,,,,,,8.71,Missed,,,,,,,,,,,,,
308,PT03M05.00S,2022-03-31T03:06:02.1Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,46,45,2022-03-31T03:06:24Z,3040000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,307.0,1.0,1.0,0.0,,,,,,,,,
309,PT03M03.00S,2022-03-31T03:06:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,92.46057818659659,55.63725490196079,1610612756,46,47,2022-03-31T03:06:09Z,3050000,28.0,18.0,1,right,M. Bridges running Layup (14 PTS) (C. Payne 2 AST),"[1628969, 1626166]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,,,,3.37,Made,,,,,14.0,C. Payne,1626166.0,2.0,,,,,
311,PT03M03.00S,2022-03-31T03:06:10.5Z,2,REGULAR,foul,personal,['1freethrow'],203110,,,1610612756,46,47,2022-03-31T03:06:20Z,3070000,,,0,,D. Green shooting personal FOUL (2 PF) (Bridges 1 FT),"[203110, 1628969]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,1627962.0,,2.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
313,PT03M03.00S,2022-03-31T03:06:38.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628969,,,1610612756,46,48,2022-03-31T03:06:38Z,3090000,,,0,,M. Bridges Free Throw 1 of 1 (15 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,,,,15.0,,,,,,,,
314,PT02M43.00S,2022-03-31T03:07:03.4Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612744,46,48,2022-03-31T03:07:14Z,3100000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1629028, 203952]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,1627962.0,,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
316,PT02M43.00S,2022-03-31T03:07:13.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,46,48,2022-03-31T03:07:13Z,3120000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M43.00S,2022-03-31T03:07:16.8Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,46,48,2022-03-31T03:10:17Z,3130000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M43.00S,2022-03-31T03:07:16.8Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,46,48,2022-03-31T03:10:17Z,3140000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M43.00S,2022-03-31T03:10:42.4Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,46,48,2022-03-31T03:10:42Z,3150000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Missed,,,,,,,,,,,,,
320,PT02M43.00S,2022-03-31T03:10:42.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,46,48,2022-03-31T03:10:42Z,3160000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,
321,PT02M43.00S,2022-03-31T03:10:58.8Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,46,48,2022-03-31T03:10:58Z,3170000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Missed,,,,,,,,,,,,,
322,PT02M42.00S,2022-03-31T03:10:59.8Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,46,48,2022-03-31T03:10:59Z,3180000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,321.0,6.0,5.0,1.0,,,,,,,,,
323,PT02M26.00S,2022-03-31T03:11:14.4Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,46,48,2022-03-31T03:11:16Z,3190000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1629673]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,1.0,,,,,,,,,,,,,,,Poole,1629673.0,,,
324,PT02M26.00S,2022-03-31T03:11:14.4Z,2,REGULAR,steal,,[],1629673,,,1610612744,46,48,2022-03-31T03:11:16Z,3200000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M22.00S,2022-03-31T03:11:17.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,33.85348226018397,58.333333333333336,1610612744,46,48,2022-03-31T03:12:07Z,3210000,-42.0,266.0,1,left,MISS J. Poole 26' running pullup 3PT,[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,,,,,,,26.9,Missed,,,,,,,,,,,,,
326,PT02M19.00S,2022-03-31T03:11:22.1Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,46,48,2022-03-31T03:11:22Z,3220000,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,325.0,4.0,2.0,2.0,,,,,,,,,
327,PT02M17.00S,2022-03-31T03:11:23.8Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202691,9.280551905387648,11.76470588235294,1610612744,46,48,2022-03-31T03:11:26Z,3230000,191.0,35.0,1,left,MISS K. Thompson 19' Jump Shot,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,19.43,Missed,,,,,,,,,,,,,
328,PT02M14.00S,2022-03-31T03:11:27.5Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,46,48,2022-03-31T03:11:27Z,3240000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,327.0,2.0,2.0,0.0,,,,,,,,,
329,PT02M03.00S,2022-03-31T03:11:38.7Z,2,REGULAR,3pt,Jump Shot,[],1626166,66.04796320630749,64.70588235294117,1610612756,46,48,2022-03-31T03:11:40Z,3250000,74.0,267.0,1,right,MISS C. Payne 27' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,27.65,Missed,,,,,,,,,,,,,
330,PT02M00.00S,2022-03-31T03:11:41.5Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,46,48,2022-03-31T03:11:41Z,3260000,,,0,,J. Poole REBOUND (Off:1 Def:4),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,329.0,5.0,4.0,1.0,,,,,,,,,
331,PT01M52.00S,2022-03-31T03:11:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,9.411957950065702,55.392156862745104,1610612744,46,48,2022-03-31T03:11:54Z,3270000,-27.0,36.0,1,left,MISS K. Thompson driving Layup - blocked,"[202691, 203109]",1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,,,,,,,4.5,Missed,,,,,,,,,,,Crowder,203109.0,
332,PT01M52.00S,2022-03-31T03:11:52.0Z,2,REGULAR,block,,[],203109,,,1610612744,46,48,2022-03-31T03:11:55Z,3280000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M52.00S,2022-03-31T03:11:56.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,46,48,2022-03-31T03:11:56Z,3290000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,331.0,,,,,,,,,,,,
334,PT01M52.00S,2022-03-31T03:11:57.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,46,48,2022-03-31T03:11:57Z,3300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M52.00S,2022-03-31T03:11:59.1Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,46,48,2022-03-31T03:12:01Z,3310000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M52.00S,2022-03-31T03:11:59.1Z,2,REGULAR,substitution,in,[],101108,,,1610612756,46,48,2022-03-31T03:12:01Z,3320000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M37.00S,2022-03-31T03:12:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,85.10183968462549,48.77450980392157,1610612756,46,50,2022-03-31T03:12:27Z,3330000,-6.0,88.0,1,right,M. Bridges 8' turnaround Jump Shot (17 PTS) (D. Booker 2 AST),"[1628969, 1626164]",1610612756.0,PHX,turnaround,,,Bridges,M. Bridges,,,,,,,,,,,8.77,Made,,,,,17.0,D. Booker,1626164.0,2.0,,,,,
339,PT01M20.00S,2022-03-31T03:12:40.4Z,2,REGULAR,3pt,Jump Shot,[],202691,25.04927726675427,83.33333333333334,1610612744,46,50,2022-03-31T03:12:42Z,3350000,-167.0,183.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,24.75,Missed,,,,,,,,,,,,,
340,PT01M18.00S,2022-03-31T03:12:42.4Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,46,50,2022-03-31T03:13:22Z,3360000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,339.0,3.0,3.0,0.0,,,,,,,,,
341,PT01M05.00S,2022-03-31T03:12:55.2Z,2,REGULAR,2pt,Jump Shot,[],1626164,88.51839684625493,74.75490196078431,1610612756,46,50,2022-03-31T03:13:02Z,3370000,124.0,55.0,1,right,MISS D. Booker 13' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,,,,13.56,Missed,,,,,,,,,,,,,
342,PT01M02.00S,2022-03-31T03:12:58.2Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,46,50,2022-03-31T03:13:02Z,3380000,,,0,,J. Poole REBOUND (Off:1 Def:5),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,341.0,6.0,5.0,1.0,,,,,,,,,
343,PT00M56.00S,2022-03-31T03:13:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.046649145860711,58.333333333333336,1610612744,48,50,2022-03-31T03:13:09Z,3390000,-42.0,14.0,1,left,G. Payton II reverse Layup (4 PTS) (D. Green 5 AST),"[1627780, 203110]",1610612744.0,GSW,reverse,,,Payton II,G. Payton II,,,,,,,,,,,4.39,Made,,,,,4.0,D. Green,203110.0,5.0,,,,,
345,PT00M40.60S,2022-03-31T03:13:26.5Z,2,REGULAR,foul,personal,[],1629673,,,1610612756,48,50,2022-03-31T03:13:28Z,3410000,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1626164]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,2715.0,,3.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
347,PT00M40.60S,2022-03-31T03:13:53.3Z,2,REGULAR,substitution,out,[],1629673,,,1610612756,48,50,2022-03-31T03:14:01Z,3430000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M40.60S,2022-03-31T03:13:53.3Z,2,REGULAR,substitution,in,[],1630541,,,1610612756,48,50,2022-03-31T03:14:01Z,3440000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M33.80S,2022-03-31T03:14:16.1Z,2,REGULAR,3pt,Jump Shot,[],1626164,72.48685939553219,17.15686274509804,1610612756,48,50,2022-03-31T03:14:19Z,3450000,-164.0,206.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,,26.35,Missed,,,,,,,,,,,,,
350,PT00M31.90S,2022-03-31T03:14:18.0Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,48,50,2022-03-31T03:14:27Z,3460000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,349.0,6.0,6.0,0.0,,,,,,,,,
351,PT00M10.30S,2022-03-31T03:14:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,15.325229960578188,48.77450980392157,1610612744,48,50,2022-03-31T03:14:41Z,3470000,6.0,92.0,1,left,MISS K. Thompson 9' driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,,,,,,,9.18,Missed,,,,,,,,,,,,,
352,PT00M08.80S,2022-03-31T03:14:40.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,48,50,2022-03-31T03:15:06Z,3480000,,,0,,D. Ayton REBOUND (Off:1 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,351.0,7.0,6.0,1.0,,,,,,,,,
353,PT00M01.30S,2022-03-31T03:14:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,86.94152431011827,44.85294117647059,1610612756,48,50,2022-03-31T03:16:09Z,3490000,-26.0,70.0,1,right,MISS D. Ayton 7' driving floating Shot,[1629028],1610612756.0,PHX,driving floating,,,Ayton,D. Ayton,,,,,,,,,,,7.48,Missed,,,,,,,,,,,,,
354,PT00M00.80S,2022-03-31T03:14:49.8Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,48,50,2022-03-31T03:16:09Z,3500000,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,353.0,8.0,6.0,2.0,,,,,,,,,
357,PT00M00.00S,2022-03-31T03:14:57.9Z,2,REGULAR,period,end,[],0,,,1610612756,48,50,2022-03-31T03:14:57Z,3530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-31T03:30:32.1Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612756,48,50,2022-03-31T03:30:43Z,3540000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-03-31T03:30:32.1Z,3,REGULAR,substitution,out,['startperiod'],1630541,,,1610612756,48,50,2022-03-31T03:30:43Z,3550000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
