actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
367,PT11M17.00S,2021-10-22T03:34:32.5Z,3,REGULAR,steal,,[],203952,,,1610612744,69,67,2021-10-22T03:34:34Z,3660000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M14.00S,2021-10-22T03:34:36.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,94.03745072273325,52.20588235294118,1610612744,71,67,2021-10-22T03:34:44Z,3670000,11.0,4.0,1,right,A. Wiggins running DUNK (15 PTS),[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,,,,,,1.15,Made,,,,,,,15.0,,,,,,,
369,PT11M13.00S,2021-10-22T03:34:42.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,71,67,2021-10-22T03:34:42Z,3680000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT11M13.00S,2021-10-22T03:37:02.2Z,3,REGULAR,substitution,out,[],202694,,,1610612746,71,67,2021-10-22T03:37:21Z,3690000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT11M13.00S,2021-10-22T03:37:02.2Z,3,REGULAR,substitution,in,[],1629611,,,1610612746,71,67,2021-10-22T03:37:21Z,3700000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT10M58.00S,2021-10-22T03:38:16.9Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612746,71,67,2021-10-22T03:38:25Z,3710000,,,0,,S. Curry shooting personal FOUL (2 PF) (Bledsoe 2 FT),"[201939, 202339]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,1199.0,2.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
376,PT10M58.00S,2021-10-22T03:38:56.3Z,3,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,71,68,2021-10-22T03:39:01Z,3730000,,,0,,E. Bledsoe Free Throw 1 of 2 (16 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,Made,,,,,,,16.0,,,,,,,
377,PT10M58.00S,2021-10-22T03:38:56.3Z,3,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,71,68,2021-10-22T03:39:01Z,3740000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,Missed,,,,,,,,,,,,,,
378,PT10M54.00S,2021-10-22T03:39:00.3Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,71,68,2021-10-22T03:39:01Z,3750000,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,377.0,5.0,2.0,3.0,,,,,,,,,,
379,PT10M47.00S,2021-10-22T03:39:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,94.1688567674113,51.71568627450981,1610612744,73,68,2021-10-22T03:39:14Z,3760000,9.0,2.0,1,right,A. Wiggins driving Layup (17 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,0.89,Made,,,,,,,17.0,,,,,,,
380,PT10M35.00S,2021-10-22T03:39:18.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,6.389618922470433,50.245098039215684,1610612746,73,68,2021-10-22T03:39:24Z,3770000,-1.0,8.0,1,left,MISS I. Zubac Layup - blocked,"[1627826, 203952]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,0.77,Missed,,,,,Wiggins,203952.0,,,,,,,,
381,PT10M35.00S,2021-10-22T03:39:18.2Z,3,REGULAR,block,,[],203952,,,1610612746,73,68,2021-10-22T03:39:20Z,3780000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT10M31.00S,2021-10-22T03:39:22.2Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,73,68,2021-10-22T03:39:24Z,3790000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,380.0,2.0,1.0,1.0,,,,,,,,,,
383,PT10M30.00S,2021-10-22T03:39:22.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,11.383048620236531,51.71568627450981,1610612746,73,68,2021-10-22T03:39:32Z,3800000,-9.0,55.0,1,left,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,,,,,,5.52,Missed,,,,,,,,,,,,,,
384,PT10M30.00S,2021-10-22T03:39:22.4Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,73,68,2021-10-22T03:39:32Z,3810000,,,0,,K. Looney REBOUND (Off:3 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,383.0,4.0,1.0,3.0,,,,,,,,,,
385,PT10M24.00S,2021-10-22T03:39:28.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203952,78.40013140604468,10.294117647058822,1610612744,73,68,2021-10-22T03:39:37Z,3820000,-199.0,151.0,1,right,MISS A. Wiggins 24' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,24.91,Missed,,,,,,,,,,,,,,
386,PT10M20.00S,2021-10-22T03:39:32.5Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,73,68,2021-10-22T03:39:37Z,3830000,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,385.0,4.0,4.0,0.0,,,,,,,,,,
387,PT10M08.00S,2021-10-22T03:39:44.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,7.440867279894875,50.49019607843137,1610612746,73,70,2021-10-22T03:39:52Z,3840000,-2.0,17.0,1,left,E. Bledsoe driving floating bank Jump Shot (18 PTS),[202339],1610612746.0,LAC,driving floating bank,,,Bledsoe,E. Bledsoe,,,,,,,,,,1.76,Made,,,,,,,18.0,,,,,,,
388,PT09M48.00S,2021-10-22T03:40:04.2Z,3,REGULAR,3pt,Jump Shot,[],201939,71.69842312746385,27.696078431372552,1610612744,73,70,2021-10-22T03:40:16Z,3850000,-112.0,214.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,24.09,Missed,,,,,,,,,,,,,,
389,PT09M43.00S,2021-10-22T03:40:09.2Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,73,70,2021-10-22T03:40:16Z,3860000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,388.0,3.0,2.0,1.0,,,,,,,,,,
390,PT09M41.00S,2021-10-22T03:40:10.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202704,7.30946123521682,50.73529411764706,1610612746,73,70,2021-10-22T03:40:21Z,3870000,-4.0,16.0,1,left,MISS R. Jackson running DUNK,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,,,,,,1.66,Missed,,,,,,,,,,,,,,
391,PT09M38.00S,2021-10-22T03:40:14.6Z,3,REGULAR,rebound,offensive,[],202339,,,1610612746,73,70,2021-10-22T03:40:14Z,3880000,,,0,,E. Bledsoe REBOUND (Off:1 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,390.0,2.0,1.0,1.0,,,,,,,,,,
392,PT09M36.00S,2021-10-22T03:40:16.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,5.601182654402102,50.98039215686274,1610612746,73,72,2021-10-22T03:40:24Z,3890000,-5.0,0.0,1,left,I. Zubac DUNK (12 PTS) (T. Mann 2 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,0.49,Made,,,,,,,12.0,T. Mann,1629611.0,2.0,,,,
394,PT09M20.00S,2021-10-22T03:40:32.3Z,3,REGULAR,2pt,Jump Shot,[],1629673,77.4802890932983,45.588235294117645,1610612744,73,72,2021-10-22T03:40:37Z,3910000,-22.0,159.0,1,right,MISS J. Poole 16' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,,,16.07,Missed,,,,,,,,,,,,,,
395,PT09M16.00S,2021-10-22T03:40:36.3Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,73,72,2021-10-22T03:40:41Z,3920000,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,394.0,5.0,5.0,0.0,,,,,,,,,,
396,PT09M10.00S,2021-10-22T03:40:42.6Z,3,REGULAR,3pt,Jump Shot,[],202339,25.443495400788436,86.02941176470588,1610612746,73,72,2021-10-22T03:40:47Z,3930000,-180.0,187.0,1,left,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,25.94,Missed,,,,,,,,,,,,,,
397,PT09M07.00S,2021-10-22T03:40:45.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,73,72,2021-10-22T03:40:47Z,3940000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,,,
398,PT09M07.00S,2021-10-22T03:40:47.5Z,3,REGULAR,foul,personal,[],1627826,,,1610612744,73,72,2021-10-22T03:40:54Z,3950000,,,0,,I. Zubac take personal FOUL (1 PF),"[1627826, 201939]",1610612746.0,LAC,take,,,Zubac,I. Zubac,,,,,203593.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
400,PT09M07.00S,2021-10-22T03:40:57.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,73,72,2021-10-22T03:40:57Z,3970000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M55.00S,2021-10-22T03:44:32.5Z,3,REGULAR,foul,personal,['2freethrow'],202331,,,1610612744,73,72,2021-10-22T03:44:39Z,3980000,,,0,,P. George shooting personal FOUL (3 PF) (Looney 2 FT),"[202331, 1626172]",1610612746.0,LAC,shooting,,,George,P. George,,,,,2534.0,3.0,1.0,Looney,1626172.0,,,,,,,,,,,,,,,,
403,PT08M55.00S,2021-10-22T03:45:01.3Z,3,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,74,72,2021-10-22T03:45:01Z,4000000,,,0,,K. Looney Free Throw 1 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
404,PT08M55.00S,2021-10-22T03:45:10.7Z,3,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,75,72,2021-10-22T03:45:10Z,4010000,,,0,,K. Looney Free Throw 2 of 2 (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
405,PT08M42.00S,2021-10-22T03:45:24.5Z,3,REGULAR,3pt,Jump Shot,[],202331,32.14520367936925,52.20588235294118,1610612746,75,72,2021-10-22T03:45:29Z,4020000,-11.0,250.0,1,left,MISS P. George 24' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,24.99,Missed,,,,,,,,,,,,,,
406,PT08M39.00S,2021-10-22T03:45:27.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,75,72,2021-10-22T03:45:29Z,4030000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,405.0,5.0,2.0,3.0,,,,,,,,,,
407,PT08M31.00S,2021-10-22T03:45:39.5Z,3,REGULAR,foul,personal,[],1629611,,,1610612744,75,72,2021-10-22T03:45:47Z,4040000,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 1629673]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,203593.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,,
409,PT08M26.00S,2021-10-22T03:45:56.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,81.68528252299606,40.68627450980392,1610612744,75,72,2021-10-22T03:46:07Z,4060000,-47.0,120.0,1,right,MISS J. Poole 12' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,12.85,Missed,,,,,,,,,,,,,,
410,PT08M22.00S,2021-10-22T03:46:00.3Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,75,72,2021-10-22T03:47:26Z,4070000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,409.0,3.0,2.0,1.0,,,,,,,,,,
411,PT08M18.00S,2021-10-22T03:46:06.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,7.966491458607096,3.6764705882352944,1610612746,75,75,2021-10-22T03:46:12Z,4080000,232.0,22.0,1,left,T. Mann 3PT  (5 PTS) (E. Bledsoe 2 AST),"[1629611, 202339]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,23.27,Made,,,,,,,5.0,E. Bledsoe,202339.0,2.0,,,,
413,PT08M00.00S,2021-10-22T03:46:22.2Z,3,REGULAR,2pt,Jump Shot,[],201939,78.40013140604468,45.34313725490196,1610612744,75,75,2021-10-22T03:46:26Z,4100000,-23.0,151.0,1,right,MISS S. Curry 15' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,15.23,Missed,,,,,,,,,,,,,,
414,PT07M58.00S,2021-10-22T03:46:24.2Z,3,REGULAR,rebound,defensive,[],202339,,,1610612746,75,75,2021-10-22T03:46:26Z,4110000,,,0,,E. Bledsoe REBOUND (Off:1 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,413.0,3.0,2.0,1.0,,,,,,,,,,
415,PT07M51.00S,2021-10-22T03:46:35.0Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612746,75,75,2021-10-22T03:46:43Z,4120000,,,0,,K. Looney shooting personal FOUL (3 PF) (Zubac 2 FT),"[1626172, 1627826]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,203593.0,3.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,,
417,PT07M51.00S,2021-10-22T03:47:07.2Z,3,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,75,75,2021-10-22T03:47:07Z,4140000,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Missed,,,,,,,,,,,,,,
418,PT07M51.00S,2021-10-22T03:47:07.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,75,75,2021-10-22T03:47:07Z,4150000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,
419,PT07M51.00S,2021-10-22T03:47:22.1Z,3,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,75,76,2021-10-22T03:47:22Z,4160000,,,0,,I. Zubac Free Throw 2 of 2 (13 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,Made,,,,,,,13.0,,,,,,,
420,PT07M37.00S,2021-10-22T03:47:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,86.81011826544021,49.26470588235294,1610612744,77,76,2021-10-22T03:47:46Z,4170000,-4.0,71.0,1,right,D. Green 7' driving floating Jump Shot (3 PTS),[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,,,,,,7.16,Made,,,,,,,3.0,,,,,,,
421,PT07M15.00S,2021-10-22T03:47:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.440867279894875,53.18627450980392,1610612746,77,76,2021-10-22T03:48:06Z,4180000,-16.0,17.0,1,left,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,,2.36,Missed,,,,,,,,,,,,,,
422,PT07M12.00S,2021-10-22T03:48:02.6Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,77,76,2021-10-22T03:48:06Z,4190000,,,0,,K. Looney REBOUND (Off:3 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,421.0,6.0,3.0,3.0,,,,,,,,,,
423,PT07M04.00S,2021-10-22T03:48:10.6Z,3,REGULAR,3pt,Jump Shot,[],201939,69.99014454664915,25.0,1610612744,80,76,2021-10-22T03:48:15Z,4200000,-125.0,230.0,1,right,S. Curry 26' 3PT  (31 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,26.14,Made,,,,,,,31.0,D. Green,203110.0,6.0,,,,
425,PT06M49.00S,2021-10-22T03:48:25.0Z,3,REGULAR,2pt,Jump Shot,[],202331,13.87976346911958,20.098039215686274,1610612746,80,76,2021-10-22T03:48:32Z,4220000,150.0,78.0,1,left,MISS P. George 16' turnaround Shot,[202331],1610612746.0,LAC,turnaround,,,George,P. George,,,,,,,,,,16.86,Missed,,,,,,,,,,,,,,
426,PT06M47.00S,2021-10-22T03:48:27.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,80,76,2021-10-22T03:48:32Z,4230000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,
427,PT06M47.00S,2021-10-22T03:48:32.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,80,76,2021-10-22T03:48:32Z,4240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M38.00S,2021-10-22T03:48:44.0Z,3,REGULAR,3pt,Jump Shot,[],203952,94.21813403416557,2.9641544117647056,1610612744,80,76,2021-10-22T03:48:50Z,4250000,-235.0,2.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,23.52,Missed,,,,,,,,,,,,,,
429,PT06M34.00S,2021-10-22T03:48:48.0Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,80,76,2021-10-22T03:48:50Z,4260000,,,0,,R. Jackson REBOUND (Off:1 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,428.0,4.0,3.0,1.0,,,,,,,,,,
430,PT06M27.00S,2021-10-22T03:48:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.652431011826544,53.67647058823529,1610612746,80,78,2021-10-22T03:49:07Z,4270000,-18.0,10.0,1,left,R. Jackson Layup (2 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,2.09,Made,,,,,,,2.0,,,,,,,
431,PT06M20.00S,2021-10-22T03:49:02.8Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,80,78,2021-10-22T03:49:11Z,4280000,,,0,,J. Poole bad pass out-of-bounds TURNOVER (5 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,1199.0,,,,,,,,,,,,,,,,,5.0,,,
432,PT06M05.00S,2021-10-22T03:49:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202331,6.783837056504599,49.754901960784316,1610612746,80,80,2021-10-22T03:49:31Z,4290000,1.0,11.0,1,left,P. George driving Layup (24 PTS) (I. Zubac 2 AST),"[202331, 1627826]",1610612746.0,LAC,driving,,,George,P. George,,,,,,,,,,1.14,Made,,,,,,,24.0,I. Zubac,1627826.0,2.0,,,,
434,PT05M56.00S,2021-10-22T03:49:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.24901445466492,47.549019607843135,1610612744,82,80,2021-10-22T03:49:39Z,4310000,-12.0,11.0,1,right,D. Green Layup (5 PTS) (A. Wiggins 2 AST),"[203110, 203952]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,1.65,Made,,,,,,,5.0,A. Wiggins,203952.0,2.0,,,,
436,PT05M56.00S,2021-10-22T03:49:38.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627826,,,1610612744,82,80,2021-10-22T03:49:48Z,4330000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Green 1 FT),"[1627826, 203110]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,1199.0,2.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
438,PT05M56.00S,2021-10-22T03:50:10.1Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203110,,,1610612744,82,80,2021-10-22T03:50:10Z,4350000,,,0,,MISS D. Green Free Throw 1 of 1,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
439,PT05M53.00S,2021-10-22T03:50:11.0Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,82,80,2021-10-22T03:50:11Z,4360000,,,0,,P. George REBOUND (Off:0 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,438.0,6.0,6.0,0.0,,,,,,,,,,
440,PT05M56.00S,2021-10-22T03:50:12.1Z,3,REGULAR,memo,,[],0,,,1610612746,82,80,2021-10-22T03:50:12Z,4370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378th Sellout
441,PT05M49.00S,2021-10-22T03:50:14.8Z,3,REGULAR,3pt,Jump Shot,[],202704,30.56833114323259,74.26470588235294,1610612746,82,80,2021-10-22T03:50:20Z,4380000,-121.0,235.0,1,left,MISS R. Jackson 26' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,26.43,Missed,,,,,,,,,,,,,,
442,PT05M44.00S,2021-10-22T03:50:19.8Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,82,80,2021-10-22T03:50:20Z,4390000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,441.0,4.0,4.0,0.0,,,,,,,,,,
443,PT05M41.00S,2021-10-22T03:50:22.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,71.30420499342969,81.12745098039215,1610612744,82,80,2021-10-22T03:50:32Z,4400000,156.0,217.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,26.72,Missed,,,,,,,,,,,,,,
444,PT05M39.00S,2021-10-22T03:50:24.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,82,80,2021-10-22T03:50:32Z,4410000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,
445,PT05M39.00S,2021-10-22T03:50:32.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,82,80,2021-10-22T03:50:32Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M39.00S,2021-10-22T03:50:34.2Z,3,REGULAR,substitution,out,[],1629673,,,1610612746,82,80,2021-10-22T03:50:38Z,4430000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M39.00S,2021-10-22T03:50:34.2Z,3,REGULAR,substitution,in,[],1627814,,,1610612746,82,80,2021-10-22T03:50:38Z,4440000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M20.00S,2021-10-22T03:51:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,7.703679369250986,50.245098039215684,1610612746,82,80,2021-10-22T03:51:11Z,4450000,-1.0,20.0,1,left,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,,,,1.99,Missed,,,,,,,,,,,,,,
449,PT05M16.00S,2021-10-22T03:51:12.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,82,80,2021-10-22T03:51:11Z,4460000,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,448.0,5.0,5.0,0.0,,,,,,,,,,
450,PT05M01.00S,2021-10-22T03:51:26.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,88.96189224704337,49.77787990196079,1610612744,82,80,2021-10-22T03:51:34Z,4470000,-1.0,51.0,1,right,MISS D. Lee driving floating Shot,[1627814],1610612744.0,GSW,driving floating,,,Lee,D. Lee,,,,,,,,,,5.13,Missed,,,,,,,,,,,,,,
451,PT04M55.00S,2021-10-22T03:51:32.4Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,82,80,2021-10-22T03:51:34Z,4480000,,,0,,K. Looney REBOUND (Off:4 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,450.0,7.0,3.0,4.0,,,,,,,,,,
452,PT04M55.00S,2021-10-22T03:51:31.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,84,80,2021-10-22T03:51:31Z,4490000,0.0,0.0,1,right,K. Looney tip Layup (6 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,,,,,,0.0,Made,,,,,,,6.0,,,,,,,
453,PT04M44.00S,2021-10-22T03:51:43.1Z,3,REGULAR,2pt,Jump Shot,[],202704,20.05584756898817,22.30392156862745,1610612746,84,80,2021-10-22T03:51:48Z,4500000,138.0,136.0,1,left,MISS R. Jackson 19' Jump Shot,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,19.41,Missed,,,,,,,,,,,,,,
454,PT04M41.00S,2021-10-22T03:51:46.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,84,80,2021-10-22T03:51:48Z,4510000,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,453.0,6.0,6.0,0.0,,,,,,,,,,
