actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
256,PT04M36.00S,2022-12-04T23:52:49.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,45,48,2022-12-04T23:52:53Z,2540000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,255.0,2.0,2.0,0.0,,,
257,PT04M29.00S,2022-12-04T23:52:56.8Z,2,REGULAR,2pt,Jump Shot,[],201143,3.7614980289093296,76.22549019607843,1610612738,45,48,2022-12-04T23:53:01Z,2550000,False,-131.0,-17.0,1,left,MISS A. Horford 13' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,13.22,Missed,,,,,,,,,,,,,,,,,,
258,PT04M26.00S,2022-12-04T23:53:00.5Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,45,48,2022-12-04T23:53:00Z,2560000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,257.0,3.0,2.0,1.0,,,
259,PT04M22.00S,2022-12-04T23:53:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,5.338370565045992,65.44117647058823,1610612738,45,48,2022-12-04T23:53:08Z,2570000,False,-77.0,-2.0,1,left,MISS M. Brogdon 7' driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
260,PT04M19.00S,2022-12-04T23:53:08.0Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,45,48,2022-12-04T23:53:08Z,2580000,False,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,259.0,4.0,4.0,0.0,,,
261,PT04M16.00S,2022-12-04T23:53:10.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201142,90.48948751642575,53.431372549019606,1610612751,45,48,2022-12-04T23:53:21Z,2590000,False,17.0,37.0,1,right,MISS K. Durant running Layup,[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
262,PT04M13.00S,2022-12-04T23:53:14.0Z,2,REGULAR,rebound,offensive,[],202681,,,1610612751,45,48,2022-12-04T23:53:14Z,2600000,False,,,0,,K. Irving REBOUND (Off:1 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,261.0,5.0,4.0,1.0,,,
263,PT04M09.00S,2022-12-04T23:53:17.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203925,66.83639947437582,55.392156862745104,1610612751,48,48,2022-12-04T23:53:24Z,2610000,False,27.0,259.0,1,right,J. Harris 26' 3PT  (11 PTS) (R. O'Neale 2 AST),"[203925, 1626220]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,26.06,Made,11.0,,,,,,R. O'Neale,1626220.0,2.0,,,,,,,,,
265,PT03M48.00S,2022-12-04T23:53:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.959921156373195,58.82352941176471,1610612738,48,50,2022-12-04T23:53:42Z,2630000,False,-44.0,69.0,1,left,J. Brown 8' turnaround Jump Shot (22 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,8.21,Made,22.0,,,,,,,,,,,,,,,,,
266,PT03M39.00S,2022-12-04T23:53:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.24901445466492,45.83333333333333,1610612751,48,50,2022-12-04T23:53:54Z,2640000,False,-21.0,11.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,,
267,PT03M36.00S,2022-12-04T23:53:49.8Z,2,REGULAR,rebound,offensive,[],202681,,,1610612751,48,50,2022-12-04T23:53:49Z,2650000,False,,,0,,K. Irving REBOUND (Off:2 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,266.0,6.0,4.0,2.0,,,
268,PT03M36.00S,2022-12-04T23:53:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202681,94.40999984741211,50.0,1610612751,48,50,2022-12-04T23:53:49Z,2660000,False,0.0,0.0,1,right,MISS K. Irving tip Layup,[202681],1610612751.0,BKN,tip,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
269,PT03M34.00S,2022-12-04T23:53:51.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,50,2022-12-04T23:53:51Z,2670000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,268.0,5.0,4.0,1.0,,,
270,PT03M15.00S,2022-12-04T23:54:11.0Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.17411300919842,30.637254901960787,1610612738,48,53,2022-12-04T23:54:15Z,2680000,False,97.0,231.0,1,left,M. Brogdon 25' 3PT  (10 PTS) (J. Brown 2 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.06,Made,10.0,,,,,,J. Brown,1627759.0,2.0,,,,,,,,,
272,PT02M56.00S,2022-12-04T23:54:29.7Z,2,REGULAR,3pt,Jump Shot,[],201142,75.3777923784494,85.7843137254902,1610612751,48,53,2022-12-04T23:54:34Z,2700000,False,179.0,179.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
273,PT02M53.00S,2022-12-04T23:54:32.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,53,2022-12-04T23:54:34Z,2710000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,272.0,4.0,3.0,1.0,,,
274,PT02M34.00S,2022-12-04T23:54:52.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.296320630749015,38.23529411764706,1610612738,48,55,2022-12-04T23:54:58Z,2720000,False,59.0,110.0,1,left,J. Tatum 12' fadeaway Jump Shot (7 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,12.48,Made,7.0,,,,,,,,,,,,,,,,,
275,PT02M32.00S,2022-12-04T23:55:06.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,48,55,2022-12-04T23:55:06Z,2730000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M32.00S,2022-12-04T23:55:07.1Z,2,REGULAR,substitution,out,[],203925,,,1610612751,48,55,2022-12-04T23:57:38Z,2740000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M32.00S,2022-12-04T23:55:07.1Z,2,REGULAR,substitution,in,[],203552,,,1610612751,48,55,2022-12-04T23:57:38Z,2750000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M10.00S,2022-12-04T23:58:15.4Z,2,REGULAR,2pt,Jump Shot,[],201142,75.77201051248358,68.62745098039215,1610612751,50,55,2022-12-04T23:58:19Z,2760000,False,93.0,175.0,1,right,K. Durant 19' pullup Jump Shot (13 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,19.84,Made,13.0,,,,,,,,,,,,,,,,,
279,PT01M54.00S,2022-12-04T23:58:33.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612738,50,55,2022-12-04T23:58:54Z,2770000,False,,,0,,S. Curry shooting personal FOUL (4 PF) (Tatum 2 FT),"[203552, 1628369]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,
281,PT01M54.00S,2022-12-04T23:59:02.4Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,50,56,2022-12-04T23:59:02Z,2790000,False,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
282,PT01M54.00S,2022-12-04T23:59:04.5Z,2,REGULAR,substitution,out,[],203552,,,1610612738,50,56,2022-12-04T23:59:11Z,2800000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M54.00S,2022-12-04T23:59:04.5Z,2,REGULAR,substitution,in,[],1630560,,,1610612738,50,56,2022-12-04T23:59:11Z,2810000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M54.00S,2022-12-04T23:59:26.0Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,50,57,2022-12-04T23:59:26Z,2820000,False,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
285,PT01M32.00S,2022-12-04T23:59:49.5Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,50,57,2022-12-04T23:59:53Z,2830000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
286,PT01M32.00S,2022-12-04T23:59:49.5Z,2,REGULAR,steal,,[],1628369,,,1610612738,50,57,2022-12-04T23:59:51Z,2840000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
287,PT01M24.00S,2022-12-04T23:59:57.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,29.911300919842315,69.6078431372549,1610612738,50,60,2022-12-05T00:00:02Z,2850000,False,-98.0,229.0,1,left,J. Tatum 24' 3PT pullup (12 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.88,Made,12.0,,,,,,,,,,,,,,,,,
288,PT01M08.00S,2022-12-05T00:00:16.3Z,2,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,50,60,2022-12-05T00:00:22Z,2860000,False,,,0,,K. Irving lost ball out-of-bounds TURNOVER (1 TO),[202681],1610612751.0,BKN,lost ball,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,1193.0,,,,,,,,,,,,,,1.0,,
289,PT00M55.70S,2022-12-05T00:00:39.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,2.578843626806833,95.83333333333334,1610612738,50,60,2022-12-05T00:00:49Z,2870000,False,-229.0,-28.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
290,PT00M51.70S,2022-12-05T00:00:43.2Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,50,60,2022-12-05T00:00:49Z,2880000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,289.0,4.0,4.0,0.0,,,
291,PT00M41.60S,2022-12-05T00:00:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,88.25558475689881,44.11764705882353,1610612751,50,60,2022-12-05T00:08:51Z,2890000,False,-29.0,58.0,1,right,MISS C. Thomas 6' driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,6.49,Missed,,,,,,,,,,,,,,,,,,
292,PT00M38.30S,2022-12-05T00:00:56.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,50,60,2022-12-05T00:01:00Z,2900000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,291.0,3.0,3.0,0.0,,,
293,PT00M26.80S,2022-12-05T00:01:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.338370565045992,53.92156862745098,1610612738,50,62,2022-12-05T00:01:14Z,2910000,False,-20.0,-2.0,1,left,J. Tatum driving reverse Layup (14 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.97,Made,14.0,,,,,,,,,,,,,,,,,
294,PT00M05.80S,2022-12-05T00:01:31.1Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,50,62,2022-12-05T00:01:42Z,2920000,False,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 201143]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Horford,201143.0
295,PT00M05.80S,2022-12-05T00:01:31.1Z,2,REGULAR,steal,,[],201143,,,1610612738,50,62,2022-12-05T00:01:33Z,2930000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT00M00.90S,2022-12-05T00:01:36.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,5.995400788436268,53.18627450980392,1610612738,50,62,2022-12-05T00:09:50Z,2940000,False,-16.0,4.0,1,left,MISS J. Tatum alley-oop DUNK,[1628369],1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
297,PT00M00.90S,2022-12-05T00:01:36.0Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,50,62,2022-12-05T00:01:49Z,2950000,False,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,296.0,6.0,4.0,2.0,,,
298,PT00M00.00S,2022-12-05T00:01:41.6Z,2,REGULAR,period,end,[],0,,,1610612738,50,62,2022-12-05T00:01:41Z,2960000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2022-12-05T00:15:45.5Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612738,50,62,2022-12-05T00:16:47Z,2970000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2022-12-05T00:15:45.5Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612738,50,62,2022-12-05T00:16:47Z,2980000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2022-12-05T00:15:45.5Z,3,REGULAR,substitution,in,['startperiod'],203925,,,1610612738,50,62,2022-12-05T00:16:47Z,2990000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2022-12-05T00:15:45.5Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,50,62,2022-12-05T00:16:47Z,3000000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2022-12-05T00:16:58.9Z,3,REGULAR,period,start,[],0,,,1610612738,50,62,2022-12-05T00:16:58Z,3010000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT11M40.00S,2022-12-05T00:17:18.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,76.2976346911958,87.74509803921569,1610612738,50,62,2022-12-05T00:17:24Z,3020000,False,189.0,170.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
305,PT11M35.00S,2022-12-05T00:17:23.0Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,50,62,2022-12-05T00:17:24Z,3030000,False,,,0,,J. Harris REBOUND (Off:1 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,304.0,3.0,2.0,1.0,,,
306,PT11M18.00S,2022-12-05T00:17:39.2Z,3,REGULAR,2pt,Jump Shot,[],202681,21.895532194480946,54.41176470588235,1610612751,52,62,2022-12-05T00:17:44Z,3040000,False,-22.0,153.0,1,left,K. Irving 15' step back Jump Shot (11 PTS),[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,15.49,Made,11.0,,,,,,,,,,,,,,,,,
307,PT11M00.00S,2022-12-05T00:17:57.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,68.67608409986859,30.392156862745097,1610612738,52,62,2022-12-05T00:18:03Z,3050000,False,-98.0,242.0,1,right,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
308,PT10M58.00S,2022-12-05T00:17:59.4Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,52,62,2022-12-05T00:18:03Z,3060000,False,,,0,,J. Harris REBOUND (Off:1 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,307.0,4.0,3.0,1.0,,,
309,PT10M52.00S,2022-12-05T00:18:06.2Z,3,REGULAR,3pt,Jump Shot,[],202681,29.38567674113009,26.225490196078432,1610612751,52,62,2022-12-05T00:18:24Z,3070000,False,119.0,224.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
310,PT10M46.00S,2022-12-05T00:18:12.2Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,52,62,2022-12-05T00:18:24Z,3080000,False,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,309.0,4.0,3.0,1.0,,,
311,PT10M43.00S,2022-12-05T00:18:14.6Z,3,REGULAR,turnover,bad pass,[],203925,,,1610612751,52,62,2022-12-05T00:19:00Z,3090000,False,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 1629684]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0
312,PT10M43.00S,2022-12-05T00:18:14.6Z,3,REGULAR,steal,,[],1629684,,,1610612738,52,62,2022-12-05T00:18:16Z,3100000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
313,PT10M31.00S,2022-12-05T00:18:27.3Z,3,REGULAR,turnover,backcourt,[],1628401,,,1610612738,52,62,2022-12-05T00:20:11Z,3110000,False,,,0,,D. White backcourt TURNOVER (3 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Center,,,,1193.0,,,,,,,,,,,,,,3.0,,
314,PT10M13.00S,2022-12-05T00:19:21.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,5.863994743758213,62.99019607843137,1610612751,54,62,2022-12-05T00:19:26Z,3120000,False,-65.0,3.0,1,left,K. Durant 6' turnaround fadeaway Jump Shot (15 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,15.0,,,,,,,,,,,,,,,,,
315,PT09M55.00S,2022-12-05T00:19:40.0Z,3,REGULAR,3pt,Jump Shot,[],1628401,77.21747700394218,10.049019607843137,1610612738,54,62,2022-12-05T00:19:44Z,3130000,False,-200.0,162.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
316,PT09M52.00S,2022-12-05T00:19:43.0Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,54,62,2022-12-05T00:19:44Z,3140000,False,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,315.0,5.0,4.0,1.0,,,
317,PT09M43.00S,2022-12-05T00:19:52.2Z,3,REGULAR,2pt,Jump Shot,[],201142,18.478975032851512,19.852941176470587,1610612751,56,62,2022-12-05T00:19:56Z,3150000,False,151.0,121.0,1,left,K. Durant 19' pullup Jump Shot (17 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,19.34,Made,17.0,,,,,,,,,,,,,,,,,
318,PT09M25.00S,2022-12-05T00:20:10.1Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,56,62,2022-12-05T00:20:39Z,3160000,False,,,0,,J. Tatum bad pass TURNOVER (5 TO),"[1628369, 203925]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,5.0,Harris,203925.0
319,PT09M25.00S,2022-12-05T00:20:10.1Z,3,REGULAR,steal,,[],203925,,,1610612751,56,62,2022-12-05T00:20:39Z,3170000,False,,,0,,J. Harris STEAL (2 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
320,PT09M19.00S,2022-12-05T00:20:16.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201142,28.991458607095925,75.0,1610612751,56,62,2022-12-05T00:20:21Z,3180000,False,-125.0,220.0,1,left,MISS K. Durant 25' running 3PT,[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
321,PT09M16.00S,2022-12-05T00:20:18.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,62,2022-12-05T00:20:18Z,3190000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,320.0,5.0,4.0,1.0,,,
322,PT09M13.00S,2022-12-05T00:20:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.9862023653088,53.18627450980392,1610612738,56,62,2022-12-05T00:20:28Z,3200000,False,16.0,13.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
323,PT09M11.00S,2022-12-05T00:20:24.1Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,56,62,2022-12-05T00:20:28Z,3210000,False,,,0,,K. Irving REBOUND (Off:2 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,322.0,7.0,5.0,2.0,,,
324,PT09M06.00S,2022-12-05T00:20:29.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201142,7.440867279894875,49.26470588235294,1610612751,58,62,2022-12-05T00:20:52Z,3220000,False,4.0,17.0,1,left,K. Durant driving Layup (19 PTS) (R. O'Neale 3 AST),"[201142, 1626220]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.78,Made,19.0,,,,,,R. O'Neale,1626220.0,3.0,,,,,,,,,
325,PT08M47.00S,2022-12-05T00:20:50.8Z,3,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,58,62,2022-12-05T00:20:56Z,3230000,False,,,0,,G. Williams lost ball out-of-bounds TURNOVER (1 TO),[1629684],1610612738.0,BOS,lost ball,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right,,,,1193.0,,,,,,,,,,,,,,1.0,,
327,PT08M40.00S,2022-12-05T00:21:03.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,5.732588699080158,3.6764705882352944,1610612751,58,62,2022-12-05T00:21:08Z,3240000,False,232.0,1.0,1,left,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
328,PT08M38.00S,2022-12-05T00:21:06.4Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,58,62,2022-12-05T00:21:06Z,3250000,False,,,0,,N. Claxton REBOUND (Off:2 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,327.0,6.0,4.0,2.0,,,
329,PT08M27.00S,2022-12-05T00:21:16.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201142,31.882391590013142,48.77450980392157,1610612751,58,62,2022-12-05T00:21:35Z,3260000,False,6.0,247.0,1,left,MISS K. Durant 24' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
