actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
160,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],203933,,,1610612760,24,28,2023-01-15T23:41:20Z,1550000,False,,,0,,SUB out: T. Warren,[203933],1610612751.0,BKN,,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],202693,,,1610612760,24,28,2023-01-15T23:41:20Z,1560000,False,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],1629139,,,1610612760,24,28,2023-01-15T23:41:20Z,1570000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,24,28,2023-01-15T23:41:20Z,1580000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],1630544,,,1610612760,24,28,2023-01-15T23:41:20Z,1590000,False,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],1631114,,,1610612760,24,28,2023-01-15T23:41:20Z,1600000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612760,24,28,2023-01-15T23:41:20Z,1610000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612760,24,28,2023-01-15T23:41:20Z,1620000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612760,24,28,2023-01-15T23:41:20Z,1630000,False,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,24,28,2023-01-15T23:41:20Z,1640000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,24,28,2023-01-15T23:41:20Z,1650000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],1629647,,,1610612760,24,28,2023-01-15T23:41:20Z,1660000,False,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,out,['startperiod'],1630322,,,1610612760,24,28,2023-01-15T23:42:40Z,1665000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-01-15T23:40:11.0Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,24,28,2023-01-15T23:42:40Z,1667500,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-01-15T23:41:23.8Z,2,REGULAR,period,start,[],0,,,1610612760,24,28,2023-01-15T23:41:23Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M50.00S,2023-01-15T23:41:35.5Z,2,REGULAR,violation,kicked ball,[],1629651,,,1610612760,24,28,2023-01-15T23:41:50Z,1690000,False,,,0,,N. Claxton kicked ball VIOLATION,[1629651],1610612751.0,BKN,1628171.0,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M45.00S,2023-01-15T23:41:53.0Z,2,REGULAR,violation,kicked ball,[],1629651,,,1610612760,24,28,2023-01-15T23:41:58Z,1700000,False,,,0,,N. Claxton kicked ball VIOLATION,[1629651],1610612751.0,BKN,203593.0,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M33.00S,2023-01-15T23:42:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,94.43166885676742,61.029411764705884,1610612760,24,28,2023-01-15T23:42:20Z,1710000,False,55.0,0.0,1,right,MISS J. Giddey Layup,[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,
177,PT11M31.00S,2023-01-15T23:42:18.1Z,2,REGULAR,rebound,offensive,[],1630198,,,1610612760,24,28,2023-01-15T23:42:20Z,1720000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,176.0,1.0,0.0,1.0,,,,,,,,,,,,,
178,PT11M25.00S,2023-01-15T23:42:24.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,93.51182654402102,56.127450980392155,1610612760,24,28,2023-01-15T23:46:10Z,1730000,False,31.0,8.0,1,right,MISS D. Bazley driving Layup - blocked,"[1629647, 1629651]",1610612760.0,OKC,,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,
179,PT11M25.00S,2023-01-15T23:42:24.3Z,2,REGULAR,block,,[],1629651,,,1610612760,24,28,2023-01-15T23:42:26Z,1740000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
180,PT11M22.00S,2023-01-15T23:42:27.3Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,24,28,2023-01-15T23:42:43Z,1750000,False,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,
181,PT11M12.00S,2023-01-15T23:42:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203925,6.258212877792378,53.92156862745098,1610612751,26,28,2023-01-15T23:42:41Z,1760000,False,-20.0,6.0,1,left,J. Harris driving Layup (2 PTS) (S. Curry 1 AST),"[203925, 203552]",1610612751.0,BKN,,driving,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,2.0,S. Curry,203552.0,1.0,,,,,,,
184,PT11M12.00S,2023-01-15T23:42:52.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,26,28,2023-01-15T23:42:52Z,1770000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M52.00S,2023-01-15T23:45:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.80354796320631,45.588235294117645,1610612760,26,30,2023-01-15T23:46:03Z,1780000,False,-22.0,25.0,1,right,J. Giddey driving Layup (8 PTS),[1630581],1610612760.0,OKC,,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,8.0,,,,,,,,,,
187,PT10M28.00S,2023-01-15T23:46:21.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,7.835085413929041,58.82352941176471,1610612751,26,30,2023-01-15T23:46:26Z,1790000,False,-44.0,21.0,1,left,MISS R. O'Neale driving Layup - blocked,"[1626220, 1630198]",1610612751.0,BKN,,driving,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,,,,,Joe,1630198.0,,,,,,,,,,,
188,PT10M28.00S,2023-01-15T23:46:21.8Z,2,REGULAR,block,,[],1630198,,,1610612751,26,30,2023-01-15T23:46:24Z,1800000,False,,,0,,I. Joe BLOCK (1 BLK),[1630198],1610612760.0,OKC,,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
189,PT10M25.00S,2023-01-15T23:46:24.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,26,30,2023-01-15T23:46:26Z,1810000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,187.0,4.0,4.0,0.0,,,,,,,,,,,,,
190,PT10M20.00S,2023-01-15T23:46:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,92.59198423127464,57.84313725490197,1610612760,26,30,2023-01-15T23:46:32Z,1820000,False,39.0,17.0,1,right,MISS J. Giddey running Layup - blocked,"[1630581, 1629651]",1610612760.0,OKC,,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,
191,PT10M20.00S,2023-01-15T23:46:29.2Z,2,REGULAR,block,,[],1629651,,,1610612760,26,30,2023-01-15T23:46:31Z,1830000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
192,PT10M17.00S,2023-01-15T23:46:32.2Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,26,30,2023-01-15T23:46:32Z,1840000,False,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,190.0,3.0,3.0,0.0,,,,,,,,,,,,,
193,PT10M14.00S,2023-01-15T23:46:35.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,4.02431011826544,62.254901960784316,1610612751,26,30,2023-01-15T23:46:44Z,1850000,False,-61.0,-15.0,1,left,MISS K. Irving 6' running Layup - blocked,"[202681, 1630598]",1610612751.0,BKN,,running,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,Wiggins,1630598.0,,,,,,,,,,,
194,PT10M14.00S,2023-01-15T23:46:35.9Z,2,REGULAR,block,,[],1630598,,,1610612751,26,30,2023-01-15T23:46:44Z,1860000,False,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
195,PT10M11.00S,2023-01-15T23:46:38.9Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,26,30,2023-01-15T23:46:44Z,1870000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,
196,PT10M04.00S,2023-01-15T23:46:45.2Z,2,REGULAR,2pt,Jump Shot,[],1630198,93.77463863337714,31.127450980392158,1610612760,26,30,2023-01-15T23:47:15Z,1880000,False,-94.0,6.0,1,right,MISS I. Joe 9' Jump Shot,[1630198],1610612760.0,OKC,,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Left,9.46,Missed,,,,,,,,,,,,,,,,,
197,PT10M01.00S,2023-01-15T23:46:48.2Z,2,REGULAR,rebound,offensive,[],1630198,,,1610612760,26,30,2023-01-15T23:47:15Z,1890000,False,,,0,,I. Joe REBOUND (Off:2 Def:0),[1630198],1610612760.0,OKC,,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Left,,,196.0,2.0,0.0,2.0,,,,,,,,,,,,,
198,PT09M59.00S,2023-01-15T23:46:50.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,94.03745072273325,5.88235294117647,1610612760,26,30,2023-01-15T23:46:54Z,1900000,False,-221.0,4.0,1,right,MISS I. Joe step back 3PT,[1630198],1610612760.0,OKC,,step back,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,22.06,Missed,,,,,,,,,,,,,,,,,
199,PT09M56.00S,2023-01-15T23:46:53.1Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,26,30,2023-01-15T23:46:54Z,1910000,False,,,0,,J. Harris REBOUND (Off:0 Def:4),[203925],1610612751.0,BKN,,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,,,198.0,4.0,4.0,0.0,,,,,,,,,,,,,
200,PT09M48.00S,2023-01-15T23:47:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203552,5.206964520367937,42.64705882352941,1610612751,28,30,2023-01-15T23:47:07Z,1920000,False,37.0,-4.0,1,left,S. Curry driving Layup (4 PTS) (J. Harris 1 AST),"[203552, 203925]",1610612751.0,BKN,,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.7,Made,,,,,,,4.0,J. Harris,203925.0,1.0,,,,,,,
201,PT09M29.00S,2023-01-15T23:47:20.8Z,2,REGULAR,2pt,Jump Shot,[],1629026,94.30026281208936,9.313725490196079,1610612760,28,32,2023-01-15T23:48:33Z,1930000,False,-203.0,1.0,1,right,K. Williams 20' step back Jump Shot (2 PTS) (J. Giddey 2 AST),"[1629026, 1630581]",1610612760.0,OKC,,step back,,,Williams,K. Williams,,,,,Mid-Range,16-24 Left,20.34,Made,,,,,,,2.0,J. Giddey,1630581.0,2.0,,,,,,,
203,PT09M18.00S,2023-01-15T23:47:31.0Z,2,REGULAR,3pt,Jump Shot,[],203552,23.340998685939553,90.19607843137256,1610612751,31,32,2023-01-15T23:47:38Z,1950000,False,-201.0,167.0,1,left,S. Curry 26' 3PT  (7 PTS) (K. Irving 1 AST),"[203552, 202681]",1610612751.0,BKN,,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.13,Made,,,,,,,7.0,K. Irving,202681.0,1.0,,,,,,,
205,PT09M16.00S,2023-01-15T23:47:38.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,31,32,2023-01-15T23:47:38Z,1970000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M57.00S,2023-01-15T23:50:48.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,92.06636005256242,40.19607843137255,1610612760,31,32,2023-01-15T23:50:56Z,1980000,False,-49.0,22.0,1,right,MISS A. Wiggins driving Layup - blocked,"[1630598, 1629651]",1610612760.0,OKC,,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,
208,PT08M57.00S,2023-01-15T23:50:48.7Z,2,REGULAR,block,,[],1629651,,,1610612760,31,32,2023-01-15T23:50:50Z,1990000,False,,,0,,N. Claxton BLOCK (3 BLK),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
209,PT08M55.00S,2023-01-15T23:50:50.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,31,32,2023-01-15T23:52:29Z,2000000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,
224,PT08M54.00S,2023-01-15T23:50:52.1Z,2,REGULAR,turnover,bad pass,[],1626220,,,1610612751,31,32,2023-01-15T23:52:47Z,2005000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1630598]",1610612751.0,BKN,,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,1.0,Wiggins,1630598.0
225,PT08M54.00S,2023-01-15T23:50:52.1Z,2,REGULAR,steal,,[],1630598,,,1610612760,31,32,2023-01-15T23:52:47Z,2007500,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
210,PT08M50.00S,2023-01-15T23:50:55.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,77.34888304862024,51.71568627450981,1610612760,31,32,2023-01-15T23:52:47Z,2010000,False,9.0,160.0,1,right,MISS J. Giddey 16' Jump Shot,[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,16.06,Missed,,,,,,,,,,,,,,,,,
211,PT08M47.00S,2023-01-15T23:50:58.5Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,31,32,2023-01-15T23:51:17Z,2020000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,
212,PT08M33.00S,2023-01-15T23:51:12.6Z,2,REGULAR,3pt,Jump Shot,[],203552,30.436925098554536,71.56862745098039,1610612751,34,32,2023-01-15T23:51:18Z,2030000,False,-108.0,234.0,1,left,S. Curry 25' 3PT  (10 PTS) (R. O'Neale 2 AST),"[203552, 1626220]",1610612751.0,BKN,,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.73,Made,,,,,,,10.0,R. O'Neale,1626220.0,2.0,,,,,,,
214,PT08M06.00S,2023-01-15T23:51:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,92.85479632063075,53.431372549019606,1610612760,34,34,2023-01-15T23:51:43Z,2050000,False,17.0,15.0,1,right,A. Wiggins driving reverse Layup (2 PTS) (J. Giddey 3 AST),"[1630598, 1630581]",1610612760.0,OKC,,driving reverse,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,2.0,J. Giddey,1630581.0,3.0,,,,,,,
216,PT07M41.00S,2023-01-15T23:52:04.8Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,34,34,2023-01-15T23:52:08Z,2070000,False,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 1629026]",1610612751.0,BKN,,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,2.0,Williams,1629026.0
217,PT07M41.00S,2023-01-15T23:52:04.8Z,2,REGULAR,steal,,[],1629026,,,1610612760,34,34,2023-01-15T23:52:07Z,2080000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
218,PT07M37.00S,2023-01-15T23:52:09.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,88.91261498028909,40.68627450980392,1610612760,34,36,2023-01-15T23:52:29Z,2090000,False,-47.0,52.0,1,right,J. Giddey 6' pullup bank Jump Shot (10 PTS),[1630581],1610612760.0,OKC,,pullup bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.96,Made,,,,,,,10.0,,,,,,,,,,
219,PT07M12.00S,2023-01-15T23:52:34.2Z,2,REGULAR,3pt,Jump Shot,[],203925,22.026938239159,89.70588235294117,1610612751,34,36,2023-01-15T23:52:41Z,2100000,False,-199.0,155.0,1,left,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,
220,PT07M09.00S,2023-01-15T23:52:37.2Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,34,36,2023-01-15T23:52:41Z,2110000,False,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,
221,PT07M02.00S,2023-01-15T23:52:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,93.9060446780552,54.90196078431373,1610612760,34,36,2023-01-15T23:52:46Z,2120000,False,25.0,5.0,1,right,MISS D. Bazley driving Layup - blocked,"[1629647, 1629651]",1610612760.0,OKC,,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,
222,PT07M02.00S,2023-01-15T23:52:43.5Z,2,REGULAR,block,,[],1629651,,,1610612760,34,36,2023-01-15T23:52:45Z,2130000,False,,,0,,N. Claxton BLOCK (4 BLK),[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
223,PT07M00.00S,2023-01-15T23:52:45.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,34,36,2023-01-15T23:52:46Z,2140000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,
226,PT06M56.00S,2023-01-15T23:52:50.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,7.178055190538765,40.44117647058824,1610612751,34,36,2023-01-15T23:52:54Z,2150000,False,48.0,15.0,1,left,MISS K. Irving running Layup,[202681],1610612751.0,BKN,,running,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,
227,PT06M53.00S,2023-01-15T23:52:53.2Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,34,36,2023-01-15T23:52:54Z,2160000,False,,,0,,I. Joe REBOUND (Off:2 Def:1),[1630198],1610612760.0,OKC,,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,226.0,3.0,1.0,2.0,,,,,,,,,,,,,
228,PT06M38.00S,2023-01-15T23:53:11.2Z,2,REGULAR,turnover,traveling,[],1629647,,,1610612760,34,36,2023-01-15T23:53:16Z,2170000,False,,,0,,D. Bazley traveling TURNOVER (1 TO),[1629647],1610612760.0,OKC,2003.0,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,,
229,PT06M38.00S,2023-01-15T23:53:16.5Z,2,REGULAR,substitution,out,[],202681,,,1610612751,34,36,2023-01-15T23:53:26Z,2180000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M38.00S,2023-01-15T23:53:16.5Z,2,REGULAR,substitution,out,[],1630598,,,1610612751,34,36,2023-01-15T23:53:26Z,2190000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M38.00S,2023-01-15T23:53:16.5Z,2,REGULAR,substitution,out,[],1629647,,,1610612751,34,36,2023-01-15T23:53:26Z,2200000,False,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M38.00S,2023-01-15T23:53:16.5Z,2,REGULAR,substitution,in,[],201988,,,1610612751,34,36,2023-01-15T23:53:26Z,2210000,False,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M38.00S,2023-01-15T23:53:16.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612751,34,36,2023-01-15T23:53:26Z,2220000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M38.00S,2023-01-15T23:53:16.5Z,2,REGULAR,substitution,in,[],1631114,,,1610612751,34,36,2023-01-15T23:53:26Z,2230000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M28.00S,2023-01-15T23:53:46.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201988,33.590670170827856,62.745098039215684,1610612751,37,36,2023-01-15T23:56:17Z,2240000,False,-64.0,263.0,1,left,P. Mills 27' 3PT pullup (3 PTS) (R. O'Neale 3 AST),"[201988, 1626220]",1610612751.0,BKN,,pullup,,,Mills,P. Mills,,,,,Above the Break 3,24+ Center,27.09,Made,,,,,,,3.0,R. O'Neale,1626220.0,3.0,,,,,,,
237,PT06M11.00S,2023-01-15T23:54:02.9Z,2,REGULAR,3pt,Jump Shot,[],1631114,76.03482260183968,86.76470588235294,1610612760,37,36,2023-01-15T23:54:07Z,2260000,False,184.0,173.0,1,right,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,
238,PT06M07.00S,2023-01-15T23:54:06.9Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,37,36,2023-01-15T23:54:07Z,2270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,237.0,5.0,4.0,1.0,,,,,,,,,,,,,
239,PT06M04.00S,2023-01-15T23:54:10.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629026,93.38042049934296,36.029411764705884,1610612760,37,36,2023-01-15T23:54:13Z,2280000,False,-70.0,10.0,1,right,MISS K. Williams 7' Hook,[1629026],1610612760.0,OKC,,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,
