actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
67,PT05M56.00S,2023-01-15T23:24:50.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,78.79434954007884,46.32352941176471,1610612760,12,14,2023-01-15T23:26:24Z,670000,False,-18.0,147.0,1,right,MISS S. Gilgeous-Alexander 14' step back Shot,[1628983],1610612760.0,OKC,,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,14.79,Missed,,,,,,,,,,,,,,,,,
68,PT05M52.00S,2023-01-15T23:24:54.4Z,1,REGULAR,rebound,defensive,[],1628410,,,1610612751,12,14,2023-01-15T23:24:55Z,680000,False,,,0,,E. Sumner REBOUND (Off:0 Def:1),[1628410],1610612751.0,BKN,,,,,Sumner,E. Sumner,,,,,Mid-Range,8-16 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,
70,PT05M42.00S,2023-01-15T23:25:08.6Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612751,12,14,2023-01-15T23:25:15Z,700000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Morris 2 FT),"[1629652, 202693]",1610612760.0,OKC,203593.0,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,0.0,Morris,202693.0,,,
72,PT05M42.00S,2023-01-15T23:25:27.9Z,1,REGULAR,freethrow,1 of 2,[],202693,,,1610612751,13,14,2023-01-15T23:25:27Z,720000,False,,,0,,M. Morris Free Throw 1 of 2 (1 PTS),[202693],1610612751.0,BKN,,,,,Morris,M. Morris,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
73,PT05M42.00S,2023-01-15T23:25:28.7Z,1,REGULAR,substitution,out,[],1628410,,,1610612751,13,14,2023-01-15T23:25:34Z,730000,False,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2023-01-15T23:25:28.7Z,1,REGULAR,substitution,out,[],1631119,,,1610612751,13,14,2023-01-15T23:25:34Z,740000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2023-01-15T23:25:28.7Z,1,REGULAR,substitution,in,[],203552,,,1610612751,13,14,2023-01-15T23:25:34Z,750000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M42.00S,2023-01-15T23:25:28.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612751,13,14,2023-01-15T23:25:34Z,760000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M42.00S,2023-01-15T23:25:50.7Z,1,REGULAR,freethrow,2 of 2,[],202693,,,1610612751,14,14,2023-01-15T23:25:50Z,770000,False,,,0,,M. Morris Free Throw 2 of 2 (2 PTS),[202693],1610612751.0,BKN,,,,,Morris,M. Morris,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,
78,PT05M31.00S,2023-01-15T23:26:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.72339027595268,57.59803921568627,1610612760,14,14,2023-01-15T23:26:05Z,780000,False,38.0,16.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,
80,PT05M28.00S,2023-01-15T23:26:05.3Z,1,REGULAR,rebound,defensive,[],203552,,,1610612751,14,14,2023-01-15T23:26:05Z,800000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612751.0,BKN,,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT05M23.00S,2023-01-15T23:26:10.2Z,1,REGULAR,3pt,Jump Shot,[],203552,10.5946123521682,4.166666666666666,1610612751,14,14,2023-01-15T23:26:15Z,810000,False,229.0,47.0,1,left,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2023-01-15T23:26:14.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,14,14,2023-01-15T23:26:15Z,820000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,
83,PT05M16.00S,2023-01-15T23:26:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,94.03745072273325,49.754901960784316,1610612760,14,16,2023-01-15T23:26:21Z,830000,False,-1.0,4.0,1,right,J. Giddey running finger roll Layup (6 PTS),[1630581],1610612760.0,OKC,,running finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,6.0,,,,,,,,,,
84,PT05M09.00S,2023-01-15T23:26:26.6Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,14,16,2023-01-15T23:26:34Z,840000,False,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612751.0,BKN,2003.0,bad pass,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,1.0,,
85,PT05M00.00S,2023-01-15T23:26:42.9Z,1,REGULAR,foul,personal,[],203552,,,1610612760,14,16,2023-01-15T23:26:48Z,850000,False,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1629652]",1610612751.0,BKN,203593.0,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Dort,1629652.0,,,
87,PT04M50.00S,2023-01-15T23:27:13.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,89.04402102496715,52.69607843137255,1610612760,14,18,2023-01-15T23:27:15Z,870000,False,13.0,50.0,1,right,S. Gilgeous-Alexander driving floating Jump Shot (2 PTS),[1628983],1610612760.0,OKC,,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,,,,,,,2.0,,,,,,,,,,
88,PT04M24.00S,2023-01-15T23:27:39.1Z,1,REGULAR,3pt,Jump Shot,[],1629139,28.597240473061763,13.480392156862745,1610612751,14,18,2023-01-15T23:27:43Z,880000,False,183.0,216.0,1,left,MISS Y. Watanabe 28' 3PT,[1629139],1610612751.0,BKN,,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,28.31,Missed,,,,,,,,,,,,,,,,,
89,PT04M21.00S,2023-01-15T23:27:42.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,14,18,2023-01-15T23:27:43Z,890000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,88.0,3.0,3.0,0.0,,,,,,,,,,,,,
90,PT04M12.00S,2023-01-15T23:27:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,70.12155059132719,18.627450980392158,1610612760,14,18,2023-01-15T23:27:55Z,900000,False,-157.0,228.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,
91,PT04M09.00S,2023-01-15T23:27:54.8Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612751,14,18,2023-01-15T23:27:55Z,910000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612751.0,BKN,,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Left Center,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,
122,PT03M52.00S,2023-01-15T23:28:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,8.722076215505908,48.774509803921575,1610612751,14,18,2023-01-15T23:33:57Z,930000,False,6.0,29.0,1,left,MISS Y. Watanabe driving Layup - blocked,"[1629139, 1628983]",1610612751.0,BKN,,driving,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,,,
123,PT03M52.00S,2023-01-15T23:28:06.8Z,1,REGULAR,block,,[],1628983,,,1610612751,14,18,2023-01-15T23:33:57Z,940000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
124,PT03M51.00S,2023-01-15T23:28:07.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,14,18,2023-01-15T23:33:57Z,945000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,Restricted Area,0-8 Center,,,122.0,,,,,,,,,,,,,,,,
95,PT03M51.00S,2023-01-15T23:28:21.9Z,1,REGULAR,substitution,out,[],202681,,,1610612751,14,18,2023-01-15T23:28:30Z,950000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M51.00S,2023-01-15T23:28:21.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612751,14,18,2023-01-15T23:28:30Z,960000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M51.00S,2023-01-15T23:28:21.9Z,1,REGULAR,substitution,in,[],1628410,,,1610612751,14,18,2023-01-15T23:28:30Z,970000,False,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M51.00S,2023-01-15T23:28:21.9Z,1,REGULAR,substitution,in,[],1630544,,,1610612751,14,18,2023-01-15T23:28:30Z,980000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M51.00S,2023-01-15T23:28:21.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612751,14,18,2023-01-15T23:28:36Z,990000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M51.00S,2023-01-15T23:28:21.9Z,1,REGULAR,substitution,in,[],1630198,,,1610612751,14,18,2023-01-15T23:28:36Z,1000000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M50.00S,2023-01-15T23:28:47.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202693,5.732588699080158,50.245098039215684,1610612751,16,18,2023-01-15T23:33:57Z,1010000,False,-1.0,1.0,1,left,M. Morris cutting DUNK (4 PTS) (E. Sumner 2 AST),"[202693, 1628410]",1610612751.0,BKN,,cutting,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,,,4.0,E. Sumner,1628410.0,2.0,,,,,,,
103,PT03M50.00S,2023-01-15T23:28:51.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,18,2023-01-15T23:28:51Z,1030000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2023-01-15T23:32:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628983,71.69842312746385,14.460784313725492,1610612760,16,21,2023-01-15T23:34:58Z,1040000,False,-178.0,214.0,1,right,S. Gilgeous-Alexander 27' 3PT step back (5 PTS),[1628983],1610612760.0,OKC,,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,27.78,Made,,,,,,,5.0,,,,,,,,,,
106,PT03M14.00S,2023-01-15T23:32:25.4Z,1,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612751,16,21,2023-01-15T23:32:33Z,1050000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Sumner 2 FT),"[1630544, 1628410]",1610612760.0,OKC,2003.0,shooting,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,0.0,Sumner,1628410.0,,,
108,PT03M14.00S,2023-01-15T23:32:46.6Z,1,REGULAR,freethrow,1 of 2,[],1628410,,,1610612751,17,21,2023-01-15T23:32:46Z,1070000,False,,,0,,E. Sumner Free Throw 1 of 2 (1 PTS),[1628410],1610612751.0,BKN,,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
109,PT03M14.00S,2023-01-15T23:32:52.1Z,1,REGULAR,substitution,out,[],1631114,,,1610612751,17,21,2023-01-15T23:33:00Z,1080000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M14.00S,2023-01-15T23:32:52.1Z,1,REGULAR,substitution,in,[],1630322,,,1610612751,17,21,2023-01-15T23:33:00Z,1090000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2023-01-15T23:33:12.0Z,1,REGULAR,freethrow,2 of 2,[],1628410,,,1610612751,18,21,2023-01-15T23:33:12Z,1100000,False,,,0,,E. Sumner Free Throw 2 of 2 (2 PTS),[1628410],1610612751.0,BKN,,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,
112,PT03M04.00S,2023-01-15T23:33:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630322,74.85216819973719,9.313725490196079,1610612760,18,21,2023-01-15T23:33:27Z,1110000,False,-203.0,184.0,1,right,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,27.42,Missed,,,,,,,,,,,,,,,,,
113,PT03M00.00S,2023-01-15T23:33:26.2Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,18,21,2023-01-15T23:33:27Z,1120000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,
114,PT02M54.00S,2023-01-15T23:33:31.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628410,10.988830486202366,45.588235294117645,1610612751,18,21,2023-01-15T23:36:06Z,1130000,False,22.0,51.0,1,left,MISS E. Sumner running Layup - blocked,"[1628410, 1630544]",1610612751.0,BKN,,running,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,Mann,1630544.0,,,,,,,,,,,
115,PT02M54.00S,2023-01-15T23:33:31.7Z,1,REGULAR,block,,[],1630544,,,1610612751,18,21,2023-01-15T23:33:40Z,1140000,False,,,0,,T. Mann BLOCK (1 BLK),[1630544],1610612760.0,OKC,,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
116,PT02M50.00S,2023-01-15T23:33:35.7Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,18,21,2023-01-15T23:33:40Z,1150000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
117,PT02M45.00S,2023-01-15T23:33:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,91.5407358738502,43.13725490196079,1610612760,18,21,2023-01-15T23:36:23Z,1160000,False,-34.0,27.0,1,right,MISS T. Mann driving reverse Layup,[1630544],1610612760.0,OKC,,driving reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,
118,PT02M42.00S,2023-01-15T23:33:44.6Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,18,21,2023-01-15T23:33:48Z,1170000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612751.0,BKN,,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,
119,PT02M38.00S,2023-01-15T23:33:50.9Z,1,REGULAR,foul,offensive,[],203933,,,1610612751,18,21,2023-01-15T23:36:53Z,1180000,False,,,0,,T. Warren charge offensive FOUL (1 PF),"[203933, 1629026]",1610612751.0,BKN,1628171.0,charge,,,Warren,T. Warren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,0.0,Williams,1629026.0,,,
121,PT02M38.00S,2023-01-15T23:33:50.9Z,1,REGULAR,turnover,offensive foul,[],203933,,,1610612751,18,21,2023-01-15T23:33:50Z,1200000,False,,,0,,T. Warren offensive foul TURNOVER (1 TO),[203933],1610612751.0,BKN,1628171.0,,,,Warren,T. Warren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,1.0,,
126,PT02M29.00S,2023-01-15T23:34:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,90.22667542706965,50.49019607843137,1610612760,18,23,2023-01-15T23:34:17Z,1210000,False,2.0,39.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (7 PTS),[1628983],1610612760.0,OKC,,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,,7.0,,,,,,,,,,
127,PT02M03.00S,2023-01-15T23:34:39.7Z,1,REGULAR,2pt,Jump Shot,[],1629139,26.231931668856767,46.32352941176471,1610612751,20,23,2023-01-15T23:34:43Z,1220000,False,18.0,194.0,1,left,Y. Watanabe 19' pullup Jump Shot (2 PTS) (E. Sumner 3 AST),"[1629139, 1628410]",1610612751.0,BKN,,pullup,,,Watanabe,Y. Watanabe,,,,,Mid-Range,16-24 Center,19.5,Made,,,,,,,2.0,E. Sumner,1628410.0,3.0,,,,,,,
129,PT01M56.00S,2023-01-15T23:34:49.7Z,1,REGULAR,foul,personal,[],1628410,,,1610612760,20,23,2023-01-15T23:34:58Z,1240000,False,,,0,,E. Sumner personal FOUL (1 PF),"[1628410, 1628983]",1610612751.0,BKN,203593.0,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
131,PT01M47.00S,2023-01-15T23:35:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,90.88370565045992,40.931372549019606,1610612760,20,23,2023-01-15T23:35:30Z,1260000,False,-45.0,33.0,1,right,MISS T. Mann driving floating bank Shot,[1630544],1610612760.0,OKC,,driving floating bank,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,
132,PT01M45.00S,2023-01-15T23:35:29.4Z,1,REGULAR,rebound,defensive,[],203933,,,1610612751,20,23,2023-01-15T23:35:30Z,1270000,False,,,0,,T. Warren REBOUND (Off:0 Def:1),[203933],1610612751.0,BKN,,,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT01M39.00S,2023-01-15T23:35:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628410,6.389618922470433,46.568627450980394,1610612751,22,23,2023-01-15T23:35:38Z,1280000,False,17.0,8.0,1,left,E. Sumner driving finger roll Layup (4 PTS) (Y. Watanabe 1 AST),"[1628410, 1629139]",1610612751.0,BKN,,driving finger roll,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,4.0,Y. Watanabe,1629139.0,1.0,,,,,,,
135,PT01M18.00S,2023-01-15T23:35:55.8Z,1,REGULAR,2pt,Jump Shot,[],1630544,79.58278580814718,34.80392156862745,1610612760,22,23,2023-01-15T23:36:00Z,1300000,False,-76.0,139.0,1,right,MISS T. Mann 15' pullup Shot,[1630544],1610612760.0,OKC,,pullup,,,Mann,T. Mann,,,,,Mid-Range,8-16 Center,15.88,Missed,,,,,,,,,,,,,,,,,
136,PT01M15.00S,2023-01-15T23:35:58.8Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612751,22,23,2023-01-15T23:36:00Z,1310000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612751.0,BKN,,,,,Watanabe,Y. Watanabe,,,,,Mid-Range,8-16 Center,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,
137,PT01M05.00S,2023-01-15T23:36:09.8Z,1,REGULAR,2pt,Jump Shot,[],203552,13.354139290407357,77.45098039215686,1610612751,24,23,2023-01-15T23:36:13Z,1320000,False,-137.0,73.0,1,left,S. Curry 15' pullup Jump Shot (2 PTS) (M. Morris 1 AST),"[203552, 202693]",1610612751.0,BKN,,pullup,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,15.55,Made,,,,,,,2.0,M. Morris,202693.0,1.0,,,,,,,
139,PT00M51.80S,2023-01-15T23:36:25.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628410,,,1610612760,24,23,2023-01-15T23:36:39Z,1340000,False,,,0,,E. Sumner shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1628410, 1628983]",1610612751.0,BKN,1628171.0,shooting,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,
141,PT00M51.80S,2023-01-15T23:36:47.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,24,24,2023-01-15T23:36:47Z,1360000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,
142,PT00M51.80S,2023-01-15T23:36:59.0Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,24,25,2023-01-15T23:36:59Z,1370000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
143,PT00M35.10S,2023-01-15T23:37:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202693,6.1268068331143235,41.17647058823529,1610612751,24,25,2023-01-15T23:37:23Z,1380000,False,44.0,5.0,1,left,MISS M. Morris finger roll Layup,[202693],1610612751.0,BKN,,finger roll,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,,,,,,,,
144,PT00M32.20S,2023-01-15T23:37:21.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,24,25,2023-01-15T23:42:58Z,1390000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,
145,PT00M21.20S,2023-01-15T23:37:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,94.1688567674113,95.58823529411765,1610612760,24,28,2023-01-15T23:37:37Z,1400000,False,228.0,2.0,1,right,I. Joe 3PT  (3 PTS) (L. Waters III 1 AST),"[1630198, 1630322]",1610612760.0,OKC,,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,,,3.0,L. Waters III,1630322.0,1.0,,,,,,,
147,PT00M04.10S,2023-01-15T23:37:59.7Z,1,REGULAR,foul,offensive,['inpenalty'],1628410,,,1610612751,24,28,2023-01-15T23:39:29Z,1420000,False,,,0,,E. Sumner charge offensive FOUL (3 PF),"[1628410, 1629026]",1610612751.0,BKN,1628171.0,charge,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,0.0,Williams,1629026.0,,,
149,PT00M04.10S,2023-01-15T23:37:59.7Z,1,REGULAR,turnover,offensive foul,[],1628410,,,1610612751,24,28,2023-01-15T23:37:59Z,1440000,False,,,0,,E. Sumner offensive foul TURNOVER (1 TO),[1628410],1610612751.0,BKN,1628171.0,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,,
150,PT00M04.10S,2023-01-15T23:38:09.3Z,1,REGULAR,substitution,out,[],1628410,,,1610612760,24,28,2023-01-15T23:38:23Z,1450000,False,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M04.10S,2023-01-15T23:38:09.3Z,1,REGULAR,substitution,out,[],1629026,,,1610612760,24,28,2023-01-15T23:38:23Z,1470000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M04.10S,2023-01-15T23:38:09.3Z,1,REGULAR,substitution,in,[],1626220,,,1610612760,24,28,2023-01-15T23:38:23Z,1480000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M04.10S,2023-01-15T23:38:09.3Z,1,REGULAR,substitution,in,[],1629651,,,1610612760,24,28,2023-01-15T23:38:23Z,1490000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M04.10S,2023-01-15T23:38:09.3Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,24,28,2023-01-15T23:38:23Z,1500000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M04.10S,2023-01-15T23:38:09.3Z,1,REGULAR,substitution,out,[],203552,,,1610612760,24,28,2023-01-15T23:38:31Z,1510000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2023-01-15T23:38:49.0Z,1,REGULAR,period,end,[],0,,,1610612760,24,28,2023-01-15T23:38:49Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
