actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-11T23:10:48.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-11T23:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-02-11T23:10:51.1Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2023-02-11T23:10:51Z,40000,False,,,0,,Jump Ball J. Embiid vs. N. Claxton: Tip to J. Harden,"[201935, 203954, 1629651]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-02-11T23:11:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,17.69053876478318,36.27450980392157,1610612755,0,0,2023-02-11T23:11:13Z,70000,False,69.0,114.0,1,left,MISS D. Melton 13' floating Shot,[1629001],1610612755.0,PHI,floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Right,13.29,Missed,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2023-02-11T23:11:11.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,0,0,2023-02-11T23:11:13Z,90000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M28.00S,2023-02-11T23:11:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,86.02168199737189,38.23529411764706,1610612751,0,0,2023-02-11T23:11:23Z,100000,False,-59.0,79.0,1,right,MISS M. Bridges 9' floating Shot,[1628969],1610612751.0,BKN,floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,9.84,Missed,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2023-02-11T23:11:22.5Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,0,2023-02-11T23:11:23Z,110000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Left,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M24.00S,2023-02-11T23:11:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,0,0,2023-02-11T23:11:22Z,120000,False,0.0,0.0,1,right,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
13,PT11M24.00S,2023-02-11T23:11:23.1Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2023-02-11T23:11:23Z,130000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M14.00S,2023-02-11T23:11:34.2Z,1,REGULAR,2pt,Jump Shot,[],203954,13.091327201051248,25.245098039215684,1610612755,0,2,2023-02-11T23:11:41Z,140000,False,124.0,71.0,1,left,J. Embiid 14' pullup bank Jump Shot (2 PTS),[203954],1610612755.0,PHI,pullup bank,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,14.25,Made,,,,,2.0,,,,,,,,,,,,,
15,PT11M14.00S,2023-02-11T23:11:39.2Z,1,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612755,0,2,2023-02-11T23:11:52Z,150000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Embiid 1 FT),"[1629651, 203954]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,,,,201246.0,1.0,0.0,Embiid,203954.0,,,,,,,,
17,PT11M14.00S,2023-02-11T23:12:04.2Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,0,3,2023-02-11T23:12:04Z,170000,False,,,0,,J. Embiid Free Throw 1 of 1 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
18,PT11M00.00S,2023-02-11T23:12:20.2Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612751,0,3,2023-02-11T23:12:25Z,180000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 203954]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Embiid,203954.0,,,,,
19,PT11M00.00S,2023-02-11T23:12:20.2Z,1,REGULAR,steal,,[],203954,,,1610612755,0,3,2023-02-11T23:12:23Z,190000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M55.00S,2023-02-11T23:12:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612755,0,3,2023-02-11T23:12:39Z,200000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628969, 203954]",1610612751.0,BKN,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,1.0,0.0,Embiid,203954.0,,,,,,,,
22,PT10M55.00S,2023-02-11T23:12:58.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203954,,,1610612755,0,4,2023-02-11T23:13:20Z,220000,False,,,0,,J. Embiid Free Throw 1 of 2 (4 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
23,PT10M55.00S,2023-02-11T23:12:58.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203954,,,1610612755,0,4,2023-02-11T23:13:20Z,230000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
24,PT10M52.00S,2023-02-11T23:13:01.8Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,0,4,2023-02-11T23:13:20Z,240000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M41.00S,2023-02-11T23:13:31.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.9060446780552,49.50980392156863,1610612751,2,4,2023-02-11T23:13:41Z,250000,False,-2.0,5.0,1,right,N. Claxton DUNK (2 PTS) (S. Dinwiddie 1 AST),"[1629651, 203915]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,2.0,,,,,,,,,S. Dinwiddie,203915.0,1.0,,
27,PT10M30.00S,2023-02-11T23:13:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.171484888304862,50.245098039215684,1610612755,2,4,2023-02-11T23:13:48Z,270000,False,-1.0,62.0,1,left,MISS T. Harris 6' turnaround Shot - blocked,"[202699, 1629651]",1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
28,PT10M30.00S,2023-02-11T23:13:42.0Z,1,REGULAR,block,,[],1629651,,,1610612755,2,4,2023-02-11T23:13:44Z,280000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M26.00S,2023-02-11T23:13:46.0Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,2,4,2023-02-11T23:17:33Z,290000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT10M23.00S,2023-02-11T23:13:48.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629651,93.11760840998686,49.754901960784316,1610612751,2,4,2023-02-11T23:13:53Z,300000,False,-1.0,12.0,1,right,MISS N. Claxton running alley-oop DUNK,[1629651],1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
31,PT10M21.00S,2023-02-11T23:13:50.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,2,4,2023-02-11T23:13:53Z,310000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT10M18.00S,2023-02-11T23:13:57.7Z,1,REGULAR,foul,offensive,[],200782,,,1610612755,2,4,2023-02-11T23:14:24Z,320000,False,,,0,,P. Tucker offensive FOUL (1 PF),"[200782, 1629661]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right,,,,,,,,201246.0,1.0,0.0,Johnson,1629661.0,,,,,,,,
34,PT10M18.00S,2023-02-11T23:13:57.7Z,1,REGULAR,turnover,offensive foul,[],200782,,,1610612755,2,4,2023-02-11T23:13:57Z,340000,False,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Right,,,,,,,,201246.0,,,,,1.0,,,,,,,
35,PT10M03.00S,2023-02-11T23:14:26.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,79.45137976346912,27.941176470588236,1610612751,4,4,2023-02-11T23:14:45Z,350000,False,-110.0,141.0,1,right,M. Bridges 17' step back Jump Shot (2 PTS),[1628969],1610612751.0,BKN,step back,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,17.88,Made,,,,,2.0,,,,,,,,,,,,,
36,PT09M50.00S,2023-02-11T23:14:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,8.886333771353483,50.0,1610612755,4,4,2023-02-11T23:14:48Z,360000,False,0.0,31.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1629651]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
37,PT09M50.00S,2023-02-11T23:14:38.5Z,1,REGULAR,block,,[],1629651,,,1610612755,4,4,2023-02-11T23:21:39Z,370000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M50.00S,2023-02-11T23:14:38.5Z,1,REGULAR,rebound,offensive,[],201935,,,1610612755,4,4,2023-02-11T23:14:48Z,380000,False,,,0,,J. Harden REBOUND (Off:1 Def:0),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT09M43.00S,2023-02-11T23:14:45.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201935,5.590000152587891,50.0,1610612755,4,6,2023-02-11T23:18:52Z,390000,False,0.0,0.0,1,left,J. Harden putback Layup (2 PTS),[201935],1610612755.0,PHI,putback,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
40,PT09M37.00S,2023-02-11T23:14:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,69.46452036793693,28.676470588235293,1610612751,7,6,2023-02-11T23:15:01Z,400000,False,-107.0,235.0,1,right,C. Johnson 25' 3PT pullup (3 PTS) (S. Dinwiddie 2 AST),"[1629661, 203915]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.76,Made,,,,,3.0,,,,,,,,,S. Dinwiddie,203915.0,2.0,,
42,PT09M30.00S,2023-02-11T23:14:59.1Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,7,6,2023-02-11T23:15:04Z,420000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 1628969]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,
43,PT09M30.00S,2023-02-11T23:14:59.1Z,1,REGULAR,steal,,[],1628969,,,1610612751,7,6,2023-02-11T23:15:01Z,430000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT09M26.00S,2023-02-11T23:15:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,93.51182654402102,49.26470588235294,1610612751,7,6,2023-02-11T23:15:06Z,440000,False,-4.0,8.0,1,right,MISS M. Bridges Layup,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
45,PT09M23.00S,2023-02-11T23:15:05.2Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612751,7,6,2023-02-11T23:15:05Z,450000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,,
46,PT09M23.00S,2023-02-11T23:15:05.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628969,94.40999984741211,50.0,1610612751,9,6,2023-02-11T23:15:05Z,460000,False,0.0,0.0,1,right,M. Bridges tip Layup (4 PTS),[1628969],1610612751.0,BKN,tip,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
