actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT04M07.00S,2022-10-31T23:56:22.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629139,77.7431011826544,7.107843137254902,1610612751,20,14,2022-10-31T23:56:40Z,860000,-214.0,157.0,1,right,MISS Y. Watanabe 26' 3PT,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Left Center,26.56,Missed,,,,,,,,,,,,,,,,,,
89,PT04M03.00S,2022-10-31T23:56:25.9Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,20,14,2022-10-31T23:56:26Z,870000,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT03M55.00S,2022-10-31T23:56:38.9Z,1,REGULAR,foul,offensive,[],1629139,,,1610612751,20,14,2022-10-31T23:57:40Z,880000,,,0,,Y. Watanabe charge offensive FOUL (1 PF),"[1629139, 201949]",1610612751.0,BKN,charge,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Johnson,201949.0,,
92,PT03M55.00S,2022-10-31T23:56:38.9Z,1,REGULAR,turnover,offensive foul,[],1629139,,,1610612751,20,14,2022-10-31T23:56:38Z,900000,,,0,,Y. Watanabe offensive foul TURNOVER (1 TO),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,202049.0,,,,,,
93,PT03M55.00S,2022-10-31T23:56:50.4Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,20,14,2022-10-31T23:56:53Z,910000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M55.00S,2022-10-31T23:56:50.4Z,1,REGULAR,substitution,in,[],204456,,,1610612754,20,14,2022-10-31T23:56:53Z,920000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M43.00S,2022-10-31T23:57:08.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,10.988830486202366,44.36274509803921,1610612754,20,14,2022-10-31T23:57:14Z,930000,28.0,51.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,,
96,PT03M39.00S,2022-10-31T23:57:12.1Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,20,14,2022-10-31T23:57:12Z,940000,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,,,
97,PT03M38.00S,2022-10-31T23:57:13.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630169,32.933639947437584,56.61764705882353,1610612754,20,14,2022-10-31T23:57:17Z,950000,-33.0,257.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
98,PT03M38.00S,2022-10-31T23:57:13.6Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,20,14,2022-10-31T23:57:17Z,960000,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,97.0,2.0,1.0,1.0,,,,,,,,,,,,,,
99,PT03M33.00S,2022-10-31T23:57:19.7Z,1,REGULAR,foul,personal,['2freethrow'],201949,,,1610612751,20,14,2022-10-31T23:57:29Z,970000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Sumner 2 FT),"[201949, 1628410]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Sumner,1628410.0,,
101,PT03M33.00S,2022-10-31T23:57:43.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628410,,,1610612751,21,14,2022-10-31T23:57:43Z,990000,,,0,,E. Sumner Free Throw 1 of 2 (1 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
102,PT03M33.00S,2022-10-31T23:57:54.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628410,,,1610612751,22,14,2022-10-31T23:57:54Z,1000000,,,0,,E. Sumner Free Throw 2 of 2 (2 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
103,PT03M23.00S,2022-10-31T23:58:09.2Z,1,REGULAR,turnover,traveling,[],1630169,,,1610612754,22,14,2022-10-31T23:58:13Z,1010000,,,0,,T. Haliburton traveling TURNOVER (1 TO),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,101284.0,,,,,,
104,PT03M23.00S,2022-10-31T23:58:12.0Z,1,REGULAR,substitution,out,[],201142,,,1610612751,22,14,2022-10-31T23:58:18Z,1020000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M23.00S,2022-10-31T23:58:12.0Z,1,REGULAR,substitution,in,[],202681,,,1610612751,22,14,2022-10-31T23:58:18Z,1030000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M13.00S,2022-10-31T23:58:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,92.85479632063075,60.5392156862745,1610612751,22,14,2022-10-31T23:58:41Z,1040000,53.0,15.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
107,PT03M11.00S,2022-10-31T23:58:38.3Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,22,14,2022-10-31T23:58:41Z,1050000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT02M59.00S,2022-10-31T23:58:53.2Z,1,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,22,14,2022-10-31T23:58:58Z,1060000,,,0,,T. Haliburton lost ball out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,lost ball,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,,,202049.0,,,,,,
109,PT02M59.00S,2022-10-31T23:59:04.0Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,22,14,2022-10-31T23:59:09Z,1070000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M59.00S,2022-10-31T23:59:04.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612751,22,14,2022-10-31T23:59:09Z,1080000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2022-10-31T23:59:04.0Z,1,REGULAR,substitution,in,[],202693,,,1610612751,22,14,2022-10-31T23:59:09Z,1090000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2022-10-31T23:59:04.0Z,1,REGULAR,substitution,in,[],1629614,,,1610612751,22,14,2022-10-31T23:59:09Z,1100000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M41.00S,2022-10-31T23:59:38.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628410,66.44218134034165,47.30392156862745,1610612751,22,14,2022-10-31T23:59:44Z,1110000,-13.0,263.0,1,right,MISS E. Sumner 26' 3PT,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,,
114,PT02M38.00S,2022-10-31T23:59:41.8Z,1,REGULAR,rebound,defensive,[],201949,,,1610612754,22,14,2022-11-01T00:05:38Z,1120000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M29.00S,2022-10-31T23:59:51.6Z,1,REGULAR,3pt,Jump Shot,[],1631097,23.340998685939553,87.99019607843137,1610612754,22,14,2022-10-31T23:59:56Z,1130000,-190.0,167.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
116,PT02M26.00S,2022-10-31T23:59:54.6Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,22,14,2022-10-31T23:59:56Z,1140000,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,115.0,2.0,1.0,1.0,,,,,,,,,,,,,,
117,PT02M26.00S,2022-10-31T23:59:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,6.915243101182654,44.11764705882353,1610612754,22,16,2022-10-31T23:59:59Z,1150000,29.0,13.0,1,left,I. Jackson putback Layup (2 PTS),[1630543],1610612754.0,IND,putback,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,,,2.0,,,,,,,,,,
118,PT02M13.00S,2022-11-01T00:00:11.4Z,1,REGULAR,foul,personal,[],204456,,,1610612751,22,16,2022-11-01T00:00:24Z,1160000,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 202681]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Irving,202681.0,,
120,PT02M13.00S,2022-11-01T00:00:18.2Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,22,16,2022-11-01T00:00:21Z,1180000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M13.00S,2022-11-01T00:00:18.2Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,22,16,2022-11-01T00:00:21Z,1190000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M05.00S,2022-11-01T00:00:51.5Z,1,REGULAR,foul,personal,['2freethrow'],201949,,,1610612751,22,16,2022-11-01T00:01:05Z,1200000,,,0,,J. Johnson shooting personal FOUL (2 PF) (Sumner 2 FT),"[201949, 1628410]",1610612754.0,IND,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1204.0,2.0,0.0,Sumner,1628410.0,,
124,PT02M05.00S,2022-11-01T00:01:18.6Z,1,REGULAR,freethrow,1 of 2,[],1628410,,,1610612751,23,16,2022-11-01T00:01:18Z,1220000,,,0,,E. Sumner Free Throw 1 of 2 (3 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
125,PT02M05.00S,2022-11-01T00:01:19.2Z,1,REGULAR,substitution,out,[],1629139,,,1610612751,23,16,2022-11-01T00:01:25Z,1230000,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M05.00S,2022-11-01T00:01:19.2Z,1,REGULAR,substitution,out,[],201949,,,1610612751,23,16,2022-11-01T00:01:25Z,1240000,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M05.00S,2022-11-01T00:01:19.2Z,1,REGULAR,substitution,in,[],201142,,,1610612751,23,16,2022-11-01T00:01:25Z,1250000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M05.00S,2022-11-01T00:01:19.2Z,1,REGULAR,substitution,in,[],1630188,,,1610612751,23,16,2022-11-01T00:01:25Z,1260000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M05.00S,2022-11-01T00:01:38.8Z,1,REGULAR,freethrow,2 of 2,[],1628410,,,1610612751,24,16,2022-11-01T00:01:38Z,1270000,,,0,,E. Sumner Free Throw 2 of 2 (4 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
130,PT01M57.00S,2022-11-01T00:01:48.3Z,1,REGULAR,3pt,Jump Shot,[],1631097,8.754927726675426,97.54901960784314,1610612754,24,16,2022-11-01T00:01:57Z,1280000,-238.0,30.0,1,left,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,23.96,Missed,,,,,,,,,,,,,,,,,,
131,PT01M56.00S,2022-11-01T00:01:49.3Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,24,16,2022-11-01T00:03:46Z,1290000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT01M55.00S,2022-11-01T00:01:52.5Z,1,REGULAR,turnover,lost ball,[],202693,,,1610612751,24,16,2022-11-01T00:03:53Z,1295000,,,0,,M. Morris lost ball TURNOVER (1 TO),"[202693, 1629614]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Nembhard,1629614.0,,,,,,,,,,,
137,PT01M55.00S,2022-11-01T00:01:52.5Z,1,REGULAR,steal,,[],1629614,,,1610612754,24,16,2022-11-01T00:03:20Z,1297500,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M52.00S,2022-11-01T00:01:56.8Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,24,16,2022-11-01T00:02:37Z,1300000,,,0,,B. Mathurin step out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,step,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,,,,,,,1.0,,,,,,,202049.0,,,,,,
133,PT01M45.00S,2022-11-01T00:02:25.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612751,24,16,2022-11-01T00:02:31Z,1310000,,,0,,J. Smith personal FOUL (2 PF) (Durant 2 FT),"[1630188, 201142]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202049.0,2.0,0.0,Durant,201142.0,,
138,PT01M45.00S,2022-11-01T00:03:53.7Z,1,REGULAR,substitution,out,[],1630188,,,1610612751,24,16,2022-11-01T00:04:03Z,1340000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M45.00S,2022-11-01T00:03:53.7Z,1,REGULAR,substitution,in,[],1629052,,,1610612751,24,16,2022-11-01T00:04:03Z,1350000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M45.00S,2022-11-01T00:04:18.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612751,25,16,2022-11-01T00:04:18Z,1360000,,,0,,K. Durant Free Throw 1 of 2 (10 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
141,PT01M45.00S,2022-11-01T00:04:37.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612751,26,16,2022-11-01T00:04:37Z,1370000,,,0,,K. Durant Free Throw 2 of 2 (11 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
142,PT01M26.00S,2022-11-01T00:04:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,5.601182654402102,45.83333333333333,1610612754,26,18,2022-11-01T00:05:54Z,1380000,21.0,0.0,1,left,I. Jackson reverse Layup (4 PTS) (B. Mathurin 1 AST),"[1630543, 1631097]",1610612754.0,IND,reverse,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,4.0,B. Mathurin,1631097.0,1.0,,,,,,,
144,PT01M26.00S,2022-11-01T00:05:02.8Z,1,REGULAR,foul,personal,['1freethrow'],202693,,,1610612754,26,18,2022-11-01T00:05:11Z,1400000,,,0,,M. Morris shooting personal FOUL (1 PF) (Jackson 1 FT),"[202693, 1630543]",1610612751.0,BKN,shooting,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202049.0,1.0,0.0,Jackson,1630543.0,,
146,PT01M26.00S,2022-11-01T00:05:31.8Z,1,REGULAR,freethrow,1 of 1,[],1630543,,,1610612754,26,18,2022-11-01T00:05:46Z,1420000,,,0,,MISS I. Jackson Free Throw 1 of 1,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT01M22.00S,2022-11-01T00:05:35.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,26,18,2022-11-01T00:05:46Z,1430000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,146.0,3.0,2.0,1.0,,,,,,,,,,,,,,
148,PT01M12.00S,2022-11-01T00:05:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.24901445466492,45.34313725490196,1610612751,28,18,2022-11-01T00:05:48Z,1440000,-23.0,11.0,1,right,K. Irving driving Layup (2 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,,2.0,,,,,,,,,,
149,PT00M53.70S,2022-11-01T00:06:04.3Z,1,REGULAR,3pt,Jump Shot,[],1629052,28.991458607095925,79.90196078431373,1610612754,28,18,2022-11-01T00:06:14Z,1450000,-150.0,220.0,1,left,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
150,PT00M48.80S,2022-11-01T00:06:09.2Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,28,18,2022-11-01T00:06:14Z,1460000,,,0,,I. Jackson REBOUND (Off:2 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,149.0,3.0,1.0,2.0,,,,,,,,,,,,,,
151,PT00M48.80S,2022-11-01T00:06:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,5.590000152587891,50.0,1610612754,28,18,2022-11-01T00:06:09Z,1470000,0.0,0.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
152,PT00M45.70S,2022-11-01T00:06:12.2Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,28,18,2022-11-01T00:06:12Z,1480000,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,
153,PT00M38.30S,2022-11-01T00:06:19.6Z,1,REGULAR,3pt,Jump Shot,[],202693,66.83639947437582,60.78431372549019,1610612751,31,18,2022-11-01T00:06:22Z,1490000,54.0,259.0,1,right,M. Morris 26' 3PT  (3 PTS) (N. Claxton 2 AST),"[202693, 1629651]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,26.47,Made,,,,,,,,3.0,N. Claxton,1629651.0,2.0,,,,,,,
155,PT00M38.10S,2022-11-01T00:06:32.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,31,18,2022-11-01T00:06:32Z,1510000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M38.10S,2022-11-01T00:07:18.8Z,1,REGULAR,substitution,out,[],202693,,,1610612754,31,18,2022-11-01T00:07:54Z,1520000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M38.10S,2022-11-01T00:07:18.8Z,1,REGULAR,substitution,out,[],1630543,,,1610612754,31,18,2022-11-01T00:07:54Z,1530000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M38.10S,2022-11-01T00:07:18.8Z,1,REGULAR,substitution,in,[],1626220,,,1610612754,31,18,2022-11-01T00:07:54Z,1540000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M38.10S,2022-11-01T00:07:18.8Z,1,REGULAR,substitution,in,[],1626167,,,1610612754,31,18,2022-11-01T00:07:54Z,1550000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M21.90S,2022-11-01T00:08:23.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,3.630091984231275,96.56862745098039,1610612754,31,18,2022-11-01T00:08:35Z,1560000,-233.0,-18.0,1,left,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
161,PT00M20.00S,2022-11-01T00:08:25.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,31,18,2022-11-01T00:08:35Z,1570000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,160.0,4.0,4.0,0.0,,,,,,,,,,,,,,
162,PT00M20.00S,2022-11-01T00:08:33.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629052,,,1610612751,31,18,2022-11-01T00:08:44Z,1580000,,,0,,O. Brissett personal FOUL (1 PF) (Durant 2 FT),"[1629052, 201142]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,101284.0,1.0,0.0,Durant,201142.0,,
164,PT00M20.00S,2022-11-01T00:09:02.3Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,32,18,2022-11-01T00:09:02Z,1600000,,,0,,K. Durant Free Throw 1 of 2 (12 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
165,PT00M20.00S,2022-11-01T00:09:19.1Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,33,18,2022-11-01T00:09:19Z,1610000,,,0,,K. Durant Free Throw 2 of 2 (13 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
166,PT00M04.50S,2022-11-01T00:09:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,11.645860709592641,56.372549019607845,1610612754,33,18,2022-11-01T00:09:47Z,1620000,-32.0,57.0,1,left,MISS T. McConnell 6' driving Layup - blocked,"[204456, 1629651]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
167,PT00M04.50S,2022-11-01T00:09:37.8Z,1,REGULAR,block,,[],1629651,,,1610612754,33,18,2022-11-01T00:09:39Z,1630000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT00M02.30S,2022-11-01T00:09:40.0Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,33,18,2022-11-01T00:09:40Z,1640000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,
169,PT00M00.00S,2022-11-01T00:09:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,92.06636005256242,44.6078431372549,1610612751,33,18,2022-11-01T00:09:51Z,1650000,-27.0,22.0,1,right,MISS K. Irving running Layup - blocked,"[202681, 1629614]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,Nembhard,1629614.0
170,PT00M00.00S,2022-11-01T00:09:42.9Z,1,REGULAR,block,,[],1629614,,,1610612751,33,18,2022-11-01T00:09:47Z,1660000,,,0,,A. Nembhard BLOCK (1 BLK),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-11-01T00:09:42.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,33,18,2022-11-01T00:09:51Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,169.0,,,,,,,,,,,,,,,,,
