actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-27T00:41:48.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-27T00:41:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-27T00:41:50.2Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612751,0,0,2023-01-27T00:41:50Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Duren: Tip to K. Irving,"[202681, 1629651, 1631105]",1610612751.0,BKN,startperiod,K. Irving,202681.0,Irving,K. Irving,Claxton,1629651.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-01-27T00:42:02.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,13.748357424441524,57.84313725490197,1610612751,0,0,2023-01-27T00:42:08Z,70000,False,-39.0,77.0,1,left,MISS B. Simmons 8' turnaround Hook,[1627732],1610612751.0,BKN,turnaround,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-01-27T00:42:04.8Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,0,0,2023-01-27T00:42:08Z,80000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-01-27T00:42:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,91.93495400788436,45.83333333333333,1610612765,0,2,2023-01-27T00:42:23Z,90000,False,-21.0,23.0,1,right,J. Ivey driving reverse Layup (2 PTS),[1631093],1610612765.0,DET,driving reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M19.00S,2023-01-27T00:42:29.1Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,0,2,2023-01-27T00:42:34Z,100000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),"[1627732, 1631093]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,Ivey,1631093.0,,,,,,,,,,
11,PT11M19.00S,2023-01-27T00:42:29.1Z,1,REGULAR,steal,,[],1631093,,,1610612765,0,2,2023-01-27T00:42:31Z,110000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2023-01-27T00:42:48.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631093,81.553876478318,73.2843137254902,1610612765,0,4,2023-01-27T00:42:52Z,120000,False,116.0,121.0,1,right,J. Ivey 16' turnaround fadeaway Jump Shot (4 PTS) (J. Duren 1 AST),"[1631093, 1631105]",1610612765.0,DET,turnaround fadeaway,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,16.78,Made,,,,,4.0,,,,J. Duren,1631105.0,1.0,,,,,,,
14,PT10M35.00S,2023-01-27T00:43:11.5Z,1,REGULAR,3pt,Jump Shot,[],203925,7.5722733245729295,2.941176470588235,1610612751,0,4,2023-01-27T00:43:20Z,140000,False,235.0,19.0,1,left,MISS J. Harris fadeaway 3PT,[203925],1610612751.0,BKN,fadeaway,,,Harris,J. Harris,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
15,PT10M33.00S,2023-01-27T00:43:13.5Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,0,4,2023-01-27T00:43:20Z,150000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
