actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-05T23:10:44.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-05T23:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-05T23:10:46.8Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-03-05T23:10:46Z,40000,False,,,0,,Jump Ball N. Claxton vs. M. Williams: Tip to S. Dinwiddie,"[203915, 1629651, 1631109]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-05T23:10:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,86.02168199737189,35.294117647058826,1610612751,2,0,2023-03-05T23:11:04Z,70000,False,-74.0,79.0,1,right,M. Bridges 10' fadeaway Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[1628969, 203915]",1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,10.78,Made,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-03-05T23:11:17.9Z,1,REGULAR,2pt,Jump Shot,[],202330,12.434296977660972,12.990196078431374,1610612766,2,0,2023-03-05T23:11:25Z,90000,False,185.0,64.0,1,left,MISS G. Hayward 19' pullup Shot - blocked,"[202330, 1629651]",1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right,19.59,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,,
10,PT11M26.00S,2023-03-05T23:11:17.9Z,1,REGULAR,block,,[],1629651,,,1610612766,2,0,2023-03-05T23:11:21Z,100000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2023-03-05T23:11:19.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,2,0,2023-03-05T23:11:25Z,110000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,9.0,,,,,,,,,,,
13,PT11M16.00S,2023-03-05T23:11:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,81.2910643889619,43.872549019607845,1610612751,4,0,2023-03-05T23:11:42Z,130000,False,-31.0,123.0,1,right,M. Bridges 12' pullup Jump Shot (4 PTS) (S. Dinwiddie 2 AST),"[1628969, 203915]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,12.71,Made,4.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
15,PT11M02.00S,2023-03-05T23:11:52.2Z,1,REGULAR,2pt,Jump Shot,[],1626179,20.581471747700395,25.49019607843137,1610612766,4,0,2023-03-05T23:11:57Z,150000,False,123.0,141.0,1,left,MISS T. Rozier 18' step back Shot,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,18.68,Missed,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2023-03-05T23:11:55.2Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,4,0,2023-03-05T23:11:57Z,160000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M45.00S,2023-03-05T23:12:09.4Z,1,REGULAR,3pt,Jump Shot,[],203915,66.83639947437582,43.872549019607845,1610612751,4,0,2023-03-05T23:12:17Z,170000,False,-31.0,259.0,1,right,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612751.0,BKN,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,26.1,Missed,,,,,,,,,,,,,,,,,,
18,PT10M41.00S,2023-03-05T23:12:13.4Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,4,0,2023-03-05T23:12:17Z,180000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
19,PT10M36.00S,2023-03-05T23:12:18.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,31.882391590013142,59.068627450980394,1610612766,4,3,2023-03-05T23:12:28Z,190000,False,-45.0,247.0,1,left,P. Washington 25' 3PT running pullup (3 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,running pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.13,Made,3.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
21,PT10M21.00S,2023-03-05T23:12:32.8Z,1,REGULAR,3pt,Jump Shot,[],1629661,96.7969776609724,94.85294117647058,1610612751,4,3,2023-03-05T23:12:37Z,210000,False,224.0,-22.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,22.54,Missed,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2023-03-05T23:12:34.8Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,4,3,2023-03-05T23:12:37Z,220000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M09.00S,2023-03-05T23:12:45.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.668199737187912,55.392156862745104,1610612766,4,5,2023-03-05T23:12:52Z,230000,False,-27.0,85.0,1,left,T. Rozier 8' floating Jump Shot (2 PTS),[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,8.96,Made,2.0,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2023-03-05T23:12:58.5Z,1,REGULAR,foul,personal,[],202330,,,1610612751,4,5,2023-03-05T23:13:08Z,240000,False,,,0,,G. Hayward personal FOUL (1 PF),"[202330, 1629651]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1198.0,1.0,0.0,Claxton,1629651.0,,,
26,PT09M53.00S,2023-03-05T23:13:18.5Z,1,REGULAR,2pt,Jump Shot,[],1629661,93.11760840998686,20.098039215686274,1610612751,4,5,2023-03-05T23:13:24Z,260000,False,-150.0,12.0,1,right,MISS C. Johnson 15' Jump Shot,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,15.0,Missed,,,,,,,,,,,,,,,,,,
27,PT09M50.00S,2023-03-05T23:13:21.5Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,4,5,2023-03-05T23:13:24Z,270000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,
28,PT09M39.00S,2023-03-05T23:13:32.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,10.5946123521682,42.40196078431372,1610612766,4,7,2023-03-05T23:13:37Z,280000,False,38.0,47.0,1,left,M. Williams 6' turnaround Hook (2 PTS) (T. Rozier 2 AST),"[1631109, 1626179]",1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,2.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,
30,PT09M19.00S,2023-03-05T23:13:51.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,67.88764783180025,52.450980392156865,1610612751,7,7,2023-03-05T23:13:55Z,300000,False,12.0,249.0,1,right,M. Bridges 24' 3PT step back (7 PTS) (N. Claxton 1 AST),"[1628969, 1629651]",1610612751.0,BKN,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,24.97,Made,7.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
32,PT09M09.00S,2023-03-05T23:14:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,16.113666228646515,34.068627450980394,1610612766,7,7,2023-03-05T23:14:06Z,320000,False,80.0,99.0,1,left,MISS G. Hayward 12' driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,12.71,Missed,,,,,,,,,,,,,,,,,,
33,PT09M06.00S,2023-03-05T23:14:04.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,7,7,2023-03-05T23:14:06Z,330000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,
34,PT08M58.00S,2023-03-05T23:14:13.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,95.48291721419186,95.83333333333334,1610612751,7,7,2023-03-05T23:14:17Z,340000,False,229.0,-10.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
35,PT08M54.00S,2023-03-05T23:14:17.2Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,7,7,2023-03-05T23:14:17Z,350000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,
