actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-16T23:40:46.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-16T23:40:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-16T23:40:49.3Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-03-16T23:40:49Z,40000,False,,,0,,Jump Ball N. Claxton vs. D. Sabonis: Tip to S. Dinwiddie,"[203915, 1629651, 1627734]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-03-16T23:41:07.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,72.61826544021025,78.92156862745098,1610612751,3,0,2023-03-16T23:41:12Z,70000,False,145.0,205.0,1,right,D. Finney-Smith 25' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,25.08,Made,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2023-03-16T23:41:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.995400788436268,43.872549019607845,1610612758,3,2,2023-03-16T23:41:41Z,90000,False,31.0,4.0,1,left,D. Sabonis Layup (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.08,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M01.00S,2023-03-16T23:41:52.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,90.48948751642575,38.23529411764706,1610612751,3,2,2023-03-16T23:41:57Z,100000,False,-59.0,37.0,1,right,MISS N. Claxton 6' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.94,Missed,,,,,,,,,,,,,,,,,,
11,PT10M59.00S,2023-03-16T23:41:54.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,2,2023-03-16T23:41:57Z,110000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M47.00S,2023-03-16T23:42:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.732588699080158,51.470588235294116,1610612758,3,2,2023-03-16T23:42:15Z,120000,False,-7.0,1.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1629661]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,Johnson,1629661.0,,,,,,,,
13,PT10M47.00S,2023-03-16T23:42:06.4Z,1,REGULAR,block,,[],1629661,,,1610612758,3,2,2023-03-16T23:42:09Z,130000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2023-03-16T23:42:10.4Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,3,2,2023-03-16T23:42:29Z,140000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M36.00S,2023-03-16T23:42:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,73.53810775295663,17.401960784313726,1610612751,6,2,2023-03-16T23:42:21Z,150000,False,-163.0,196.0,1,right,M. Bridges 25' 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[1628969, 203915]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.51,Made,3.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
