actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
185,PT11M05.00S,2022-10-20T00:14:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,5.469776609724048,50.73529411764706,1610612751,16,32,2022-10-20T00:54:31Z,1770000,-4.0,-1.0,1,left,N. Claxton Layup (2 PTS) (C. Thomas 1 AST),"[1629651, 1630560]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.39,Made,,,,,,,2.0,C. Thomas,1630560.0,1.0,,,,,
187,PT11M05.00S,2022-10-20T00:14:54.9Z,2,REGULAR,foul,personal,['1freethrow'],1630530,,,1610612751,16,32,2022-10-20T00:15:11Z,1790000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Claxton 1 FT),"[1630530, 1629651]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Claxton,1629651.0
189,PT11M05.00S,2022-10-20T00:15:15.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629651,,,1610612751,17,32,2022-10-20T00:54:31Z,1810000,,,0,,N. Claxton Free Throw 1 of 1 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
190,PT10M50.00S,2022-10-20T00:15:31.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,80.50262812089356,93.62745098039215,1610612740,17,35,2022-10-20T00:15:36Z,1820000,218.0,131.0,1,right,T. Murphy III 25' 3PT  (5 PTS) (C. McCollum 3 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,25.43,Made,,,,,,,5.0,C. McCollum,203468.0,3.0,,,,,
192,PT10M39.00S,2022-10-20T00:15:42.2Z,2,REGULAR,3pt,Jump Shot,[],1630560,33.065045992115635,47.549019607843135,1610612751,17,35,2022-10-20T00:15:47Z,1840000,12.0,258.0,1,left,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,,,,25.86,Missed,,,,,,,,,,,,,,,
193,PT10M35.00S,2022-10-20T00:15:46.2Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,17,35,2022-10-20T00:15:47Z,1850000,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,192.0,3.0,2.0,1.0,,,,,,,,,,,
194,PT10M27.00S,2022-10-20T00:15:54.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,88.64980289093299,53.18627450980392,1610612740,17,35,2022-10-20T00:16:01Z,1860000,16.0,54.0,1,right,MISS Z. Williamson turnaround Hook - blocked,"[1629627, 1629651]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.65,Missed,,,,,Claxton,1629651.0,,,,,,,,,
196,PT10M27.00S,2022-10-20T00:15:54.4Z,2,REGULAR,block,,[],1629651,,,1610612740,17,35,2022-10-20T00:16:05Z,1865000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT10M22.00S,2022-10-20T00:15:59.4Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,17,35,2022-10-20T00:16:05Z,1870000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,
197,PT10M20.00S,2022-10-20T00:16:04.6Z,2,REGULAR,violation,kicked ball,[],203468,,,1610612751,17,35,2022-10-20T00:16:10Z,1880000,,,0,,C. McCollum kicked ball VIOLATION,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,1628951.0,,,,
198,PT10M10.00S,2022-10-20T00:16:27.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.30946123521682,48.529411764705884,1610612751,19,35,2022-10-20T00:16:36Z,1890000,7.0,16.0,1,left,N. Claxton cutting Layup (5 PTS) (B. Simmons 2 AST),"[1629651, 1627732]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,1.78,Made,,,,,,,5.0,B. Simmons,1627732.0,2.0,,,,,
200,PT09M53.00S,2022-10-20T00:16:44.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,82.07950065703022,45.83333333333333,1610612740,19,35,2022-10-20T00:16:48Z,1910000,-21.0,116.0,1,right,MISS L. Nance Jr. 11' Jump Shot,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.79,Missed,,,,,,,,,,,,,,,
201,PT09M50.00S,2022-10-20T00:16:47.2Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,19,35,2022-10-20T00:16:48Z,1920000,,,0,,B. Simmons REBOUND (Off:0 Def:5),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,200.0,5.0,5.0,0.0,,,,,,,,,,,
202,PT09M37.00S,2022-10-20T00:17:01.2Z,2,REGULAR,3pt,Jump Shot,[],202693,7.703679369250986,3.431372549019608,1610612751,22,35,2022-10-20T00:17:05Z,1930000,233.0,20.0,1,left,M. Morris 3PT  (3 PTS) (K. Irving 1 AST),"[202693, 202681]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,,23.36,Made,,,,,,,3.0,K. Irving,202681.0,1.0,,,,,
204,PT09M16.00S,2022-10-20T00:17:23.8Z,2,REGULAR,foul,personal,[],1627732,,,1610612740,22,35,2022-10-20T00:17:31Z,1950000,,,0,,B. Simmons personal FOUL (2 PF),"[1627732, 1629627]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Williamson,1629627.0
206,PT09M16.00S,2022-10-20T00:17:31.8Z,2,REGULAR,substitution,out,[],202693,,,1610612740,22,35,2022-10-20T00:17:53Z,1970000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M16.00S,2022-10-20T00:17:31.8Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,22,35,2022-10-20T00:17:53Z,1980000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M16.00S,2022-10-20T00:17:31.8Z,2,REGULAR,substitution,in,[],1626220,,,1610612740,22,35,2022-10-20T00:17:53Z,1990000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M16.00S,2022-10-20T00:17:31.8Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,22,35,2022-10-20T00:17:53Z,2000000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M02.00S,2022-10-20T00:18:12.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,93.64323258869908,47.30392156862745,1610612740,22,35,2022-10-20T00:18:19Z,2010000,-13.0,7.0,1,right,MISS D. Graham driving reverse Layup,[1628984],1610612740.0,NOP,driving reverse,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,,,,1.53,Missed,,,,,,,,,,,,,,,
211,PT08M56.00S,2022-10-20T00:18:18.5Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,22,35,2022-10-20T00:18:19Z,2020000,,,0,,T. Murphy III REBOUND (Off:2 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,210.0,4.0,2.0,2.0,,,,,,,,,,,
212,PT08M54.00S,2022-10-20T00:18:20.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,66.5735873850197,42.15686274509804,1610612740,22,35,2022-10-20T00:18:29Z,2030000,-39.0,262.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,26.46,Missed,,,,,,,,,,,,,,,
213,PT08M52.00S,2022-10-20T00:18:22.5Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,22,35,2022-10-20T00:18:29Z,2040000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,212.0,2.0,2.0,0.0,,,,,,,,,,,
214,PT08M52.00S,2022-10-20T00:18:29.9Z,2,REGULAR,foul,personal,[],1630530,,,1610612751,22,35,2022-10-20T00:18:35Z,2050000,,,0,,T. Murphy III personal FOUL (2 PF),"[1630530, 1626220]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,O'Neale,1626220.0
216,PT08M52.00S,2022-10-20T00:18:35.4Z,2,REGULAR,substitution,out,[],1627732,,,1610612751,22,35,2022-10-20T00:18:46Z,2070000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M52.00S,2022-10-20T00:18:35.4Z,2,REGULAR,substitution,out,[],1630530,,,1610612751,22,35,2022-10-20T00:18:46Z,2080000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M52.00S,2022-10-20T00:18:35.4Z,2,REGULAR,substitution,in,[],201142,,,1610612751,22,35,2022-10-20T00:18:46Z,2090000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M52.00S,2022-10-20T00:18:35.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612751,22,35,2022-10-20T00:18:46Z,2100000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M39.00S,2022-10-20T00:19:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.521024967148489,49.754901960784316,1610612751,24,35,2022-10-20T00:21:15Z,2110000,1.0,9.0,1,left,N. Claxton driving Layup (7 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.89,Made,,,,,,,7.0,K. Irving,202681.0,2.0,,,,,
222,PT08M39.00S,2022-10-20T00:19:07.7Z,2,REGULAR,foul,personal,['1freethrow'],203468,,,1610612751,24,35,2022-10-20T00:19:16Z,2130000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Claxton 1 FT),"[203468, 1629651]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Claxton,1629651.0
224,PT08M39.00S,2022-10-20T00:19:38.3Z,2,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,24,35,2022-10-20T00:19:57Z,2150000,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
225,PT08M36.00S,2022-10-20T00:19:41.3Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,24,35,2022-10-20T00:19:57Z,2160000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,
226,PT08M20.00S,2022-10-20T00:19:55.6Z,2,REGULAR,2pt,Jump Shot,[],203468,94.56307490144546,73.0392156862745,1610612740,24,37,2022-10-20T00:20:08Z,2170000,115.0,-1.0,1,right,C. McCollum 11' Jump Shot (8 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,11.52,Made,,,,,,,8.0,,,,,,,,
227,PT08M07.00S,2022-10-20T00:20:09.5Z,2,REGULAR,3pt,Jump Shot,[],201142,4.155716162943495,95.34313725490196,1610612751,24,37,2022-10-20T00:20:16Z,2180000,-227.0,-13.0,1,left,MISS K. Durant 3PT - blocked,"[201142, 1630529]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,22.71,Missed,,,,,Jones,1630529.0,,,,,,,,,
228,PT08M07.00S,2022-10-20T00:20:09.5Z,2,REGULAR,block,,[],1630529,,,1610612751,24,37,2022-10-20T00:20:14Z,2190000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
229,PT08M01.00S,2022-10-20T00:20:15.5Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,24,37,2022-10-20T00:20:34Z,2200000,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,
230,PT07M59.00S,2022-10-20T00:20:18.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203468,93.11760840998686,46.81372549019608,1610612740,24,39,2022-10-20T00:21:15Z,2210000,-16.0,12.0,1,right,C. McCollum driving Layup (10 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,2.0,Made,,,,,,,10.0,,,,,,,,
231,PT07M59.00S,2022-10-20T00:20:22.1Z,2,REGULAR,foul,personal,['1freethrow'],1626220,,,1610612740,24,39,2022-10-20T00:20:37Z,2220000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (McCollum 1 FT),"[1626220, 203468]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,McCollum,203468.0
233,PT07M59.00S,2022-10-20T00:20:52.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203468,,,1610612740,24,40,2022-10-20T00:21:19Z,2240000,,,0,,C. McCollum Free Throw 1 of 1 (11 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,,
241,PT07M43.00S,2022-10-20T00:21:53.4Z,2,REGULAR,substitution,out,[],203468,,,1610612751,24,40,2022-10-20T00:22:01Z,2245000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M43.00S,2022-10-20T00:21:53.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612751,24,40,2022-10-20T00:22:01Z,2247500,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M43.00S,2022-10-20T00:21:53.4Z,2,REGULAR,jumpball,recovered,[],1628984,,,1610612751,24,40,2022-10-20T00:22:15Z,2250000,,,0,,Jump Ball L. Nance Jr. vs. K. Irving: Tip to D. Graham,"[1628984, 1626204, 202681]",1610612740.0,NOP,heldball,D. Graham,1628984.0,Graham,D. Graham,Nance Jr.,1626204.0,Irving,202681.0,,,,,,,,,,,,,,,,,,,,,,
237,PT07M36.00S,2022-10-20T00:21:53.4Z,2,REGULAR,turnover,lost ball,[],1629651,,,1610612751,24,40,2022-10-20T00:21:53Z,2280000,,,0,,N. Claxton lost ball TURNOVER (3 TO),"[1629651, 1626204]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,3.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
238,PT07M36.00S,2022-10-20T00:21:53.4Z,2,REGULAR,steal,,[],1626204,,,1610612740,24,40,2022-10-20T00:21:53Z,2290000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M22.00S,2022-10-20T00:22:06.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,86.94152431011827,39.705882352941174,1610612740,24,42,2022-10-20T00:22:11Z,2300000,-51.0,70.0,1,right,B. Ingram 8' turnaround fadeaway Jump Shot (7 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,,8.71,Made,,,,,,,7.0,,,,,,,,
244,PT07M04.00S,2022-10-20T00:22:25.6Z,2,REGULAR,2pt,Jump Shot,[],202681,27.677398160315374,40.19607843137255,1610612751,24,42,2022-10-20T00:22:31Z,2310000,49.0,208.0,1,left,MISS K. Irving 21' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,,,,21.34,Missed,,,,,,,,,,,,,,,
245,PT07M01.00S,2022-10-20T00:22:28.6Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,24,42,2022-10-20T00:22:28Z,2320000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,,,,,,244.0,3.0,2.0,1.0,,,,,,,,,,,
246,PT06M58.00S,2022-10-20T00:22:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202681,5.863994743758213,52.450980392156865,1610612751,24,42,2022-10-20T00:22:36Z,2330000,-12.0,3.0,1,left,MISS K. Irving Layup,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,1.26,Missed,,,,,,,,,,,,,,,
247,PT06M54.00S,2022-10-20T00:22:36.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,24,42,2022-10-20T00:22:36Z,2340000,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,246.0,4.0,2.0,2.0,,,,,,,,,,,
248,PT06M54.00S,2022-10-20T00:22:35.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,26,42,2022-10-20T00:22:35Z,2350000,0.0,0.0,1,left,N. Claxton tip Layup (9 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,9.0,,,,,,,,
249,PT06M41.00S,2022-10-20T00:22:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630529,75.90341655716163,85.5392156862745,1610612740,26,42,2022-10-20T00:22:53Z,2360000,178.0,174.0,1,right,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,24.87,Missed,,,,,,,,,,,,,,,
250,PT06M38.00S,2022-10-20T00:22:51.4Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,26,42,2022-10-20T00:22:53Z,2370000,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,249.0,5.0,3.0,2.0,,,,,,,,,,,
251,PT06M35.00S,2022-10-20T00:22:54.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201142,32.276609724047304,34.80392156862745,1610612751,26,42,2022-10-20T00:22:59Z,2380000,76.0,251.0,1,left,MISS K. Durant 26' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,26.22,Missed,,,,,,,,,,,,,,,
252,PT06M31.00S,2022-10-20T00:22:58.6Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,26,42,2022-10-20T00:22:59Z,2390000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,,
253,PT06M29.00S,2022-10-20T00:23:01.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,93.11760840998686,95.58823529411765,1610612740,26,42,2022-10-20T00:23:06Z,2400000,228.0,12.0,1,right,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Right Corner 3,24+ Right,,,,22.82,Missed,,,,,,,,,,,,,,,
254,PT06M24.00S,2022-10-20T00:23:06.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,26,42,2022-10-20T00:23:06Z,2410000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,253.0,1.0,1.0,0.0,,,,,,,,,,,
255,PT06M18.00S,2022-10-20T00:23:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,11.251642575558476,40.931372549019606,1610612751,28,42,2022-10-20T00:23:16Z,2420000,45.0,53.0,1,left,C. Thomas 6' driving floating Jump Shot (2 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,6.99,Made,,,,,,,2.0,,,,,,,,
256,PT06M08.00S,2022-10-20T00:23:26.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,28,42,2022-10-20T00:23:26Z,2430000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M08.00S,2022-10-20T00:23:27.3Z,2,REGULAR,substitution,out,[],202681,,,1610612740,28,42,2022-10-20T00:26:43Z,2440000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M08.00S,2022-10-20T00:23:27.3Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,28,42,2022-10-20T00:26:43Z,2450000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M08.00S,2022-10-20T00:23:27.3Z,2,REGULAR,substitution,in,[],201988,,,1610612740,28,42,2022-10-20T00:26:43Z,2460000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M08.00S,2022-10-20T00:23:27.3Z,2,REGULAR,substitution,in,[],202685,,,1610612740,28,42,2022-10-20T00:26:43Z,2470000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M52.00S,2022-10-20T00:26:47.4Z,2,REGULAR,3pt,Jump Shot,[],1627742,72.88107752956637,15.686274509803921,1610612740,28,42,2022-10-20T00:27:06Z,2480000,-172.0,202.0,1,right,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,26.54,Missed,,,,,,,,,,,,,,,
262,PT05M49.00S,2022-10-20T00:26:50.4Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,28,42,2022-10-20T00:43:53Z,2490000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,,
263,PT05M45.00S,2022-10-20T00:26:54.8Z,2,REGULAR,2pt,Jump Shot,[],201142,20.97568988173456,25.245098039215684,1610612751,30,42,2022-10-20T00:27:02Z,2500000,124.0,145.0,1,left,K. Durant 19' Jump Shot (8 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,19.04,Made,,,,,,,8.0,,,,,,,,
264,PT05M24.00S,2022-10-20T00:27:16.2Z,2,REGULAR,3pt,Jump Shot,[],202685,68.67608409986859,35.049019607843135,1610612740,30,45,2022-10-20T00:27:22Z,2510000,-75.0,242.0,1,right,J. Valanciunas 25' 3PT  (7 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,25.32,Made,,,,,,,7.0,N. Marshall,1630230.0,1.0,,,,,
266,PT05M03.00S,2022-10-20T00:27:38.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,7.703679369250986,52.20588235294118,1610612751,30,45,2022-10-20T00:27:44Z,2530000,-11.0,20.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 202685]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,2.27,Missed,,,,,Valanciunas,202685.0,,,,,,,,,
267,PT05M03.00S,2022-10-20T00:27:38.4Z,2,REGULAR,block,,[],202685,,,1610612751,30,45,2022-10-20T00:27:41Z,2540000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT05M03.00S,2022-10-20T00:27:38.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,30,45,2022-10-20T00:27:44Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,266.0,,,,,,,,,,,,,,
270,PT05M03.00S,2022-10-20T00:27:44.8Z,2,REGULAR,substitution,out,[],1629651,,,1610612740,30,45,2022-10-20T00:27:50Z,2570000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M03.00S,2022-10-20T00:27:44.8Z,2,REGULAR,substitution,in,[],1630549,,,1610612740,30,45,2022-10-20T00:27:50Z,2580000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
