actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-07T00:40:45.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-07T00:40:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-07T00:40:48.3Z,1,REGULAR,jumpball,recovered,[],1628410,,,1610612751,0,0,2023-02-07T00:40:48Z,40000,False,,,0,,Jump Ball N. Claxton vs. I. Zubac: Tip to E. Sumner,"[1628410, 1629651, 1627826]",1610612751.0,BKN,startperiod,E. Sumner,1628410.0,Sumner,E. Sumner,Claxton,1629651.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-07T00:41:01.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,32.40801576872536,44.11764705882353,1610612751,0,0,2023-02-07T00:41:06Z,70000,False,29.0,252.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-02-07T00:41:06.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,0,2023-02-07T00:41:06Z,80000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-02-07T00:41:23.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.40932982917214,44.36274509803921,1610612746,0,0,2023-02-07T00:41:28Z,90000,False,-28.0,28.0,1,right,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2023-02-07T00:41:26.9Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,0,0,2023-02-07T00:41:26Z,100000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2023-02-07T00:41:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.469776609724048,52.69607843137255,1610612751,0,0,2023-02-07T00:41:39Z,110000,False,-13.0,-1.0,1,left,MISS C. Thomas driving Layup - blocked,"[1630560, 1629611]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,Mann,1629611.0,,,,,,,,,,,,
12,PT11M12.00S,2023-02-07T00:41:33.3Z,1,REGULAR,block,,[],1629611,,,1610612751,0,0,2023-02-07T00:41:35Z,120000,False,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2023-02-07T00:41:36.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2023-02-07T00:41:39Z,130000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M05.00S,2023-02-07T00:41:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,91.5407358738502,3.6764705882352944,1610612746,0,0,2023-02-07T00:41:46Z,140000,False,-232.0,27.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
15,PT11M00.00S,2023-02-07T00:41:45.0Z,1,REGULAR,rebound,defensive,[],1628410,,,1610612751,0,0,2023-02-07T00:42:07Z,150000,False,,,0,,E. Sumner REBOUND (Off:0 Def:1),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Left Corner 3,24+ Left,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
