actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-31T00:41:07.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-31T00:41:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-31T00:41:10.3Z,1,REGULAR,jumpball,recovered,[],1629060,,,1610612747,0,0,2023-01-31T00:41:10Z,40000,False,,,0,,Jump Ball T. Bryant vs. N. Claxton: Tip to R. Hachimura,"[1629060, 1628418, 1629651]",1610612747.0,LAL,startperiod,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Bryant,1628418.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-01-31T00:41:24.4Z,1,REGULAR,3pt,Jump Shot,[],201976,67.7562417871222,25.98039215686275,1610612747,0,0,2023-01-31T00:41:29Z,70000,False,-120.0,251.0,1,right,MISS P. Beverley 27' 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,27.79,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-01-31T00:41:28.4Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,0,0,2023-01-31T00:41:29Z,80000,False,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2023-01-31T00:41:47.7Z,1,REGULAR,3pt,Jump Shot,[],203925,8.09789750328515,3.431372549019608,1610612751,0,0,2023-01-31T00:41:51Z,90000,False,233.0,24.0,1,left,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2023-01-31T00:41:50.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,0,0,2023-01-31T00:41:51Z,100000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M04.00S,2023-01-31T00:42:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,89.43823915900131,57.84313725490197,1610612747,0,0,2023-01-31T00:42:06Z,110000,False,39.0,47.0,1,right,MISS T. Brown Jr. 6' driving bank Shot,[1628972],1610612747.0,LAL,driving bank,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
12,PT11M02.00S,2023-01-31T00:42:04.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2023-01-31T00:42:06Z,120000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M52.00S,2023-01-31T00:42:14.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,25.706307490144546,16.176470588235293,1610612751,3,0,2023-01-31T00:42:18Z,130000,False,169.0,189.0,1,left,R. O'Neale 25' 3PT  (3 PTS) (J. Harris 1 AST),"[1626220, 203925]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,3.0,J. Harris,203925.0,1.0,,,,,,,,,,
15,PT10M41.00S,2023-01-31T00:42:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,94.03745072273325,49.01960784313725,1610612747,3,0,2023-01-31T00:42:31Z,150000,False,-5.0,4.0,1,right,MISS P. Beverley driving Layup,[201976],1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,0.6,Missed,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2023-01-31T00:42:30.9Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,3,0,2023-01-31T00:42:31Z,160000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M36.00S,2023-01-31T00:42:30.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,94.40999984741211,50.0,1610612747,3,2,2023-01-31T00:42:30Z,170000,False,0.0,0.0,1,right,R. Hachimura tip Layup (2 PTS),[1629060],1610612747.0,LAL,tip,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M23.00S,2023-01-31T00:42:43.0Z,1,REGULAR,2pt,Jump Shot,[],202681,25.312089356110377,56.372549019607845,1610612751,3,2,2023-01-31T00:42:47Z,180000,False,-32.0,185.0,1,left,MISS K. Irving 18' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,18.81,Missed,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2023-01-31T00:42:46.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,3,2,2023-01-31T00:42:47Z,190000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
