actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
94,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,21,20,2023-01-13T00:47:21Z,880000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,out,[],1628401,,,1610612751,21,20,2023-01-13T00:47:21Z,890000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,in,[],203552,,,1610612751,21,20,2023-01-13T00:47:21Z,900000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,in,[],1627732,,,1610612751,21,20,2023-01-13T00:47:21Z,910000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,in,[],1627763,,,1610612751,21,20,2023-01-13T00:47:21Z,920000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,out,[],202681,,,1610612751,21,20,2023-01-13T00:47:37Z,930000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M16.00S,2023-01-13T00:47:13.8Z,1,REGULAR,substitution,in,[],203925,,,1610612751,21,20,2023-01-13T00:47:37Z,940000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M58.00S,2023-01-13T00:47:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203552,93.9060446780552,54.65686274509803,1610612751,23,20,2023-01-13T00:48:28Z,950000,False,23.0,5.0,1,right,S. Curry driving Layup (2 PTS) (T. Warren 1 AST),"[203552, 203933]",1610612751.0,BKN,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,2.38,Made,2.0,T. Warren,203933.0,1.0,,,,,,,,,,,,
103,PT03M41.00S,2023-01-13T00:48:10.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,31.61957950065703,41.66666666666667,1610612738,23,23,2023-01-13T00:48:14Z,970000,False,42.0,245.0,1,left,J. Tatum 24' 3PT  (3 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,24.82,Made,3.0,M. Smart,203935.0,4.0,,,,,,,,,,,,
105,PT03M40.00S,2023-01-13T00:48:17.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,23,2023-01-13T00:48:17Z,990000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2023-01-13T00:48:17.7Z,1,REGULAR,substitution,out,[],1628436,,,1610612751,23,23,2023-01-13T00:51:10Z,1000000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2023-01-13T00:48:17.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612751,23,23,2023-01-13T00:51:10Z,1010000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M26.00S,2023-01-13T00:51:54.1Z,1,REGULAR,turnover,out-of-bounds,[],203552,,,1610612751,23,23,2023-01-13T00:51:59Z,1020000,False,,,0,,S. Curry lost ball out-of-bounds TURNOVER (1 TO),[203552],1610612751.0,BKN,lost ball,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,202058.0,1.0,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2023-01-13T00:52:12.1Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,23,23,2023-01-13T00:52:17Z,1030000,False,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 203552]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Curry,203552.0,,
111,PT03M14.00S,2023-01-13T00:52:12.1Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,23,23,2023-01-13T00:52:12Z,1050000,False,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,202058.0,1.0,,,,,,,,,,,,,,,,,,
112,PT03M05.00S,2023-01-13T00:52:31.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203925,86.15308804204993,97.05882352941177,1610612751,26,23,2023-01-13T00:52:36Z,1060000,False,235.0,78.0,1,right,J. Harris 24' 3PT  (7 PTS) (B. Simmons 5 AST),"[203925, 1627732]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Right Corner 3,24+ Right,,,24.78,Made,7.0,B. Simmons,1627732.0,5.0,,,,,,,,,,,,
114,PT02M43.00S,2023-01-13T00:52:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.995400788436268,48.529411764705884,1610612738,26,25,2023-01-13T00:52:58Z,1080000,False,7.0,4.0,1,left,J. Tatum driving finger roll Layup (5 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,0.84,Made,5.0,,,,,,,,,,,,,,,
115,PT02M33.00S,2023-01-13T00:53:04.0Z,1,REGULAR,3pt,Jump Shot,[],203933,61.97437582128777,30.392156862745097,1610612751,26,25,2023-01-13T00:55:13Z,1090000,False,-98.0,305.0,1,right,MISS T. Warren 32' pullup 3PT,[203933],1610612751.0,BKN,pullup,,,Warren,T. Warren,,,,,Above the Break 3,24+ Left Center,,,32.03,Missed,,,,,,,,,,,,,,,,
116,PT02M30.00S,2023-01-13T00:53:07.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,26,25,2023-01-13T00:53:11Z,1100000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,115.0,3.0,2.0,1.0,,,,,,,,
117,PT02M26.00S,2023-01-13T00:53:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,30.17411300919842,25.0,1610612738,26,25,2023-01-13T00:55:30Z,1110000,False,125.0,231.0,1,left,MISS J. Tatum 26' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,26.27,Missed,,,,,,,,,,,,,,,,
118,PT02M23.00S,2023-01-13T00:53:14.1Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,26,25,2023-01-13T00:53:16Z,1120000,False,,,0,,J. Harris REBOUND (Off:1 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,117.0,2.0,1.0,1.0,,,,,,,,
119,PT02M09.00S,2023-01-13T00:53:28.5Z,1,REGULAR,2pt,Jump Shot,[],203552,92.32917214191852,89.4607843137255,1610612751,26,25,2023-01-13T00:53:56Z,1130000,False,197.0,20.0,1,right,MISS S. Curry 19' Jump Shot,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,19.83,Missed,,,,,,,,,,,,,,,,
120,PT02M06.00S,2023-01-13T00:53:31.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,26,25,2023-01-13T00:53:56Z,1140000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right,,,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,
121,PT02M00.00S,2023-01-13T00:53:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,5.206964520367937,48.28431372549019,1610612738,26,27,2023-01-13T00:53:41Z,1150000,False,9.0,-4.0,1,left,M. Brogdon driving Layup (2 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,0.93,Made,2.0,,,,,,,,,,,,,,,
122,PT01M36.00S,2023-01-13T00:54:00.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203933,87.07293035479631,48.529411764705884,1610612751,26,27,2023-01-13T00:56:16Z,1160000,False,-7.0,69.0,1,right,MISS T. Warren 6' driving Hook,[203933],1610612751.0,BKN,driving,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,,,6.94,Missed,,,,,,,,,,,,,,,,
123,PT01M33.00S,2023-01-13T00:54:03.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,26,27,2023-01-13T00:54:05Z,1170000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,122.0,3.0,3.0,0.0,,,,,,,,
124,PT01M31.00S,2023-01-13T00:54:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,5.338370565045992,48.77450980392157,1610612738,26,29,2023-01-13T00:54:12Z,1180000,False,6.0,-2.0,1,left,J. Tatum running Layup (7 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,0.65,Made,7.0,M. Smart,203935.0,5.0,,,,,,,,,,,,
126,PT01M14.00S,2023-01-13T00:54:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629139,91.93495400788436,4.166666666666666,1610612751,26,29,2023-01-13T00:54:28Z,1200000,False,-229.0,23.0,1,right,MISS Y. Watanabe 3PT,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Left Corner 3,24+ Left,,,23.04,Missed,,,,,,,,,,,,,,,,
127,PT01M11.00S,2023-01-13T00:54:27.0Z,1,REGULAR,rebound,offensive,[],203925,,,1610612751,26,29,2023-01-13T00:54:27Z,1210000,False,,,0,,J. Harris REBOUND (Off:2 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,,,,,,,,,126.0,3.0,1.0,2.0,,,,,,,,
131,PT00M59.70S,2023-01-13T00:54:37.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203925,94.95729303547962,95.83333333333334,1610612751,26,29,2023-01-13T00:56:54Z,1250000,False,229.0,-5.0,1,right,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Right Corner 3,24+ Right,,,22.93,Missed,,,,,,,,,,,,,,,,
132,PT00M57.30S,2023-01-13T00:54:40.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,26,29,2023-01-13T00:54:40Z,1260000,False,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,131.0,4.0,4.0,0.0,,,,,,,,
133,PT00M49.10S,2023-01-13T00:54:48.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,28.597240473061763,75.73529411764706,1610612738,26,29,2023-01-13T00:55:00Z,1270000,False,-129.0,216.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,25.17,Missed,,,,,,,,,,,,,,,,
134,PT00M45.90S,2023-01-13T00:54:51.7Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,26,29,2023-01-13T00:55:00Z,1280000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,
135,PT00M44.40S,2023-01-13T00:54:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629139,94.56307490144546,50.245098039215684,1610612751,28,29,2023-01-13T00:55:21Z,1290000,False,1.0,-1.0,1,right,Y. Watanabe running Layup (2 PTS) (B. Simmons 6 AST),"[1629139, 1627732]",1610612751.0,BKN,running,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,,,0.18,Made,2.0,B. Simmons,1627732.0,6.0,,,,,,,,,,,,
137,PT00M34.80S,2023-01-13T00:55:06.3Z,1,REGULAR,3pt,Jump Shot,[],203935,27.151773981603156,80.14705882352942,1610612738,28,29,2023-01-13T00:55:23Z,1310000,False,-151.0,203.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,25.26,Missed,,,,,,,,,,,,,,,,
138,PT00M34.80S,2023-01-13T00:55:06.3Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,28,29,2023-01-13T00:55:23Z,1320000,False,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,137.0,3.0,3.0,0.0,,,,,,,,
139,PT00M27.90S,2023-01-13T00:55:13.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203925,74.13354139290408,86.54258578431373,1610612751,31,29,2023-01-13T00:56:29Z,1330000,False,183.0,191.0,1,right,J. Harris 26' 3PT running (10 PTS) (B. Simmons 7 AST),"[203925, 1627732]",1610612751.0,BKN,running,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,,,26.4,Made,10.0,B. Simmons,1627732.0,7.0,,,,,,,,,,,,
141,PT00M07.40S,2023-01-13T00:55:42.9Z,1,REGULAR,foul,personal,[],1627732,,,1610612738,31,29,2023-01-13T00:55:54Z,1350000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 1628369]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,
143,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,out,[],203925,,,1610612738,31,29,2023-01-13T00:56:06Z,1370000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,out,[],203552,,,1610612738,31,29,2023-01-13T00:56:06Z,1380000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,31,29,2023-01-13T00:56:06Z,1390000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,out,[],203935,,,1610612738,31,29,2023-01-13T00:56:06Z,1400000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,in,[],1629651,,,1610612738,31,29,2023-01-13T00:56:06Z,1410000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,in,[],1626220,,,1610612738,31,29,2023-01-13T00:56:06Z,1420000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,31,29,2023-01-13T00:56:06Z,1430000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M07.40S,2023-01-13T00:55:51.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,31,29,2023-01-13T00:56:06Z,1440000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.10S,2023-01-13T00:56:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,10.068988173455978,43.13725490196079,1610612738,31,29,2023-01-13T00:59:44Z,1450000,False,34.0,42.0,1,left,MISS M. Brogdon pullup Shot - blocked,"[1627763, 1629651]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,5.43,Missed,,,,,,,,,Claxton,1629651.0,,,,,,
152,PT00M00.10S,2023-01-13T00:56:21.3Z,1,REGULAR,block,,[],1629651,,,1610612738,31,29,2023-01-13T00:56:24Z,1460000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M00.10S,2023-01-13T00:56:21.3Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,31,29,2023-01-13T00:56:33Z,1470000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,151.0,1.0,0.0,1.0,,,,,,,,
154,PT00M00.00S,2023-01-13T00:56:29.0Z,1,REGULAR,period,end,[],0,,,1610612738,31,29,2023-01-13T00:56:29Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,out,['startperiod'],203933,,,1610612738,31,29,2023-01-13T00:59:26Z,1490000,False,,,0,,SUB out: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,out,['startperiod'],1627732,,,1610612738,31,29,2023-01-13T00:59:26Z,1500000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,out,['startperiod'],1629139,,,1610612738,31,29,2023-01-13T00:59:26Z,1510000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,31,29,2023-01-13T00:59:26Z,1520000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612738,31,29,2023-01-13T00:59:26Z,1530000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612738,31,29,2023-01-13T00:59:26Z,1540000,False,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612738,31,29,2023-01-13T00:59:26Z,1550000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-01-13T00:57:27.4Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,31,29,2023-01-13T00:59:26Z,1560000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-01-13T00:59:59.2Z,2,REGULAR,period,start,[],0,,,1610612751,31,29,2023-01-13T00:59:59Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M48.00S,2023-01-13T01:00:10.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.85479632063075,49.50980392156863,1610612751,33,29,2023-01-13T01:00:15Z,1580000,False,-2.0,15.0,1,right,N. Claxton alley-oop DUNK (4 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,1.49,Made,4.0,K. Irving,202681.0,2.0,,,,,,,,,,,,
166,PT11M30.00S,2023-01-13T01:00:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,13.354139290407357,52.94117647058824,1610612738,33,31,2023-01-13T01:00:51Z,1600000,False,-15.0,73.0,1,left,M. Brogdon 7' step back Jump Shot (4 PTS),[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,7.45,Made,4.0,,,,,,,,,,,,,,,
167,PT11M14.00S,2023-01-13T01:00:44.1Z,2,REGULAR,3pt,Jump Shot,[],203925,74.32654402102497,82.84313725490196,1610612751,33,31,2023-01-13T01:00:53Z,1610000,False,164.0,189.0,1,right,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,,,25.02,Missed,,,,,,,,,,,,,,,,
168,PT11M14.00S,2023-01-13T01:00:44.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,31,2023-01-13T01:00:53Z,1620000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,
169,PT11M00.00S,2023-01-13T01:00:58.0Z,2,REGULAR,3pt,Jump Shot,[],1630573,31.750985545335087,59.31372549019608,1610612738,33,31,2023-01-13T01:01:27Z,1630000,False,-47.0,246.0,1,left,MISS S. Hauser 25' 3PT - blocked,"[1630573, 202681]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,25.04,Missed,,,,,,,,,Irving,202681.0,,,,,,
174,PT11M00.00S,2023-01-13T01:00:58.0Z,2,REGULAR,block,,[],202681,,,1610612738,33,31,2023-01-13T01:01:57Z,1635000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
170,PT10M56.00S,2023-01-13T01:01:02.0Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,33,31,2023-01-13T01:01:27Z,1640000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,
171,PT10M46.00S,2023-01-13T01:01:14.0Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612751,33,31,2023-01-13T01:01:23Z,1650000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Curry 2 FT),"[1629057, 203552]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1627541.0,,,,,,,,,,,,,,1.0,0.0,Curry,203552.0,,
173,PT10M46.00S,2023-01-13T01:01:41.7Z,2,REGULAR,freethrow,1 of 2,[],203552,,,1610612751,34,31,2023-01-13T01:01:41Z,1670000,False,,,0,,S. Curry Free Throw 1 of 2 (3 PTS),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
175,PT10M46.00S,2023-01-13T01:01:57.3Z,2,REGULAR,freethrow,2 of 2,[],203552,,,1610612751,35,31,2023-01-13T01:01:57Z,1680000,False,,,0,,S. Curry Free Throw 2 of 2 (4 PTS),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
176,PT10M26.00S,2023-01-13T01:02:19.2Z,2,REGULAR,2pt,Jump Shot,[],1627763,15.325229960578188,22.058823529411764,1610612738,35,33,2023-01-13T01:02:23Z,1690000,False,140.0,92.0,1,left,M. Brogdon 16' pullup Jump Shot (6 PTS) (S. Hauser 1 AST),"[1627763, 1630573]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right,,,16.71,Made,6.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,
178,PT10M08.00S,2023-01-13T01:02:36.8Z,2,REGULAR,3pt,Jump Shot,[],202681,69.59592641261499,25.49019607843137,1610612751,38,33,2023-01-13T01:02:43Z,1710000,False,-123.0,233.0,1,right,K. Irving 26' 3PT  (8 PTS) (R. O'Neale 1 AST),"[202681, 1626220]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,26.35,Made,8.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,
180,PT09M57.00S,2023-01-13T01:02:47.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,9.280551905387648,63.23529411764706,1610612738,38,33,2023-01-13T01:04:45Z,1730000,False,-66.0,35.0,1,left,MISS M. Brogdon 7' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,7.47,Missed,,,,,,,,,,,,,,,,
181,PT09M57.00S,2023-01-13T01:02:47.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,38,33,2023-01-13T01:02:53Z,1740000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,180.0,,,,,,,,,,,
