actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
345,PT10M52.00S,2022-10-22T00:55:30.9Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,53,52,2022-10-22T00:55:32Z,3440000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,344.0,3.0,2.0,1.0,,,,,,
346,PT10M48.00S,2022-10-22T00:55:34.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.09395532194481,64.95098039215686,1610612751,56,52,2022-10-22T00:55:52Z,3450000,-75.0,240.0,1,left,K. Irving 25' 3PT running (15 PTS) (K. Durant 5 AST),"[202681, 201142]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,25.12,Made,15.0,K. Durant,201142.0,5.0,,,,,,,,,,,,
349,PT10M20.00S,2022-10-22T00:56:22.9Z,3,REGULAR,2pt,Jump Shot,[],1629018,93.24901445466492,74.01960784313727,1610612761,56,52,2022-10-22T01:11:24Z,3480000,120.0,11.0,1,right,MISS G. Trent Jr. 12' fadeaway Shot,[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,12.06,Missed,,,,,,,,,,,,,,,,
350,PT10M19.00S,2022-10-22T00:56:23.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,56,52,2022-10-22T00:56:41Z,3490000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,349.0,,,,,,,,,
351,PT10M19.00S,2022-10-22T00:56:26.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,56,52,2022-10-22T00:56:33Z,3500000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,,,,,,
352,PT10M11.00S,2022-10-22T00:56:51.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202681,18.347568988173457,27.450980392156865,1610612751,58,52,2022-10-22T00:56:57Z,3510000,113.0,120.0,1,left,K. Irving 16' pullup Jump Shot (17 PTS) (B. Simmons 7 AST),"[202681, 1627732]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,16.46,Made,17.0,B. Simmons,1627732.0,7.0,,,,,,,,,,,,
354,PT09M50.00S,2022-10-22T00:57:14.7Z,3,REGULAR,turnover,traveling,[],1630567,,,1610612761,58,52,2022-10-22T00:57:20Z,3530000,,,0,,S. Barnes traveling TURNOVER (2 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1148.0,2.0,,,,,,,,,,,,,,,,,,
355,PT09M37.00S,2022-10-22T00:57:38.5Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,58,52,2022-10-22T00:57:42Z,3540000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1630567]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,Barnes,1630567.0,,,,,,,,,,
356,PT09M37.00S,2022-10-22T00:57:38.5Z,3,REGULAR,steal,,[],1630567,,,1610612761,58,52,2022-10-22T00:57:40Z,3550000,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
357,PT09M33.00S,2022-10-22T00:57:44.3Z,3,REGULAR,turnover,traveling,[],1628384,,,1610612761,58,52,2022-10-22T00:57:51Z,3560000,,,0,,O. Anunoby traveling TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,1148.0,2.0,,,,,,,,,,,,,,,,,,
358,PT09M24.00S,2022-10-22T00:58:09.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,31.488173455978973,47.549019607843135,1610612751,58,52,2022-10-22T00:58:13Z,3570000,12.0,243.0,1,left,MISS K. Irving 24' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,24.38,Missed,,,,,,,,,,,,,,,,
359,PT09M22.00S,2022-10-22T00:58:11.0Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,58,52,2022-10-22T00:58:13Z,3580000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,358.0,2.0,1.0,1.0,,,,,,
432,PT09M12.00S,2022-10-22T00:58:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,92.69053876478318,41.42156862745098,1610612761,58,52,2022-10-22T01:09:59Z,3585000,-43.0,16.0,1,right,MISS S. Barnes driving floating Shot - blocked,"[1630567, 202681]",1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,4.59,Missed,,,,,,,,,,,,,,,Irving,202681.0
433,PT09M12.00S,2022-10-22T00:58:15.8Z,3,REGULAR,block,,[],202681,,,1610612761,58,52,2022-10-22T01:09:59Z,3587500,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
434,PT09M11.00S,2022-10-22T00:58:16.8Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612751,58,52,2022-10-22T01:09:59Z,3588750,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,432.0,2.0,2.0,0.0,,,,,,
362,PT08M57.00S,2022-10-22T00:58:36.4Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612751,58,52,2022-10-22T00:58:39Z,3610000,,,0,,K. Durant lost ball TURNOVER (4 TO),"[201142, 1628384]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,4.0,,,,,,,Anunoby,1628384.0,,,,,,,,,,
363,PT08M57.00S,2022-10-22T00:58:36.4Z,3,REGULAR,steal,,[],1628384,,,1610612761,58,52,2022-10-22T00:58:38Z,3620000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
364,PT08M54.00S,2022-10-22T00:58:39.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,94.1688567674113,50.73529411764706,1610612761,58,54,2022-10-22T00:58:49Z,3630000,4.0,2.0,1,right,O. Anunoby running Layup (4 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,0.44,Made,4.0,,,,,,,,,,,,,,,
366,PT08M37.00S,2022-10-22T00:59:06.0Z,3,REGULAR,3pt,Jump Shot,[],1626220,30.17411300919842,70.83333333333334,1610612751,58,54,2022-10-22T00:59:11Z,3650000,-104.0,231.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,25.35,Missed,,,,,,,,,,,,,,,,
367,PT08M33.00S,2022-10-22T00:59:10.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,58,54,2022-10-22T00:59:11Z,3660000,,,0,,P. Siakam REBOUND (Off:1 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,366.0,9.0,8.0,1.0,,,,,,
368,PT08M27.00S,2022-10-22T00:59:17.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,92.46057818659659,49.50980392156863,1610612761,58,56,2022-10-22T00:59:23Z,3670000,-2.0,18.0,1,right,P. Siakam cutting DUNK (20 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.86,Made,20.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,
370,PT08M27.00S,2022-10-22T00:59:20.1Z,3,REGULAR,foul,personal,['1freethrow'],201142,,,1610612761,58,56,2022-10-22T00:59:29Z,3690000,,,0,,K. Durant shooting personal FOUL (1 PF) (Siakam 1 FT),"[201142, 1627783]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,
372,PT08M27.00S,2022-10-22T00:59:58.7Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,58,56,2022-10-22T01:00:02Z,3710000,,,0,,MISS P. Siakam Free Throw 1 of 1,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
373,PT08M24.00S,2022-10-22T01:00:01.7Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,58,56,2022-10-22T01:00:02Z,3720000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,372.0,3.0,2.0,1.0,,,,,,
374,PT08M09.00S,2022-10-22T01:00:15.7Z,3,REGULAR,3pt,Jump Shot,[],202681,30.699737187910642,32.1078431372549,1610612751,58,56,2022-10-22T01:00:20Z,3730000,89.0,236.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,25.25,Missed,,,,,,,,,,,,,,,,
375,PT08M06.00S,2022-10-22T01:00:18.7Z,3,REGULAR,rebound,offensive,[],202681,,,1610612751,58,56,2022-10-22T01:00:20Z,3740000,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,374.0,1.0,0.0,1.0,,,,,,
376,PT08M04.00S,2022-10-22T01:00:21.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201142,32.013797634691194,60.29411764705882,1610612751,61,56,2022-10-22T01:00:25Z,3750000,-51.0,248.0,1,left,K. Durant 25' 3PT  (16 PTS) (K. Irving 2 AST),"[201142, 202681]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,25.37,Made,16.0,K. Irving,202681.0,2.0,,,,,,,,,,,,
378,PT07M46.00S,2022-10-22T01:00:39.2Z,3,REGULAR,3pt,Jump Shot,[],1628384,72.35545335085413,20.34313725490196,1610612761,61,56,2022-10-22T01:00:45Z,3770000,-148.0,207.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,25.5,Missed,,,,,,,,,,,,,,,,
379,PT07M42.00S,2022-10-22T01:00:43.2Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612751,61,56,2022-10-22T01:00:45Z,3780000,,,0,,B. Simmons REBOUND (Off:0 Def:7),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,378.0,7.0,7.0,0.0,,,,,,
380,PT07M34.00S,2022-10-22T01:00:50.8Z,3,REGULAR,3pt,Jump Shot,[],201142,19.398817345597898,7.598039215686274,1610612751,64,56,2022-10-22T01:00:57Z,3790000,212.0,130.0,1,left,K. Durant 24' 3PT  (19 PTS) (B. Simmons 8 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,24.86,Made,19.0,B. Simmons,1627732.0,8.0,,,,,,,,,,,,
382,PT07M33.00S,2022-10-22T01:00:59.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,64,56,2022-10-22T01:00:59Z,3810000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M13.00S,2022-10-22T01:04:13.4Z,3,REGULAR,foul,personal,[],202681,,,1610612761,64,56,2022-10-22T01:04:18Z,3820000,,,0,,K. Irving personal FOUL (3 PF),"[202681, 1627832]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,1151.0,,,,,,,,,,,,,,3.0,0.0,VanVleet,1627832.0,,
386,PT07M07.00S,2022-10-22T01:04:34.4Z,3,REGULAR,2pt,Jump Shot,[],1627832,80.76544021024968,21.568627450980394,1610612761,64,58,2022-10-22T01:04:40Z,3840000,-142.0,128.0,1,right,F. VanVleet 19' pullup Jump Shot (7 PTS) (P. Siakam 5 AST),"[1627832, 1627783]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,19.15,Made,7.0,P. Siakam,1627783.0,5.0,,,,,,,,,,,,
388,PT06M45.00S,2022-10-22T01:04:55.8Z,3,REGULAR,3pt,Jump Shot,[],1626220,31.225361366622867,64.2156862745098,1610612751,64,58,2022-10-22T01:05:00Z,3860000,-71.0,241.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,25.13,Missed,,,,,,,,,,,,,,,,
389,PT06M41.00S,2022-10-22T01:04:59.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,64,58,2022-10-22T01:05:00Z,3870000,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,388.0,3.0,2.0,1.0,,,,,,
390,PT06M32.00S,2022-10-22T01:05:08.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,94.03745072273325,46.81372549019608,1610612761,64,60,2022-10-22T01:05:13Z,3880000,-16.0,4.0,1,right,S. Barnes driving Layup (8 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.63,Made,8.0,,,,,,,,,,,,,,,
392,PT06M26.00S,2022-10-22T01:05:14.6Z,3,REGULAR,turnover,bad pass,[],1627732,,,1610612751,64,60,2022-10-22T01:05:19Z,3900000,,,0,,B. Simmons bad pass TURNOVER (2 TO),"[1627732, 1629018]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,Trent Jr.,1629018.0,,,,,,,,,,
393,PT06M26.00S,2022-10-22T01:05:14.6Z,3,REGULAR,steal,,[],1629018,,,1610612761,64,60,2022-10-22T01:05:16Z,3910000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
394,PT06M23.00S,2022-10-22T01:05:18.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629018,93.64323258869908,49.26470588235294,1610612761,64,60,2022-10-22T01:06:00Z,3920000,-4.0,7.0,1,right,MISS G. Trent Jr. running Layup - blocked,"[1629018, 1629651]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,0.82,Missed,,,,,,,,,,,,,,,Claxton,1629651.0
395,PT06M23.00S,2022-10-22T01:05:18.1Z,3,REGULAR,block,,[],1629651,,,1610612761,64,60,2022-10-22T01:05:20Z,3930000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT06M20.00S,2022-10-22T01:05:21.1Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612751,64,60,2022-10-22T01:05:30Z,3940000,,,0,,B. Simmons REBOUND (Off:0 Def:8),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,394.0,8.0,8.0,0.0,,,,,,
397,PT06M17.00S,2022-10-22T01:05:24.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202681,22.683968462549277,11.76470588235294,1610612751,64,60,2022-10-22T01:05:37Z,3950000,191.0,161.0,1,left,MISS K. Irving 24' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,24.98,Missed,,,,,,,,,,,,,,,,
398,PT06M17.00S,2022-10-22T01:05:24.2Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,64,60,2022-10-22T01:05:37Z,3960000,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,397.0,4.0,2.0,2.0,,,,,,
399,PT06M13.00S,2022-10-22T01:05:37.8Z,3,REGULAR,substitution,out,[],202681,,,1610612751,64,60,2022-10-22T01:05:44Z,3970000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M13.00S,2022-10-22T01:05:37.8Z,3,REGULAR,substitution,in,[],203925,,,1610612751,64,60,2022-10-22T01:05:44Z,3980000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M07.00S,2022-10-22T01:06:07.4Z,3,REGULAR,jumpball,recovered,[],201142,,,1610612751,64,60,2022-10-22T01:06:07Z,3990000,,,0,,Jump Ball N. Claxton vs. F. VanVleet: Tip to K. Durant,"[201142, 1629651, 1627832]",1610612751.0,BKN,heldball,K. Durant,201142.0,Durant,K. Durant,Claxton,1629651.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,,,,,,
404,PT06M03.00S,2022-10-22T01:06:11.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201142,7.966491458607096,68.87254901960785,1610612751,64,60,2022-10-22T01:06:17Z,4020000,-94.0,22.0,1,left,MISS K. Durant 9' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,9.7,Missed,,,,,,,,,,,,,,,,
405,PT05M58.00S,2022-10-22T01:06:16.9Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,64,60,2022-10-22T01:06:17Z,4030000,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,404.0,5.0,2.0,3.0,,,,,,
406,PT05M58.00S,2022-10-22T01:06:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,6.258212877792378,50.98039215686274,1610612751,64,60,2022-10-22T01:06:20Z,4040000,-5.0,6.0,1,left,MISS N. Claxton putback Layup - blocked,"[1629651, 1627832]",1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,0.8,Missed,,,,,,,,,,,,,,,VanVleet,1627832.0
407,PT05M58.00S,2022-10-22T01:06:16.1Z,3,REGULAR,block,,[],1627832,,,1610612751,64,60,2022-10-22T01:06:18Z,4050000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT05M58.00S,2022-10-22T01:06:16.1Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,64,60,2022-10-22T01:07:57Z,4060000,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,406.0,4.0,4.0,0.0,,,,,,
410,PT05M54.00S,2022-10-22T01:06:42.2Z,3,REGULAR,3pt,Jump Shot,[],1627783,88.78120893561103,96.81372549019608,1610612761,64,63,2022-10-22T01:06:52Z,4080000,234.0,53.0,1,right,P. Siakam 24' 3PT  (23 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,24.0,Made,23.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,,
412,PT05M54.00S,2022-10-22T01:06:48.9Z,3,REGULAR,foul,personal,['1freethrow'],1627732,,,1610612761,64,63,2022-10-22T01:07:05Z,4100000,,,0,,B. Simmons shooting personal FOUL (2 PF) (Siakam 1 FT),"[1627732, 1627783]",1610612751.0,BKN,shooting,,,Simmons,B. Simmons,,,,,Right Corner 3,24+ Right,1148.0,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,
414,PT05M54.00S,2022-10-22T01:06:56.8Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,64,63,2022-10-22T01:07:02Z,4120000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M54.00S,2022-10-22T01:06:56.8Z,3,REGULAR,substitution,in,[],1631132,,,1610612761,64,63,2022-10-22T01:07:02Z,4130000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M54.00S,2022-10-22T01:07:23.6Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,64,63,2022-10-22T01:07:23Z,4140000,,,0,,MISS P. Siakam Free Throw 1 of 1,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
417,PT05M52.00S,2022-10-22T01:07:25.6Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,64,63,2022-10-22T01:07:25Z,4150000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,416.0,4.0,2.0,2.0,,,,,,
418,PT05M39.00S,2022-10-22T01:07:38.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,84.44480946123521,72.54901960784314,1610612761,64,63,2022-10-22T01:07:43Z,4160000,113.0,94.0,1,right,MISS S. Barnes 14' turnaround Shot - blocked,"[1630567, 1629651]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,14.66,Missed,,,,,,,,,,,,,,,Claxton,1629651.0
419,PT05M39.00S,2022-10-22T01:07:38.8Z,3,REGULAR,block,,[],1629651,,,1610612761,64,63,2022-10-22T01:07:41Z,4170000,,,0,,N. Claxton BLOCK (3 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
420,PT05M39.00S,2022-10-22T01:07:38.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,64,63,2022-10-22T01:07:43Z,4180000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,418.0,,,,,,,,,
421,PT05M39.00S,2022-10-22T01:07:42.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,64,63,2022-10-22T01:07:47Z,4190000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,,,,,,
422,PT05M26.00S,2022-10-22T01:08:15.5Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,64,63,2022-10-22T01:08:24Z,4200000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (5 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,1148.0,5.0,,,,,,,,,,,,,,,,,,
423,PT05M26.00S,2022-10-22T01:08:18.8Z,3,REGULAR,substitution,out,[],1629651,,,1610612761,64,63,2022-10-22T01:08:22Z,4210000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M26.00S,2022-10-22T01:08:18.8Z,3,REGULAR,substitution,in,[],1630549,,,1610612761,64,63,2022-10-22T01:08:22Z,4220000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M10.00S,2022-10-22T01:08:45.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,75.77201051248358,13.725490196078432,1610612761,64,66,2022-10-22T01:08:50Z,4230000,-181.0,175.0,1,right,S. Barnes 25' 3PT  (11 PTS) (F. VanVleet 7 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,25.22,Made,11.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,,,
427,PT04M52.00S,2022-10-22T01:09:04.3Z,3,REGULAR,turnover,bad pass,[],1627732,,,1610612751,64,66,2022-10-22T01:09:08Z,4250000,,,0,,B. Simmons bad pass TURNOVER (3 TO),"[1627732, 1627832]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,,3.0,,,,,,,VanVleet,1627832.0,,,,,,,,,,
428,PT04M52.00S,2022-10-22T01:09:04.3Z,3,REGULAR,steal,,[],1627832,,,1610612761,64,66,2022-10-22T01:09:06Z,4260000,,,0,,F. VanVleet STEAL (4 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
429,PT04M48.00S,2022-10-22T01:09:08.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,93.64323258869908,50.49019607843137,1610612761,64,68,2022-10-22T01:09:14Z,4270000,2.0,7.0,1,right,P. Siakam running DUNK (25 PTS) (S. Barnes 2 AST),"[1627783, 1630567]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,0.77,Made,25.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,
431,PT04M48.00S,2022-10-22T01:09:14.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,64,68,2022-10-22T01:09:14Z,4290000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
