actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
356,PT10M55.00S,2022-10-30T00:52:15.7Z,3,REGULAR,rebound,offensive,[],1627741,,,1610612754,67,66,2022-10-30T00:52:15Z,3520000,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,355.0,4.0,3.0,1.0,,
357,PT10M47.00S,2022-10-30T00:52:23.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,93.51182654402102,53.18627450980392,1610612754,67,66,2022-10-30T00:52:27Z,3530000,16.0,8.0,1,right,MISS J. Smith Layup - blocked,"[1630188, 1629651]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,1.8,Missed,,,,,,,,,,,,,,Claxton,1629651.0
358,PT10M47.00S,2022-10-30T00:52:23.7Z,3,REGULAR,block,,[],1629651,,,1610612754,67,66,2022-10-30T00:52:25Z,3540000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT10M45.00S,2022-10-30T00:52:25.7Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,67,66,2022-10-30T00:52:27Z,3550000,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,357.0,6.0,4.0,2.0,,
360,PT10M44.00S,2022-10-30T00:52:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,92.85479632063075,48.529411764705884,1610612754,67,68,2022-10-30T00:52:32Z,3560000,-7.0,15.0,1,right,J. Smith putback Layup (5 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,1.65,Made,5.0,,,,,,,,,,,,,,
361,PT10M29.00S,2022-10-30T00:52:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,12.302890932982917,58.57843137254902,1610612751,67,68,2022-10-30T00:57:53Z,3570000,-43.0,63.0,1,left,MISS B. Simmons 7' floating Shot,[1627732],1610612751.0,BKN,floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,7.63,Missed,,,,,,,,,,,,,,,
362,PT10M27.00S,2022-10-30T00:52:43.4Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,67,68,2022-10-30T00:52:48Z,3580000,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,361.0,3.0,2.0,1.0,,
363,PT10M18.00S,2022-10-30T00:52:52.5Z,3,REGULAR,3pt,Jump Shot,[],1627741,65.52233902759527,44.11764705882353,1610612754,67,71,2022-10-30T00:58:34Z,3590000,-29.0,272.0,1,right,B. Hield 27' 3PT pullup (14 PTS) (T. Haliburton 4 AST),"[1627741, 1630169]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,27.32,Made,14.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,
364,PT10M07.00S,2022-10-30T00:53:03.2Z,3,REGULAR,3pt,Jump Shot,[],1626220,26.10052562417871,85.29411764705883,1610612751,70,71,2022-10-30T01:00:10Z,3600000,-176.0,193.0,1,left,R. O'Neale 26' 3PT pullup (8 PTS) (B. Simmons 4 AST),"[1626220, 1627732]",1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,26.14,Made,8.0,B. Simmons,1627732.0,4.0,,,,,,,,,,,
365,PT09M53.00S,2022-10-30T00:53:18.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,92.37844940867281,46.83670343137255,1610612754,70,73,2022-10-30T00:53:25Z,3610000,-16.0,19.0,1,right,I. Jackson alley-oop Layup (6 PTS) (T. Haliburton 5 AST),"[1630543, 1630169]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,2.48,Made,6.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,
367,PT09M34.00S,2022-10-30T00:53:36.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,6.652431011826544,56.372549019607845,1610612751,72,73,2022-10-30T00:53:42Z,3630000,-32.0,10.0,1,left,N. Claxton driving Hook (8 PTS) (B. Simmons 5 AST),"[1629651, 1627732]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,3.34,Made,8.0,B. Simmons,1627732.0,5.0,,,,,,,,,,,
370,PT09M21.00S,2022-10-30T00:53:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,93.11760840998686,45.83333333333333,1610612754,72,73,2022-10-30T00:53:55Z,3650000,-21.0,12.0,1,right,MISS B. Hield driving Layup,[1627741],1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,2.41,Missed,,,,,,,,,,,,,,,
371,PT09M16.00S,2022-10-30T00:53:55.5Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,72,73,2022-10-30T00:53:55Z,3660000,,,0,,J. Smith REBOUND (Off:3 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,370.0,7.0,4.0,3.0,,
372,PT09M16.00S,2022-10-30T00:53:54.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630188,94.40999984741211,50.0,1610612754,72,73,2022-10-30T00:53:57Z,3670000,0.0,0.0,1,right,MISS J. Smith tip Layup,[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
373,PT09M16.00S,2022-10-30T00:53:54.9Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612754,72,73,2022-10-30T00:53:57Z,3680000,,,0,,J. Smith REBOUND (Off:4 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,372.0,8.0,4.0,4.0,,
374,PT09M07.00S,2022-10-30T00:54:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,88.25558475689881,49.26470588235294,1610612754,72,73,2022-10-30T00:54:10Z,3690000,-4.0,58.0,1,right,MISS T. Haliburton Layup - blocked,"[1630169, 201142]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,5.8,Missed,,,,,,,,,,,,,,Durant,201142.0
375,PT09M07.00S,2022-10-30T00:54:03.6Z,3,REGULAR,block,,[],201142,,,1610612754,72,73,2022-10-30T00:54:05Z,3700000,,,0,,K. Durant BLOCK (3 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
376,PT09M05.00S,2022-10-30T00:54:05.6Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,72,73,2022-10-30T00:54:10Z,3710000,,,0,,T. Haliburton REBOUND (Off:2 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,374.0,4.0,2.0,2.0,,
377,PT09M02.00S,2022-10-30T00:54:09.3Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612754,72,73,2022-10-30T00:54:13Z,3720000,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 1629651]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,3.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
378,PT09M02.00S,2022-10-30T00:54:09.3Z,3,REGULAR,steal,,[],1629651,,,1610612751,72,73,2022-10-30T00:54:11Z,3730000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT08M49.00S,2022-10-30T00:54:22.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,27.94021024967148,84.31372549019608,1610612751,75,73,2022-10-30T00:54:26Z,3740000,-172.0,210.0,1,left,K. Irving 27' 3PT pullup (21 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,27.13,Made,21.0,,,,,,,,,,,,,,
380,PT08M30.00S,2022-10-30T00:54:41.1Z,3,REGULAR,3pt,Jump Shot,[],1630169,71.82982917214193,17.892156862745097,1610612754,75,76,2022-10-30T01:04:11Z,3750000,-161.0,212.0,1,right,T. Haliburton 26' 3PT step back (20 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,26.61,Made,20.0,,,,,,,,,,,,,,
381,PT08M10.00S,2022-10-30T00:55:00.3Z,3,REGULAR,2pt,Jump Shot,[],202681,25.706307490144546,32.84313725490196,1610612751,77,76,2022-10-30T00:55:04Z,3760000,86.0,189.0,1,left,K. Irving 20' Jump Shot (23 PTS) (B. Simmons 6 AST),"[202681, 1627732]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,20.77,Made,23.0,B. Simmons,1627732.0,6.0,,,,,,,,,,,
383,PT07M40.00S,2022-10-30T00:55:32.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,89.70105124835742,55.392156862745104,1610612754,77,76,2022-10-30T01:05:17Z,3780000,27.0,44.0,1,right,MISS J. Smith pullup Shot,[1630188],1610612754.0,IND,pullup,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,5.19,Missed,,,,,,,,,,,,,,,
384,PT07M40.00S,2022-10-30T00:55:32.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,77,76,2022-10-30T01:05:17Z,3790000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,383.0,,,,,
386,PT07M37.00S,2022-10-30T00:55:46.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,77,76,2022-10-30T00:55:53Z,3810000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,1626302.0,,,,,,,,,,
387,PT07M29.00S,2022-10-30T00:55:54.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,7.703679369250986,44.11764705882353,1610612751,77,76,2022-10-30T00:56:04Z,3820000,29.0,20.0,1,left,MISS K. Irving Layup - blocked,"[202681, 1630543]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,3.55,Missed,,,,,,,,,,,,,,Jackson,1630543.0
388,PT07M29.00S,2022-10-30T00:55:54.5Z,3,REGULAR,block,,[],1630543,,,1610612751,77,76,2022-10-30T00:56:06Z,3830000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
389,PT07M26.00S,2022-10-30T00:55:57.5Z,3,REGULAR,rebound,offensive,[],202681,,,1610612751,77,76,2022-10-30T00:56:04Z,3840000,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,387.0,2.0,1.0,1.0,,
390,PT07M26.00S,2022-10-30T00:55:58.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202681,5.590000152587891,50.0,1610612751,77,76,2022-10-30T00:56:19Z,3850000,0.0,0.0,1,left,MISS K. Irving tip Layup,[202681],1610612751.0,BKN,tip,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
391,PT07M24.00S,2022-10-30T00:56:00.3Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,77,76,2022-10-30T00:56:19Z,3860000,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,390.0,5.0,4.0,1.0,,
392,PT07M19.00S,2022-10-30T00:56:05.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,93.64323258869908,5.392156862745098,1610612754,77,79,2022-10-30T00:56:28Z,3870000,-223.0,7.0,1,right,T. Haliburton 3PT  (23 PTS) (B. Hield 6 AST),"[1630169, 1627741]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,,22.31,Made,23.0,B. Hield,1627741.0,6.0,,,,,,,,,,,
395,PT07M19.00S,2022-10-30T00:56:52.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,77,79,2022-10-30T00:56:52Z,3890000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M19.00S,2022-10-30T00:56:52.4Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,77,79,2022-10-30T00:59:16Z,3920000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M19.00S,2022-10-30T00:56:52.4Z,3,REGULAR,substitution,in,[],203552,,,1610612751,77,79,2022-10-30T00:59:16Z,3930000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M05.00S,2022-10-30T00:59:14.7Z,3,REGULAR,3pt,Jump Shot,[],201142,29.6484888304862,28.431372549019606,1610612751,80,79,2022-10-30T00:59:22Z,3940000,108.0,226.0,1,left,K. Durant 25' 3PT  (7 PTS) (B. Simmons 7 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,25.06,Made,7.0,B. Simmons,1627732.0,7.0,,,,,,,,,,,
402,PT06M40.00S,2022-10-30T00:59:39.5Z,3,REGULAR,3pt,Jump Shot,[],1630188,87.07293035479631,3.6764705882352944,1610612754,80,82,2022-10-30T00:59:43Z,3960000,-232.0,69.0,1,right,J. Smith 24' 3PT  (8 PTS) (T. Haliburton 6 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,24.17,Made,8.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,
404,PT06M25.00S,2022-10-30T00:59:55.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,6.1268068331143235,47.794117647058826,1610612751,82,82,2022-10-30T00:59:59Z,3980000,11.0,5.0,1,left,K. Durant cutting DUNK (9 PTS) (B. Simmons 8 AST),"[201142, 1627732]",1610612751.0,BKN,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,1.21,Made,9.0,B. Simmons,1627732.0,8.0,,,,,,,,,,,
406,PT06M08.00S,2022-10-30T01:00:13.9Z,3,REGULAR,foul,personal,[],1626220,,,1610612754,82,82,2022-10-30T01:00:33Z,4000000,,,0,,R. O'Neale personal FOUL (3 PF),"[1626220, 1630543]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1146.0,3.0,0.0,Jackson,1630543.0,,,,,,
409,PT06M05.00S,2022-10-30T01:00:33.7Z,3,REGULAR,turnover,bad pass,[],1630188,,,1610612754,82,82,2022-10-30T01:00:39Z,4020000,,,0,,J. Smith bad pass TURNOVER (2 TO),"[1630188, 1627732]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,2.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,
410,PT06M05.00S,2022-10-30T01:00:33.7Z,3,REGULAR,steal,,[],1627732,,,1610612751,82,82,2022-10-30T01:00:36Z,4030000,,,0,,B. Simmons STEAL (1 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
411,PT05M59.00S,2022-10-30T01:00:39.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201142,26.49474375821288,17.647058823529413,1610612751,82,82,2022-10-30T01:00:46Z,4040000,162.0,197.0,1,left,MISS K. Durant 25' step back 3PT,[201142],1610612751.0,BKN,step back,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,25.46,Missed,,,,,,,,,,,,,,,
412,PT05M54.00S,2022-10-30T01:00:44.5Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,82,82,2022-10-30T01:00:46Z,4050000,,,0,,J. Smith REBOUND (Off:4 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,411.0,9.0,5.0,4.0,,
413,PT05M49.00S,2022-10-30T01:00:49.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,63.288436268068324,39.705882352941174,1610612754,82,85,2022-10-30T01:00:53Z,4060000,-51.0,293.0,1,right,B. Hield 29' 3PT  (17 PTS) (B. Mathurin 2 AST),"[1627741, 1631097]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,29.71,Made,17.0,B. Mathurin,1631097.0,2.0,,,,,,,,,,,
415,PT05M37.00S,2022-10-30T01:01:00.6Z,3,REGULAR,3pt,Jump Shot,[],202681,30.831143232588698,27.941176470588236,1610612751,82,85,2022-10-30T01:01:04Z,4080000,110.0,237.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,26.17,Missed,,,,,,,,,,,,,,,
416,PT05M36.00S,2022-10-30T01:01:01.6Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,82,85,2022-10-30T01:01:04Z,4090000,,,0,,J. Smith REBOUND (Off:4 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,415.0,10.0,6.0,4.0,,
417,PT05M28.00S,2022-10-30T01:01:10.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,89.70105124835742,53.431372549019606,1610612754,82,85,2022-10-30T01:01:16Z,4100000,17.0,44.0,1,right,MISS T. Haliburton driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,4.75,Missed,,,,,,,,,,,,,,,
418,PT05M23.00S,2022-10-30T01:01:15.9Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,82,85,2022-10-30T01:01:16Z,4110000,,,0,,I. Jackson REBOUND (Off:3 Def:5),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,417.0,8.0,5.0,3.0,,
419,PT05M23.00S,2022-10-30T01:01:15.9Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630543,94.40999984741211,50.0,1610612754,82,87,2022-10-30T01:01:21Z,4120000,0.0,0.0,1,right,I. Jackson tip DUNK (8 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,0.0,Made,8.0,,,,,,,,,,,,,,
420,PT05M14.00S,2022-10-30T01:01:24.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,13.354139290407357,47.05882352941176,1610612751,82,87,2022-10-30T01:01:29Z,4130000,15.0,73.0,1,left,MISS B. Simmons 7' floating Shot,[1627732],1610612751.0,BKN,floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,7.45,Missed,,,,,,,,,,,,,,,
421,PT05M11.00S,2022-10-30T01:01:27.4Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,82,87,2022-10-30T01:01:29Z,4140000,,,0,,B. Hield REBOUND (Off:1 Def:5),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,420.0,6.0,5.0,1.0,,
422,PT04M58.00S,2022-10-30T01:01:40.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,92.19776609724047,50.49019607843137,1610612754,82,89,2022-10-30T01:01:43Z,4150000,2.0,21.0,1,right,I. Jackson cutting DUNK (10 PTS) (T. Haliburton 7 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,2.09,Made,10.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,,
424,PT04M44.00S,2022-10-30T01:01:53.4Z,3,REGULAR,3pt,Jump Shot,[],201142,32.933639947437584,48.77450980392157,1610612751,82,89,2022-10-30T01:01:57Z,4170000,6.0,257.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,25.72,Missed,,,,,,,,,,,,,,,
425,PT04M41.00S,2022-10-30T01:01:56.4Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,82,89,2022-10-30T01:01:57Z,4180000,,,0,,I. Jackson REBOUND (Off:3 Def:6),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,424.0,9.0,6.0,3.0,,
426,PT04M31.00S,2022-10-30T01:02:06.8Z,3,REGULAR,3pt,Jump Shot,[],1630188,93.11760840998686,96.07843137254902,1610612754,82,89,2022-10-30T01:02:14Z,4190000,230.0,12.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,23.07,Missed,,,,,,,,,,,,,,,
427,PT04M29.00S,2022-10-30T01:02:08.8Z,3,REGULAR,rebound,offensive,[],1631097,,,1610612754,82,89,2022-10-30T01:02:14Z,4200000,,,0,,B. Mathurin REBOUND (Off:1 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,426.0,4.0,3.0,1.0,,
428,PT04M29.00S,2022-10-30T01:02:14.2Z,3,REGULAR,foul,personal,[],1627732,,,1610612754,82,89,2022-10-30T01:02:35Z,4210000,,,0,,B. Simmons personal FOUL (2 PF),"[1627732, 1631097]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right,,,,,,,,,,1629178.0,2.0,0.0,Mathurin,1631097.0,,,,,,
430,PT04M29.00S,2022-10-30T01:02:19.5Z,3,REGULAR,substitution,out,[],202681,,,1610612754,82,89,2022-10-30T01:02:34Z,4230000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M29.00S,2022-10-30T01:02:19.5Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,82,89,2022-10-30T01:02:34Z,4240000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M29.00S,2022-10-30T01:02:19.5Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,82,89,2022-10-30T01:02:34Z,4250000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M29.00S,2022-10-30T01:02:19.5Z,3,REGULAR,substitution,in,[],203925,,,1610612754,82,89,2022-10-30T01:02:34Z,4260000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M29.00S,2022-10-30T01:02:19.5Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,82,89,2022-10-30T01:02:34Z,4270000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M29.00S,2022-10-30T01:02:19.5Z,3,REGULAR,substitution,in,[],1629048,,,1610612754,82,89,2022-10-30T01:02:34Z,4280000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M14.00S,2022-10-30T01:02:42.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630169,73.53810775295663,26.96078431372549,1610612754,82,89,2022-10-30T01:05:22Z,4285000,-115.0,196.0,1,right,MISS T. Haliburton 22' pullup Shot - blocked,"[1630169, 1627732]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,22.75,Missed,,,,,,,,,,,,,,Simmons,1627732.0
441,PT04M14.00S,2022-10-30T01:02:42.2Z,3,REGULAR,block,,[],1627732,,,1610612754,82,89,2022-10-30T01:03:52Z,4287500,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
442,PT04M14.00S,2022-10-30T01:02:42.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,82,89,2022-10-30T01:03:52Z,4288750,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,440.0,,,,,
436,PT04M14.00S,2022-10-30T01:03:04.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,82,89,2022-10-30T01:03:26Z,4290000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1626302.0,,,,,,,,,,
437,PT04M06.00S,2022-10-30T01:03:29.2Z,3,REGULAR,foul,offensive,[],1627732,,,1610612751,82,89,2022-10-30T01:03:58Z,4300000,,,0,,B. Simmons offensive FOUL (3 PF),"[1627732, 1630188]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,,,1629178.0,3.0,0.0,Smith,1630188.0,,,,,,
439,PT04M06.00S,2022-10-30T01:03:29.2Z,3,REGULAR,turnover,offensive foul,[],1627732,,,1610612751,82,89,2022-10-30T01:03:40Z,4320000,,,0,,B. Simmons offensive foul TURNOVER (2 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,1629178.0,,,,,,,,,,
