actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M39.00S,2022-11-29T00:42:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,5.338370565045992,49.26470588235294,1610612753,2,5,2022-11-29T00:42:28Z,170000,False,4.0,-2.0,1,left,P. Banchero running Layup (2 PTS) (B. Bol 1 AST),"[1631094, 1629626]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.44,Made,2.0,,,,,,,,B. Bol,1629626.0,1.0,,,,,,,
20,PT10M13.00S,2022-11-29T00:42:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,87.46714848883047,50.245098039215684,1610612751,2,5,2022-11-29T00:43:03Z,200000,False,1.0,65.0,1,right,MISS R. O'Neale 6' driving floating Shot,[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2022-11-29T00:43:01.6Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,2,5,2022-11-29T00:43:03Z,210000,False,,,0,,C. Houstan REBOUND (Off:0 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT10M06.00S,2022-11-29T00:43:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203914,23.866622864651774,86.76470588235294,1610612753,2,5,2022-11-29T00:45:37Z,220000,False,-184.0,172.0,1,left,MISS G. Harris 25' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2022-11-29T00:43:14.4Z,1,REGULAR,rebound,offensive,[],1631216,,,1610612753,2,5,2022-11-29T00:43:14Z,230000,False,,,0,,C. Houstan REBOUND (Off:1 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,,
24,PT09M59.00S,2022-11-29T00:43:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631216,5.590000152587891,50.0,1610612753,2,5,2022-11-29T00:43:13Z,240000,False,0.0,0.0,1,left,MISS C. Houstan tip Layup,[1631216],1610612753.0,ORL,tip,,,Houstan,C. Houstan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
25,PT09M58.00S,2022-11-29T00:43:14.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,2,5,2022-11-29T00:43:14Z,250000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M55.00S,2022-11-29T00:43:17.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,71.43561103810775,20.833333333333336,1610612751,5,5,2022-11-29T00:43:22Z,260000,False,-146.0,216.0,1,right,K. Irving 26' 3PT pullup (3 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.06,Made,3.0,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2022-11-29T00:43:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,7.178055190538765,48.28431372549019,1610612753,5,7,2022-11-29T00:43:56Z,270000,False,9.0,15.0,1,left,P. Banchero driving DUNK (4 PTS) (G. Harris 1 AST),"[1631094, 203914]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.73,Made,4.0,,,,,,,,G. Harris,203914.0,1.0,,,,,,,
29,PT09M19.00S,2022-11-29T00:43:56.2Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,5,7,2022-11-29T00:44:03Z,290000,False,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,1626300.0,,,,,,
30,PT09M08.00S,2022-11-29T00:44:17.3Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612753,5,7,2022-11-29T00:44:35Z,300000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Banchero 2 FT),"[1626220, 1631094]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Banchero,1631094.0,,
32,PT09M08.00S,2022-11-29T00:44:42.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631094,,,1610612753,5,8,2022-11-29T00:44:42Z,320000,False,,,0,,P. Banchero Free Throw 1 of 2 (5 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
33,PT09M08.00S,2022-11-29T00:44:58.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631094,,,1610612753,5,9,2022-11-29T00:44:58Z,330000,False,,,0,,P. Banchero Free Throw 2 of 2 (6 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
34,PT09M02.00S,2022-11-29T00:45:09.9Z,1,REGULAR,foul,personal,[],1630532,,,1610612751,5,9,2022-11-29T00:45:16Z,340000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 201142]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,202007.0,1.0,0.0,Durant,201142.0,,
36,PT08M53.00S,2022-11-29T00:45:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,94.30026281208936,47.549019607843135,1610612751,5,9,2022-11-29T00:45:36Z,360000,False,-12.0,1.0,1,right,MISS B. Simmons Layup - blocked,"[1627732, 1629626]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,Bol,1629626.0
37,PT08M53.00S,2022-11-29T00:45:30.9Z,1,REGULAR,block,,[],1629626,,,1610612751,5,9,2022-11-29T00:45:35Z,370000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M48.00S,2022-11-29T00:45:35.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,5,9,2022-11-29T00:45:36Z,380000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
39,PT08M47.00S,2022-11-29T00:45:37.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,19.793035479632064,90.93137254901961,1610612753,5,12,2022-11-29T00:45:57Z,390000,False,-205.0,134.0,1,left,F. Wagner 24' 3PT running (3 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,24.44,Made,3.0,,,,,,,,P. Banchero,1631094.0,1.0,,,,,,,
41,PT08M45.00S,2022-11-29T00:45:44.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,5,12,2022-11-29T00:45:44Z,410000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2022-11-29T00:48:47.9Z,1,REGULAR,3pt,Jump Shot,[],201142,66.44218134034165,45.34313725490196,1610612751,5,12,2022-11-29T00:48:52Z,420000,False,-23.0,263.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2022-11-29T00:48:50.9Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,5,12,2022-11-29T00:48:52Z,430000,False,,,0,,C. Houstan REBOUND (Off:1 Def:2),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,
44,PT08M24.00S,2022-11-29T00:48:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203914,6.783837056504599,46.32352941176471,1610612753,5,14,2022-11-29T00:49:15Z,440000,False,18.0,11.0,1,left,G. Harris running Layup (5 PTS),[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,2.16,Made,5.0,,,,,,,,,,,,,,,,,
45,PT08M24.00S,2022-11-29T00:48:59.7Z,1,REGULAR,violation,defensive goaltending,[],1629651,,,1610612753,5,14,2022-11-29T00:49:15Z,450000,False,,,0,,N. Claxton defensive goaltending VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,
46,PT08M15.00S,2022-11-29T00:49:10.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,94.1688567674113,4.166666666666666,1610612751,5,14,2022-11-29T00:49:16Z,460000,False,-229.0,2.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
47,PT08M11.00S,2022-11-29T00:49:14.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,5,14,2022-11-29T00:49:14Z,470000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,
48,PT08M00.00S,2022-11-29T00:49:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201142,94.43166885676742,48.03921568627451,1610612751,7,14,2022-11-29T00:49:29Z,480000,False,-10.0,0.0,1,right,K. Durant driving finger roll Layup (4 PTS) (R. O'Neale 1 AST),"[201142, 1626220]",1610612751.0,BKN,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.98,Made,4.0,,,,,,,,R. O'Neale,1626220.0,1.0,,,,,,,
50,PT07M39.00S,2022-11-29T00:49:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.601182654402102,51.71568627450981,1610612753,7,16,2022-11-29T00:49:53Z,500000,False,-9.0,0.0,1,left,F. Wagner driving Layup (5 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.86,Made,5.0,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2022-11-29T00:50:02.9Z,1,REGULAR,2pt,Jump Shot,[],202681,76.69185282522996,25.735294117647058,1610612751,9,16,2022-11-29T00:50:07Z,510000,False,-121.0,167.0,1,right,K. Irving 20' step back Jump Shot (5 PTS),[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,20.61,Made,5.0,,,,,,,,,,,,,,,,,
52,PT07M14.00S,2022-11-29T00:50:11.2Z,1,REGULAR,3pt,Jump Shot,[],1630532,33.590670170827856,31.372549019607842,1610612753,9,16,2022-11-29T00:53:41Z,520000,False,93.0,263.0,1,left,MISS F. Wagner 27' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,27.93,Missed,,,,,,,,,,,,,,,,,,
53,PT07M12.00S,2022-11-29T00:50:13.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,9,16,2022-11-29T00:50:15Z,530000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,
54,PT07M08.00S,2022-11-29T00:50:19.9Z,1,REGULAR,foul,personal,[],1631094,,,1610612751,9,16,2022-11-29T00:50:46Z,540000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 1627732]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1626300.0,1.0,0.0,Simmons,1627732.0,,
56,PT07M08.00S,2022-11-29T00:50:31.3Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,9,16,2022-11-29T00:50:44Z,560000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M08.00S,2022-11-29T00:50:31.3Z,1,REGULAR,substitution,in,[],203552,,,1610612751,9,16,2022-11-29T00:50:44Z,570000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M55.00S,2022-11-29T00:50:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,81.94809461235218,39.950980392156865,1610612751,11,16,2022-11-29T00:51:03Z,580000,False,-50.0,117.0,1,right,K. Irving 12' turnaround fadeaway Jump Shot (7 PTS),[202681],1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,7.0,,,,,,,,,,,,,,,,,
59,PT06M32.00S,2022-11-29T00:51:20.6Z,1,REGULAR,2pt,Jump Shot,[],1631094,5.469776609724048,10.784313725490197,1610612753,11,16,2022-11-29T00:51:25Z,590000,False,196.0,-1.0,1,left,MISS P. Banchero 19' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right,19.61,Missed,,,,,,,,,,,,,,,,,,
60,PT06M29.00S,2022-11-29T00:51:23.6Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,11,16,2022-11-29T00:51:25Z,600000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,,
61,PT06M27.00S,2022-11-29T00:51:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201142,93.9060446780552,48.28431372549019,1610612751,13,16,2022-11-29T00:51:47Z,610000,False,-9.0,5.0,1,right,K. Durant running Layup (6 PTS) (B. Simmons 1 AST),"[201142, 1627732]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.98,Made,6.0,,,,,,,,B. Simmons,1627732.0,1.0,,,,,,,
62,PT06M27.00S,2022-11-29T00:51:31.9Z,1,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612751,13,16,2022-11-29T00:51:45Z,620000,False,,,0,,F. Wagner shooting personal FOUL (2 PF) (Durant 1 FT),"[1630532, 201142]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200832.0,2.0,0.0,Durant,201142.0,,
65,PT06M27.00S,2022-11-29T00:51:50.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612751,13,16,2022-11-29T00:52:52Z,640000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M27.00S,2022-11-29T00:51:50.1Z,1,REGULAR,substitution,in,[],1630181,,,1610612751,13,16,2022-11-29T00:52:52Z,650000,False,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M27.00S,2022-11-29T00:52:05.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],201142,,,1610612751,14,16,2022-11-29T00:52:05Z,660000,False,,,0,,K. Durant Free Throw 1 of 1 (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
68,PT06M11.00S,2022-11-29T00:52:25.6Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612753,14,16,2022-11-29T00:52:38Z,670000,False,,,0,,R. O'Neale shooting personal FOUL (2 PF) (Bol 2 FT),"[1626220, 1629626]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202007.0,2.0,0.0,Bol,1629626.0,,
70,PT06M11.00S,2022-11-29T00:52:52.2Z,1,REGULAR,freethrow,1 of 2,[],1629626,,,1610612753,14,16,2022-11-29T00:53:12Z,690000,False,,,0,,MISS B. Bol Free Throw 1 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
71,PT06M11.00S,2022-11-29T00:52:52.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,14,16,2022-11-29T00:53:12Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,
72,PT06M11.00S,2022-11-29T00:52:52.2Z,1,REGULAR,freethrow,2 of 2,[],1629626,,,1610612753,14,16,2022-11-29T00:53:12Z,710000,False,,,0,,MISS B. Bol Free Throw 2 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2022-11-29T00:52:57.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,14,16,2022-11-29T00:53:27Z,720000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M58.00S,2022-11-29T00:53:19.0Z,1,REGULAR,2pt,Hook,[],201142,88.91261498028909,71.32352941176471,1610612751,16,16,2022-11-29T00:57:07Z,730000,False,107.0,52.0,1,right,K. Durant 11' driving bank Hook (9 PTS) (B. Simmons 2 AST),"[201142, 1627732]",1610612751.0,BKN,driving bank,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,11.85,Made,9.0,,,,,,,,B. Simmons,1627732.0,2.0,,,,,,,
76,PT05M41.00S,2022-11-29T00:53:36.5Z,1,REGULAR,turnover,bad pass,[],1630181,,,1610612753,16,16,2022-11-29T00:53:42Z,750000,False,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 203552]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Curry,203552.0,,,,,,,,,,
77,PT05M41.00S,2022-11-29T00:53:36.5Z,1,REGULAR,steal,,[],203552,,,1610612751,16,16,2022-11-29T00:53:39Z,760000,False,,,0,,S. Curry STEAL (1 STL),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2022-11-29T00:53:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,93.24901445466492,50.245098039215684,1610612751,18,16,2022-11-29T00:53:49Z,770000,False,1.0,11.0,1,right,K. Irving running Layup (9 PTS) (K. Durant 1 AST),"[202681, 201142]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.11,Made,9.0,,,,,,,,K. Durant,201142.0,1.0,,,,,,,
80,PT05M25.00S,2022-11-29T00:53:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629626,31.882391590013142,35.53921568627451,1610612753,18,16,2022-11-29T00:53:57Z,790000,False,72.0,247.0,1,left,MISS B. Bol 25' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,25.76,Missed,,,,,,,,,,,,,,,,,,
81,PT05M22.00S,2022-11-29T00:53:54.5Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,18,16,2022-11-29T00:53:57Z,800000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,
82,PT05M07.00S,2022-11-29T00:54:10.0Z,1,REGULAR,3pt,Jump Shot,[],202681,66.70499342969777,49.01960784313725,1610612751,18,16,2022-11-29T00:58:45Z,810000,False,-5.0,260.0,1,right,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
83,PT05M03.00S,2022-11-29T00:54:14.0Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,18,16,2022-11-29T00:54:14Z,820000,False,,,0,,C. Houstan REBOUND (Off:1 Def:3),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Center,,,,82.0,4.0,3.0,1.0,,,,,,,,,,,,,
84,PT04M50.00S,2022-11-29T00:54:27.0Z,1,REGULAR,3pt,Jump Shot,[],1631216,27.283180026281208,76.9607843137255,1610612753,18,16,2022-11-29T00:54:33Z,830000,False,-135.0,204.0,1,left,MISS C. Houstan 24' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
85,PT04M47.00S,2022-11-29T00:54:30.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,18,16,2022-11-29T00:54:33Z,840000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,
