actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-29T23:40:42.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-29T23:40:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-29T23:40:44.3Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-03-29T23:40:44Z,40000,False,,,0,,Jump Ball N. Claxton vs. A. Sengun: Tip to S. Dinwiddie,"[203915, 1629651, 1630578]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-03-29T23:40:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,91.5407358738502,45.34313725490196,1610612751,0,0,2023-03-29T23:41:47Z,70000,False,-23.0,27.0,1,right,MISS N. Claxton cutting Layup,[1629651],1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-03-29T23:41:03.5Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612751,0,0,2023-03-29T23:41:08Z,80000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M30.00S,2023-03-29T23:41:18.7Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612751,0,0,2023-03-29T23:41:29Z,110000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1630224, 203915]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,
13,PT11M30.00S,2023-03-29T23:41:36.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203915,,,1610612751,0,0,2023-03-29T23:42:16Z,130000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M30.00S,2023-03-29T23:41:36.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,0,0,2023-03-29T23:42:16Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M30.00S,2023-03-29T23:41:36.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203915,,,1610612751,0,0,2023-03-29T23:42:16Z,150000,False,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M26.00S,2023-03-29T23:41:40.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2023-03-29T23:42:16Z,160000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT11M06.00S,2023-03-29T23:42:12.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,6.521024967148489,37.254901960784316,1610612745,0,2,2023-03-29T23:42:44Z,170000,False,64.0,9.0,1,left,A. Sengun 6' turnaround Hook (2 PTS) (J. Smith Jr. 1 AST),"[1630578, 1631095]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,,,,,,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,,
