actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-28T22:45:22.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-28T22:45:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-01-28T22:45:25.7Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612752,0,0,2023-01-28T22:45:25Z,40000,False,,,0,,Jump Ball J. Sims vs. N. Claxton: Tip to R. Barrett,"[1629628, 1630579, 1629651]",1610612752.0,NYK,startperiod,R. Barrett,1629628.0,Barrett,R. Barrett,Sims,1630579.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-01-28T22:45:43.2Z,1,REGULAR,3pt,Jump Shot,[],203944,27.94021024967148,20.34313725490196,1610612752,0,0,2023-01-28T22:45:47Z,70000,False,148.0,210.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-01-28T22:45:46.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2023-01-28T22:45:47Z,80000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-01-28T22:45:59.6Z,1,REGULAR,3pt,Jump Shot,[],203925,96.13994743758212,96.32352941176471,1610612751,0,0,2023-01-28T22:46:05Z,90000,False,232.0,-16.0,1,right,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-01-28T22:46:02.6Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,0,0,2023-01-28T22:46:05Z,100000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M17.00S,2023-01-28T22:46:03.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202681,80.89684625492772,58.82352941176471,1610612751,0,0,2023-01-28T22:46:10Z,110000,False,44.0,127.0,1,right,MISS K. Irving 13' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,13.45,Missed,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2023-01-28T22:46:05.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,0,0,2023-01-28T22:46:10Z,120000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2023-01-28T22:46:17.7Z,1,REGULAR,foul,personal,['2freethrow'],203925,,,1610612752,0,0,2023-01-28T22:46:33Z,130000,False,,,0,,J. Harris shooting personal FOUL (1 PF) (Randle 2 FT),"[203925, 203944]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Mid-Range,8-16 Center,,,,,,,203593.0,1.0,0.0,Randle,203944.0,,,,,,,,,
15,PT11M06.00S,2023-01-28T22:46:42.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,0,0,2023-01-28T22:46:42Z,150000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
