actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT05M13.00S,2023-04-07T23:51:52.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,14,9,2023-04-07T23:51:54Z,830000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,,82.0,,,,,,1.0,1.0,0.0,,
84,PT05M05.00S,2023-04-07T23:52:00.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,68.9388961892247,23.52941176470588,1610612751,14,9,2023-04-07T23:52:04Z,840000,False,-132.0,239.0,1,right,MISS R. O'Neale 27' pullup 3PT,[1626220],1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,27.37,Missed,,,,,,,,,,,,,,,
85,PT05M02.00S,2023-04-07T23:52:03.4Z,1,REGULAR,rebound,defensive,[],1630284,,,1610612753,14,9,2023-04-07T23:52:04Z,850000,False,,,0,,K. Harris REBOUND (Off:0 Def:1),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,84.0,,,,,,1.0,1.0,0.0,,
86,PT04M47.00S,2023-04-07T23:52:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,17.559132720105126,52.450980392156865,1610612753,14,11,2023-04-07T23:52:22Z,860000,False,-12.0,113.0,1,left,M. Fultz 11' pullup Jump Shot (2 PTS) (C. Anthony 2 AST),"[1628365, 1630175]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,11.33,Made,2.0,C. Anthony,1630175.0,2.0,,,,,,,,,,,
88,PT04M23.00S,2023-04-07T23:52:43.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.95729303547962,48.529411764705884,1610612751,16,11,2023-04-07T23:52:49Z,880000,False,-7.0,-5.0,1,right,N. Claxton alley-oop DUNK (6 PTS) (S. Dinwiddie 5 AST),"[1629651, 203915]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.9,Made,6.0,S. Dinwiddie,203915.0,5.0,,,,,,,,,,,
90,PT04M04.00S,2023-04-07T23:53:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,7.30946123521682,51.225490196078425,1610612753,16,13,2023-04-07T23:53:05Z,900000,False,-6.0,16.0,1,left,M. Fultz driving reverse Layup (4 PTS) (C. Anthony 3 AST),"[1628365, 1630175]",1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,1.73,Made,4.0,C. Anthony,1630175.0,3.0,,,,,,,,,,,
91,PT03M51.00S,2023-04-07T23:53:15.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,94.43166885676742,3.9215686274509802,1610612751,16,13,2023-04-07T23:53:20Z,910000,False,-230.0,0.0,1,right,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
92,PT03M48.00S,2023-04-07T23:53:18.1Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,16,13,2023-04-07T23:53:20Z,920000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,,,,,,,,,,91.0,,,,,,2.0,2.0,0.0,,
93,PT03M43.00S,2023-04-07T23:53:23.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,7.30946123521682,47.549019607843135,1610612753,16,15,2023-04-07T23:53:27Z,930000,False,12.0,16.0,1,left,C. Anthony running Layup (4 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,2.03,Made,4.0,,,,,,,,,,,,,,
95,PT03M37.00S,2023-04-07T23:53:30.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612751,16,15,2023-04-07T23:53:51Z,940000,False,,,0,,G. Bitadze shooting personal FOUL (3 PF) (Bridges 2 FT),"[1629048, 1628969]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202027.0,3.0,0.0,Bridges,1628969.0,,,,,
97,PT03M37.00S,2023-04-07T23:54:03.1Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,16,15,2023-04-07T23:54:03Z,960000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
98,PT03M37.00S,2023-04-07T23:54:03.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,16,15,2023-04-07T23:54:03Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,
99,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,16,15,2023-04-07T23:54:13Z,980000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,out,[],1628365,,,1610612751,16,15,2023-04-07T23:54:13Z,990000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,out,[],1630532,,,1610612751,16,15,2023-04-07T23:54:13Z,1000000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,out,[],1630175,,,1610612751,16,15,2023-04-07T23:54:13Z,1010000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,out,[],1629048,,,1610612751,16,15,2023-04-07T23:54:13Z,1020000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,16,15,2023-04-07T23:54:13Z,1030000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,in,[],1631216,,,1610612751,16,15,2023-04-07T23:54:13Z,1040000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,in,[],1629643,,,1610612751,16,15,2023-04-07T23:54:13Z,1050000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,in,[],203487,,,1610612751,16,15,2023-04-07T23:54:13Z,1060000,False,,,0,,SUB in: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M37.00S,2023-04-07T23:54:03.7Z,1,REGULAR,substitution,in,[],1629678,,,1610612751,16,15,2023-04-07T23:54:13Z,1070000,False,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M37.00S,2023-04-07T23:54:30.1Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,17,15,2023-04-07T23:54:30Z,1080000,False,,,0,,M. Bridges Free Throw 2 of 2 (3 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
110,PT03M21.00S,2023-04-07T23:54:49.3Z,1,REGULAR,turnover,out-of-bounds,[],1630284,,,1610612753,17,15,2023-04-07T23:54:54Z,1090000,False,,,0,,K. Harris bad pass out-of-bounds TURNOVER (1 TO),[1630284],1610612753.0,ORL,bad pass,,,Harris,K. Harris,,,,,Mid-Range,8-16 Center,1.0,,,,,,,,,,202027.0,,,,,,,,,
111,PT03M11.00S,2023-04-07T23:55:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,94.03745072273325,50.98039215686274,1610612751,19,15,2023-04-07T23:55:11Z,1100000,False,5.0,4.0,1,right,D. Sharpe cutting Layup (2 PTS) (J. Harris 1 AST),"[1630549, 203925]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,0.6,Made,2.0,J. Harris,203925.0,1.0,,,,,,,,,,,
113,PT02M58.00S,2023-04-07T23:55:23.0Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612753,19,15,2023-04-07T23:55:39Z,1120000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Harris 2 FT),"[1630549, 1630284]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202027.0,1.0,0.0,Harris,1630284.0,,,,,
115,PT02M58.00S,2023-04-07T23:55:35.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,19,15,2023-04-07T23:55:35Z,1140000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2023-04-07T23:55:40.4Z,1,REGULAR,substitution,out,[],1628969,,,1610612753,19,15,2023-04-07T23:58:19Z,1150000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2023-04-07T23:55:40.4Z,1,REGULAR,substitution,in,[],1628410,,,1610612753,19,15,2023-04-07T23:58:19Z,1160000,False,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2023-04-07T23:58:40.4Z,1,REGULAR,freethrow,1 of 2,[],1630284,,,1610612753,19,15,2023-04-07T23:58:40Z,1170000,False,,,0,,MISS K. Harris Free Throw 1 of 2,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
119,PT02M58.00S,2023-04-07T23:58:40.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,19,15,2023-04-07T23:58:40Z,1180000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,
120,PT02M58.00S,2023-04-07T23:58:56.3Z,1,REGULAR,freethrow,2 of 2,[],1630284,,,1610612753,19,16,2023-04-07T23:58:56Z,1190000,False,,,0,,K. Harris Free Throw 2 of 2 (1 PTS),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
121,PT02M41.00S,2023-04-07T23:59:13.3Z,1,REGULAR,3pt,Jump Shot,[],203925,67.36202365308804,55.63725490196079,1610612751,19,16,2023-04-07T23:59:22Z,1200000,False,28.0,254.0,1,right,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,25.59,Missed,,,,,,,,,,,,,,,
122,PT02M37.00S,2023-04-07T23:59:17.6Z,1,REGULAR,rebound,defensive,[],203487,,,1610612753,19,16,2023-04-07T23:59:17Z,1210000,False,,,0,,M. Carter-Williams REBOUND (Off:0 Def:1),[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,121.0,,,,,,1.0,1.0,0.0,,
123,PT02M25.00S,2023-04-07T23:59:29.1Z,1,REGULAR,3pt,Jump Shot,[],1630284,9.937582128777924,96.56862745098039,1610612753,19,19,2023-04-07T23:59:33Z,1220000,False,-233.0,41.0,1,left,K. Harris 3PT  (4 PTS) (C. Houstan 1 AST),"[1630284, 1631216]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,Left Corner 3,24+ Left,,,,23.64,Made,4.0,C. Houstan,1631216.0,1.0,,,,,,,,,,,
125,PT02M13.00S,2023-04-07T23:59:41.9Z,1,REGULAR,3pt,Jump Shot,[],203925,71.56701708278581,19.852941176470587,1610612751,22,19,2023-04-07T23:59:45Z,1240000,False,-151.0,215.0,1,right,J. Harris 26' 3PT  (3 PTS) (S. Dinwiddie 6 AST),"[203925, 203915]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,,,,26.24,Made,3.0,S. Dinwiddie,203915.0,6.0,,,,,,,,,,,
127,PT01M55.00S,2023-04-08T00:00:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630284,6.915243101182654,53.431372549019606,1610612753,22,21,2023-04-08T00:00:05Z,1260000,False,-17.0,13.0,1,left,K. Harris driving Layup (6 PTS),[1630284],1610612753.0,ORL,driving,,,Harris,K. Harris,,,,,Restricted Area,0-8 Center,,,,2.13,Made,6.0,,,,,,,,,,,,,,
129,PT01M47.00S,2023-04-08T00:00:08.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,67.09921156373193,42.8921568627451,1610612751,22,21,2023-04-08T00:00:12Z,1280000,False,-36.0,257.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,25.92,Missed,,,,,,,,,,,,,,,
130,PT01M43.00S,2023-04-08T00:00:11.2Z,1,REGULAR,rebound,offensive,[],1628410,,,1610612751,22,21,2023-04-08T00:00:11Z,1290000,False,,,0,,E. Sumner REBOUND (Off:1 Def:0),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Center,,,,,,,,,,129.0,,,,,,1.0,0.0,1.0,,
131,PT01M35.00S,2023-04-08T00:00:22.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629678,,,1610612751,22,21,2023-04-08T00:00:42Z,1300000,False,,,0,,A. Schofield shooting personal FOUL (1 PF) (Sumner 2 FT),"[1629678, 1628410]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2715.0,1.0,0.0,Sumner,1628410.0,,,,,
133,PT01M35.00S,2023-04-08T00:00:47.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628410,,,1610612751,22,21,2023-04-08T00:00:47Z,1320000,False,,,0,,MISS E. Sumner Free Throw 1 of 2,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
134,PT01M35.00S,2023-04-08T00:00:47.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,22,21,2023-04-08T00:00:47Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,
135,PT01M35.00S,2023-04-08T00:00:58.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628410,,,1610612751,23,21,2023-04-08T00:00:58Z,1340000,False,,,0,,E. Sumner Free Throw 2 of 2 (1 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
136,PT01M21.00S,2023-04-08T00:01:14.0Z,1,REGULAR,turnover,lost ball,[],1629643,,,1610612753,23,21,2023-04-08T00:01:17Z,1350000,False,,,0,,C. Okeke lost ball TURNOVER (1 TO),"[1629643, 1626220]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Left,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
137,PT01M21.00S,2023-04-08T00:01:14.0Z,1,REGULAR,steal,,[],1626220,,,1610612751,23,21,2023-04-08T00:01:15Z,1360000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
138,PT01M12.00S,2023-04-08T00:01:22.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203915,88.64980289093299,42.8921568627451,1610612751,25,21,2023-04-08T00:01:26Z,1370000,False,-36.0,54.0,1,right,S. Dinwiddie 6' driving floating Jump Shot (4 PTS),[203915],1610612751.0,BKN,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,6.48,Made,4.0,,,,,,,,,,,,,,
139,PT00M57.40S,2023-04-08T00:01:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203487,6.258212877792378,45.588235294117645,1610612753,25,23,2023-04-08T00:01:43Z,1380000,False,22.0,6.0,1,left,M. Carter-Williams driving finger roll Layup (2 PTS),[203487],1610612753.0,ORL,driving finger roll,,,Carter-Williams,M. Carter-Williams,,,,,Restricted Area,0-8 Center,,,,2.3,Made,2.0,,,,,,,,,,,,,,
140,PT00M37.40S,2023-04-08T00:02:02.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612751,25,23,2023-04-08T00:02:14Z,1390000,False,,,0,,C. Okeke shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1629643, 203915]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200833.0,1.0,0.0,Dinwiddie,203915.0,,,,,
142,PT00M37.40S,2023-04-08T00:02:24.8Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,26,23,2023-04-08T00:02:24Z,1410000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (5 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
143,PT00M37.40S,2023-04-08T00:02:44.4Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,27,23,2023-04-08T00:02:44Z,1420000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (6 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
144,PT00M26.40S,2023-04-08T00:03:03.0Z,1,REGULAR,3pt,Jump Shot,[],203487,8.623521681997373,3.6764705882352944,1610612753,27,23,2023-04-08T00:03:07Z,1430000,False,232.0,29.0,1,left,MISS M. Carter-Williams 3PT,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,Right Corner 3,24+ Right,,,,23.34,Missed,,,,,,,,,,,,,,,
145,PT00M23.10S,2023-04-08T00:03:06.3Z,1,REGULAR,rebound,defensive,[],1628410,,,1610612751,27,23,2023-04-08T00:03:07Z,1440000,False,,,0,,E. Sumner REBOUND (Off:1 Def:1),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Right Corner 3,24+ Right,,,,,,,,,,144.0,,,,,,2.0,1.0,1.0,,
146,PT00M00.70S,2023-04-08T00:03:30.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,27,23,2023-04-08T00:03:52Z,1450000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200833.0,,,,,,,,,
147,PT00M00.00S,2023-04-08T00:03:59.7Z,1,REGULAR,period,end,[],0,,,1610612753,27,23,2023-04-08T00:03:59Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,out,['startperiod'],203925,,,1610612753,27,23,2023-04-08T00:06:38Z,1470000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612753,27,23,2023-04-08T00:06:38Z,1480000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612753,27,23,2023-04-08T00:06:38Z,1490000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,out,['startperiod'],1628410,,,1610612753,27,23,2023-04-08T00:06:38Z,1500000,False,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,out,['startperiod'],1630284,,,1610612753,27,23,2023-04-08T00:06:38Z,1510000,False,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612753,27,23,2023-04-08T00:06:38Z,1520000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612753,27,23,2023-04-08T00:06:38Z,1530000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612753,27,23,2023-04-08T00:06:38Z,1540000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612753,27,23,2023-04-08T00:06:38Z,1550000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-04-08T00:05:06.2Z,2,REGULAR,substitution,in,['startperiod'],1629626,,,1610612753,27,23,2023-04-08T00:06:38Z,1560000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-04-08T00:06:46.5Z,2,REGULAR,period,start,[],0,,,1610612753,27,23,2023-04-08T00:06:46Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M48.00S,2023-04-08T00:06:57.9Z,2,REGULAR,3pt,Jump Shot,[],1629678,29.122864651773984,71.81372549019608,1610612753,27,23,2023-04-08T00:07:04Z,1580000,False,-109.0,221.0,1,left,MISS A. Schofield 24' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Left Center,,,,24.67,Missed,,,,,,,,,,,,,,,
160,PT11M43.00S,2023-04-08T00:07:02.9Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,27,23,2023-04-08T00:07:04Z,1590000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,159.0,,,,,,2.0,2.0,0.0,,
161,PT11M31.00S,2023-04-08T00:07:14.2Z,2,REGULAR,3pt,Jump Shot,[],1629661,68.28186596583443,66.91176470588235,1610612751,30,23,2023-04-08T00:07:22Z,1600000,False,85.0,246.0,1,right,C. Johnson 25' 3PT  (6 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,25.99,Made,6.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,
163,PT11M18.00S,2023-04-08T00:07:27.4Z,2,REGULAR,3pt,Jump Shot,[],1631216,26.757555847568987,79.16666666666666,1610612753,30,23,2023-04-08T00:07:35Z,1620000,False,-146.0,199.0,1,left,MISS C. Houstan 24' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,24.67,Missed,,,,,,,,,,,,,,,
164,PT11M15.00S,2023-04-08T00:07:30.4Z,2,REGULAR,rebound,offensive,[],1629678,,,1610612753,30,23,2023-04-08T00:07:35Z,1630000,False,,,0,,A. Schofield REBOUND (Off:1 Def:0),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,163.0,,,,,,1.0,0.0,1.0,,
165,PT11M14.00S,2023-04-08T00:07:31.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,20.97568988173456,10.294117647058822,1610612753,30,23,2023-04-08T00:09:05Z,1640000,False,199.0,145.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,,,,24.56,Missed,,,,,,,,,,,,,,,
166,PT11M14.00S,2023-04-08T00:07:31.9Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,30,23,2023-04-08T00:07:59Z,1650000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,165.0,,,,,,3.0,3.0,0.0,,
