actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
176,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,25,24,2023-02-08T01:02:19Z,1700000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-02-08T01:02:56.2Z,2,REGULAR,period,start,[],0,,,1610612751,25,24,2023-02-08T01:02:56Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M47.00S,2023-02-08T01:03:08.2Z,2,REGULAR,2pt,Jump Shot,[],201988,18.74178712220762,75.0,1610612751,25,24,2023-02-08T01:03:14Z,1720000,False,-125.0,124.0,1,left,MISS P. Mills 17' fadeaway Shot,[201988],1610612751.0,BKN,fadeaway,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left Center,17.59,Missed,,,,,,,,,,,,,,,,,,
179,PT11M44.00S,2023-02-08T01:03:11.2Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,25,24,2023-02-08T01:03:14Z,1730000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,,,178.0,2.0,1.0,1.0,,,,,,,,,,,,,,
180,PT11M43.00S,2023-02-08T01:03:12.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630549,5.995400788436268,50.49019607843137,1610612751,27,24,2023-02-08T01:03:19Z,1740000,False,-2.0,4.0,1,left,D. Sharpe putback DUNK (4 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,4.0,,,,,,,,,,,,
181,PT11M21.00S,2023-02-08T01:03:34.8Z,2,REGULAR,3pt,Jump Shot,[],1630688,92.85479632063075,3.9215686274509802,1610612756,27,27,2023-02-08T01:03:38Z,1750000,False,-230.0,15.0,1,right,I. Wainright 3PT  (3 PTS) (D. Booker 2 AST),"[1630688, 1626164]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Left Corner 3,24+ Left,23.09,Made,,,,,,3.0,,,,D. Booker,1626164.0,2.0,,,,,,
183,PT11M05.00S,2023-02-08T01:03:50.4Z,2,REGULAR,2pt,Jump Shot,[],203933,7.835085413929041,82.35294117647058,1610612751,27,27,2023-02-08T01:03:55Z,1770000,False,-162.0,21.0,1,left,MISS T. Warren 16' pullup Shot,[203933],1610612751.0,BKN,pullup,,,Warren,T. Warren,,,,,Mid-Range,16-24 Left,16.32,Missed,,,,,,,,,,,,,,,,,,
184,PT11M03.00S,2023-02-08T01:03:52.4Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,27,27,2023-02-08T01:03:55Z,1780000,False,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,16-24 Left,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
185,PT10M55.00S,2023-02-08T01:03:59.8Z,2,REGULAR,3pt,Jump Shot,[],1630688,94.1688567674113,4.411764705882353,1610612756,27,27,2023-02-08T01:04:04Z,1790000,False,-228.0,2.0,1,right,MISS I. Wainright 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
186,PT10M51.00S,2023-02-08T01:04:03.8Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,27,27,2023-02-08T01:04:04Z,1800000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,
187,PT10M42.00S,2023-02-08T01:04:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.14257555847569,55.14705882352941,1610612751,29,27,2023-02-08T01:04:20Z,1810000,False,-26.0,80.0,1,left,C. Thomas 8' fadeaway Jump Shot (10 PTS),[1630560],1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,8.44,Made,,,,,,10.0,,,,,,,,,,,,
188,PT10M29.00S,2023-02-08T01:04:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,89.75032851511169,54.08241421568628,1610612756,29,29,2023-02-08T01:08:17Z,1820000,False,20.0,44.0,1,right,J. Landale floating Jump Shot (5 PTS) (D. Booker 3 AST),"[1629111, 1626164]",1610612756.0,PHX,floating,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,,,,,,5.0,,,,D. Booker,1626164.0,3.0,,,,,,
190,PT10M12.00S,2023-02-08T01:04:42.3Z,2,REGULAR,3pt,Jump Shot,[],201988,26.757555847568987,84.55882352941177,1610612751,29,29,2023-02-08T01:04:46Z,1840000,False,-173.0,199.0,1,left,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
191,PT10M10.00S,2023-02-08T01:04:44.3Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,29,29,2023-02-08T01:04:46Z,1850000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,190.0,3.0,1.0,2.0,,,,,,,,,,,,,,
192,PT09M58.00S,2023-02-08T01:04:57.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203933,15.193823915900131,57.35294117647059,1610612751,29,29,2023-02-08T01:05:20Z,1860000,False,-37.0,90.0,1,left,MISS T. Warren 9' turnaround Shot,[203933],1610612751.0,BKN,turnaround,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Center,9.75,Missed,,,,,,,,,,,,,,,,,,
193,PT09M54.00S,2023-02-08T01:05:01.4Z,2,REGULAR,rebound,defensive,[],1630688,,,1610612756,29,29,2023-02-08T01:05:06Z,1870000,False,,,0,,I. Wainright REBOUND (Off:0 Def:1),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Center,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT09M47.00S,2023-02-08T01:05:08.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,87.59855453350855,46.81372549019608,1610612756,29,29,2023-02-08T01:15:22Z,1880000,False,-16.0,64.0,1,right,MISS C. Johnson 6' driving floating Shot,[1629661],1610612756.0,PHX,driving floating,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
195,PT09M44.00S,2023-02-08T01:05:11.0Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,29,29,2023-02-08T01:05:14Z,1890000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,194.0,4.0,2.0,2.0,,,,,,,,,,,,,,
197,PT09M26.00S,2023-02-08T01:05:33.2Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,29,29,2023-02-08T01:05:36Z,1910000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M26.00S,2023-02-08T01:05:33.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,29,29,2023-02-08T01:05:36Z,1920000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M20.00S,2023-02-08T01:05:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.5722733245729295,44.6078431372549,1610612751,29,29,2023-02-08T01:06:01Z,1930000,False,27.0,19.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.28,Missed,,,,,,,,,,,,,,,,,,
200,PT09M18.00S,2023-02-08T01:05:59.8Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,29,29,2023-02-08T01:05:59Z,1940000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT09M15.00S,2023-02-08T01:06:02.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630688,74.32654402102497,10.294117647058822,1610612756,29,29,2023-02-08T01:16:17Z,1950000,False,-199.0,189.0,1,right,MISS I. Wainright 27' running 3PT,[1630688],1610612756.0,PHX,running,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,,
202,PT09M11.00S,2023-02-08T01:06:06.6Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,29,29,2023-02-08T01:06:09Z,1960000,False,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,201.0,3.0,3.0,0.0,,,,,,,,,,,,,,
203,PT09M08.00S,2023-02-08T01:06:09.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,31.882391590013142,73.52941176470588,1610612751,29,29,2023-02-08T01:06:19Z,1970000,False,-118.0,247.0,1,left,MISS C. Thomas 27' running pullup 3PT,[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
204,PT09M04.00S,2023-02-08T01:06:13.7Z,2,REGULAR,rebound,defensive,[],1630688,,,1610612756,29,29,2023-02-08T01:06:19Z,1980000,False,,,0,,I. Wainright REBOUND (Off:0 Def:2),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Left Center,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,,
205,PT08M58.00S,2023-02-08T01:06:19.2Z,2,REGULAR,3pt,Jump Shot,[],1626164,65.39093298291722,45.83333333333333,1610612756,29,29,2023-02-08T01:06:23Z,1990000,False,-21.0,273.0,1,right,MISS D. Booker 27' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,27.36,Missed,,,,,,,,,,,,,,,,,,
206,PT08M55.00S,2023-02-08T01:06:22.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,29,29,2023-02-08T01:06:23Z,2000000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,205.0,4.0,4.0,0.0,,,,,,,,,,,,,,
207,PT08M51.00S,2023-02-08T01:06:28.8Z,2,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1627732,7.358738501971089,40.908394607843135,1610612751,31,29,2023-02-08T01:11:11Z,2010000,False,45.0,17.0,1,left,B. Simmons driving bank Hook (2 PTS),[1627732],1610612751.0,BKN,driving bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,,,,,,2.0,,,,,,,,,,,,
208,PT08M51.00S,2023-02-08T01:06:31.8Z,2,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612751,31,29,2023-02-08T01:06:39Z,2020000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Simmons 1 FT),"[1626164, 1627732]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,1.0,0.0,Simmons,1627732.0,,
210,PT08M51.00S,2023-02-08T01:06:42.5Z,2,REGULAR,substitution,out,[],203933,,,1610612751,31,29,2023-02-08T01:07:02Z,2040000,False,,,0,,SUB out: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M51.00S,2023-02-08T01:06:42.5Z,2,REGULAR,substitution,out,[],1629111,,,1610612751,31,29,2023-02-08T01:07:02Z,2050000,False,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M51.00S,2023-02-08T01:06:42.5Z,2,REGULAR,substitution,in,[],203925,,,1610612751,31,29,2023-02-08T01:07:02Z,2060000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M51.00S,2023-02-08T01:06:42.5Z,2,REGULAR,substitution,in,[],1629028,,,1610612751,31,29,2023-02-08T01:07:02Z,2070000,False,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M51.00S,2023-02-08T01:07:09.9Z,2,REGULAR,freethrow,1 of 1,[],1627732,,,1610612751,31,29,2023-02-08T01:07:28Z,2080000,False,,,0,,MISS B. Simmons Free Throw 1 of 1,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT08M49.00S,2023-02-08T01:07:11.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,31,29,2023-02-08T01:07:28Z,2090000,False,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,214.0,5.0,4.0,1.0,,,,,,,,,,,,,,
216,PT08M37.00S,2023-02-08T01:07:22.4Z,2,REGULAR,3pt,Jump Shot,[],1626164,89.30683311432325,3.431372549019608,1610612756,31,29,2023-02-08T01:13:16Z,2100000,False,-233.0,48.0,1,right,MISS D. Booker pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
217,PT08M34.00S,2023-02-08T01:07:25.4Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612756,31,29,2023-02-08T01:12:49Z,2110000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,216.0,1.0,0.0,1.0,,,,,,,,,,,,,,
218,PT08M31.00S,2023-02-08T01:07:29.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,95.87713534822602,94.6078431372549,1610612756,31,32,2023-02-08T01:07:34Z,2120000,False,223.0,-14.0,1,right,C. Johnson 3PT  (8 PTS) (I. Wainright 1 AST),"[1629661, 1630688]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,22.34,Made,,,,,,8.0,,,,I. Wainright,1630688.0,1.0,,,,,,
220,PT08M16.00S,2023-02-08T01:07:47.3Z,2,REGULAR,foul,personal,[],1627814,,,1610612751,31,32,2023-02-08T01:08:18Z,2140000,False,,,0,,D. Lee personal FOUL (1 PF),"[1627814, 1627732]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,16-24 Right Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Simmons,1627732.0,,
222,PT08M16.00S,2023-02-08T01:07:53.2Z,2,REGULAR,substitution,out,[],1630688,,,1610612751,31,32,2023-02-08T01:07:58Z,2160000,False,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M16.00S,2023-02-08T01:07:53.2Z,2,REGULAR,substitution,in,[],101108,,,1610612751,31,32,2023-02-08T01:07:58Z,2170000,False,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M08.00S,2023-02-08T01:08:14.9Z,2,REGULAR,3pt,Jump Shot,[],201988,30.305519053876477,19.852941176470587,1610612751,31,32,2023-02-08T01:17:23Z,2180000,False,151.0,232.0,1,left,MISS P. Mills 27' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,27.7,Missed,,,,,,,,,,,,,,,,,,
225,PT08M04.00S,2023-02-08T01:08:18.9Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,31,32,2023-02-08T01:08:20Z,2190000,False,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Right Center,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,,
226,PT07M55.00S,2023-02-08T01:08:29.1Z,2,REGULAR,2pt,Jump Shot,[],1626164,93.64323258869908,78.92156862745098,1610612756,31,34,2023-02-08T01:17:46Z,2200000,False,145.0,7.0,1,right,D. Booker 14' turnaround fadeaway Jump Shot (10 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,14.48,Made,,,,,,10.0,,,,,,,,,,,,
227,PT07M55.00S,2023-02-08T01:08:32.4Z,2,REGULAR,foul,personal,['1freethrow'],1630560,,,1610612756,31,34,2023-02-08T01:08:42Z,2210000,False,,,0,,C. Thomas shooting personal FOUL (1 PF) (Booker 1 FT),"[1630560, 1626164]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,,,,,202035.0,,,,,,,,1.0,0.0,Booker,1626164.0,,
229,PT07M55.00S,2023-02-08T01:08:57.0Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,31,35,2023-02-08T01:08:57Z,2230000,False,,,0,,D. Booker Free Throw 1 of 1 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
230,PT07M40.00S,2023-02-08T01:09:15.5Z,2,REGULAR,foul,personal,[],1627814,,,1610612751,31,35,2023-02-08T01:09:27Z,2240000,False,,,0,,D. Lee personal FOUL (2 PF),"[1627814, 1630560]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,,,,,,,,2.0,0.0,Thomas,1630560.0,,
232,PT07M28.00S,2023-02-08T01:09:49.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,10.643889618922472,55.30790441176471,1610612751,33,35,2023-02-08T01:18:57Z,2260000,False,-27.0,48.0,1,left,N. Claxton Hook (7 PTS) (J. Harris 1 AST),"[1629651, 203925]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,,,,7.0,,,,J. Harris,203925.0,1.0,,,,,,
234,PT07M14.00S,2023-02-08T01:10:03.3Z,2,REGULAR,3pt,Jump Shot,[],101108,70.38436268068331,76.9607843137255,1610612756,33,35,2023-02-08T01:10:08Z,2280000,False,135.0,226.0,1,right,MISS C. Paul 26' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,26.31,Missed,,,,,,,,,,,,,,,,,,
235,PT07M10.00S,2023-02-08T01:10:07.3Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,33,35,2023-02-08T01:10:08Z,2290000,False,,,0,,B. Simmons REBOUND (Off:0 Def:4),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,234.0,4.0,4.0,0.0,,,,,,,,,,,,,,
236,PT07M04.00S,2023-02-08T01:10:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,7.178055190538765,47.30392156862745,1610612751,35,35,2023-02-08T01:20:32Z,2300000,False,13.0,15.0,1,left,C. Thomas driving Layup (12 PTS) (B. Simmons 3 AST),"[1630560, 1627732]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,12.0,,,,B. Simmons,1627732.0,3.0,,,,,,
238,PT06M42.00S,2023-02-08T01:10:38.3Z,2,REGULAR,foul,personal,['2freethrow'],1627732,,,1610612756,35,35,2023-02-08T01:10:51Z,2320000,False,,,0,,B. Simmons shooting personal FOUL (2 PF) (Ayton 2 FT),"[1627732, 1629028]",1610612751.0,BKN,shooting,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,2.0,0.0,Ayton,1629028.0,,
240,PT06M42.00S,2023-02-08T01:10:54.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,35,35,2023-02-08T01:10:54Z,2340000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M42.00S,2023-02-08T01:10:57.4Z,2,REGULAR,substitution,out,[],1626164,,,1610612756,35,35,2023-02-08T01:13:51Z,2350000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M42.00S,2023-02-08T01:10:57.4Z,2,REGULAR,substitution,out,[],1627814,,,1610612756,35,35,2023-02-08T01:13:51Z,2360000,False,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M42.00S,2023-02-08T01:10:57.4Z,2,REGULAR,substitution,in,[],203967,,,1610612756,35,35,2023-02-08T01:13:51Z,2370000,False,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M42.00S,2023-02-08T01:10:57.4Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,35,35,2023-02-08T01:13:51Z,2380000,False,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M42.00S,2023-02-08T01:14:19.2Z,2,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,35,36,2023-02-08T01:14:19Z,2390000,False,,,0,,D. Ayton Free Throw 1 of 2 (7 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
246,PT06M42.00S,2023-02-08T01:14:34.7Z,2,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,35,37,2023-02-08T01:14:34Z,2400000,False,,,0,,D. Ayton Free Throw 2 of 2 (8 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
247,PT06M29.00S,2023-02-08T01:14:50.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.732588699080158,51.71568627450981,1610612751,37,37,2023-02-08T01:14:53Z,2410000,False,-9.0,1.0,1,left,N. Claxton alley-oop DUNK (9 PTS) (C. Thomas 1 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,9.0,,,,C. Thomas,1630560.0,1.0,,,,,,
249,PT06M13.00S,2023-02-08T01:15:06.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,92.59198423127464,49.01960784313725,1610612756,37,39,2023-02-08T01:15:10Z,2430000,False,-5.0,17.0,1,right,D. Ayton alley-oop DUNK (10 PTS) (C. Paul 4 AST),"[1629028, 101108]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,10.0,,,,C. Paul,101108.0,4.0,,,,,,
251,PT05M51.00S,2023-02-08T01:15:31.2Z,2,REGULAR,turnover,traveling,[],1629651,,,1610612751,37,39,2023-02-08T01:15:41Z,2450000,False,,,0,,N. Claxton traveling TURNOVER (2 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,2.0,,,,,,,,,,,
252,PT05M51.00S,2023-02-08T01:15:33.2Z,2,REGULAR,substitution,out,[],201988,,,1610612756,37,39,2023-02-08T01:15:36Z,2460000,False,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M51.00S,2023-02-08T01:15:33.2Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,37,39,2023-02-08T01:15:36Z,2470000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M34.00S,2023-02-08T01:16:04.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629028,93.51182654402102,50.73529411764706,1610612756,37,41,2023-02-08T01:16:07Z,2480000,False,4.0,8.0,1,right,D. Ayton DUNK (12 PTS) (C. Johnson 2 AST),"[1629028, 1629661]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,12.0,,,,C. Johnson,1629661.0,2.0,,,,,,
255,PT05M16.00S,2023-02-08T01:16:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203925,8.147174770039427,41.42539828431373,1610612751,37,41,2023-02-08T01:22:48Z,2490000,False,43.0,24.0,1,left,MISS J. Harris driving floating bank Shot,[203925],1610612751.0,BKN,driving floating bank,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,,,
256,PT05M14.00S,2023-02-08T01:16:24.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,37,41,2023-02-08T01:25:24Z,2500000,False,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,255.0,5.0,4.0,1.0,,,,,,,,,,,,,,
257,PT05M11.00S,2023-02-08T01:16:27.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,30.699737187910642,76.22549019607843,1610612751,37,41,2023-02-08T01:25:38Z,2510000,False,-131.0,236.0,1,left,MISS R. O'Neale 27' pullup 3PT,[1626220],1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
