actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT10M50.00S,2023-03-19T19:42:02.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,2,0,2023-03-19T19:42:03Z,150000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M43.00S,2023-03-19T19:42:08.4Z,1,REGULAR,3pt,Jump Shot,[],1629661,96.13994743758212,4.411764705882353,1610612751,2,0,2023-03-19T19:42:12Z,160000,False,-228.0,-16.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
17,PT10M41.00S,2023-03-19T19:42:10.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,2,0,2023-03-19T19:42:12Z,170000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M34.00S,2023-03-19T19:42:18.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.802233902759525,49.50980392156863,1610612743,2,3,2023-03-19T19:42:22Z,180000,False,2.0,256.0,1,left,M. Porter Jr. 25' 3PT pullup (3 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.58,Made,,,,,3.0,J. Murray,1627750.0,1.0,,,,,,,,,,
20,PT10M08.00S,2023-03-19T19:42:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,92.85479632063075,52.20588235294118,1610612751,4,3,2023-03-19T19:42:53Z,200000,False,11.0,15.0,1,right,D. Finney-Smith cutting Layup (2 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612751.0,BKN,cutting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
22,PT09M47.00S,2023-03-19T19:43:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,16.507884362680684,35.78431372549019,1610612743,4,3,2023-03-19T19:43:09Z,220000,False,71.0,103.0,1,left,MISS A. Gordon 12' pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Right,12.49,Missed,,,,,,,,,,,,,,,,,,
23,PT09M44.00S,2023-03-19T19:43:08.2Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,4,3,2023-03-19T19:43:08Z,230000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Right,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M41.00S,2023-03-19T19:43:10.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,26.10052562417871,79.65686274509804,1610612743,4,6,2023-03-19T19:43:31Z,240000,False,-148.0,193.0,1,left,J. Murray 24' 3PT pullup (3 PTS) (N. Jokic 1 AST),"[1627750, 203999]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.32,Made,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,
25,PT09M25.00S,2023-03-19T19:43:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.85479632063075,45.34313725490196,1610612751,6,6,2023-03-19T19:44:48Z,250000,False,-23.0,15.0,1,right,N. Claxton cutting Layup (2 PTS) (S. Dinwiddie 2 AST),"[1629651, 203915]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,2.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,
28,PT09M06.00S,2023-03-19T19:43:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.915243101182654,46.568627450980394,1610612743,6,8,2023-03-19T19:47:14Z,270000,False,17.0,13.0,1,left,A. Gordon cutting Layup (2 PTS) (J. Murray 2 AST),"[203932, 1627750]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,2.0,J. Murray,1627750.0,2.0,,,,,,,,,,
31,PT08M55.00S,2023-03-19T19:44:12.5Z,1,REGULAR,turnover,out-of-bounds,[],1627827,,,1610612751,6,8,2023-03-19T19:44:32Z,300000,False,,,0,,D. Finney-Smith bad pass out-of-bounds TURNOVER (1 TO),[1627827],1610612751.0,BKN,bad pass,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,,,,,,,
32,PT08M55.00S,2023-03-19T19:44:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,6,8,2023-03-19T19:44:34Z,310000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M48.00S,2023-03-19T19:47:36.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,17.16491458607096,43.872549019607845,1610612743,6,8,2023-03-19T19:47:40Z,330000,False,31.0,109.0,1,left,MISS N. Jokic 11' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,11.31,Missed,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2023-03-19T19:47:39.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,6,8,2023-03-19T19:47:39Z,340000,False,,,0,,N. Jokic REBOUND (Off:2 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,
36,PT08M42.00S,2023-03-19T19:47:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627750,6.389618922470433,53.92156862745098,1610612743,6,8,2023-03-19T19:48:23Z,350000,False,-20.0,8.0,1,left,MISS J. Murray driving finger roll Layup,[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2023-03-19T19:47:46.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,6,8,2023-03-19T19:47:47Z,360000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M28.00S,2023-03-19T19:47:59.8Z,1,REGULAR,turnover,traveling,[],1628969,,,1610612751,6,8,2023-03-19T19:48:04Z,370000,False,,,0,,M. Bridges traveling TURNOVER (1 TO),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,1201.0,,,,,,,,
39,PT08M08.00S,2023-03-19T19:48:29.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,7.835085413929041,62.5,1610612743,6,10,2023-03-19T19:48:33Z,380000,False,-62.0,21.0,1,left,J. Murray 6' driving floating Jump Shot (5 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,5.0,N. Jokic,203999.0,2.0,,,,,,,,,,
41,PT07M45.00S,2023-03-19T19:48:52.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,87.33574244415243,48.28431372549019,1610612751,6,10,2023-03-19T19:49:48Z,400000,False,-9.0,67.0,1,right,MISS N. Claxton 6' turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
42,PT07M42.00S,2023-03-19T19:48:55.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,6,10,2023-03-19T19:48:55Z,410000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT07M33.00S,2023-03-19T19:49:03.7Z,1,REGULAR,3pt,Jump Shot,[],1629008,8.229303547963205,5.392156862745098,1610612743,6,10,2023-03-19T19:49:13Z,420000,False,223.0,25.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,22.44,Missed,,,,,,,,,,,,,,,,,,
44,PT07M33.00S,2023-03-19T19:49:03.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,6,10,2023-03-19T19:49:13Z,430000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,43.0,,,,,,,,,,,,,,,,,
45,PT07M33.00S,2023-03-19T19:49:09.8Z,1,REGULAR,foul,personal,[],203915,,,1610612743,6,10,2023-03-19T19:49:44Z,440000,False,,,0,,S. Dinwiddie loose ball personal FOUL (1 PF),"[203915, 203999]",1610612751.0,BKN,loose ball,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202049.0,1.0,0.0,Jokic,203999.0,,,,
47,PT07M30.00S,2023-03-19T19:49:27.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,31.61957950065703,49.50980392156863,1610612743,6,10,2023-03-19T19:49:32Z,460000,False,2.0,245.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,
48,PT07M24.00S,2023-03-19T19:49:33.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,6,10,2023-03-19T19:49:32Z,470000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M09.00S,2023-03-19T19:49:47.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,76.03482260183968,13.480392156862745,1610612751,6,10,2023-03-19T19:49:52Z,480000,False,-183.0,173.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
50,PT07M07.00S,2023-03-19T19:49:49.9Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,6,10,2023-03-19T19:49:49Z,490000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT07M05.00S,2023-03-19T19:49:51.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203915,68.54467805519053,25.98039215686275,1610612751,9,10,2023-03-19T19:49:55Z,500000,False,-120.0,243.0,1,right,S. Dinwiddie 27' 3PT  (3 PTS) (D. Finney-Smith 1 AST),"[203915, 1627827]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,27.12,Made,,,,,3.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,
53,PT06M48.00S,2023-03-19T19:50:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,8.492115637319317,55.14705882352941,1610612743,9,12,2023-03-19T19:50:13Z,520000,False,-26.0,27.0,1,left,M. Porter Jr. driving floating bank Jump Shot (5 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.75,Made,,,,,5.0,J. Murray,1627750.0,3.0,,,,,,,,,,
55,PT06M25.00S,2023-03-19T19:50:31.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,96.66557161629436,96.81372549019608,1610612751,9,12,2023-03-19T19:50:37Z,540000,False,234.0,-21.0,1,right,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.51,Missed,,,,,,,,,,,,,,,,,,
56,PT06M22.00S,2023-03-19T19:50:34.5Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,9,12,2023-03-19T19:50:37Z,550000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,
57,PT06M16.00S,2023-03-19T19:50:41.2Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612751,9,12,2023-03-19T19:50:44Z,560000,False,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628969, 203999]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,,,,,,Jokic,203999.0,,
58,PT06M16.00S,2023-03-19T19:50:41.2Z,1,REGULAR,steal,,[],203999,,,1610612743,9,12,2023-03-19T19:50:43Z,570000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M09.00S,2023-03-19T19:50:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,1.3961892247043364,96.81372549019608,1610612743,9,15,2023-03-19T19:50:51Z,580000,False,-234.0,-39.0,1,left,J. Murray 3PT  (8 PTS) (M. Porter Jr. 1 AST),"[1627750, 1629008]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.74,Made,,,,,8.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,
61,PT06M07.00S,2023-03-19T19:50:53.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,9,15,2023-03-19T19:50:53Z,600000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M07.00S,2023-03-19T19:50:53.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,9,15,2023-03-19T19:53:09Z,610000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2023-03-19T19:50:53.9Z,1,REGULAR,substitution,out,[],203484,,,1610612751,9,15,2023-03-19T19:53:09Z,620000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M07.00S,2023-03-19T19:50:53.9Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,9,15,2023-03-19T19:53:09Z,630000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M07.00S,2023-03-19T19:50:53.9Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,9,15,2023-03-19T19:53:09Z,640000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M47.00S,2023-03-19T19:54:03.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,69.33311432325887,69.11764705882352,1610612751,12,15,2023-03-19T19:54:07Z,650000,False,96.0,236.0,1,right,R. O'Neale 25' 3PT  (3 PTS) (S. Dinwiddie 3 AST),"[1626220, 203915]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.44,Made,,,,,3.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,
68,PT05M20.00S,2023-03-19T19:54:30.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629008,10.068988173455978,52.20588235294118,1610612743,12,17,2023-03-19T19:54:35Z,670000,False,-11.0,42.0,1,left,M. Porter Jr. Hook (7 PTS) (N. Jokic 3 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,7.0,N. Jokic,203999.0,3.0,,,,,,,,,,
70,PT05M03.00S,2023-03-19T19:54:47.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,76.69185282522996,28.431372549019606,1610612751,12,17,2023-03-19T19:54:51Z,690000,False,-108.0,167.0,1,right,MISS M. Bridges 19' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,19.84,Missed,,,,,,,,,,,,,,,,,,
71,PT05M00.00S,2023-03-19T19:54:50.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,12,17,2023-03-19T19:54:51Z,700000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,70.0,3.0,3.0,0.0,,,,,,,,,,,,,,
72,PT04M48.00S,2023-03-19T19:55:03.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.017739816031538,48.77450980392157,1610612743,12,19,2023-03-19T19:55:07Z,710000,False,6.0,32.0,1,left,N. Jokic turnaround Hook (2 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.29,Made,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,
74,PT04M22.00S,2023-03-19T19:55:31.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,12,19,2023-03-19T19:56:03Z,730000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,202049.0,,,,,,,,
75,PT04M22.00S,2023-03-19T19:55:34.9Z,1,REGULAR,substitution,out,[],1629661,,,1610612743,12,19,2023-03-19T19:55:43Z,740000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M22.00S,2023-03-19T19:55:34.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612743,12,19,2023-03-19T19:55:43Z,750000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M22.00S,2023-03-19T19:55:34.9Z,1,REGULAR,substitution,in,[],203925,,,1610612743,12,19,2023-03-19T19:55:43Z,760000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M22.00S,2023-03-19T19:55:34.9Z,1,REGULAR,substitution,in,[],1627827,,,1610612743,12,19,2023-03-19T19:55:43Z,770000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M02.00S,2023-03-19T19:56:07.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,10.5946123521682,2.941176470588235,1610612743,12,22,2023-03-19T19:56:11Z,780000,False,235.0,47.0,1,left,J. Murray 24' 3PT  (11 PTS) (N. Jokic 4 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,24.0,Made,,,,,11.0,N. Jokic,203999.0,4.0,,,,,,,,,,
81,PT03M49.00S,2023-03-19T19:56:19.3Z,1,REGULAR,3pt,Jump Shot,[],203925,67.36202365308804,59.31372549019608,1610612751,12,22,2023-03-19T19:57:14Z,800000,False,47.0,254.0,1,right,MISS J. Harris 25' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
82,PT03M47.00S,2023-03-19T19:56:21.3Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,12,22,2023-03-19T19:56:23Z,810000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,,,
83,PT03M28.00S,2023-03-19T19:56:41.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,31.750985545335087,28.921568627450984,1610612743,12,22,2023-03-19T19:56:46Z,820000,False,105.0,246.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
84,PT03M24.00S,2023-03-19T19:56:45.2Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,12,22,2023-03-19T19:56:46Z,830000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT03M17.00S,2023-03-19T19:56:51.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,71.43561103810775,77.94117647058823,1610612751,12,22,2023-03-19T19:56:55Z,840000,False,140.0,216.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
