shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-08T00:40:46.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-08T00:40:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-08T00:40:49.8Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2022-12-08T00:40:49Z,40000,False,,,0,,Jump Ball M. Plumlee vs. N. Claxton: Tip to T. Rozier,"[1626179, 203486, 1629651]",3,1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Plumlee,203486.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
11:37,7,PT11M37.00S,2022-12-08T00:41:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,11.514454664914586,46.568627450980394,1610612766,0,0,2022-12-08T00:41:27Z,70000,False,17.0,56.0,1,left,MISS P. Washington driving floating Shot - blocked,"[1629023, 202681]",25,1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,Irving,202681.0,,,,,,,,,,,,,,,,
11:37,8,PT11M37.00S,2022-12-08T00:41:08.4Z,1,REGULAR,block,,[],202681,,,1610612766,0,0,2022-12-08T00:41:11Z,80000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],11,1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11:34,9,PT11M34.00S,2022-12-08T00:41:11.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2022-12-08T00:41:27Z,90000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],33,1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
11:27,10,PT11M27.00S,2022-12-08T00:41:23.6Z,1,REGULAR,2pt,Jump Shot,[],201142,74.45795006570303,75.0,1610612751,2,0,2022-12-08T00:41:39Z,100000,False,125.0,188.0,1,right,K. Durant 22' pullup Jump Shot (2 PTS),[201142],7,1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,22.54,Made,,,,,,,2.0,,,,,,,,,,,
11:27,11,PT11M27.00S,2022-12-08T00:41:26.6Z,1,REGULAR,foul,personal,['1freethrow'],203486,,,1610612751,2,0,2022-12-08T00:41:35Z,110000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Durant 1 FT),"[203486, 201142]",24,1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202058.0,1.0,0.0,Durant,201142.0,,,,,,
11:27,13,PT11M27.00S,2022-12-08T00:41:48.0Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,3,0,2022-12-08T00:41:48Z,130000,False,,,0,,K. Durant Free Throw 1 of 1 (3 PTS),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
11:15,14,PT11M15.00S,2022-12-08T00:42:02.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,5.995400788436268,50.0,1610612766,3,2,2022-12-08T00:42:05Z,140000,False,0.0,4.0,1,left,M. Plumlee DUNK (2 PTS) (P. Washington 1 AST),"[203486, 1629023]",24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,,,2.0,,,,,,P. Washington,1629023.0,1.0,,,
10:56,16,PT10M56.00S,2022-12-08T00:42:20.1Z,1,REGULAR,2pt,Jump Shot,[],202681,94.95729303547962,81.86274509803921,1610612751,3,2,2022-12-08T00:42:24Z,160000,False,159.0,-5.0,1,right,MISS K. Irving 15' Jump Shot,[202681],11,1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,15.94,Missed,,,,,,,,,,,,,,,,,,
10:54,17,PT10M54.00S,2022-12-08T00:42:22.1Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,3,2,2022-12-08T00:42:24Z,170000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
10:48,18,PT10M48.00S,2022-12-08T00:42:29.2Z,1,REGULAR,3pt,Jump Shot,[],1629023,31.09395532194481,65.44117647058823,1610612766,3,2,2022-12-08T00:42:35Z,180000,False,-77.0,240.0,1,left,MISS P. Washington 25' 3PT,[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
10:42,19,PT10M42.00S,2022-12-08T00:42:35.2Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,3,2,2022-12-08T00:42:35Z,190000,False,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],12,1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
10:36,20,PT10M36.00S,2022-12-08T00:42:40.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,72.88107752956637,16.666666666666664,1610612751,3,2,2022-12-08T00:43:44Z,200000,False,-167.0,202.0,1,right,MISS R. O'Neale 26' running 3PT,[1626220],00,1610612751.0,BKN,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
10:33,21,PT10M33.00S,2022-12-08T00:42:43.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,3,2,2022-12-08T00:42:46Z,210000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
10:24,22,PT10M24.00S,2022-12-08T00:42:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,9.806176084099869,39.46078431372549,1610612766,3,2,2022-12-08T00:42:56Z,220000,False,53.0,40.0,1,left,MISS T. Rozier 6' driving floating bank Shot,[1626179],3,1610612766.0,CHA,driving floating bank,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
10:22,23,PT10M22.00S,2022-12-08T00:42:54.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,3,2,2022-12-08T00:42:56Z,230000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
10:05,24,PT10M05.00S,2022-12-08T00:43:11.5Z,1,REGULAR,3pt,Jump Shot,[],203925,73.53810775295663,16.176470588235293,1610612751,6,2,2022-12-08T00:43:17Z,240000,False,-169.0,196.0,1,right,J. Harris 25' 3PT  (3 PTS) (K. Irving 1 AST),"[203925, 202681]",12,1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,,,3.0,,,,,,K. Irving,202681.0,1.0,,,
09:45,26,PT09M45.00S,2022-12-08T00:43:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.30946123521682,40.44117647058824,1610612766,6,2,2022-12-08T00:55:45Z,260000,False,48.0,16.0,1,left,MISS M. Plumlee driving Layup,[203486],24,1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
09:41,28,PT09M41.00S,2022-12-08T00:43:36.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,6,2,2022-12-08T00:43:52Z,280000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],7,1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,
09:29,29,PT09M29.00S,2022-12-08T00:43:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,91.01511169513797,51.225490196078425,1610612751,6,2,2022-12-08T00:44:03Z,290000,False,6.0,32.0,1,right,MISS R. O'Neale driving floating Shot - blocked,"[1626220, 1629023]",00,1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,3.26,Missed,Washington,1629023.0,,,,,,,,,,,,,,,,
09:29,30,PT09M29.00S,2022-12-08T00:43:47.2Z,1,REGULAR,block,,[],1629023,,,1610612751,6,2,2022-12-08T00:43:49Z,300000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:25,31,PT09M25.00S,2022-12-08T00:43:51.2Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612751,6,2,2022-12-08T00:48:59Z,310000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],00,1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,
09:25,32,PT09M25.00S,2022-12-08T00:43:51.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629651,94.40999984741211,50.0,1610612751,8,2,2022-12-08T00:47:28Z,320000,False,0.0,0.0,1,right,N. Claxton DUNK (2 PTS) (R. O'Neale 1 AST),"[1629651, 1626220]",33,1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,R. O'Neale,1626220.0,1.0,,,
09:16,33,PT09M16.00S,2022-12-08T00:44:00.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,16.507884362680684,41.17647058823529,1610612766,8,4,2022-12-08T00:48:35Z,330000,False,44.0,103.0,1,left,J. McDaniels 11' driving floating Jump Shot (2 PTS),[1629667],6,1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,11.18,Made,,,,,,,2.0,,,,,,,,,,,
