actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M55.00S,2023-01-03T00:55:52.8Z,1,REGULAR,foul,personal,[],1629651,,,1610612759,25,12,2023-01-03T00:56:05Z,860000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1629640]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Johnson,1629640.0
89,PT04M55.00S,2023-01-03T00:56:00.9Z,1,REGULAR,substitution,out,[],203552,,,1610612759,25,12,2023-01-03T00:56:05Z,880000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M55.00S,2023-01-03T00:56:00.9Z,1,REGULAR,substitution,in,[],203933,,,1610612759,25,12,2023-01-03T00:56:05Z,890000,False,,,0,,SUB in: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M44.00S,2023-01-03T00:56:32.0Z,1,REGULAR,foul,personal,[],203933,,,1610612759,25,12,2023-01-03T00:56:43Z,900000,False,,,0,,T. Warren personal FOUL (1 PF),"[203933, 1629640]",1610612751.0,BKN,,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Johnson,1629640.0
93,PT04M32.00S,2023-01-03T00:57:08.7Z,1,REGULAR,2pt,Hook,[],1629640,12.959921156373195,26.715686274509803,1610612759,25,14,2023-01-03T00:57:12Z,920000,False,116.0,69.0,1,left,K. Johnson 13' turnaround Hook (6 PTS),[1629640],1610612759.0,SAS,turnaround,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,13.55,Made,,,,,,,6.0,,,,,,,,
94,PT04M16.00S,2023-01-03T00:57:23.7Z,1,REGULAR,3pt,Jump Shot,[],202681,67.23061760840999,52.94117647058824,1610612751,28,14,2023-01-03T00:57:28Z,930000,False,15.0,256.0,1,right,K. Irving 25' 3PT step back (15 PTS),[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,25.59,Made,,,,,,,15.0,,,,,,,,
95,PT04M04.00S,2023-01-03T00:57:38.9Z,1,REGULAR,violation,kicked ball,[],1629651,,,1610612759,28,14,2023-01-03T00:59:36Z,940000,False,,,0,,N. Claxton kicked ball VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,
96,PT04M04.00S,2023-01-03T00:57:41.1Z,1,REGULAR,substitution,out,[],1627732,,,1610612759,28,14,2023-01-03T00:57:47Z,950000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M04.00S,2023-01-03T00:57:41.1Z,1,REGULAR,substitution,in,[],201988,,,1610612759,28,14,2023-01-03T00:57:47Z,960000,False,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M57.00S,2023-01-03T00:58:07.4Z,1,REGULAR,3pt,Jump Shot,[],1631110,29.517082785808146,29.411764705882355,1610612759,28,14,2023-01-03T00:58:12Z,970000,False,103.0,225.0,1,left,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,24.74,Missed,,,,,,,,,,,,,,,
99,PT03M54.00S,2023-01-03T00:58:10.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,28,14,2023-01-03T00:58:12Z,980000,False,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,,
100,PT03M48.00S,2023-01-03T00:58:17.2Z,1,REGULAR,2pt,Jump Shot,[],203933,94.03745072273325,71.32352941176471,1610612751,28,14,2023-01-03T00:58:22Z,990000,False,107.0,4.0,1,right,MISS T. Warren 10' driving bank Shot,[203933],1610612751.0,BKN,driving bank,,,Warren,T. Warren,,,,,Mid-Range,8-16 Right,,,,10.67,Missed,,,,,,,,,,,,,,,
101,PT03M45.00S,2023-01-03T00:58:20.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,28,14,2023-01-03T00:58:22Z,1000000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,
102,PT03M36.00S,2023-01-03T00:58:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,11.12023653088042,48.77450980392157,1610612759,28,16,2023-01-03T01:17:57Z,1010000,False,6.0,52.0,1,left,J. Sochan driving floating Jump Shot (5 PTS) (M. Branham 1 AST),"[1631110, 1631103]",1610612759.0,SAS,driving floating,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,5.24,Made,,,,,,,5.0,M. Branham,1631103.0,1.0,,,,,
104,PT03M36.00S,2023-01-03T00:58:33.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,28,16,2023-01-03T00:58:33Z,1030000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M36.00S,2023-01-03T00:58:34.5Z,1,REGULAR,substitution,out,[],202681,,,1610612751,28,16,2023-01-03T00:59:59Z,1040000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M36.00S,2023-01-03T00:58:34.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,28,16,2023-01-03T00:59:59Z,1050000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M36.00S,2023-01-03T00:58:34.5Z,1,REGULAR,substitution,out,[],1631110,,,1610612751,28,16,2023-01-03T00:59:59Z,1060000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M36.00S,2023-01-03T00:58:34.5Z,1,REGULAR,substitution,in,[],203925,,,1610612751,28,16,2023-01-03T00:59:59Z,1070000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M36.00S,2023-01-03T00:58:34.5Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,28,16,2023-01-03T00:59:59Z,1080000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M36.00S,2023-01-03T00:58:34.5Z,1,REGULAR,substitution,in,[],203926,,,1610612751,28,16,2023-01-03T00:59:59Z,1090000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M36.00S,2023-01-03T01:00:05.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,28,16,2023-01-03T01:00:10Z,1100000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,1627963.0,,,,
112,PT03M19.00S,2023-01-03T01:00:33.2Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,28,16,2023-01-03T01:00:41Z,1110000,False,,,0,,K. Durant lost ball out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,1151.0,,,,
113,PT03M19.00S,2023-01-03T01:00:38.0Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,28,16,2023-01-03T01:00:42Z,1120000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M19.00S,2023-01-03T01:00:38.0Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,28,16,2023-01-03T01:00:42Z,1130000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M02.00S,2023-01-03T01:01:02.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628380,9.017739816031538,44.85294117647059,1610612759,28,16,2023-01-03T01:01:10Z,1140000,False,26.0,32.0,1,left,MISS Z. Collins turnaround Hook - blocked,"[1628380, 203933]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,4.13,Missed,Warren,203933.0,,,,,,,,,,,,,
116,PT03M02.00S,2023-01-03T01:01:02.1Z,1,REGULAR,block,,[],203933,,,1610612759,28,16,2023-01-03T01:01:06Z,1150000,False,,,0,,T. Warren BLOCK (1 BLK),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT02M57.00S,2023-01-03T01:01:07.1Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,28,16,2023-01-03T01:01:10Z,1160000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,115.0,1.0,0.0,1.0,,,,,,,,,
118,PT02M57.00S,2023-01-03T01:01:08.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628380,5.590000152587891,50.0,1610612759,28,16,2023-01-03T01:27:06Z,1170000,False,0.0,0.0,1,left,MISS Z. Collins putback Layup,[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
119,PT02M56.00S,2023-01-03T01:01:09.3Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,28,16,2023-01-03T01:01:15Z,1180000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT02M51.00S,2023-01-03T01:01:13.5Z,1,REGULAR,2pt,Jump Shot,[],201142,79.188567674113,46.81372549019608,1610612751,30,16,2023-01-03T01:01:34Z,1190000,False,-16.0,143.0,1,right,K. Durant 14' pullup Jump Shot (7 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,14.4,Made,,,,,,,7.0,,,,,,,,
121,PT02M36.00S,2023-01-03T01:01:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,6.915243101182654,40.19607843137255,1610612759,30,16,2023-01-03T01:01:50Z,1200000,False,49.0,13.0,1,left,MISS Z. Collins Layup,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,5.06,Missed,,,,,,,,,,,,,,,
122,PT02M36.00S,2023-01-03T01:01:28.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,30,16,2023-01-03T01:01:50Z,1210000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,121.0,2.0,2.0,0.0,,,,,,,,,
123,PT02M20.00S,2023-01-03T01:01:44.4Z,1,REGULAR,3pt,Jump Shot,[],201142,70.25295663600527,74.26470588235294,1610612751,30,16,2023-01-03T01:01:53Z,1220000,False,121.0,227.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,25.75,Missed,,,,,,,,,,,,,,,
124,PT02M15.00S,2023-01-03T01:01:49.4Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,30,16,2023-01-03T01:01:53Z,1230000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT02M10.00S,2023-01-03T01:01:55.3Z,1,REGULAR,turnover,bad pass,[],203926,,,1610612759,30,16,2023-01-03T01:02:02Z,1240000,False,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 203925]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Center,1.0,Harris,203925.0,,,,,,,,,,,,,,,,,
126,PT02M10.00S,2023-01-03T01:01:55.3Z,1,REGULAR,steal,,[],203925,,,1610612751,30,16,2023-01-03T01:01:57Z,1250000,False,,,0,,J. Harris STEAL (1 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2023-01-03T01:01:59.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,72.7496714848883,81.61764705882352,1610612751,33,16,2023-01-03T01:02:07Z,1260000,False,158.0,204.0,1,right,J. Harris 25' 3PT running pullup (3 PTS) (K. Durant 4 AST),"[203925, 201142]",1610612751.0,BKN,running pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,,,,25.79,Made,,,,,,,3.0,K. Durant,201142.0,4.0,,,,,
129,PT01M53.00S,2023-01-03T01:02:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,7.440867279894875,37.745098039215684,1610612759,33,18,2023-01-03T01:03:11Z,1280000,False,61.0,17.0,1,left,M. Branham 6' driving Layup (2 PTS),[1631103],1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,6.37,Made,,,,,,,2.0,,,,,,,,
130,PT01M43.00S,2023-01-03T01:02:35.4Z,1,REGULAR,turnover,out-of-bounds,[],203933,,,1610612751,33,18,2023-01-03T01:02:51Z,1290000,False,,,0,,T. Warren bad pass out-of-bounds TURNOVER (1 TO),[203933],1610612751.0,BKN,bad pass,,,Warren,T. Warren,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,,,,,
131,PT01M32.00S,2023-01-03T01:02:47.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628380,5.863994743758213,50.0,1610612759,33,20,2023-01-03T01:03:36Z,1300000,False,0.0,3.0,1,left,Z. Collins turnaround bank Hook (2 PTS) (D. McDermott 1 AST),"[1628380, 203926]",1610612759.0,SAS,turnaround bank,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,0.26,Made,,,,,,,2.0,D. McDermott,203926.0,1.0,,,,,
133,PT01M18.00S,2023-01-03T01:03:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,91.14651773981603,50.49019607843137,1610612751,33,20,2023-01-03T01:31:37Z,1320000,False,2.0,31.0,1,right,MISS D. Sharpe cutting Layup - blocked,"[1630549, 1628380]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,3.08,Missed,Collins,1628380.0,,,,,,,,,,,,,
134,PT01M18.00S,2023-01-03T01:03:00.6Z,1,REGULAR,block,,[],1628380,,,1610612751,33,20,2023-01-03T01:03:02Z,1330000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M18.00S,2023-01-03T01:03:00.6Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,33,20,2023-01-03T01:03:05Z,1340000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,
136,PT01M13.00S,2023-01-03T01:03:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626196,6.1268068331143235,43.627450980392155,1610612759,33,22,2023-01-03T01:03:24Z,1350000,False,32.0,5.0,1,left,J. Richardson running Layup (2 PTS),[1626196],1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,3.23,Made,,,,,,,2.0,,,,,,,,
137,PT00M57.60S,2023-01-03T01:03:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203933,80.3712220762155,47.05882352941176,1610612751,35,22,2023-01-03T01:03:44Z,1360000,False,-15.0,132.0,1,right,T. Warren 13' driving floating Jump Shot (2 PTS) (D. Sharpe 1 AST),"[203933, 1630549]",1610612751.0,BKN,driving floating,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Center,,,,13.28,Made,,,,,,,2.0,D. Sharpe,1630549.0,1.0,,,,,
138,PT00M47.60S,2023-01-03T01:03:34.7Z,1,REGULAR,3pt,Jump Shot,[],1631103,2.447437582128778,95.83333333333334,1610612759,35,25,2023-01-03T01:03:47Z,1370000,False,-229.0,-29.0,1,left,M. Branham 3PT  (5 PTS) (D. Vassell 1 AST),"[1631103, 1630170]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,23.11,Made,,,,,,,5.0,D. Vassell,1630170.0,1.0,,,,,
142,PT00M32.10S,2023-01-03T01:03:54.9Z,1,REGULAR,2pt,Jump Shot,[],201142,81.15965834428384,32.1078431372549,1610612751,35,25,2023-01-03T01:36:01Z,1390000,False,-89.0,125.0,1,right,MISS K. Durant 15' step back Shot,[201142],1610612751.0,BKN,step back,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,15.34,Missed,,,,,,,,,,,,,,,
143,PT00M28.80S,2023-01-03T01:03:58.2Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,35,25,2023-01-03T01:03:59Z,1400000,False,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Left,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,
144,PT00M08.70S,2023-01-03T01:04:18.2Z,1,REGULAR,3pt,Jump Shot,[],1626196,30.962549277266753,23.774509803921568,1610612759,35,25,2023-01-03T01:04:22Z,1410000,False,131.0,239.0,1,left,MISS J. Richardson 27' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,27.22,Missed,,,,,,,,,,,,,,,
145,PT00M05.30S,2023-01-03T01:04:21.6Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,35,25,2023-01-03T01:04:22Z,1420000,False,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,
146,PT00M00.70S,2023-01-03T01:04:26.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203925,81.42247043363994,72.79411764705883,1610612751,37,25,2023-01-03T01:37:20Z,1430000,False,114.0,122.0,1,right,J. Harris 16' running pullup Jump Shot (5 PTS) (P. Mills 1 AST),"[203925, 201988]",1610612751.0,BKN,running pullup,,,Harris,J. Harris,,,,,Mid-Range,16-24 Right Center,,,,16.7,Made,,,,,,,5.0,P. Mills,201988.0,1.0,,,,,
148,PT00M00.00S,2023-01-03T01:04:32.7Z,1,REGULAR,period,end,[],0,,,1610612759,37,25,2023-01-03T01:04:32Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,out,['startperiod'],203933,,,1610612759,37,25,2023-01-03T01:07:00Z,1460000,False,,,0,,SUB out: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612759,37,25,2023-01-03T01:07:00Z,1470000,False,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,out,['startperiod'],201988,,,1610612759,37,25,2023-01-03T01:07:00Z,1480000,False,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612759,37,25,2023-01-03T01:07:00Z,1490000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612759,37,25,2023-01-03T01:07:00Z,1500000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,in,['startperiod'],1629139,,,1610612759,37,25,2023-01-03T01:07:00Z,1510000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,in,['startperiod'],1627732,,,1610612759,37,25,2023-01-03T01:07:00Z,1520000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612759,37,25,2023-01-03T01:07:00Z,1530000,False,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612759,37,25,2023-01-03T01:07:00Z,1540000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-03T01:05:45.7Z,2,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,37,25,2023-01-03T01:07:00Z,1550000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-03T01:07:07.6Z,2,REGULAR,period,start,[],0,,,1610612759,37,25,2023-01-03T01:07:07Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M42.00S,2023-01-03T01:07:24.6Z,2,REGULAR,turnover,bad pass,[],1630170,,,1610612759,37,25,2023-01-03T01:07:35Z,1570000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1627732]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,1.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,
161,PT11M42.00S,2023-01-03T01:07:24.6Z,2,REGULAR,steal,,[],1627732,,,1610612751,37,25,2023-01-03T01:07:27Z,1580000,False,,,0,,B. Simmons STEAL (2 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
163,PT11M30.00S,2023-01-03T01:07:50.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203925,66.3107752956636,57.84313725490197,1610612751,37,25,2023-01-03T01:08:05Z,1600000,False,39.0,264.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,26.71,Missed,,,,,,,,,,,,,,,
164,PT11M28.00S,2023-01-03T01:07:52.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,37,25,2023-01-03T01:08:05Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,163.0,,,,,,,,,,,,
166,PT11M15.00S,2023-01-03T01:08:12.4Z,2,REGULAR,2pt,Jump Shot,[],1630170,20.18725361366623,24.019607843137255,1610612759,37,27,2023-01-03T01:41:29Z,1630000,False,130.0,137.0,1,left,D. Vassell 18' step back Jump Shot (5 PTS),[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,18.9,Made,,,,,,,5.0,,,,,,,,
167,PT11M05.00S,2023-01-03T01:08:21.5Z,2,REGULAR,2pt,Jump Shot,[],203552,75.90341655716163,70.09803921568627,1610612751,37,27,2023-01-03T01:08:34Z,1640000,False,100.0,174.0,1,right,MISS S. Curry 20' pullup Shot,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,,,,20.09,Missed,,,,,,,,,,,,,,,
168,PT11M01.00S,2023-01-03T01:08:25.5Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,37,27,2023-01-03T01:08:34Z,1650000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,
169,PT10M54.00S,2023-01-03T01:08:33.1Z,2,REGULAR,3pt,Jump Shot,[],1631103,23.47240473061761,10.294117647058822,1610612759,37,27,2023-01-03T01:08:38Z,1660000,False,199.0,168.0,1,left,MISS M. Branham 26' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,26.01,Missed,,,,,,,,,,,,,,,
170,PT10M48.00S,2023-01-03T01:08:39.1Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,37,27,2023-01-03T01:08:38Z,1670000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,
