shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-10T00:41:06.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-10T00:41:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-10T00:41:08.3Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2022-12-10T00:41:08Z,40000,False,,,0,,Jump Ball C. Capela vs. K. Durant: Tip to J. Johnson,"[1630552, 203991, 201142]",1,1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Durant,201142.0,,,,,,,,,,,,,,,,,,,,,,
11:46,7,PT11M46.00S,2022-12-10T00:41:18.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,0,0,2022-12-10T00:41:22Z,70000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1627732]",11,1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,1.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,
11:46,8,PT11M46.00S,2022-12-10T00:41:18.4Z,1,REGULAR,steal,,[],1627732,,,1610612751,0,0,2022-12-10T00:41:20Z,80000,False,,,0,,B. Simmons STEAL (1 STL),[1627732],10,1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
11:42,9,PT11M42.00S,2022-12-10T00:41:23.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627732,92.46057818659659,50.49019607843137,1610612751,2,0,2022-12-10T00:41:33Z,90000,False,2.0,18.0,1,right,B. Simmons running finger roll Layup (2 PTS),[1627732],10,1610612751.0,BKN,running finger roll,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,1.86,Made,2.0,,,,,,,,,,,,,,
11:29,10,PT11M29.00S,2022-12-10T00:41:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,36.21879106438896,44.85294117647059,1610612737,2,3,2022-12-10T00:41:40Z,100000,False,26.0,288.0,1,left,T. Young 28' 3PT pullup (3 PTS),[1629027],11,1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,28.91,Made,3.0,,,,,,,,,,,,,,
11:10,11,PT11M10.00S,2022-12-10T00:41:54.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,83.919185282523,41.66666666666667,1610612751,2,3,2022-12-10T00:51:29Z,110000,False,-42.0,99.0,1,right,MISS K. Irving 10' turnaround fadeaway bank Shot,[202681],11,1610612751.0,BKN,turnaround fadeaway bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,10.71,Missed,,,,,,,,,,,,,,,
11:08,12,PT11M08.00S,2022-12-10T00:41:56.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,3,2022-12-10T00:42:00Z,120000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
11:02,101,PT11M02.00S,2022-12-10T00:42:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,8.196452036793687,43.627450980392155,1610612737,2,3,2022-12-10T01:00:16Z,125000,False,32.0,25.0,1,left,MISS C. Capela cutting Layup,[203991],15,1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,4.02,Missed,,,,,,,,,,,,,,,
11:01,102,PT11M01.00S,2022-12-10T00:42:02.6Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,3,2022-12-10T00:57:35Z,127500,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,101.0,2.0,1.0,1.0,,,,,,,,,,
