actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-21T00:12:15.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-21T00:12:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-21T00:12:19.0Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2022-11-21T00:12:19Z,40000,False,,,0,,Jump Ball S. Adams vs. B. Simmons: Tip to T. Jones,"[1626145, 203500, 1627732]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Adams,203500.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-11-21T00:12:29.4Z,1,REGULAR,2pt,Jump Shot,[],1628415,74.72076215505913,69.11764705882352,1610612763,0,0,2022-11-21T00:12:53Z,70000,False,96.0,185.0,1,right,MISS D. Brooks 20' Jump Shot,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,20.83,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-11-21T00:12:32.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,0,0,2022-11-21T00:12:35Z,80000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M39.00S,2022-11-21T00:12:35.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203500,89.43823915900131,53.18627450980392,1610612763,0,2,2022-11-21T00:12:38Z,90000,False,16.0,47.0,1,right,S. Adams Hook (2 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M23.00S,2022-11-21T00:12:51.6Z,1,REGULAR,turnover,bad pass,[],1627732,,,1610612751,0,2,2022-11-21T00:12:59Z,100000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),"[1627732, 1628415]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Brooks,1628415.0,,,,,,,,,,
11,PT11M23.00S,2022-11-21T00:12:51.6Z,1,REGULAR,steal,,[],1628415,,,1610612763,0,2,2022-11-21T00:12:53Z,110000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2022-11-21T00:12:59.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,81.02825229960578,38.970588235294116,1610612763,0,4,2022-11-21T00:13:07Z,120000,False,-55.0,126.0,1,right,D. Brooks 13' pullup Jump Shot (2 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,13.73,Made,,,,,2.0,,,,,,,,,,,,,
13,PT11M03.00S,2022-11-21T00:13:10.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,30.305519053876477,64.70588235294117,1610612751,3,4,2022-11-21T00:13:16Z,130000,False,-74.0,232.0,1,left,R. O'Neale 24' 3PT  (3 PTS) (J. Harris 1 AST),"[1626220, 203925]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,24.37,Made,,,,,3.0,,,,J. Harris,203925.0,1.0,,,,,,,
15,PT10M47.00S,2022-11-21T00:13:27.5Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612763,3,4,2022-11-21T00:13:31Z,150000,False,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1627732]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Simmons,1627732.0,,,,,,,,,,
