actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M45.00S,2023-03-01T00:43:17.2Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,4,3,2023-03-01T00:43:17Z,210000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1629661]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,1.0,Johnson,1629661.0,,
22,PT10M45.00S,2023-03-01T00:43:17.2Z,1,REGULAR,steal,,[],1629661,,,1610612751,4,3,2023-03-01T00:43:17Z,220000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M39.00S,2023-03-01T00:43:22.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,24.52365308804205,41.17647058823529,1610612751,4,3,2023-03-01T00:43:28Z,230000,False,44.0,178.0,1,left,MISS M. Bridges 18' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,18.34,,,,,,,,,,,
24,PT10M34.00S,2023-03-01T00:43:27.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,3,2023-03-01T00:43:28Z,240000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,23.0,,,,,,2.0,1.0,1.0,,,,,
25,PT10M30.00S,2023-03-01T00:43:35.1Z,1,REGULAR,foul,personal,[],1629661,,,1610612749,4,3,2023-03-01T00:43:42Z,250000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 203507]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,2714.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
27,PT10M24.00S,2023-03-01T00:43:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.77463863337714,45.34313725490196,1610612749,4,5,2023-03-01T00:43:58Z,270000,False,-23.0,6.0,1,right,J. Holiday driving Layup (2 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.41,,,,,,,,,,,
28,PT10M06.00S,2023-03-01T00:44:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,5.601182654402102,46.32352941176471,1610612751,4,5,2023-03-01T00:44:15Z,280000,False,18.0,0.0,1,left,MISS C. Johnson driving Layup - blocked,"[1629661, 201572]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.84,,,,,,,,,,Lopez,201572.0
29,PT10M06.00S,2023-03-01T00:44:11.6Z,1,REGULAR,block,,[],201572,,,1610612751,4,5,2023-03-01T00:44:13Z,290000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M04.00S,2023-03-01T00:44:13.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,5,2023-03-01T00:44:15Z,300000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,28.0,,,,,,1.0,1.0,0.0,,,,,
31,PT09M56.00S,2023-03-01T00:44:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,80.6340341655716,42.8921568627451,1610612749,4,5,2023-03-01T00:44:27Z,310000,False,-36.0,130.0,1,right,MISS B. Lopez 13' pullup Shot,[201572],1610612749.0,MIL,pullup,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,13.43,,,,,,,,,,,
32,PT09M53.00S,2023-03-01T00:44:24.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,4,5,2023-03-01T00:44:27Z,320000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,31.0,,,,,,1.0,1.0,0.0,,,,,
33,PT09M48.00S,2023-03-01T00:44:29.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,27.414586070959263,20.34313725490196,1610612751,4,5,2023-03-01T00:44:39Z,330000,False,148.0,205.0,1,left,MISS D. Finney-Smith 25' step back 3PT,[1627827],1610612751.0,BKN,step back,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.32,,,,,,,,,,,
34,PT09M45.00S,2023-03-01T00:44:32.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,5,2023-03-01T00:44:39Z,340000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,33.0,,,,,,2.0,2.0,0.0,,,,,
35,PT09M40.00S,2023-03-01T00:44:38.3Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,4,5,2023-03-01T00:44:41Z,350000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1629651]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0,,
36,PT09M40.00S,2023-03-01T00:44:38.3Z,1,REGULAR,steal,,[],1629651,,,1610612751,4,5,2023-03-01T00:44:40Z,360000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT09M35.00S,2023-03-01T00:44:43.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627827,27.020367936925098,22.54901960784314,1610612751,4,5,2023-03-01T00:47:31Z,370000,False,137.0,201.0,1,left,MISS D. Finney-Smith 24' running 3PT,[1627827],1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.38,,,,,,,,,,,
38,PT09M30.00S,2023-03-01T00:44:48.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,4,5,2023-03-01T00:44:49Z,380000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,,,,,37.0,,,,,,1.0,1.0,0.0,,,,,
39,PT09M23.00S,2023-03-01T00:44:57.2Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612749,4,5,2023-03-01T00:45:08Z,390000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1627827, 203507]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,202037.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
41,PT09M23.00S,2023-03-01T00:45:31.8Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,4,5,2023-03-01T00:45:54Z,410000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
42,PT09M23.00S,2023-03-01T00:45:31.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,4,5,2023-03-01T00:45:54Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,
43,PT09M23.00S,2023-03-01T00:45:31.8Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,4,5,2023-03-01T00:45:54Z,430000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
44,PT09M21.00S,2023-03-01T00:45:33.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,4,5,2023-03-01T00:45:54Z,440000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,43.0,,,,,,1.0,1.0,0.0,,,,,
45,PT09M12.00S,2023-03-01T00:46:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,3.3672798948751645,95.09803921568627,1610612751,7,5,2023-03-01T00:46:06Z,450000,False,-225.0,-21.0,1,left,M. Bridges 3PT  (3 PTS) (D. Finney-Smith 1 AST),"[1628969, 1627827]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,22.65,D. Finney-Smith,1627827.0,1.0,,,,,,,,
47,PT08M54.00S,2023-03-01T00:46:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.77463863337714,47.794117647058826,1610612749,7,7,2023-03-01T00:49:12Z,470000,False,-11.0,6.0,1,right,G. Antetokounmpo driving finger roll Layup (2 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.25,J. Holiday,201950.0,2.0,,,,,,,,
49,PT08M41.00S,2023-03-01T00:46:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,17.559132720105126,49.754901960784316,1610612751,9,7,2023-03-01T00:49:43Z,490000,False,1.0,113.0,1,left,N. Claxton 11' floating Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[1629651, 203915]",1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,11.26,S. Dinwiddie,203915.0,1.0,,,,,,,,
51,PT08M27.00S,2023-03-01T00:46:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,94.43166885676742,48.529411764705884,1610612749,9,9,2023-03-01T00:46:51Z,510000,False,-7.0,0.0,1,right,B. Lopez reverse Layup (2 PTS) (J. Holiday 3 AST),"[201572, 201950]",1610612749.0,MIL,reverse,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.74,J. Holiday,201950.0,3.0,,,,,,,,
53,PT08M27.00S,2023-03-01T00:46:51.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,9,9,2023-03-01T00:46:51Z,530000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M08.00S,2023-03-01T00:50:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612751,9,9,2023-03-01T00:50:24Z,540000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628960, 1628969]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,202037.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
56,PT08M08.00S,2023-03-01T00:50:41.4Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,10,9,2023-03-01T00:50:41Z,560000,False,,,0,,M. Bridges Free Throw 1 of 2 (4 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
57,PT08M08.00S,2023-03-01T00:50:55.6Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,11,9,2023-03-01T00:50:55Z,570000,False,,,0,,M. Bridges Free Throw 2 of 2 (5 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
58,PT07M52.00S,2023-03-01T00:51:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628960,82.7365308804205,53.18627450980392,1610612749,11,11,2023-03-01T00:51:17Z,580000,False,16.0,110.0,1,right,G. Allen 11' turnaround Hook (2 PTS),[1628960],1610612749.0,MIL,turnaround,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,11.09,,,,,,,,,,,
60,PT07M42.00S,2023-03-01T00:51:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,29.25427069645204,73.0392156862745,1610612751,14,11,2023-03-01T00:52:53Z,600000,False,-115.0,222.0,1,left,C. Johnson 25' 3PT pullup (4 PTS),[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,4.0,25.06,,,,,,,,,,,
61,PT07M31.00S,2023-03-01T00:51:35.9Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,14,11,2023-03-01T00:51:39Z,610000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (2 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,202037.0,,,,,,,,,,,,,,,2.0,,,,
62,PT07M07.00S,2023-03-01T00:52:04.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629651,8.754927726675426,41.17647058823529,1610612751,14,11,2023-03-01T00:52:33Z,620000,False,44.0,30.0,1,left,MISS N. Claxton turnaround Hook,[1629651],1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.32,,,,,,,,,,,
63,PT07M06.00S,2023-03-01T00:52:05.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,14,11,2023-03-01T00:52:33Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,62.0,,,,,,,,,,,,,
64,PT07M06.00S,2023-03-01T00:52:07.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,14,11,2023-03-01T00:52:11Z,640000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,202037.0,,,,,,,,,,,,,,,,,,,
65,PT07M06.00S,2023-03-01T00:52:09.5Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,14,11,2023-03-01T00:52:17Z,650000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M06.00S,2023-03-01T00:52:09.5Z,1,REGULAR,substitution,in,[],204060,,,1610612749,14,11,2023-03-01T00:52:17Z,660000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2023-03-01T00:52:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,93.9060446780552,46.32352941176471,1610612749,14,11,2023-03-01T00:52:41Z,670000,False,-18.0,5.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1629651]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.9,,,,,,,,,,Claxton,1629651.0
68,PT06M53.00S,2023-03-01T00:52:38.3Z,1,REGULAR,block,,[],1629651,,,1610612749,14,11,2023-03-01T00:52:40Z,680000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2023-03-01T00:52:41.3Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,14,11,2023-03-01T00:52:41Z,690000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,67.0,,,,,,2.0,2.0,0.0,,,,,
71,PT06M41.00S,2023-03-01T00:53:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.732588699080158,53.92156862745098,1610612751,16,11,2023-03-01T00:53:09Z,710000,False,-20.0,1.0,1,left,N. Claxton cutting Layup (4 PTS) (M. Bridges 1 AST),"[1629651, 1628969]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.96,M. Bridges,1628969.0,1.0,,,,,,,,
73,PT06M23.00S,2023-03-01T00:53:25.1Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,16,11,2023-03-01T00:53:28Z,730000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1628969]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Bridges,1628969.0,,
74,PT06M23.00S,2023-03-01T00:53:25.1Z,1,REGULAR,steal,,[],1628969,,,1610612751,16,11,2023-03-01T00:53:26Z,740000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M23.00S,2023-03-01T00:53:27.9Z,1,REGULAR,foul,personal,['1freethrow'],203507,,,1610612751,16,11,2023-03-01T00:53:54Z,750000,False,,,0,,G. Antetokounmpo transition take personal FOUL (1 PF) (Bridges 1 FT),"[203507, 1628969]",1610612749.0,MIL,transition take,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,2714.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
77,PT06M23.00S,2023-03-01T00:53:33.1Z,1,REGULAR,substitution,out,[],203507,,,1610612751,16,11,2023-03-01T00:53:42Z,770000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M23.00S,2023-03-01T00:53:33.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612751,16,11,2023-03-01T00:53:42Z,780000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M23.00S,2023-03-01T00:54:00.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628969,,,1610612751,17,11,2023-03-01T00:54:00Z,790000,False,,,0,,M. Bridges transition take Free Throw 1 of 1 (6 PTS),[1628969],1610612751.0,BKN,transition take,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
80,PT06M23.00S,2023-03-01T00:54:01.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612749,17,11,2023-03-01T00:54:12Z,800000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M23.00S,2023-03-01T00:54:01.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612749,17,11,2023-03-01T00:54:12Z,810000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M09.00S,2023-03-01T00:54:34.4Z,1,REGULAR,foul,personal,[],1628960,,,1610612749,17,11,2023-03-01T00:54:41Z,820000,False,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1629651]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,202037.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
84,PT06M05.00S,2023-03-01T00:54:51.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203915,6.389618922470433,73.2843137254902,1610612751,17,11,2023-03-01T00:56:40Z,840000,False,-116.0,8.0,1,left,MISS S. Dinwiddie 11' Jump Shot,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,11.66,,,,,,,,,,,
85,PT05M59.00S,2023-03-01T00:54:57.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,17,11,2023-03-01T00:54:58Z,850000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,84.0,,,,,,3.0,3.0,0.0,,,,,
86,PT05M48.00S,2023-03-01T00:55:08.1Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,17,11,2023-03-01T00:55:11Z,860000,False,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1629651]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,Claxton,1629651.0,,
87,PT05M48.00S,2023-03-01T00:55:08.1Z,1,REGULAR,steal,,[],1629651,,,1610612751,17,11,2023-03-01T00:55:10Z,870000,False,,,0,,N. Claxton STEAL (2 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
