actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-21T23:42:11.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-21T23:42:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-21T23:42:15.1Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-03-21T23:42:15Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Allen: Tip to S. Dinwiddie,"[203915, 1629651, 1628386]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-03-21T23:42:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.9060446780552,47.549019607843135,1610612751,0,0,2023-03-22T00:53:33Z,70000,False,-12.0,5.0,1,right,MISS D. Finney-Smith Layup,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-03-21T23:42:37.9Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,0,0,2023-03-22T00:53:33Z,80000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
333,PT11M35.00S,2023-03-21T23:42:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,92.90407358738501,50.22212009803921,1610612751,0,0,2023-03-22T00:54:31Z,85000,False,1.0,14.0,1,right,MISS D. Finney-Smith tip Layup,[1627827],1610612751.0,BKN,tip,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,,
334,PT11M34.00S,2023-03-21T23:42:42.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,0,0,2023-03-22T00:54:31Z,87500,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,333.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-03-21T23:42:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,5.075558475689881,51.225490196078425,1610612739,0,2,2023-03-21T23:43:14Z,90000,False,-6.0,-5.0,1,left,J. Allen cutting Layup (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,
10,PT11M05.00S,2023-03-21T23:43:06.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,89.43823915900131,50.49019607843137,1610612751,2,2,2023-03-21T23:43:10Z,100000,False,2.0,47.0,1,right,N. Claxton Hook (2 PTS) (C. Johnson 1 AST),"[1629651, 1629661]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,,,,,2.0,C. Johnson,1629661.0,1.0,,,,,,,,,,
13,PT10M48.00S,2023-03-21T23:43:23.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.995400788436268,49.01960784313725,1610612739,2,2,2023-03-21T23:43:26Z,120000,False,5.0,4.0,1,left,MISS J. Allen alley-oop DUNK,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2023-03-21T23:43:27.3Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,2,2,2023-03-21T23:43:26Z,130000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
