actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
176,PT10M10.00S,2023-11-07T01:42:35.4Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612758,35,25,2023-11-07T01:42:42Z,1730000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,175.0,1.0,0.0,1.0,,,,,,,,
177,PT10M04.00S,2023-11-07T01:42:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612758,35,25,2023-11-07T01:42:50Z,1740000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Duarte 2 FT),"[1631095, 1630537]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2003.0,,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,
179,PT10M04.00S,2023-11-07T01:43:14.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630537,,,1610612758,35,26,2023-11-07T01:43:14Z,1760000,False,,,0,,C. Duarte Free Throw 1 of 2 (1 PTS),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
180,PT10M04.00S,2023-11-07T01:43:31.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630537,,,1610612758,35,27,2023-11-07T01:43:31Z,1770000,False,,,0,,C. Duarte Free Throw 2 of 2 (2 PTS),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
181,PT09M50.00S,2023-11-07T01:43:45.9Z,2,REGULAR,3pt,Jump Shot,[],1630224,68.15045992115637,65.19607843137256,1610612745,38,27,2023-11-07T01:43:51Z,1780000,False,76.0,247.0,1,right,J. Green 25' 3PT pullup (16 PTS) (J. Landale 1 AST),"[1630224, 1629111]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,25.83,Made,,,,,16.0,J. Landale,1629111.0,1.0,,,,
183,PT09M40.00S,2023-11-07T01:43:55.9Z,2,REGULAR,turnover,lost ball,[],201580,,,1610612758,38,27,2023-11-07T01:43:59Z,1800000,False,,,0,,J. McGee lost ball TURNOVER (2 TO),"[201580, 1628988]",1610612758.0,SAC,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,,,,,Holiday,1628988.0
184,PT09M40.00S,2023-11-07T01:43:55.9Z,2,REGULAR,steal,,[],1628988,,,1610612745,38,27,2023-11-07T01:43:58Z,1810000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
185,PT09M38.00S,2023-11-07T01:43:59.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628988,94.30026281208936,53.18627450980392,1610612745,40,27,2023-11-07T01:44:09Z,1820000,False,16.0,1.0,1,right,A. Holiday running Layup (4 PTS),[1628988],1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,1.59,Made,,,,,4.0,,,,,,,
186,PT09M38.00S,2023-11-07T01:44:04.0Z,2,REGULAR,foul,personal,['1freethrow'],1630558,,,1610612745,40,27,2023-11-07T01:44:12Z,1830000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Holiday 1 FT),"[1630558, 1628988]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2003.0,,1.0,0.0,Holiday,1628988.0,,,,,,,,,,,,,,
188,PT09M38.00S,2023-11-07T01:44:27.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628988,,,1610612745,41,27,2023-11-07T01:44:27Z,1850000,False,,,0,,A. Holiday Free Throw 1 of 1 (5 PTS),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
189,PT09M22.00S,2023-11-07T01:44:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,9.149145860709593,46.32352941176471,1610612758,41,27,2023-11-07T01:44:50Z,1860000,False,18.0,34.0,1,left,MISS C. Duarte driving Layup,[1630537],1610612758.0,SAC,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,3.82,Missed,,,,,,,,,,,,
190,PT09M21.00S,2023-11-07T01:44:46.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,41,27,2023-11-07T01:44:50Z,1870000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,
191,PT09M16.00S,2023-11-07T01:44:53.3Z,2,REGULAR,foul,personal,[],201580,,,1610612745,41,27,2023-11-07T01:45:02Z,1880000,False,,,0,,J. McGee personal FOUL (3 PF),"[201580, 1629111]",1610612758.0,SAC,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,1627524.0,,3.0,0.0,Landale,1629111.0,,,,,,,,,,,,,,
193,PT09M16.00S,2023-11-07T01:45:04.6Z,2,REGULAR,substitution,out,[],201580,,,1610612745,41,27,2023-11-07T01:45:09Z,1900000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M16.00S,2023-11-07T01:45:04.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612745,41,27,2023-11-07T01:45:09Z,1910000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M04.00S,2023-11-07T01:45:29.9Z,2,REGULAR,foul,offensive,[],1629111,,,1610612745,41,27,2023-11-07T01:45:42Z,1920000,False,,,0,,J. Landale offensive FOUL (1 PF),"[1629111, 1630558]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Center,203593.0,,1.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,,,
197,PT09M04.00S,2023-11-07T01:45:29.9Z,2,REGULAR,turnover,offensive foul,[],1629111,,,1610612745,41,27,2023-11-07T01:45:29Z,1940000,False,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Center,203593.0,1.0,,,,,,,,,,,,,,,,,,
198,PT08M46.00S,2023-11-07T01:46:04.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631099,13.354139290407357,60.78431372549019,1610612758,41,27,2023-11-07T01:46:11Z,1950000,False,-54.0,73.0,1,left,MISS K. Murray 9' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,9.07,Missed,,,,,,,,,,,,
199,PT08M45.00S,2023-11-07T01:46:05.3Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,41,27,2023-11-07T01:46:11Z,1960000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,198.0,3.0,3.0,0.0,,,,,,,,
200,PT08M37.00S,2023-11-07T01:46:13.5Z,2,REGULAR,3pt,Jump Shot,[],1630256,73.80091984231275,15.196078431372548,1610612745,41,27,2023-11-07T01:46:23Z,1970000,False,-174.0,194.0,1,right,MISS J. Tate 26' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,26.05,Missed,,,,,,,,,,,,
201,PT08M34.00S,2023-11-07T01:46:16.5Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,41,27,2023-11-07T01:46:23Z,1980000,False,,,0,,K. Murray REBOUND (Off:0 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,200.0,4.0,4.0,0.0,,,,,,,,
202,PT08M26.00S,2023-11-07T01:46:24.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,11.12023653088042,48.77450980392157,1610612758,41,29,2023-11-07T01:46:32Z,1990000,False,6.0,52.0,1,left,K. Murray driving floating Jump Shot (7 PTS),[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.24,Made,,,,,7.0,,,,,,,
203,PT08M08.00S,2023-11-07T01:46:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,91.01511169513797,61.76470588235294,1610612745,41,29,2023-11-07T01:46:48Z,2000000,False,59.0,32.0,1,right,MISS J. Green 6' driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.69,Missed,,,,,,,,,,,,
204,PT08M07.00S,2023-11-07T01:46:43.7Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,41,29,2023-11-07T01:46:48Z,2010000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,
205,PT07M54.00S,2023-11-07T01:46:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,9.280551905387648,42.8921568627451,1610612758,41,29,2023-11-07T01:47:03Z,2020000,False,36.0,35.0,1,left,MISS K. Murray driving finger roll Layup,[1631099],1610612758.0,SAC,driving finger roll,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.96,Missed,,,,,,,,,,,,
206,PT07M53.00S,2023-11-07T01:46:57.6Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,41,29,2023-11-07T01:47:03Z,2030000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,205.0,3.0,1.0,2.0,,,,,,,,
207,PT07M49.00S,2023-11-07T01:47:01.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,32.933639947437584,51.71568627450981,1610612758,41,32,2023-11-07T01:47:10Z,2040000,False,-9.0,257.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (K. Huerter 2 AST),"[1630558, 1628989]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,25.72,Made,,,,,3.0,K. Huerter,1628989.0,2.0,,,,
209,PT07M48.00S,2023-11-07T01:47:12.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,41,32,2023-11-07T01:47:12Z,2060000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,out,[],1628988,,,1610612745,41,32,2023-11-07T01:50:00Z,2070000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,out,[],1629111,,,1610612745,41,32,2023-11-07T01:50:00Z,2080000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,out,[],1630224,,,1610612745,41,32,2023-11-07T01:50:00Z,2090000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,41,32,2023-11-07T01:50:00Z,2100000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,in,[],1627832,,,1610612745,41,32,2023-11-07T01:50:00Z,2110000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,in,[],201145,,,1610612745,41,32,2023-11-07T01:50:00Z,2120000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,41,32,2023-11-07T01:50:00Z,2130000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M48.00S,2023-11-07T01:49:38.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,41,32,2023-11-07T01:50:00Z,2140000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M29.00S,2023-11-07T01:50:31.5Z,2,REGULAR,3pt,Jump Shot,[],1627832,75.50919842312747,11.76470588235294,1610612745,44,32,2023-11-07T01:50:36Z,2150000,False,-191.0,178.0,1,right,F. VanVleet 26' 3PT  (5 PTS) (A. Sengun 6 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,26.1,Made,,,,,5.0,A. Sengun,1630578.0,6.0,,,,
220,PT07M05.00S,2023-11-07T01:50:54.9Z,2,REGULAR,3pt,Jump Shot,[],1631099,34.510512483574246,45.09803921568628,1610612758,44,32,2023-11-07T01:51:00Z,2170000,False,25.0,272.0,1,left,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,27.3,Missed,,,,,,,,,,,,
221,PT07M04.00S,2023-11-07T01:50:55.9Z,2,REGULAR,rebound,defensive,[],201145,,,1610612745,44,32,2023-11-07T01:51:00Z,2180000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,
222,PT06M44.00S,2023-11-07T01:51:18.2Z,2,REGULAR,foul,personal,[],1631099,,,1610612745,44,32,2023-11-07T01:51:25Z,2190000,False,,,0,,K. Murray personal FOUL (2 PF),"[1631099, 1630578]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,203593.0,,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,
224,PT06M44.00S,2023-11-07T01:51:26.8Z,2,REGULAR,substitution,out,[],1631099,,,1610612745,44,32,2023-11-07T01:51:33Z,2210000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M44.00S,2023-11-07T01:51:26.8Z,2,REGULAR,substitution,in,[],203084,,,1610612745,44,32,2023-11-07T01:51:33Z,2220000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M33.00S,2023-11-07T01:51:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.09526938239159,59.068627450980394,1610612745,46,32,2023-11-07T01:51:58Z,2230000,False,45.0,41.0,1,right,A. Sengun 6' driving Layup (3 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.08,Made,,,,,3.0,,,,,,,
227,PT06M17.00S,2023-11-07T01:52:54.0Z,2,REGULAR,jumpball,recovered,[],1630578,,,1610612758,46,32,2023-11-07T01:52:54Z,2240000,False,,,0,,Jump Ball J. Green vs. D. Sabonis: Tip to A. Sengun,"[1630578, 201145, 1627734]",1610612745.0,HOU,heldball,A. Sengun,1630578.0,Sengun,A. Sengun,Green,201145.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
230,PT06M17.00S,2023-11-07T01:52:54.0Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612758,46,32,2023-11-07T01:52:54Z,2270000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 201145]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,1.0,,,,,,,,,,,,,,,,,Green,201145.0
231,PT06M17.00S,2023-11-07T01:52:54.0Z,2,REGULAR,steal,,[],201145,,,1610612745,46,32,2023-11-07T01:52:54Z,2280000,False,,,0,,J. Green STEAL (1 STL),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M08.00S,2023-11-07T01:53:02.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,91.80354796320631,54.41176470588235,1610612745,46,32,2023-11-07T01:53:14Z,2290000,False,22.0,25.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,3.3,Missed,,,,,,,,,,,,
233,PT06M08.00S,2023-11-07T01:53:02.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,46,32,2023-11-07T01:53:14Z,2300000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,232.0,,,,,,,,,,,
235,PT05M43.00S,2023-11-07T01:53:50.5Z,2,REGULAR,2pt,Jump Shot,[],203084,25.706307490144546,42.8921568627451,1610612758,46,34,2023-11-07T01:53:58Z,2320000,False,36.0,189.0,1,left,H. Barnes 19' fadeaway Jump Shot (2 PTS),[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,19.24,Made,,,,,2.0,,,,,,,
236,PT05M22.00S,2023-11-07T01:54:10.8Z,2,REGULAR,3pt,Jump Shot,[],1630256,92.19776609724047,3.431372549019608,1610612745,49,34,2023-11-07T01:54:15Z,2330000,False,-233.0,21.0,1,right,J. Tate 3PT  (8 PTS) (F. VanVleet 3 AST),"[1630256, 1627832]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,,,,,,,23.37,Made,,,,,8.0,F. VanVleet,1627832.0,3.0,,,,
238,PT05M02.00S,2023-11-07T01:54:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630558,28.86005256241787,16.911764705882355,1610612758,49,34,2023-11-07T01:54:36Z,2350000,False,165.0,219.0,1,left,MISS D. Mitchell 27' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,27.43,Missed,,,,,,,,,,,,
239,PT05M01.00S,2023-11-07T01:54:31.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,49,34,2023-11-07T01:54:36Z,2360000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,238.0,5.0,3.0,2.0,,,,,,,,
240,PT04M50.00S,2023-11-07T01:54:43.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,93.38042049934296,43.627450980392155,1610612745,51,34,2023-11-07T01:54:52Z,2370000,False,-32.0,10.0,1,right,J. Green reverse Layup (2 PTS) (A. Sengun 7 AST),"[201145, 1630578]",1610612745.0,HOU,reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,3.33,Made,,,,,2.0,A. Sengun,1630578.0,7.0,,,,
242,PT04M50.00S,2023-11-07T01:54:49.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,51,34,2023-11-07T01:54:49Z,2390000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M50.00S,2023-11-07T01:57:15.8Z,2,REGULAR,substitution,out,[],1630537,,,1610612758,51,34,2023-11-07T01:57:36Z,2400000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M50.00S,2023-11-07T01:57:15.8Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,51,34,2023-11-07T01:57:36Z,2410000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M30.00S,2023-11-07T01:58:12.1Z,2,REGULAR,turnover,bad pass,[],1631099,,,1610612758,51,34,2023-11-07T01:58:16Z,2420000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1630578]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,,,,,,,,,,,Sengun,1630578.0
246,PT04M30.00S,2023-11-07T01:58:12.1Z,2,REGULAR,steal,,[],1630578,,,1610612745,51,34,2023-11-07T01:58:15Z,2430000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
247,PT04M26.00S,2023-11-07T01:58:19.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612745,51,34,2023-11-07T01:58:33Z,2440000,False,,,0,,K. Murray shooting personal FOUL (3 PF) (Sengun 2 FT),"[1631099, 1630578]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,203593.0,,3.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,
249,PT04M26.00S,2023-11-07T01:58:49.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630578,,,1610612745,52,34,2023-11-07T01:58:49Z,2460000,False,,,0,,A. Sengun Free Throw 1 of 2 (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
250,PT04M26.00S,2023-11-07T01:58:50.5Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,52,34,2023-11-07T01:58:57Z,2470000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M26.00S,2023-11-07T01:58:50.5Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,52,34,2023-11-07T01:58:57Z,2480000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M26.00S,2023-11-07T01:59:12.9Z,2,REGULAR,substitution,out,[],1631099,,,1610612745,52,34,2023-11-07T01:59:17Z,2490000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M26.00S,2023-11-07T01:59:12.9Z,2,REGULAR,substitution,in,[],1628426,,,1610612745,52,34,2023-11-07T01:59:17Z,2500000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M26.00S,2023-11-07T01:58:49.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630578,,,1610612745,53,34,2023-11-07T02:02:07Z,2510000,False,,,0,,A. Sengun Free Throw 2 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
255,PT04M15.00S,2023-11-07T01:59:41.4Z,2,REGULAR,turnover,bad pass,[],1628989,,,1610612758,53,34,2023-11-07T01:59:45Z,2520000,False,,,0,,K. Huerter bad pass TURNOVER (2 TO),"[1628989, 1630224]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Green,1630224.0
256,PT04M15.00S,2023-11-07T01:59:41.4Z,2,REGULAR,steal,,[],1630224,,,1610612745,53,34,2023-11-07T01:59:43Z,2530000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT04M12.00S,2023-11-07T01:59:47.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612745,53,34,2023-11-07T02:02:45Z,2540000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Green 2 FT),"[1630558, 1630224]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,2.0,0.0,Green,1630224.0,,,,,,,,,,,,,,
259,PT04M12.00S,2023-11-07T02:00:14.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630224,,,1610612745,54,34,2023-11-07T02:00:14Z,2560000,False,,,0,,J. Green Free Throw 1 of 2 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,,17.0,,,,,,,
260,PT04M12.00S,2023-11-07T02:00:29.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630224,,,1610612745,55,34,2023-11-07T02:00:29Z,2570000,False,,,0,,J. Green Free Throw 2 of 2 (18 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,,18.0,,,,,,,
261,PT03M57.00S,2023-11-07T02:00:49.1Z,2,REGULAR,3pt,Jump Shot,[],203084,7.440867279894875,2.2058823529411766,1610612758,55,34,2023-11-07T02:00:56Z,2580000,False,239.0,17.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,23.96,Missed,,,,,,,,,,,,
