actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-31T23:10:45.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-31T23:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-31T23:10:48.8Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2024-03-31T23:10:48Z,40000,False,,,0,,Jump Ball D. Gafford vs. J. Smith Jr.: Tip to L. Doncic,"[1629029, 1629655, 1631095]",1610612742.0,DAL,startperiod,L. Doncic,1629029.0,Doncic,L. Doncic,Gafford,1629655.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-03-31T23:11:04.5Z,1,REGULAR,2pt,Jump Shot,[],202681,24.392247043363994,48.529411764705884,1610612742,0,0,2024-03-31T23:12:35Z,70000,False,7.0,177.0,1,left,MISS K. Irving 17' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,17.7,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-03-31T23:11:05.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,0,0,2024-03-31T23:11:12Z,80000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2024-03-31T23:11:19.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,71.04139290407359,24.264705882352942,1610612745,3,0,2024-03-31T23:11:24Z,90000,False,-129.0,220.0,1,right,J. Smith Jr. 25' 3PT  (3 PTS) (D. Brooks 1 AST),"[1631095, 1628415]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,3.0,D. Brooks,1628415.0,1.0,,,,,,,,,,
11,PT11M13.00S,2024-03-31T23:11:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,19.793035479632064,46.07843137254902,1610612742,3,0,2024-03-31T23:13:58Z,110000,False,20.0,134.0,1,left,MISS L. Doncic 13' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,13.5,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2024-03-31T23:11:33.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,3,0,2024-03-31T23:11:37Z,120000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M11.00S,2024-03-31T23:11:37.2Z,1,REGULAR,foul,personal,[],1629655,,,1610612745,3,0,2024-03-31T23:11:48Z,130000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 1631095]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628159.0,1.0,0.0,Smith Jr.,1631095.0,,,,,
15,PT10M52.00S,2024-03-31T23:12:06.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,87.99277266754271,81.12745098039215,1610612745,3,0,2024-03-31T23:12:11Z,150000,False,156.0,60.0,1,right,MISS J. Green 16' turnaround fadeaway Shot,[1630224],1610612745.0,HOU,turnaround fadeaway,,,Green,J. Green,,,,,Mid-Range,16-24 Right,16.69,Missed,,,,,,,,,,,,,,,,,,
16,PT10M51.00S,2024-03-31T23:12:07.3Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,3,0,2024-03-31T23:12:11Z,160000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M49.00S,2024-03-31T23:12:08.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,93.24901445466492,50.0,1610612745,5,0,2024-03-31T23:12:14Z,170000,False,0.0,11.0,1,right,A. Thompson putback Layup (2 PTS),[1641708],1610612745.0,HOU,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,2.0,,,,,,,,,,,,,
