actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-05T00:11:07.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-05T00:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-11-05T00:11:09.1Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2023-11-05T00:11:09Z,40000,False,,,0,,Jump Ball A. Sengun vs. D. Sabonis: Tip to J. Smith Jr.,"[1631095, 1630578, 1627734]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-11-05T00:11:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,89.30683311432325,52.20588235294118,1610612745,2,0,2023-11-05T00:11:27Z,70000,False,11.0,48.0,1,right,J. Green driving Layup (2 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.92,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-11-05T00:11:45.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,6.915243101182654,53.67647058823529,1610612758,2,0,2023-11-05T00:11:51Z,90000,False,-18.0,13.0,1,left,MISS D. Sabonis turnaround bank Hook,[1627734],1610612758.0,SAC,turnaround bank,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-11-05T00:11:47.3Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,0,2023-11-05T00:11:51Z,100000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2023-11-05T00:11:56.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,75.77201051248358,12.5,1610612745,5,0,2023-11-05T00:12:00Z,110000,False,-188.0,175.0,1,right,J. Smith Jr. 25' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.66,Made,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
13,PT10M45.00S,2023-11-05T00:12:22.6Z,1,REGULAR,3pt,Jump Shot,[],1627734,27.54599211563732,17.401960784313726,1610612758,5,0,2023-11-05T00:12:27Z,130000,False,163.0,206.0,1,left,MISS D. Sabonis 26' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2023-11-05T00:12:24.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,5,0,2023-11-05T00:12:31Z,140000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M36.00S,2023-11-05T00:12:29.9Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,5,0,2023-11-05T00:12:33Z,150000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1628989]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Huerter,1628989.0,,,,,,,
16,PT10M36.00S,2023-11-05T00:12:29.9Z,1,REGULAR,steal,,[],1628989,,,1610612758,5,0,2023-11-05T00:12:31Z,160000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
17,PT10M31.00S,2023-11-05T00:12:35.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627734,5.075558475689881,53.18627450980392,1610612758,5,2,2023-11-05T00:17:40Z,170000,False,-16.0,-5.0,1,left,D. Sabonis running Layup (2 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
19,PT10M17.00S,2023-11-05T00:12:49.3Z,1,REGULAR,3pt,Jump Shot,[],1631095,94.03745072273325,2.450980392156863,1610612745,8,2,2023-11-05T00:12:54Z,190000,False,-238.0,4.0,1,right,J. Smith Jr. 3PT  (6 PTS) (F. VanVleet 2 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,23.77,Made,6.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,
21,PT10M04.00S,2023-11-05T00:13:02.4Z,1,REGULAR,3pt,Jump Shot,[],203084,6.750985545335084,97.79411764705883,1610612758,8,5,2023-11-05T00:14:35Z,210000,False,-239.0,11.0,1,left,H. Barnes 3PT  (3 PTS) (D. Mitchell 1 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.93,Made,3.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
