actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
26,PT09M23.00S,2023-12-23T01:14:28.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630702,29.25427069645204,16.911764705882355,1610612742,5,3,2023-12-23T01:14:36Z,260000,False,165.0,222.0,1,left,MISS J. Hardy 27' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,27.72,Missed,,,,,,,,,,,,,,,,,,
27,PT09M22.00S,2023-12-23T01:14:29.3Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612742,5,3,2023-12-23T01:14:36Z,270000,False,,,0,,D. Jones Jr. REBOUND (Off:2 Def:0),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,26.0,2.0,0.0,2.0,,,,,,,,,,,,,,
28,PT09M20.00S,2023-12-23T01:14:31.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,29.517082785808146,77.94117647058823,1610612742,5,3,2023-12-23T01:15:23Z,280000,False,-140.0,225.0,1,left,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
29,PT09M19.00S,2023-12-23T01:14:32.7Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,3,2023-12-23T01:14:40Z,290000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M13.00S,2023-12-23T01:14:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,92.85479632063075,45.34313725490196,1610612745,5,3,2023-12-23T01:14:50Z,300000,False,-23.0,15.0,1,right,MISS D. Brooks running finger roll Layup,[1628415],1610612745.0,HOU,running finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2023-12-23T01:14:37.6Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,5,3,2023-12-23T01:14:50Z,310000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT09M12.00S,2023-12-23T01:14:41.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630224,94.40999984741211,50.0,1610612745,5,3,2023-12-23T01:16:24Z,320000,False,0.0,0.0,1,right,MISS J. Green tip Layup,[1630224],1610612745.0,HOU,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
33,PT09M12.00S,2023-12-23T01:14:41.0Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,5,3,2023-12-23T01:16:24Z,330000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT09M11.00S,2023-12-23T01:14:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,93.38042049934296,50.73529411764706,1610612745,7,3,2023-12-23T01:15:26Z,340000,False,4.0,10.0,1,right,J. Smith Jr. putback Layup (2 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,2.0,,,,,,,,,,,,,
35,PT08M54.00S,2023-12-23T01:14:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,5.863994743758213,51.225490196078425,1610612742,7,3,2023-12-23T01:16:44Z,350000,False,-6.0,3.0,1,left,MISS J. Hardy driving Layup,[1630702],1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,0.66,Missed,,,,,,,,,,,,,,,,,,
36,PT08M54.00S,2023-12-23T01:14:56.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,3,2023-12-23T01:15:06Z,360000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,,,
37,PT08M45.00S,2023-12-23T01:15:08.1Z,1,REGULAR,foul,offensive,[],1628415,,,1610612745,7,3,2023-12-23T01:15:17Z,370000,False,,,0,,D. Brooks charge offensive FOUL (1 PF),"[1628415, 1630702]",1610612745.0,HOU,charge,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1199.0,,1.0,0.0,Hardy,1630702.0,,,,
39,PT08M45.00S,2023-12-23T01:15:08.1Z,1,REGULAR,turnover,offensive foul,[],1628415,,,1610612745,7,3,2023-12-23T01:15:08Z,390000,False,,,0,,D. Brooks offensive foul TURNOVER (1 TO),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1199.0,1.0,,,,,,,,
40,PT08M35.00S,2023-12-23T01:15:35.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630702,32.013797634691194,38.23529411764706,1610612742,7,3,2023-12-23T01:15:42Z,400000,False,59.0,248.0,1,left,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2023-12-23T01:15:36.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,3,2023-12-23T01:15:42Z,410000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,40.0,4.0,4.0,0.0,,,,,,,,,,,,,,
42,PT08M21.00S,2023-12-23T01:15:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.24901445466492,52.20588235294118,1610612745,9,3,2023-12-23T01:17:47Z,420000,False,11.0,11.0,1,right,A. Sengun driving reverse Layup (4 PTS),[1630578],1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,4.0,,,,,,,,,,,,,
43,PT08M21.00S,2023-12-23T01:15:54.3Z,1,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612745,9,3,2023-12-23T01:18:47Z,430000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Sengun 1 FT),"[1629684, 1630578]",1610612742.0,DAL,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202026.0,,1.0,0.0,Sengun,1630578.0,,,,
45,PT08M21.00S,2023-12-23T01:16:20.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,9,3,2023-12-23T01:18:02Z,450000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M21.00S,2023-12-23T01:19:04.5Z,1,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,10,3,2023-12-23T01:19:04Z,460000,False,,,0,,A. Sengun Free Throw 1 of 1 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
47,PT08M01.00S,2023-12-23T01:19:25.1Z,1,REGULAR,2pt,Jump Shot,[],203501,20.844283837056505,62.254901960784316,1610612742,10,5,2023-12-23T01:19:34Z,470000,False,-61.0,143.0,1,left,T. Hardaway Jr. 15' pullup Jump Shot (2 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,15.6,Made,,,,,2.0,,,,,,,,,,,,,
48,PT07M44.00S,2023-12-23T01:19:43.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628415,89.70105124835742,49.754901960784316,1610612745,10,5,2023-12-23T01:19:55Z,480000,False,-1.0,44.0,1,right,MISS D. Brooks turnaround Hook,[1628415],1610612745.0,HOU,turnaround,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
49,PT07M43.00S,2023-12-23T01:19:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,10,5,2023-12-23T01:19:55Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,48.0,,,,,,,,,,,,,,,,,
51,PT07M43.00S,2023-12-23T01:19:48.9Z,1,REGULAR,substitution,out,[],1630702,,,1610612745,10,5,2023-12-23T01:19:59Z,510000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2023-12-23T01:19:48.9Z,1,REGULAR,substitution,out,[],1629684,,,1610612745,10,5,2023-12-23T01:19:59Z,520000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M43.00S,2023-12-23T01:19:48.9Z,1,REGULAR,substitution,in,[],203552,,,1610612745,10,5,2023-12-23T01:19:59Z,530000,False,,,0,,SUB in: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M43.00S,2023-12-23T01:19:48.9Z,1,REGULAR,substitution,in,[],203939,,,1610612745,10,5,2023-12-23T01:19:59Z,540000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M34.00S,2023-12-23T01:20:16.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,73.14388961892247,80.14705882352942,1610612745,10,5,2023-12-23T01:20:28Z,550000,False,151.0,200.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
56,PT07M33.00S,2023-12-23T01:20:17.8Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,10,5,2023-12-23T01:20:28Z,560000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,,,
57,PT07M32.00S,2023-12-23T01:20:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,94.1688567674113,47.05882352941176,1610612745,12,5,2023-12-23T01:20:37Z,570000,False,-15.0,2.0,1,right,J. Smith Jr. putback Layup (4 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,4.0,,,,,,,,,,,,,
58,PT07M17.00S,2023-12-23T01:20:33.6Z,1,REGULAR,2pt,Jump Shot,[],203552,16.507884362680684,12.254901960784313,1610612742,12,5,2023-12-23T01:20:56Z,580000,False,189.0,103.0,1,left,MISS S. Curry 21' pullup Shot,[203552],1610612742.0,DAL,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,21.48,Missed,,,,,,,,,,,,,,,,,,
59,PT07M17.00S,2023-12-23T01:20:33.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,12,5,2023-12-23T01:20:43Z,590000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,,
60,PT07M08.00S,2023-12-23T01:20:42.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,93.9060446780552,55.63725490196079,1610612745,12,5,2023-12-23T02:24:50Z,600000,False,28.0,5.0,1,right,MISS J. Green running Layup,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2023-12-23T01:20:43.2Z,1,REGULAR,rebound,defensive,[],202693,,,1610612742,12,5,2023-12-23T01:20:56Z,610000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT06M57.00S,2023-12-23T01:20:54.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,17.296320630749015,46.32352941176471,1610612742,12,5,2023-12-23T01:21:02Z,620000,False,18.0,110.0,1,left,MISS T. Hardaway Jr. 11' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2023-12-23T01:20:54.5Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,12,5,2023-12-23T01:21:02Z,630000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,,
64,PT06M49.00S,2023-12-23T01:21:02.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,92.06636005256242,94.6078431372549,1610612745,12,5,2023-12-23T02:25:29Z,640000,False,223.0,22.0,1,right,MISS J. Smith Jr. running 3PT,[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,22.41,Missed,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2023-12-23T01:21:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,12,5,2023-12-23T01:21:14Z,650000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,64.0,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2023-12-23T01:21:11.0Z,1,REGULAR,foul,personal,[],203939,,,1610612745,12,5,2023-12-23T01:21:24Z,660000,False,,,0,,D. Powell loose ball personal FOUL (1 PF),"[203939, 1630578]",1610612742.0,DAL,loose ball,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627961.0,,1.0,0.0,Sengun,1630578.0,,,,
68,PT06M38.00S,2023-12-23T01:21:34.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,87.33574244415243,49.50980392156863,1610612745,12,5,2023-12-23T01:21:44Z,680000,False,-2.0,67.0,1,right,MISS A. Sengun 6' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2023-12-23T01:21:35.9Z,1,REGULAR,rebound,defensive,[],203552,,,1610612742,12,5,2023-12-23T01:21:44Z,690000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M21.00S,2023-12-23T01:21:53.3Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612742,12,5,2023-12-23T01:22:07Z,700000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1630224, 1627884]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,,1.0,0.0,Jones Jr.,1627884.0,,,,
72,PT06M21.00S,2023-12-23T01:22:20.5Z,1,REGULAR,freethrow,1 of 2,[],1627884,,,1610612742,12,5,2023-12-23T01:22:20Z,720000,False,,,0,,MISS D. Jones Jr. Free Throw 1 of 2,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT06M21.00S,2023-12-23T01:22:20.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,12,5,2023-12-23T01:22:20Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2023-12-23T01:22:40.1Z,1,REGULAR,freethrow,2 of 2,[],1627884,,,1610612742,12,6,2023-12-23T01:22:40Z,740000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (1 PTS),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
75,PT06M02.00S,2023-12-23T01:23:00.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.96780551905388,32.84313725490196,1610612745,12,6,2023-12-23T01:23:14Z,750000,False,-86.0,258.0,1,right,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2023-12-23T01:23:02.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,12,6,2023-12-23T01:23:14Z,760000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT05M51.00S,2023-12-23T01:23:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612742,12,6,2023-12-23T01:23:36Z,770000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Hardaway Jr. 2 FT),"[1630578, 203501]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202026.0,,1.0,0.0,Hardaway Jr.,203501.0,,,,
79,PT05M51.00S,2023-12-23T01:23:39.7Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,12,7,2023-12-23T01:23:39Z,790000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (3 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
