actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M46.00S,2024-03-07T00:45:10.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,28.86005256241787,73.2843137254902,1610612745,2,0,2024-03-07T00:45:16Z,160000,False,-116.0,219.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2024-03-07T00:45:13.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,0,2024-03-07T00:45:16Z,170000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M32.00S,2024-03-07T00:45:25.0Z,1,REGULAR,2pt,Hook,[],1627826,89.17542706964521,32.84313725490196,1610612746,2,0,2024-03-07T00:45:29Z,180000,False,-86.0,49.0,1,right,MISS I. Zubac 9' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,9.9,Missed,,,,,,,,,,,,,,,,,,
19,PT10M29.00S,2024-03-07T00:45:28.0Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,0,2024-03-07T00:45:29Z,190000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M18.00S,2024-03-07T00:45:38.4Z,1,REGULAR,2pt,Jump Shot,[],1630578,12.040078843626807,75.24509803921569,1610612745,4,0,2024-03-07T00:47:09Z,200000,False,-126.0,61.0,1,left,A. Sengun 14' Jump Shot (2 PTS) (D. Brooks 1 AST),"[1630578, 1628415]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,14.0,Made,2.0,,,,,,,,D. Brooks,1628415.0,1.0,,,,,,,
22,PT09M56.00S,2024-03-07T00:46:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,85.3646517739816,38.23529411764706,1610612746,4,2,2024-03-07T00:46:07Z,220000,False,-59.0,85.0,1,right,T. Mann 10' turnaround fadeaway Jump Shot (2 PTS),[1629611],1610612746.0,LAC,turnaround fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Left,10.34,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M40.00S,2024-03-07T00:46:16.0Z,1,REGULAR,2pt,Jump Shot,[],1630578,24.392247043363994,33.33333333333333,1610612745,4,2,2024-03-07T00:46:24Z,230000,False,83.0,177.0,1,left,MISS A. Sengun 19' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,19.54,Missed,,,,,,,,,,,,,,,,,,
24,PT09M38.00S,2024-03-07T00:46:18.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,4,2,2024-03-07T00:46:24Z,240000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M35.00S,2024-03-07T00:46:24.8Z,1,REGULAR,foul,personal,[],1631095,,,1610612746,4,2,2024-03-07T00:46:38Z,250000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 202695]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1199.0,1.0,0.0,Leonard,202695.0,,
27,PT09M27.00S,2024-03-07T00:46:50.8Z,1,REGULAR,3pt,Jump Shot,[],201935,73.40670170827858,84.31372549019608,1610612746,4,5,2024-03-07T00:46:57Z,270000,False,172.0,197.0,1,right,J. Harden 26' 3PT pullup (3 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.16,Made,3.0,,,,,,,,,,,,,,,,,
28,PT09M01.00S,2024-03-07T00:47:18.7Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612745,4,5,2024-03-07T00:47:30Z,280000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[201935, 1631095]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Smith Jr.,1631095.0,,
30,PT09M01.00S,2024-03-07T00:47:42.2Z,1,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,4,5,2024-03-07T00:47:42Z,300000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2024-03-07T00:47:42.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,4,5,2024-03-07T00:47:42Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
32,PT09M01.00S,2024-03-07T00:48:00.2Z,1,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,5,5,2024-03-07T00:48:00Z,320000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2024-03-07T00:48:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.9862023653088,48.28431372549019,1610612746,5,7,2024-03-07T00:48:17Z,330000,False,-9.0,13.0,1,right,J. Harden driving finger roll Layup (5 PTS),[201935],1610612746.0,LAC,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.59,Made,5.0,,,,,,,,,,,,,,,,,
34,PT08M40.00S,2024-03-07T00:48:24.9Z,1,REGULAR,3pt,Jump Shot,[],1631095,7.30946123521682,2.941176470588235,1610612745,5,7,2024-03-07T00:48:29Z,340000,False,235.0,16.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
35,PT08M38.00S,2024-03-07T00:48:27.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,5,7,2024-03-07T00:48:27Z,350000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,,,,,34.0,3.0,2.0,1.0,,,,,,,,,,
36,PT08M29.00S,2024-03-07T00:48:36.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,30.56833114323259,66.66666666666666,1610612745,5,7,2024-03-07T00:49:40Z,360000,False,-83.0,235.0,1,left,MISS D. Brooks 24' step back 3PT,[1628415],1610612745.0,HOU,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,,
37,PT08M26.00S,2024-03-07T00:48:39.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,7,2024-03-07T00:48:43Z,370000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
38,PT08M18.00S,2024-03-07T00:48:46.7Z,1,REGULAR,3pt,Jump Shot,[],202331,67.62483574244416,62.99019607843137,1610612746,5,7,2024-03-07T00:48:57Z,380000,False,65.0,252.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
39,PT08M16.00S,2024-03-07T00:48:48.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,5,7,2024-03-07T00:48:51Z,390000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,38.0,4.0,3.0,1.0,,,,,,,,,,
40,PT08M08.00S,2024-03-07T00:48:57.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,30.436925098554536,28.186274509803923,1610612745,8,7,2024-03-07T00:49:02Z,400000,False,109.0,234.0,1,left,F. VanVleet 25' 3PT  (3 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.78,Made,3.0,,,,,,,,A. Sengun,1630578.0,1.0,,,,,,,
42,PT07M46.00S,2024-03-07T00:49:18.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.32917214191852,51.9607843137255,1610612746,8,7,2024-03-07T00:49:27Z,420000,False,10.0,20.0,1,right,MISS I. Zubac DUNK - blocked,"[1627826, 1631095]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1631095.0
43,PT07M46.00S,2024-03-07T00:49:18.7Z,1,REGULAR,block,,[],1631095,,,1610612746,8,7,2024-03-07T00:49:21Z,430000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M45.00S,2024-03-07T00:49:19.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,8,7,2024-03-07T00:49:27Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,42.0,,,,,,,,,,,,,
46,PT07M32.00S,2024-03-07T00:49:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,18.084756898817346,58.57843137254902,1610612745,8,7,2024-03-07T00:49:48Z,460000,False,-43.0,117.0,1,left,MISS A. Sengun 12' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.51,Missed,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2024-03-07T00:49:45.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,8,7,2024-03-07T00:49:48Z,470000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,
48,PT07M26.00S,2024-03-07T00:49:53.4Z,1,REGULAR,foul,personal,[],1630224,,,1610612746,8,7,2024-03-07T00:50:19Z,480000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1629611]",1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1199.0,1.0,0.0,Mann,1629611.0,,
50,PT07M20.00S,2024-03-07T00:50:20.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.5407358738502,44.11764705882353,1610612746,8,7,2024-03-07T00:50:31Z,500000,False,-29.0,27.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
52,PT07M18.00S,2024-03-07T00:50:22.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,7,2024-03-07T00:53:43Z,520000,False,,,0,,A. Sengun REBOUND (Off:1 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,50.0,5.0,4.0,1.0,,,,,,,,,,
53,PT07M12.00S,2024-03-07T00:50:29.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630224,5.338370565045992,52.94117647058824,1610612745,10,7,2024-03-07T00:55:10Z,530000,False,-15.0,-2.0,1,left,J. Green running finger roll Layup (4 PTS) (D. Brooks 2 AST),"[1630224, 1628415]",1610612745.0,HOU,running finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,,,,,,,,D. Brooks,1628415.0,2.0,,,,,,,
55,PT06M53.00S,2024-03-07T00:50:47.5Z,1,REGULAR,2pt,Jump Shot,[],202695,81.8166885676741,16.42156862745098,1610612746,10,9,2024-03-07T00:50:52Z,550000,False,-168.0,118.0,1,right,K. Leonard 20' Jump Shot (2 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left,20.54,Made,2.0,,,,,,,,,,,,,,,,,
56,PT06M36.00S,2024-03-07T00:51:04.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,7.30946123521682,4.411764705882353,1610612745,13,9,2024-03-07T00:51:09Z,560000,False,228.0,16.0,1,left,J. Smith Jr. 3PT  (4 PTS) (D. Brooks 3 AST),"[1631095, 1628415]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,22.85,Made,4.0,,,,,,,,D. Brooks,1628415.0,3.0,,,,,,,
58,PT06M35.00S,2024-03-07T00:51:10.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,13,9,2024-03-07T00:51:10Z,580000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M35.00S,2024-03-07T00:54:20.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,13,9,2024-03-07T00:54:32Z,590000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M35.00S,2024-03-07T00:54:20.9Z,1,REGULAR,substitution,in,[],1628464,,,1610612746,13,9,2024-03-07T00:54:32Z,600000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M11.00S,2024-03-07T00:55:00.1Z,1,REGULAR,3pt,Jump Shot,[],202695,95.3515111695138,96.81372549019608,1610612746,13,9,2024-03-07T00:55:06Z,610000,False,234.0,-9.0,1,right,MISS K. Leonard 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
63,PT06M09.00S,2024-03-07T00:55:02.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,13,9,2024-03-07T00:55:06Z,620000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,,,
64,PT05M55.00S,2024-03-07T00:55:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,6.915243101182654,56.127450980392155,1610612745,15,9,2024-03-07T00:55:26Z,630000,False,-31.0,13.0,1,left,J. Smith Jr. Layup (6 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.31,Made,6.0,,,,,,,,F. VanVleet,1627832.0,1.0,,,,,,,
66,PT05M31.00S,2024-03-07T00:55:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,81.553876478318,37.5,1610612746,15,11,2024-03-07T00:57:05Z,650000,False,-62.0,121.0,1,right,D. Theis 13' Jump Shot (2 PTS) (J. Harden 1 AST),"[1628464, 201935]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),8-16 Center,13.61,Made,2.0,,,,,,,,J. Harden,201935.0,1.0,,,,,,,
68,PT05M10.00S,2024-03-07T00:56:00.9Z,1,REGULAR,2pt,Jump Shot,[],1630578,24.392247043363994,64.70588235294117,1610612745,15,11,2024-03-07T00:56:06Z,670000,False,-74.0,177.0,1,left,MISS A. Sengun 19' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,19.15,Missed,,,,,,,,,,,,,,,,,,
69,PT05M08.00S,2024-03-07T00:56:02.9Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,15,11,2024-03-07T00:56:06Z,680000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,
70,PT05M05.00S,2024-03-07T00:56:09.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,92.06636005256242,47.05882352941176,1610612746,15,13,2024-03-07T00:58:49Z,690000,False,-15.0,22.0,1,right,J. Harden running Layup (7 PTS),[201935],1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.65,Made,7.0,,,,,,,,,,,,,,,,,
71,PT05M05.00S,2024-03-07T00:56:12.3Z,1,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612746,15,13,2024-03-07T00:56:20Z,700000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Harden 1 FT),"[1631095, 201935]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202007.0,2.0,0.0,Harden,201935.0,,
73,PT05M05.00S,2024-03-07T00:56:23.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612746,15,13,2024-03-07T00:57:05Z,720000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M05.00S,2024-03-07T00:56:23.8Z,1,REGULAR,substitution,in,[],1641708,,,1610612746,15,13,2024-03-07T00:57:05Z,730000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2024-03-07T00:56:40.8Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,15,14,2024-03-07T00:56:40Z,740000,False,,,0,,J. Harden Free Throw 1 of 1 (8 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
76,PT04M49.00S,2024-03-07T00:56:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,5.469776609724048,54.41176470588235,1610612745,17,14,2024-03-07T00:57:01Z,750000,False,-22.0,-1.0,1,left,A. Thompson Layup (2 PTS) (A. Sengun 2 AST),"[1641708, 1630578]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,A. Sengun,1630578.0,2.0,,,,,,,
78,PT04M26.00S,2024-03-07T00:57:20.9Z,1,REGULAR,2pt,Jump Shot,[],202331,77.87450722733246,76.22549019607843,1610612746,17,14,2024-03-07T00:57:29Z,770000,False,131.0,155.0,1,right,MISS P. George 20' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,20.34,Missed,,,,,,,,,,,,,,,,,,
79,PT04M24.00S,2024-03-07T00:57:22.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,17,14,2024-03-07T00:57:29Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,78.0,,,,,,,,,,,,,
81,PT04M24.00S,2024-03-07T00:57:29.5Z,1,REGULAR,substitution,out,[],202331,,,1610612745,17,14,2024-03-07T00:57:40Z,800000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M24.00S,2024-03-07T00:57:29.5Z,1,REGULAR,substitution,in,[],1626181,,,1610612745,17,14,2024-03-07T00:57:40Z,810000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M15.00S,2024-03-07T00:57:56.3Z,1,REGULAR,violation,kicked ball,[],1628464,,,1610612745,17,14,2024-03-07T00:58:04Z,820000,False,,,0,,D. Theis kicked ball VIOLATION,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1199.0,,,,,,
84,PT04M05.00S,2024-03-07T00:58:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,32.53942181340342,59.80392156862745,1610612745,17,14,2024-03-07T00:58:27Z,830000,False,-49.0,253.0,1,left,MISS D. Brooks 25' step back 3PT,[1628415],1610612745.0,HOU,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
85,PT04M03.00S,2024-03-07T00:58:20.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,17,14,2024-03-07T01:05:35Z,840000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,
