actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT03M48.00S,2024-03-06T01:23:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,45.83333333333333,1610612745,18,15,2024-03-06T01:24:01Z,820000,False,21.0,19.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1628380]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,Collins,1628380.0,,,,,,,,,,,,
83,PT03M48.00S,2024-03-06T01:23:56.0Z,1,REGULAR,block,,[],1628380,,,1610612745,18,15,2024-03-06T01:23:58Z,830000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT03M48.00S,2024-03-06T01:23:56.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,18,15,2024-03-06T01:25:12Z,840000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,82.0,,,,,,,,,,,
85,PT03M48.00S,2024-03-06T01:24:11.3Z,1,REGULAR,substitution,out,[],1630578,,,1610612759,18,15,2024-03-06T01:25:12Z,850000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M48.00S,2024-03-06T01:24:11.3Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,18,15,2024-03-06T01:25:12Z,860000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M48.00S,2024-03-06T01:24:11.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612759,18,15,2024-03-06T01:25:12Z,870000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M48.00S,2024-03-06T01:24:11.3Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,18,15,2024-03-06T01:25:12Z,880000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M43.00S,2024-03-06T01:24:46.8Z,1,REGULAR,jumpball,recovered,[],1629640,,,1610612759,18,15,2024-03-06T01:25:12Z,890000,False,,,0,,Jump Ball Z. Collins vs. A. Thompson: Tip to K. Johnson,"[1629640, 1628380, 1641708]",1610612759.0,SAS,heldball,K. Johnson,1629640.0,Johnson,K. Johnson,Collins,1628380.0,Thompson,1641708.0,,,,,,,,,,,,,,,,,,,,,,
94,PT03M31.00S,2024-03-06T01:24:58.5Z,1,REGULAR,turnover,lost ball,[],1628380,,,1610612759,18,15,2024-03-06T01:25:16Z,940000,False,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 1629111]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Landale,1629111.0,,,,
95,PT03M31.00S,2024-03-06T01:24:58.5Z,1,REGULAR,steal,,[],1629111,,,1610612745,18,15,2024-03-06T01:25:00Z,950000,False,,,0,,J. Landale STEAL (1 STL),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
96,PT03M23.00S,2024-03-06T01:25:06.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,18.2161629434954,3.6764705882352944,1610612745,21,15,2024-03-06T01:25:20Z,960000,False,232.0,119.0,1,left,F. VanVleet 26' 3PT pullup (9 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.02,Made,9.0,,,,,,,,,,,,,,,,,
97,PT03M09.00S,2024-03-06T01:25:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,85.89027595269383,47.30392156862745,1610612759,21,15,2024-03-06T01:29:07Z,970000,False,-13.0,80.0,1,right,MISS K. Johnson 8' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.12,Missed,,,,,,,,,,,,,,,,,,
98,PT03M04.00S,2024-03-06T01:25:25.1Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,21,15,2024-03-06T01:25:27Z,980000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,97.0,3.0,2.0,1.0,,,,,,,,
99,PT03M04.00S,2024-03-06T01:25:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,94.40999984741211,50.0,1610612759,21,15,2024-03-06T01:25:24Z,990000,False,0.0,0.0,1,right,MISS J. Sochan tip Layup,[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
100,PT03M04.00S,2024-03-06T01:25:25.2Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612745,21,15,2024-03-06T01:25:25Z,1000000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,
101,PT03M02.00S,2024-03-06T01:25:27.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630224,7.178055190538765,50.245098039215684,1610612745,23,15,2024-03-06T01:29:33Z,1010000,False,-1.0,15.0,1,left,J. Green running alley-oop DUNK (7 PTS) (F. VanVleet 1 AST),"[1630224, 1627832]",1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.5,Made,7.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
103,PT03M01.00S,2024-03-06T01:25:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,23,15,2024-03-06T01:25:33Z,1030000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M01.00S,2024-03-06T01:27:54.4Z,1,REGULAR,substitution,out,[],1627832,,,1610612759,23,15,2024-03-06T01:28:24Z,1040000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M01.00S,2024-03-06T01:27:54.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612759,23,15,2024-03-06T01:28:24Z,1050000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M01.00S,2024-03-06T01:27:54.4Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,23,15,2024-03-06T01:28:24Z,1060000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M01.00S,2024-03-06T01:27:54.4Z,1,REGULAR,substitution,in,[],1628988,,,1610612759,23,15,2024-03-06T01:28:24Z,1070000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M01.00S,2024-03-06T01:27:54.4Z,1,REGULAR,substitution,in,[],1631095,,,1610612759,23,15,2024-03-06T01:28:24Z,1080000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M01.00S,2024-03-06T01:27:54.4Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,23,15,2024-03-06T01:28:24Z,1090000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M43.00S,2024-03-06T01:28:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,86.02168199737189,46.07843137254902,1610612759,23,15,2024-03-06T01:29:01Z,1100000,False,-20.0,79.0,1,right,MISS K. Johnson 8' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.13,Missed,,,,,,,,,,,,,,,,,,
111,PT02M41.00S,2024-03-06T01:28:53.2Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,23,15,2024-03-06T01:29:01Z,1110000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,
112,PT02M23.00S,2024-03-06T01:29:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,14.536793692509855,36.76470588235294,1610612745,23,15,2024-03-06T01:29:19Z,1120000,False,66.0,84.0,1,left,MISS J. Smith Jr. 10' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,10.7,Missed,,,,,,,,,,,,,,,,,,
113,PT02M22.00S,2024-03-06T01:29:11.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,23,15,2024-03-06T01:29:19Z,1130000,False,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,112.0,3.0,2.0,1.0,,,,,,,,
114,PT02M15.00S,2024-03-06T01:29:19.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,94.95729303547962,95.09803921568627,1610612759,23,15,2024-03-06T01:30:30Z,1140000,False,225.0,-5.0,1,right,MISS D. Vassell running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.56,Missed,,,,,,,,,,,,,,,,,,
115,PT02M13.00S,2024-03-06T01:29:21.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,23,15,2024-03-06T01:29:34Z,1150000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,
116,PT02M08.00S,2024-03-06T01:29:26.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641708,16.770696452036795,39.21568627450981,1610612745,23,15,2024-03-06T01:30:49Z,1160000,False,54.0,105.0,1,left,MISS A. Thompson 11' running pullup Shot,[1641708],1610612745.0,HOU,running pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.81,Missed,,,,,,,,,,,,,,,,,,
117,PT02M05.00S,2024-03-06T01:29:29.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,23,15,2024-03-06T01:29:44Z,1170000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,
119,PT01M58.00S,2024-03-06T01:29:40.2Z,1,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612759,23,15,2024-03-06T01:29:46Z,1190000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Johnson 2 FT),"[1629111, 1629640]",1610612745.0,HOU,shooting,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Johnson,1629640.0
121,PT01M58.00S,2024-03-06T01:30:01.0Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,23,16,2024-03-06T01:30:29Z,1210000,False,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
122,PT01M58.00S,2024-03-06T01:30:01.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612759,23,16,2024-03-06T01:30:12Z,1220000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M58.00S,2024-03-06T01:30:01.6Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,23,16,2024-03-06T01:30:12Z,1230000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M58.00S,2024-03-06T01:30:01.6Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,23,16,2024-03-06T01:30:12Z,1240000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M58.00S,2024-03-06T01:30:01.6Z,1,REGULAR,substitution,in,[],1641715,,,1610612759,23,16,2024-03-06T01:30:12Z,1250000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M58.00S,2024-03-06T01:30:01.6Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,23,16,2024-03-06T01:30:12Z,1260000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M58.00S,2024-03-06T01:30:01.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612759,23,16,2024-03-06T01:30:12Z,1270000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M58.00S,2024-03-06T01:30:01.0Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,23,16,2024-03-06T01:30:29Z,1280000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT01M58.00S,2024-03-06T01:30:01.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,23,16,2024-03-06T01:30:29Z,1290000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,
130,PT01M44.00S,2024-03-06T01:30:37.3Z,1,REGULAR,2pt,Jump Shot,[],1628988,24.392247043363994,57.84313725490197,1610612745,23,16,2024-03-06T01:31:21Z,1300000,False,-39.0,177.0,1,left,MISS A. Holiday 18' pullup Shot,[1628988],1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Center,18.11,Missed,,,,,,,,,,,,,,,,,,
131,PT01M43.00S,2024-03-06T01:30:38.3Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,23,16,2024-03-06T01:36:33Z,1310000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Center,,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,,
158,PT01M43.00S,2024-03-06T01:30:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,6.044678055190539,51.049325980392155,1610612745,23,16,2024-03-06T01:36:43Z,1315000,False,-5.0,4.0,1,left,MISS J. Landale tip Layup - blocked,"[1629111, 1641705]",1610612745.0,HOU,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.67,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
159,PT01M43.00S,2024-03-06T01:30:43.4Z,1,REGULAR,block,,[],1641705,,,1610612745,23,16,2024-03-06T01:36:15Z,1317500,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT01M42.00S,2024-03-06T01:30:44.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,23,16,2024-03-06T01:36:43Z,1318750,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,
132,PT01M32.00S,2024-03-06T01:30:49.6Z,1,REGULAR,2pt,Jump Shot,[],1626224,93.9060446780552,16.911764705882355,1610612759,23,18,2024-03-06T01:30:57Z,1320000,False,-165.0,5.0,1,right,C. Osman 16' pullup Jump Shot (2 PTS),[1626224],1610612759.0,SAS,pullup,,,Osman,C. Osman,,,,,Mid-Range,16-24 Left,16.55,Made,2.0,,,,,,,,,,,,,,,,,
133,PT01M14.00S,2024-03-06T01:31:07.1Z,1,REGULAR,3pt,Jump Shot,[],1641715,18.347568988173457,6.372549019607843,1610612745,26,18,2024-03-06T01:31:14Z,1330000,False,218.0,120.0,1,left,C. Whitmore 24' 3PT  (3 PTS) (A. Holiday 1 AST),"[1641715, 1628988]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,24.89,Made,3.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,
135,PT00M52.80S,2024-03-06T01:31:28.5Z,1,REGULAR,3pt,Jump Shot,[],1631103,66.5735873850197,44.6078431372549,1610612759,26,21,2024-03-06T01:31:39Z,1350000,False,-27.0,262.0,1,right,M. Branham 26' 3PT  (3 PTS) (B. Wesley 1 AST),"[1631103, 1631104]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,26.31,Made,3.0,B. Wesley,1631104.0,1.0,,,,,,,,,,,,,,
137,PT00M42.00S,2024-03-06T01:31:44.7Z,1,REGULAR,3pt,Jump Shot,[],1641708,30.17411300919842,26.715686274509803,1610612745,26,21,2024-03-06T01:31:52Z,1370000,False,116.0,231.0,1,left,MISS A. Thompson 25' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
138,PT00M38.40S,2024-03-06T01:31:48.4Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,26,21,2024-03-06T01:31:48Z,1380000,False,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,137.0,3.0,1.0,2.0,,,,,,,,
139,PT00M34.90S,2024-03-06T01:31:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641715,33.065045992115635,57.59803921568627,1610612745,26,21,2024-03-06T01:31:57Z,1390000,False,-38.0,258.0,1,left,MISS C. Whitmore 26' 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
140,PT00M31.40S,2024-03-06T01:31:55.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,26,21,2024-03-06T01:31:57Z,1400000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,
141,PT00M13.30S,2024-03-06T01:32:13.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,72.61826544021025,12.254901960784313,1610612759,26,21,2024-03-06T01:32:20Z,1410000,False,-189.0,205.0,1,right,MISS V. Wembanyama 27' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,27.86,Missed,,,,,,,,,,,,,,,,,,
142,PT00M09.90S,2024-03-06T01:32:16.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,26,21,2024-03-06T01:32:16Z,1420000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,141.0,3.0,3.0,0.0,,,,,,,,
143,PT00M02.60S,2024-03-06T01:32:29.5Z,1,REGULAR,foul,personal,[],1631104,,,1610612745,26,21,2024-03-06T01:32:44Z,1430000,False,,,0,,B. Wesley personal FOUL (1 PF),"[1631104, 1641708]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200833.0,,,,1.0,0.0,Thompson,1641708.0
145,PT00M02.60S,2024-03-06T01:32:39.6Z,1,REGULAR,substitution,out,[],1628988,,,1610612745,26,21,2024-03-06T01:32:42Z,1450000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M02.60S,2024-03-06T01:32:39.6Z,1,REGULAR,substitution,in,[],1627832,,,1610612745,26,21,2024-03-06T01:32:42Z,1460000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M01.30S,2024-03-06T01:32:51.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612745,26,21,2024-03-06T01:33:17Z,1470000,False,,,0,,K. Johnson personal FOUL (1 PF) (Thompson 2 FT),"[1629640, 1641708]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Thompson,1641708.0
149,PT00M01.30S,2024-03-06T01:33:21.6Z,1,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,26,21,2024-03-06T01:33:21Z,1490000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT00M01.30S,2024-03-06T01:33:21.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,26,21,2024-03-06T01:33:21Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,
151,PT00M01.30S,2024-03-06T01:33:23.3Z,1,REGULAR,substitution,out,[],1629111,,,1610612745,26,21,2024-03-06T01:33:26Z,1510000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M01.30S,2024-03-06T01:33:23.3Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,26,21,2024-03-06T01:33:26Z,1520000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M01.30S,2024-03-06T01:33:21.6Z,1,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,26,21,2024-03-06T01:33:43Z,1530000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
154,PT00M01.30S,2024-03-06T01:33:21.6Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,26,21,2024-03-06T01:33:43Z,1540000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,
155,PT00M00.00S,2024-03-06T01:33:46.6Z,1,REGULAR,period,end,[],0,,,1610612759,26,21,2024-03-06T01:33:46Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-03-06T01:35:54.5Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612759,26,21,2024-03-06T01:36:14Z,1560000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-06T01:35:54.5Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612759,26,21,2024-03-06T01:36:14Z,1570000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-06T01:36:30.2Z,2,REGULAR,period,start,[],0,,,1610612745,26,21,2024-03-06T01:36:30Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M43.00S,2024-03-06T01:36:47.0Z,2,REGULAR,2pt,Jump Shot,[],1631095,25.443495400788436,39.950980392156865,1610612745,26,21,2024-03-06T01:37:08Z,1590000,False,50.0,187.0,1,left,MISS J. Smith Jr. 19' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,19.33,Missed,,,,,,,,,,,,,,,,,,
163,PT11M40.00S,2024-03-06T01:36:50.0Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,26,21,2024-03-06T01:37:00Z,1600000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,162.0,4.0,4.0,0.0,,,,,,,,
164,PT11M40.00S,2024-03-06T01:36:59.4Z,2,REGULAR,foul,personal,[],1629111,,,1610612759,26,21,2024-03-06T01:37:24Z,1610000,False,,,0,,J. Landale personal FOUL (2 PF),"[1629111, 1641705]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200833.0,,,,2.0,0.0,Wembanyama,1641705.0
166,PT11M23.00S,2024-03-06T01:37:18.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,92.59198423127464,44.85294117647059,1610612759,26,23,2024-03-06T01:37:52Z,1630000,False,-26.0,17.0,1,right,V. Wembanyama DUNK (7 PTS) (B. Wesley 2 AST),"[1641705, 1631104]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.09,Made,7.0,B. Wesley,1631104.0,2.0,,,,,,,,,,,,,,
