actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M22.00S,2023-12-28T01:25:02.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,14,15,2023-12-28T01:25:26Z,860000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M10.00S,2023-12-28T01:25:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.915243101182654,44.6078431372549,1610612756,14,17,2023-12-28T01:25:30Z,870000,False,27.0,13.0,1,left,G. Allen driving reverse Layup (2 PTS) (D. Booker 1 AST),"[1628960, 1626164]",1610612756.0,PHX,driving reverse,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,2.0,,,,,,,D. Booker,1626164.0,1.0,,,,
89,PT04M55.00S,2023-12-28T01:25:29.5Z,1,REGULAR,3pt,Jump Shot,[],1631106,92.59198423127464,96.07843137254902,1610612745,14,17,2023-12-28T01:26:26Z,890000,False,230.0,17.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
95,PT04M53.00S,2023-12-28T01:25:31.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,14,17,2023-12-28T01:43:14Z,895000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,89.0,,,,,,,,,,,,,,,,,
90,PT04M53.00S,2023-12-28T01:26:05.3Z,1,REGULAR,substitution,out,[],201569,,,1610612745,14,17,2023-12-28T01:26:07Z,900000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2023-12-28T01:26:05.3Z,1,REGULAR,substitution,in,[],1629006,,,1610612745,14,17,2023-12-28T01:26:07Z,910000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M48.00S,2023-12-28T01:26:20.8Z,1,REGULAR,jumpball,recovered,[],1630224,,,1610612745,14,17,2023-12-28T01:26:20Z,920000,False,,,0,,Jump Ball J. Smith Jr. vs. U. Azubuike: Tip to J. Green,"[1630224, 1631095, 1628962]",1610612745.0,HOU,heldball,J. Green,1630224.0,Green,J. Green,Smith Jr.,1631095.0,Azubuike,1628962.0,,,,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2023-12-28T01:26:23.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,79.45137976346912,42.15686274509804,1610612745,14,17,2023-12-28T01:26:33Z,950000,False,-39.0,141.0,1,right,MISS J. Green 14' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Center,14.61,Missed,,,,,,,,,,,,,,,,,,
97,PT04M45.00S,2023-12-28T01:26:24.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,14,17,2023-12-28T01:26:33Z,960000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT04M34.00S,2023-12-28T01:26:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,30.305519053876477,77.45098039215686,1610612756,14,20,2023-12-28T01:26:41Z,970000,False,-137.0,232.0,1,left,G. Allen 26' 3PT  (5 PTS) (D. Booker 2 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.99,Made,,,,,5.0,,,,,,,D. Booker,1626164.0,2.0,,,,
100,PT04M14.00S,2023-12-28T01:26:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,92.72339027595268,41.17647058823529,1610612745,14,20,2023-12-28T01:27:01Z,990000,False,-44.0,16.0,1,right,MISS J. Green Layup,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
101,PT04M13.00S,2023-12-28T01:26:55.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,14,20,2023-12-28T01:27:01Z,1000000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,100.0,3.0,3.0,0.0,,,,,,,,,,,,,,
102,PT04M02.00S,2023-12-28T01:27:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,13.61695137976347,51.9607843137255,1610612756,14,22,2023-12-28T01:29:03Z,1010000,False,-10.0,75.0,1,left,D. Booker 7' turnaround Jump Shot (5 PTS),[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,,,,,5.0,,,,,,,,,,,,,
103,PT03M49.00S,2023-12-28T01:27:19.1Z,1,REGULAR,2pt,Jump Shot,[],1627832,94.43166885676742,77.69607843137256,1610612745,14,22,2023-12-28T01:29:16Z,1020000,False,138.0,0.0,1,right,MISS F. VanVleet 13' fadeaway Shot,[1627832],1610612745.0,HOU,fadeaway,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,13.85,Missed,,,,,,,,,,,,,,,,,,
104,PT03M49.00S,2023-12-28T01:27:19.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,14,22,2023-12-28T01:27:53Z,1030000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,103.0,4.0,4.0,0.0,,,,,,,,,,,,,,
106,PT03M43.00S,2023-12-28T01:27:25.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,22.815374507227332,87.99019607843137,1610612756,14,22,2023-12-28T01:29:53Z,1040000,False,-190.0,162.0,1,left,MISS D. Booker 24' running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2023-12-28T01:27:26.3Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,14,22,2023-12-28T01:28:06Z,1050000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,106.0,3.0,3.0,0.0,,,,,,,,,,,,,,
108,PT03M36.00S,2023-12-28T01:27:32.3Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,14,22,2023-12-28T01:28:14Z,1060000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 201142]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,,,,,,,,Durant,201142.0,,
109,PT03M36.00S,2023-12-28T01:27:32.3Z,1,REGULAR,steal,,[],201142,,,1610612756,14,22,2023-12-28T01:27:34Z,1070000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M32.00S,2023-12-28T01:27:38.0Z,1,REGULAR,foul,personal,['2freethrow'],201145,,,1610612756,14,22,2023-12-28T01:27:44Z,1080000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Azubuike 2 FT),"[201145, 1628962]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,1628171.0,,1.0,0.0,Azubuike,1628962.0,,,,,,,
112,PT03M32.00S,2023-12-28T01:28:10.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628962,,,1610612756,14,22,2023-12-28T01:28:10Z,1100000,False,,,0,,MISS U. Azubuike Free Throw 1 of 2,[1628962],1610612756.0,PHX,,,,Azubuike,U. Azubuike,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
113,PT03M32.00S,2023-12-28T01:28:10.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,14,22,2023-12-28T01:28:10Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,
114,PT03M32.00S,2023-12-28T01:28:10.8Z,1,REGULAR,substitution,out,[],1630224,,,1610612756,14,22,2023-12-28T01:28:27Z,1120000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M32.00S,2023-12-28T01:28:10.8Z,1,REGULAR,substitution,out,[],201142,,,1610612756,14,22,2023-12-28T01:28:27Z,1130000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M32.00S,2023-12-28T01:28:10.8Z,1,REGULAR,substitution,in,[],1628988,,,1610612756,14,22,2023-12-28T01:28:27Z,1140000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M32.00S,2023-12-28T01:28:10.8Z,1,REGULAR,substitution,in,[],1629642,,,1610612756,14,22,2023-12-28T01:28:27Z,1150000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M32.00S,2023-12-28T01:28:33.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628962,,,1610612756,14,23,2023-12-28T01:28:33Z,1160000,False,,,0,,U. Azubuike Free Throw 2 of 2 (3 PTS),[1628962],1610612756.0,PHX,,,,Azubuike,U. Azubuike,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
119,PT03M17.00S,2023-12-28T01:28:53.3Z,1,REGULAR,foul,personal,['2freethrow'],1628962,,,1610612745,14,23,2023-12-28T01:29:07Z,1170000,False,,,0,,U. Azubuike shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1628962, 1631095]",1610612756.0,PHX,shooting,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,,,,,,,,1193.0,,1.0,0.0,Smith Jr.,1631095.0,,,,,,,
121,PT03M17.00S,2023-12-28T01:29:22.5Z,1,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,15,23,2023-12-28T01:29:22Z,1190000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (3 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
122,PT03M17.00S,2023-12-28T01:29:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,15,23,2023-12-28T01:29:28Z,1200000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M17.00S,2023-12-28T01:32:40.3Z,1,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,16,23,2023-12-28T01:32:40Z,1210000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (4 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
124,PT02M54.00S,2023-12-28T01:33:09.7Z,1,REGULAR,turnover,lost ball,[],1628960,,,1610612756,16,23,2023-12-28T01:33:16Z,1220000,False,,,0,,G. Allen lost ball TURNOVER (1 TO),"[1628960, 1631095]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,,,,Smith Jr.,1631095.0,,
125,PT02M54.00S,2023-12-28T01:33:09.7Z,1,REGULAR,steal,,[],1631095,,,1610612745,16,23,2023-12-28T01:33:12Z,1230000,False,,,0,,J. Smith Jr. STEAL (2 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
126,PT02M39.00S,2023-12-28T01:33:23.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,76.95466491458606,52.69607843137255,1610612745,18,23,2023-12-28T01:33:33Z,1240000,False,13.0,164.0,1,right,F. VanVleet 16' pullup Jump Shot (6 PTS) (J. Green 1 AST),"[1627832, 201145]",1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,16.47,Made,,,,,6.0,,,,,,,J. Green,201145.0,1.0,,,,
128,PT02M19.00S,2023-12-28T01:33:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,8.09789750328515,43.627450980392155,1610612756,18,25,2023-12-28T01:33:53Z,1260000,False,32.0,24.0,1,left,G. Allen driving finger roll Layup (7 PTS) (D. Booker 3 AST),"[1628960, 1626164]",1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,7.0,,,,,,,D. Booker,1626164.0,3.0,,,,
130,PT02M02.00S,2023-12-28T01:34:00.7Z,1,REGULAR,3pt,Jump Shot,[],1628988,69.07030223390277,19.607843137254903,1610612745,18,25,2023-12-28T01:34:07Z,1280000,False,-152.0,238.0,1,right,MISS A. Holiday 28' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,28.26,Missed,,,,,,,,,,,,,,,,,,
131,PT02M01.00S,2023-12-28T01:34:01.7Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612756,18,25,2023-12-28T01:34:07Z,1290000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M45.00S,2023-12-28T01:34:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,7.703679369250986,55.392156862745104,1610612756,18,27,2023-12-28T01:34:32Z,1300000,False,-27.0,20.0,1,left,G. Allen driving floating Jump Shot (9 PTS) (D. Booker 4 AST),"[1628960, 1626164]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,9.0,,,,,,,D. Booker,1626164.0,4.0,,,,
134,PT01M45.00S,2023-12-28T01:34:25.4Z,1,REGULAR,foul,personal,['1freethrow'],1628988,,,1610612756,18,27,2023-12-28T01:35:02Z,1320000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Allen 1 FT),"[1628988, 1628960]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,1193.0,,1.0,0.0,Allen,1628960.0,,,,,,,
136,PT01M45.00S,2023-12-28T01:34:40.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612756,18,27,2023-12-28T01:35:02Z,1340000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M45.00S,2023-12-28T01:34:40.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612756,18,27,2023-12-28T01:35:02Z,1350000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M45.00S,2023-12-28T01:34:40.3Z,1,REGULAR,substitution,out,[],1628962,,,1610612756,18,27,2023-12-28T01:35:02Z,1360000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612756.0,PHX,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M45.00S,2023-12-28T01:34:40.3Z,1,REGULAR,substitution,in,[],1641715,,,1610612756,18,27,2023-12-28T01:35:02Z,1370000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M45.00S,2023-12-28T01:34:40.3Z,1,REGULAR,substitution,in,[],1641708,,,1610612756,18,27,2023-12-28T01:35:02Z,1380000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M45.00S,2023-12-28T01:34:40.3Z,1,REGULAR,substitution,in,[],1629002,,,1610612756,18,27,2023-12-28T01:35:02Z,1390000,False,,,0,,SUB in: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M45.00S,2023-12-28T01:34:55.8Z,1,REGULAR,freethrow,1 of 1,[],1628960,,,1610612756,18,28,2023-12-28T01:34:55Z,1400000,False,,,0,,G. Allen Free Throw 1 of 1 (10 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
143,PT01M27.00S,2023-12-28T01:35:16.8Z,1,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612745,18,28,2023-12-28T01:35:26Z,1410000,False,,,0,,A. Holiday bad pass out-of-bounds TURNOVER (1 TO),[1628988],1610612745.0,HOU,bad pass,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right,,,,,,,,1628171.0,1.0,,,,,,,,,,,
144,PT01M27.00S,2023-12-28T01:35:22.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,18,28,2023-12-28T01:35:26Z,1420000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M27.00S,2023-12-28T01:35:22.4Z,1,REGULAR,substitution,in,[],201569,,,1610612756,18,28,2023-12-28T01:35:26Z,1430000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M17.00S,2023-12-28T01:35:41.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641708,,,1610612756,18,28,2023-12-28T01:35:50Z,1440000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Metu 2 FT),"[1641708, 1629002]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,,1.0,0.0,Metu,1629002.0,,,,,,,
148,PT01M17.00S,2023-12-28T01:36:04.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629002,,,1610612756,18,29,2023-12-28T01:36:04Z,1460000,False,,,0,,C. Metu Free Throw 1 of 2 (1 PTS),[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
149,PT01M17.00S,2023-12-28T01:36:17.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629002,,,1610612756,18,30,2023-12-28T01:36:17Z,1470000,False,,,0,,C. Metu Free Throw 2 of 2 (2 PTS),[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
150,PT01M01.00S,2023-12-28T01:36:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,91.93495400788436,52.94117647058824,1610612745,20,30,2023-12-28T01:36:45Z,1480000,False,15.0,23.0,1,right,J. Green Layup (2 PTS) (T. Eason 1 AST),"[201145, 1631106]",1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,2.0,,,,,,,T. Eason,1631106.0,1.0,,,,
153,PT00M47.10S,2023-12-28T01:37:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,9.411957950065702,43.627450980392155,1610612756,20,30,2023-12-28T01:37:10Z,1510000,False,32.0,36.0,1,left,MISS D. Booker driving floating Shot - blocked,"[1626164, 201145]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,Green,201145.0
154,PT00M47.10S,2023-12-28T01:37:02.5Z,1,REGULAR,block,,[],201145,,,1610612756,20,30,2023-12-28T01:37:04Z,1520000,False,,,0,,J. Green BLOCK (1 BLK),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT00M46.70S,2023-12-28T01:37:02.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,20,30,2023-12-28T01:37:10Z,1530000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT00M36.00S,2023-12-28T01:37:34.3Z,1,REGULAR,3pt,Jump Shot,[],1628988,71.56701708278581,80.3921568627451,1610612745,23,30,2023-12-28T01:38:02Z,1550000,False,152.0,215.0,1,right,A. Holiday 26' 3PT pullup (3 PTS),[1628988],1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,26.31,Made,,,,,3.0,,,,,,,,,,,,,
158,PT00M31.20S,2023-12-28T01:37:46.2Z,1,REGULAR,3pt,Jump Shot,[],1629006,28.465834428383708,16.911764705882355,1610612756,23,30,2023-12-28T01:37:58Z,1560000,False,165.0,215.0,1,left,MISS J. Okogie 27' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,27.13,Missed,,,,,,,,,,,,,,,,,,
159,PT00M29.80S,2023-12-28T01:37:47.6Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,23,30,2023-12-28T01:39:22Z,1570000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT00M25.50S,2023-12-28T01:37:55.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629006,,,1610612745,23,30,2023-12-28T01:38:10Z,1580000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Whitmore 2 FT),"[1629006, 1641715]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,,,1628171.0,,1.0,0.0,Whitmore,1641715.0,,,,,,,
162,PT00M25.50S,2023-12-28T01:38:20.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641715,,,1610612745,23,30,2023-12-28T01:38:20Z,1600000,False,,,0,,MISS C. Whitmore Free Throw 1 of 2,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT00M25.50S,2023-12-28T01:38:20.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,23,30,2023-12-28T01:38:20Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,
164,PT00M25.50S,2023-12-28T01:38:33.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641715,,,1610612745,24,30,2023-12-28T01:38:33Z,1620000,False,,,0,,C. Whitmore Free Throw 2 of 2 (1 PTS),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
165,PT00M02.40S,2023-12-28T01:38:58.6Z,1,REGULAR,3pt,Jump Shot,[],1629642,8.886333771353483,2.941176470588235,1610612756,24,30,2023-12-28T01:39:14Z,1630000,False,235.0,31.0,1,left,MISS N. Little 3PT,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
166,PT00M02.00S,2023-12-28T01:38:59.0Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612756,24,30,2023-12-28T01:39:14Z,1640000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,
167,PT00M00.00S,2023-12-28T01:39:07.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629006,5.590000152587891,50.0,1610612756,24,30,2023-12-28T01:39:07Z,1650000,False,0.0,0.0,1,left,MISS J. Okogie tip Layup,[1629006],1610612756.0,PHX,tip,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2023-12-28T01:39:08.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,24,30,2023-12-28T01:39:08Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Left,,,167.0,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2023-12-28T01:39:28.1Z,1,REGULAR,period,end,[],0,,,1610612756,24,30,2023-12-28T01:39:28Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-12-28T01:39:53.2Z,2,REGULAR,substitution,out,['startperiod'],201145,,,1610612756,24,30,2023-12-28T01:41:37Z,1680000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-12-28T01:39:53.2Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,24,30,2023-12-28T01:41:37Z,1690000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-12-28T01:39:53.2Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612756,24,30,2023-12-28T01:41:37Z,1700000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-12-28T01:39:53.2Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612756,24,30,2023-12-28T01:41:37Z,1710000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-12-28T01:39:53.2Z,2,REGULAR,substitution,in,['startperiod'],201142,,,1610612756,24,30,2023-12-28T01:41:37Z,1720000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
