actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-07T01:11:21.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-07T01:11:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-07T01:11:24.1Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-01-07T01:11:24Z,40000,False,,,0,,Jump Ball B. Lopez vs. A. Sengun: Tip to G. Antetokounmpo,"[203507, 201572, 1630578]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-07T01:11:36.4Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,0,0,2024-01-07T01:11:47Z,70000,False,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1630256]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,1.0,Tate,1630256.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-01-07T01:11:36.4Z,1,REGULAR,steal,,[],1630256,,,1610612745,0,0,2024-01-07T01:11:40Z,80000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2024-01-07T01:11:44.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630578,6.915243101182654,43.13725490196079,1610612745,0,0,2024-01-07T01:16:10Z,90000,False,34.0,13.0,1,left,MISS A. Sengun running Layup,[1630578],1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,3.65,Missed,,,,,,,,,,,,,,,
10,PT11M35.00S,2024-01-07T01:11:44.8Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,0,0,2024-01-07T01:16:10Z,100000,False,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M34.00S,2024-01-07T01:11:49.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630256,5.590000152587891,50.0,1610612745,0,0,2024-01-07T01:16:16Z,110000,False,0.0,0.0,1,left,MISS J. Tate tip Layup,[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
12,PT11M33.00S,2024-01-07T01:11:50.9Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,0,0,2024-01-07T01:12:48Z,120000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M22.00S,2024-01-07T01:11:57.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,93.38042049934296,44.11764705882353,1610612749,0,2,2024-01-07T01:16:48Z,130000,False,-29.0,10.0,1,right,G. Antetokounmpo running DUNK (2 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,3.1,Made,,,,,2.0,D. Lillard,203081.0,1.0,,,,,,,
14,PT11M04.00S,2024-01-07T01:12:15.7Z,1,REGULAR,2pt,Jump Shot,[],1630578,22.158344283837057,50.73529411764706,1610612745,0,2,2024-01-07T01:12:24Z,140000,False,-4.0,156.0,1,left,MISS A. Sengun 15' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,,,,15.58,Missed,,,,,,,,,,,,,,,
15,PT11M04.00S,2024-01-07T01:12:15.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,2,2024-01-07T01:12:24Z,150000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Center,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M52.00S,2024-01-07T01:12:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,53.92156862745098,1610612749,0,4,2024-01-07T01:17:24Z,160000,False,20.0,11.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,2.25,Made,,,,,4.0,,,,,,,,,,
17,PT10M25.00S,2024-01-07T01:12:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,11.251642575558476,54.166666666666664,1610612745,0,4,2024-01-07T01:13:01Z,170000,False,-21.0,53.0,1,left,MISS A. Sengun turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,5.72,Missed,,,,,,,,,,,,,,,
18,PT10M24.00S,2024-01-07T01:12:55.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,4,2024-01-07T01:13:01Z,180000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,
19,PT10M02.00S,2024-01-07T01:13:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.80354796320631,41.911764705882355,1610612749,0,4,2024-01-07T01:13:26Z,190000,False,-40.0,25.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,4.72,Missed,,,,,,,,,,,,,,,
20,PT10M02.00S,2024-01-07T01:13:17.7Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,0,4,2024-01-07T01:13:26Z,200000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT09M55.00S,2024-01-07T01:13:27.6Z,1,REGULAR,foul,personal,['2freethrow'],203114,,,1610612745,0,4,2024-01-07T01:13:35Z,210000,False,,,0,,K. Middleton shooting personal FOUL (1 PF) (Sengun 2 FT),"[203114, 1630578]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628953.0,1.0,0.0,Sengun,1630578.0,,
23,PT09M55.00S,2024-01-07T01:13:55.1Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,1,4,2024-01-07T01:13:55Z,230000,False,,,0,,A. Sengun Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
24,PT09M55.00S,2024-01-07T01:14:12.1Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,2,4,2024-01-07T01:14:12Z,240000,False,,,0,,A. Sengun Free Throw 2 of 2 (2 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
25,PT09M37.00S,2024-01-07T01:14:32.7Z,1,REGULAR,3pt,Jump Shot,[],201572,67.36202365308804,64.70588235294117,1610612749,2,4,2024-01-07T01:14:39Z,250000,False,74.0,254.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,26.47,Missed,,,,,,,,,,,,,,,
26,PT09M36.00S,2024-01-07T01:14:33.7Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,2,4,2024-01-07T01:14:39Z,260000,False,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Center,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,,
27,PT09M26.00S,2024-01-07T01:14:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.30946123521682,46.81372549019608,1610612745,2,4,2024-01-07T01:14:51Z,270000,False,16.0,16.0,1,left,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,2.27,Missed,,,,,,,,,,,,,,,
28,PT09M25.00S,2024-01-07T01:14:45.3Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,4,2024-01-07T01:14:51Z,280000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT09M06.00S,2024-01-07T01:15:04.2Z,1,REGULAR,3pt,Jump Shot,[],203114,69.99014454664915,22.30392156862745,1610612749,2,4,2024-01-07T01:15:10Z,290000,False,-138.0,230.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,26.81,Missed,,,,,,,,,,,,,,,
30,PT09M05.00S,2024-01-07T01:15:05.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,4,2024-01-07T01:15:10Z,300000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT08M58.00S,2024-01-07T01:15:16.2Z,1,REGULAR,foul,personal,[],1627736,,,1610612745,2,4,2024-01-07T01:15:25Z,310000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1630578]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2002.0,1.0,0.0,Sengun,1630578.0,,
33,PT08M53.00S,2024-01-07T01:15:38.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,33.065045992115635,40.19607843137255,1610612745,2,4,2024-01-07T01:15:44Z,330000,False,49.0,258.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,26.29,Missed,,,,,,,,,,,,,,,
34,PT08M52.00S,2024-01-07T01:15:39.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,4,2024-01-07T01:15:44Z,340000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,
35,PT08M35.00S,2024-01-07T01:16:00.3Z,1,REGULAR,foul,personal,[],1630578,,,1610612749,2,4,2024-01-07T01:16:19Z,350000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 201572]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,Lopez,201572.0,,
38,PT08M24.00S,2024-01-07T01:16:38.3Z,1,REGULAR,2pt,Jump Shot,[],203507,91.40932982917214,25.98039215686275,1610612749,2,6,2024-01-07T01:16:43Z,370000,False,-120.0,28.0,1,right,G. Antetokounmpo 12' turnaround fadeaway Jump Shot (6 PTS) (D. Lillard 2 AST),"[203507, 203081]",1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,12.34,Made,,,,,6.0,D. Lillard,203081.0,2.0,,,,,,,
40,PT08M07.00S,2024-01-07T01:16:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,10.463206307490145,39.950980392156865,1610612745,4,6,2024-01-07T01:17:01Z,390000,False,50.0,46.0,1,left,A. Sengun 6' floating Jump Shot (4 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,6.8,Made,,,,,4.0,J. Green,1630224.0,1.0,,,,,,,
42,PT08M00.00S,2024-01-07T01:17:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612749,4,6,2024-01-07T01:17:13Z,410000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630256, 203081]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,2002.0,1.0,0.0,Lillard,203081.0,,
44,PT08M00.00S,2024-01-07T01:17:41.1Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,4,7,2024-01-07T01:18:14Z,430000,False,,,0,,D. Lillard Free Throw 1 of 2 (1 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
45,PT08M00.00S,2024-01-07T01:17:41.1Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,4,7,2024-01-07T01:18:14Z,440000,False,,,0,,MISS D. Lillard Free Throw 2 of 2,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
46,PT08M00.00S,2024-01-07T01:17:41.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,7,2024-01-07T01:18:14Z,450000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,
47,PT07M45.00S,2024-01-07T01:18:13.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,32.14520367936925,70.34313725490196,1610612745,4,7,2024-01-07T01:18:22Z,460000,False,-102.0,250.0,1,left,MISS F. VanVleet 26' step back 3PT,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,26.96,Missed,,,,,,,,,,,,,,,
48,PT07M44.00S,2024-01-07T01:18:14.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,7,2024-01-07T01:18:22Z,470000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,47.0,4.0,4.0,0.0,,,,,,,,,,,
49,PT07M30.00S,2024-01-07T01:18:28.4Z,1,REGULAR,3pt,Jump Shot,[],203081,70.64717477003943,19.362745098039216,1610612749,4,7,2024-01-07T01:18:34Z,480000,False,-153.0,223.0,1,right,MISS D. Lillard 27' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,27.09,Missed,,,,,,,,,,,,,,,
50,PT07M29.00S,2024-01-07T01:18:29.4Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,4,7,2024-01-07T01:18:34Z,490000,False,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,49.0,3.0,2.0,1.0,,,,,,,,,,,
51,PT07M21.00S,2024-01-07T01:18:37.1Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612745,4,7,2024-01-07T01:18:51Z,500000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[203507, 1631095]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1628953.0,1.0,0.0,Smith Jr.,1631095.0,,
53,PT07M21.00S,2024-01-07T01:19:11.0Z,1,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,4,7,2024-01-07T01:19:11Z,520000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
54,PT07M21.00S,2024-01-07T01:19:11.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,4,7,2024-01-07T01:19:11Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,
55,PT07M21.00S,2024-01-07T01:19:34.7Z,1,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,5,7,2024-01-07T01:19:34Z,540000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
56,PT07M04.00S,2024-01-07T01:19:55.2Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,5,7,2024-01-07T01:20:00Z,550000,False,,,0,,K. Middleton bad pass TURNOVER (2 TO),"[203114, 1630224]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,2.0,Green,1630224.0,,,,,,,,,,,,,,,,,
57,PT07M04.00S,2024-01-07T01:19:55.2Z,1,REGULAR,steal,,[],1630224,,,1610612745,5,7,2024-01-07T01:19:57Z,560000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M00.00S,2024-01-07T01:20:00.8Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612745,5,7,2024-01-07T01:20:09Z,570000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Sengun 2 FT),"[201572, 1630578]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101283.0,1.0,0.0,Sengun,1630578.0,,
60,PT07M00.00S,2024-01-07T01:20:37.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630578,,,1610612745,6,7,2024-01-07T01:25:20Z,590000,False,,,0,,A. Sengun Free Throw 1 of 2 (5 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
61,PT07M00.00S,2024-01-07T01:20:37.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630578,,,1610612745,7,7,2024-01-07T01:25:20Z,600000,False,,,0,,A. Sengun Free Throw 2 of 2 (6 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
62,PT06M39.00S,2024-01-07T01:21:15.6Z,1,REGULAR,3pt,Jump Shot,[],203114,66.04796320630749,48.03921568627451,1610612749,7,7,2024-01-07T01:21:22Z,610000,False,-10.0,267.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,,26.68,Missed,,,,,,,,,,,,,,,
63,PT06M38.00S,2024-01-07T01:21:16.6Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,7,7,2024-01-07T01:21:22Z,620000,False,,,0,,J. Tate REBOUND (Off:1 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Center,,,,,,62.0,4.0,3.0,1.0,,,,,,,,,,,
64,PT06M31.00S,2024-01-07T01:21:26.4Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627736,,,1610612745,7,7,2024-01-07T01:21:34Z,630000,False,,,0,,M. Beasley shooting personal FOUL (2 PF) (Green 3 FT),"[1627736, 1630224]",1610612749.0,MIL,shooting,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2002.0,2.0,0.0,Green,1630224.0,,
66,PT06M31.00S,2024-01-07T01:21:38.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,7,2024-01-07T01:21:38Z,650000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2024-01-07T01:23:56.6Z,1,REGULAR,substitution,out,[],203507,,,1610612745,7,7,2024-01-07T01:24:23Z,660000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2024-01-07T01:23:56.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612745,7,7,2024-01-07T01:24:23Z,670000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M31.00S,2024-01-07T01:24:39.1Z,1,REGULAR,freethrow,1 of 3,[],1630224,,,1610612745,8,7,2024-01-07T01:24:39Z,680000,False,,,0,,J. Green Free Throw 1 of 3 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
70,PT06M31.00S,2024-01-07T01:24:53.6Z,1,REGULAR,freethrow,2 of 3,[],1630224,,,1610612745,9,7,2024-01-07T01:24:53Z,690000,False,,,0,,J. Green Free Throw 2 of 3 (2 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
71,PT06M31.00S,2024-01-07T01:25:07.9Z,1,REGULAR,freethrow,3 of 3,[],1630224,,,1610612745,10,7,2024-01-07T01:25:07Z,700000,False,,,0,,J. Green Free Throw 3 of 3 (3 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
72,PT06M14.00S,2024-01-07T01:25:26.0Z,1,REGULAR,2pt,Jump Shot,[],203081,76.2976346911958,67.64705882352942,1610612749,10,7,2024-01-07T01:25:33Z,710000,False,88.0,170.0,1,right,MISS D. Lillard 19' pullup Shot,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,19.18,Missed,,,,,,,,,,,,,,,
73,PT06M13.00S,2024-01-07T01:25:27.0Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,10,7,2024-01-07T01:25:33Z,720000,False,,,0,,J. Tate REBOUND (Off:1 Def:4),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Right Center,,,,,,72.0,5.0,4.0,1.0,,,,,,,,,,,
74,PT05M58.00S,2024-01-07T01:25:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,42.15686274509804,1610612745,12,7,2024-01-07T01:25:49Z,730000,False,39.0,19.0,1,left,J. Green driving Layup (5 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,4.34,Made,,,,,5.0,,,,,,,,,,
75,PT05M39.00S,2024-01-07T01:26:00.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,70.25295663600527,22.794117647058822,1610612749,12,10,2024-01-07T01:26:05Z,740000,False,-136.0,227.0,1,right,M. Beasley 26' 3PT  (3 PTS) (D. Lillard 3 AST),"[1627736, 203081]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,26.47,Made,,,,,3.0,D. Lillard,203081.0,3.0,,,,,,,
77,PT05M21.00S,2024-01-07T01:26:19.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,6.521024967148489,43.872549019607845,1610612745,12,10,2024-01-07T01:26:27Z,760000,False,31.0,9.0,1,left,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,3.18,Missed,,,,,,,,,,,,,,,
78,PT05M21.00S,2024-01-07T01:26:19.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,12,10,2024-01-07T01:26:27Z,770000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M06.00S,2024-01-07T01:26:33.6Z,1,REGULAR,3pt,Jump Shot,[],201572,70.25295663600527,23.284313725490197,1610612749,12,10,2024-01-07T01:26:42Z,780000,False,-134.0,227.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,26.35,Missed,,,,,,,,,,,,,,,
80,PT05M05.00S,2024-01-07T01:26:34.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,12,10,2024-01-07T01:26:42Z,790000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,
