actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M47.00S,2023-12-12T01:12:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629640,5.732588699080158,3.9215686274509802,1610612759,0,2,2023-12-12T01:12:52Z,160000,False,230.0,1.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
17,PT10M45.00S,2023-12-12T01:12:48.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,2,2023-12-12T01:13:02Z,170000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M30.00S,2023-12-12T01:13:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.64323258869908,52.20588235294118,1610612745,0,2,2023-12-12T01:13:11Z,180000,False,11.0,7.0,1,right,MISS A. Sengun driving reverse Layup,[1630578],1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
19,PT10M28.00S,2023-12-12T01:13:05.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,2,2023-12-12T01:13:11Z,190000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,18.0,3.0,3.0,0.0,,,,,,,,,,
20,PT10M23.00S,2023-12-12T01:13:11.9Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,0,2,2023-12-12T01:13:23Z,200000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (2 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,2.0,,,,,,,,
21,PT10M15.00S,2023-12-12T01:13:25.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,72.88107752956637,56.61764705882353,1610612745,0,2,2023-12-12T01:13:34Z,210000,False,33.0,202.0,1,right,MISS J. Green 20' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,20.51,Missed,,,,,,,,,,,,,,,,,,
22,PT10M14.00S,2023-12-12T01:13:26.9Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,0,2,2023-12-12T01:14:08Z,220000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M06.00S,2023-12-12T01:13:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,7.30946123521682,45.34313725490196,1610612759,0,4,2023-12-12T01:13:50Z,230000,False,23.0,16.0,1,left,M. Branham cutting Layup (2 PTS) (K. Johnson 1 AST),"[1631103, 1629640]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,2.84,Made,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
25,PT10M06.00S,2023-12-12T01:13:39.8Z,1,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612759,0,4,2023-12-12T01:13:52Z,250000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Branham 1 FT),"[1630578, 1631103]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,1.0,0.0,Branham,1631103.0,,,,
27,PT10M06.00S,2023-12-12T01:14:04.9Z,1,REGULAR,freethrow,1 of 1,[],1631103,,,1610612759,0,5,2023-12-12T01:14:05Z,270000,False,,,0,,M. Branham Free Throw 1 of 1 (3 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
28,PT09M53.00S,2023-12-12T01:14:18.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628415,88.12417871222075,39.705882352941174,1610612745,0,5,2023-12-12T01:14:25Z,280000,False,-51.0,59.0,1,right,MISS D. Brooks 7' Hook,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
29,PT09M52.00S,2023-12-12T01:14:20.4Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,0,5,2023-12-12T01:14:20Z,290000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,
30,PT09M51.00S,2023-12-12T01:14:21.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628415,88.64980289093299,50.245098039215684,1610612745,0,5,2023-12-12T01:16:21Z,300000,False,1.0,54.0,1,right,MISS D. Brooks Hook - blocked,"[1628415, 1641705]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,,,,,,,,,,,Wembanyama,1641705.0,,
31,PT09M51.00S,2023-12-12T01:14:21.6Z,1,REGULAR,block,,[],1641705,,,1610612745,0,5,2023-12-12T01:14:24Z,310000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M48.00S,2023-12-12T01:14:24.6Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,0,5,2023-12-12T01:14:29Z,320000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M40.00S,2023-12-12T01:14:32.4Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,0,5,2023-12-12T01:14:36Z,330000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1630578]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Sengun,1630578.0
34,PT09M40.00S,2023-12-12T01:14:32.4Z,1,REGULAR,steal,,[],1630578,,,1610612745,0,5,2023-12-12T01:14:34Z,340000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M34.00S,2023-12-12T01:14:38.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628415,75.24638633377135,14.460784313725492,1610612745,0,5,2023-12-12T01:17:30Z,350000,False,-178.0,180.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
36,PT09M30.00S,2023-12-12T01:14:42.8Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,0,5,2023-12-12T01:17:30Z,360000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,
37,PT09M28.00S,2023-12-12T01:14:44.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,69.46452036793693,73.0392156862745,1610612745,3,5,2023-12-12T01:14:48Z,370000,False,115.0,235.0,1,right,F. VanVleet 26' 3PT  (3 PTS) (J. Smith Jr. 1 AST),"[1627832, 1631095]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.13,Made,3.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,,
39,PT09M12.00S,2023-12-12T01:15:00.1Z,1,REGULAR,3pt,Jump Shot,[],1629640,26.62614980289093,18.38235294117647,1610612759,3,5,2023-12-12T01:15:07Z,390000,False,158.0,198.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
40,PT09M09.00S,2023-12-12T01:15:03.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,3,5,2023-12-12T01:15:07Z,400000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,
41,PT09M05.00S,2023-12-12T01:15:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,93.11760840998686,47.549019607843135,1610612745,5,5,2023-12-12T01:15:19Z,410000,False,-12.0,12.0,1,right,F. VanVleet running Layup (5 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.73,Made,5.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
42,PT08M51.00S,2023-12-12T01:15:21.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,32.933639947437584,51.71568627450981,1610612759,5,5,2023-12-12T01:15:25Z,420000,False,-9.0,257.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
43,PT08M49.00S,2023-12-12T01:15:23.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,5,2023-12-12T01:15:25Z,430000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT08M37.00S,2023-12-12T01:15:35.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,71.30420499342969,81.86274509803921,1610612745,5,5,2023-12-12T01:15:40Z,440000,False,159.0,217.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
45,PT08M35.00S,2023-12-12T01:15:37.7Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,5,5,2023-12-12T01:15:40Z,450000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT08M25.00S,2023-12-12T01:15:49.7Z,1,REGULAR,foul,personal,[],1631095,,,1610612759,5,5,2023-12-12T01:16:15Z,460000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1641705]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,201638.0,,1.0,0.0,Wembanyama,1641705.0,,,,
48,PT08M22.00S,2023-12-12T01:16:11.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,29.517082785808146,74.01960784313727,1610612759,5,8,2023-12-12T01:16:20Z,480000,False,-120.0,225.0,1,left,V. Wembanyama 25' 3PT  (3 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.5,Made,3.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
50,PT07M57.00S,2023-12-12T01:16:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.22667542706965,49.50980392156863,1610612745,7,8,2023-12-12T01:16:42Z,500000,False,-2.0,39.0,1,right,A. Sengun driving Layup (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.95,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
53,PT07M34.00S,2023-12-12T01:16:58.4Z,1,REGULAR,3pt,Jump Shot,[],1631110,27.94021024967148,24.264705882352942,1610612759,7,8,2023-12-12T01:17:09Z,520000,False,129.0,210.0,1,left,MISS J. Sochan 24' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
54,PT07M33.00S,2023-12-12T01:16:59.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,7,8,2023-12-12T01:17:09Z,530000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,53.0,,,,,,,,,,,,,
56,PT07M23.00S,2023-12-12T01:17:21.0Z,1,REGULAR,2pt,Jump Shot,[],1630224,81.2910643889619,29.901960784313726,1610612745,7,8,2023-12-12T01:19:03Z,550000,False,-100.0,123.0,1,right,MISS J. Green 15' driving floating Shot,[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,Mid-Range,8-16 Left,15.91,Missed,,,,,,,,,,,,,,,,,,
57,PT07M22.00S,2023-12-12T01:17:22.0Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,7,8,2023-12-12T01:19:03Z,560000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
58,PT07M16.00S,2023-12-12T01:17:28.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631103,5.732588699080158,52.94117647058824,1610612759,7,10,2023-12-12T01:19:26Z,570000,False,-15.0,1.0,1,left,M. Branham driving reverse Layup (5 PTS) (J. Sochan 1 AST),"[1631103, 1631110]",1610612759.0,SAS,driving reverse,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.48,Made,5.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
60,PT06M57.00S,2023-12-12T01:17:47.4Z,1,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612745,7,10,2023-12-12T01:17:55Z,590000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1629640, 1631095]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,201638.0,,1.0,0.0,Smith Jr.,1631095.0,,,,
62,PT06M57.00S,2023-12-12T01:17:58.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,7,10,2023-12-12T01:17:58Z,610000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2023-12-12T01:21:09.5Z,1,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,8,10,2023-12-12T01:21:09Z,620000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2023-12-12T01:21:28.7Z,1,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,9,10,2023-12-12T01:21:28Z,630000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (2 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2023-12-12T01:21:50.0Z,1,REGULAR,2pt,Jump Shot,[],1631110,14.931011826544022,68.87254901960785,1610612759,9,10,2023-12-12T01:21:58Z,640000,False,-94.0,88.0,1,left,MISS J. Sochan 12' fadeaway Shot,[1631110],1610612759.0,SAS,fadeaway,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,12.9,Missed,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2023-12-12T01:21:52.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,9,10,2023-12-12T01:21:58Z,650000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,65.0,3.0,2.0,1.0,,,,,,,,,,
67,PT06M22.00S,2023-12-12T01:22:06.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,87.33574244415243,83.82352941176471,1610612745,9,10,2023-12-12T01:22:12Z,660000,False,169.0,67.0,1,right,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right,18.17,Missed,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2023-12-12T01:22:09.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,9,10,2023-12-12T01:22:12Z,670000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right,,,,,,,67.0,4.0,4.0,0.0,,,,,,,,,,
69,PT06M07.00S,2023-12-12T01:22:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630170,26.363337713534822,83.82352941176471,1610612759,9,10,2023-12-12T01:22:29Z,680000,False,-169.0,195.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
70,PT06M03.00S,2023-12-12T01:22:26.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,9,10,2023-12-12T01:22:29Z,690000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
71,PT05M49.00S,2023-12-12T01:22:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.19776609724047,49.26470588235294,1610612745,9,10,2023-12-12T01:22:45Z,700000,False,-4.0,21.0,1,right,MISS D. Brooks driving finger roll Layup,[1628415],1610612745.0,HOU,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
72,PT05M47.00S,2023-12-12T01:22:42.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,9,10,2023-12-12T01:22:45Z,710000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,
73,PT05M39.00S,2023-12-12T01:22:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,13.222733245729303,94.6078431372549,1610612759,9,10,2023-12-12T01:22:54Z,720000,False,-223.0,72.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2023-12-12T01:22:52.0Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,9,10,2023-12-12T01:22:54Z,730000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,
75,PT05M27.00S,2023-12-12T01:23:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,92.9862023653088,53.92156862745098,1610612745,11,10,2023-12-12T01:23:06Z,740000,False,20.0,13.0,1,right,J. Smith Jr. cutting DUNK (4 PTS) (D. Brooks 1 AST),"[1631095, 1628415]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.37,Made,4.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
77,PT05M10.00S,2023-12-12T01:23:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,13.222733245729303,46.07843137254902,1610612759,11,12,2023-12-12T01:23:24Z,760000,False,20.0,72.0,1,left,V. Wembanyama 7' driving floating Jump Shot (5 PTS) (M. Branham 2 AST),"[1641705, 1631103]",1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,5.0,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,
79,PT05M02.00S,2023-12-12T01:23:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,91.80354796320631,51.71568627450981,1610612745,11,12,2023-12-12T01:23:31Z,780000,False,9.0,25.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
80,PT05M00.00S,2023-12-12T01:23:28.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,11,12,2023-12-12T01:23:31Z,790000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,79.0,5.0,5.0,0.0,,,,,,,,,,
