actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-26T00:11:12.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-26T00:11:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-03-26T00:11:18.0Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612745,0,0,2024-03-26T00:11:18Z,40000,False,,,0,,Jump Ball J. Landale vs. D. Reath: Tip to D. Brooks,"[1628415, 1629111, 1641871]",1610612745.0,HOU,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Landale,1629111.0,Reath,1641871.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M51.00S,2024-03-26T00:11:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.38042049934296,53.67647058823529,1610612745,2,0,2024-03-26T00:11:24Z,70000,False,18.0,10.0,1,right,J. Green cutting Layup (2 PTS) (D. Brooks 1 AST),"[1630224, 1628415]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-03-26T00:11:41.0Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612757,2,0,2024-03-26T00:11:52Z,90000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Reath 2 FT),"[1627832, 1641871]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,1162.0,1.0,0.0,Reath,1641871.0,,,,,,,,,
11,PT11M33.00S,2024-03-26T00:12:08.3Z,1,REGULAR,freethrow,1 of 2,[],1641871,,,1610612757,2,1,2024-03-26T00:12:08Z,110000,False,,,0,,D. Reath Free Throw 1 of 2 (1 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M33.00S,2024-03-26T00:12:25.2Z,1,REGULAR,freethrow,2 of 2,[],1641871,,,1610612757,2,2,2024-03-26T00:12:25Z,120000,False,,,0,,D. Reath Free Throw 2 of 2 (2 PTS),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2024-03-26T00:12:43.3Z,1,REGULAR,foul,personal,[],1641712,,,1610612745,2,2,2024-03-26T00:12:56Z,130000,False,,,0,,R. Rupert personal FOUL (1 PF),"[1641712, 1628415]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627529.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,
15,PT11M09.00S,2024-03-26T00:13:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,69.20170827858082,30.88235294117647,1610612745,2,2,2024-03-26T00:13:14Z,150000,False,-96.0,237.0,1,right,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
16,PT11M07.00S,2024-03-26T00:13:09.4Z,1,REGULAR,rebound,defensive,[],1641712,,,1610612757,2,2,2024-03-26T00:13:18Z,160000,False,,,0,,R. Rupert REBOUND (Off:0 Def:1),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M54.00S,2024-03-26T00:13:22.8Z,1,REGULAR,2pt,Jump Shot,[],1630703,20.71287779237845,35.049019607843135,1610612757,2,2,2024-03-26T00:13:40Z,170000,False,75.0,142.0,1,left,MISS S. Henderson 16' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Center,16.07,Missed,,,,,,,,,,,,,,,,,,
18,PT10M53.00S,2024-03-26T00:13:23.8Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,2,2,2024-03-26T00:13:32Z,180000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,
20,PT10M39.00S,2024-03-26T00:13:56.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631200,23.99802890932983,14.460784313725492,1610612757,2,2,2024-03-26T00:14:15Z,200000,False,178.0,173.0,1,left,MISS K. Murray 24' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
21,PT10M37.00S,2024-03-26T00:13:58.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,2,2,2024-03-26T00:14:05Z,210000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,
