actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-23T01:11:01.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-23T01:11:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-23T01:11:04.3Z,1,REGULAR,jumpball,recovered,[],1630583,,,1610612763,0,0,2023-11-23T01:11:04Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. A. Sengun: Tip to S. Aldama,"[1630583, 1628991, 1630578]",1610612763.0,MEM,startperiod,S. Aldama,1630583.0,Aldama,S. Aldama,Jackson Jr.,1628991.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-11-23T01:11:24.4Z,1,REGULAR,2pt,Jump Shot,[],1628991,89.17542706964521,66.42156862745098,1610612763,0,2,2023-11-23T01:11:30Z,70000,False,82.0,49.0,1,right,J. Jackson Jr. 9' floating Jump Shot (2 PTS),[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,9.58,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M13.00S,2023-11-23T01:11:47.1Z,1,REGULAR,3pt,Jump Shot,[],1631095,29.517082785808146,68.62745098039215,1610612745,3,2,2023-11-23T01:11:53Z,80000,False,-93.0,225.0,1,left,J. Smith Jr. 24' 3PT  (3 PTS) (D. Brooks 1 AST),"[1631095, 1628415]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.35,Made,3.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
11,PT10M53.00S,2023-11-23T01:12:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,88.38699080157687,49.50980392156863,1610612763,3,2,2023-11-23T01:12:29Z,110000,False,-2.0,57.0,1,right,MISS J. Jackson Jr. running finger roll Layup - blocked,"[1628991, 1631095]",1610612763.0,MEM,running finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,Smith Jr.,1631095.0,,,,,,,,,,,,
12,PT10M53.00S,2023-11-23T01:12:23.1Z,1,REGULAR,block,,[],1631095,,,1610612763,3,2,2023-11-23T01:12:25Z,120000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M49.00S,2023-11-23T01:12:27.1Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,3,2,2023-11-23T01:12:29Z,130000,False,,,0,,D. Bane REBOUND (Off:1 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,
14,PT10M46.00S,2023-11-23T01:12:30.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,69.07030223390277,73.77450980392157,1610612763,3,5,2023-11-23T01:12:33Z,140000,False,119.0,238.0,1,right,D. Bane 26' 3PT  (3 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.62,Made,3.0,,,,,,,,,,,,,,,,,
15,PT10M25.00S,2023-11-23T01:12:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,30.17411300919842,73.52941176470588,1610612745,3,5,2023-11-23T01:12:57Z,150000,False,-118.0,231.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
16,PT10M23.00S,2023-11-23T01:12:53.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,3,5,2023-11-23T01:12:57Z,160000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,
